Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
,28.04.2015,2015,authorised (under additional monitoring),ema,approved,28.04.2016,2016,neoplasms,endolucinbeta-epar-public-assessment-report_en.pdf,other,endolucinbeta,"to be used only for the radiolabelling of carrier molecules, which have been specifically developed for radiolabelling with this radionuclide. radiopharmaceutical precursor - not intended for direct use in patients.",not reported,no,"to be used only for the radiolabelling of carrier molecules, which have been specifically developed for radiolabelling with this radionuclide. radiopharmaceutical precursor - not intended for direct use in patients.",not reported,itg isotope technologies garching gmbh,isotope technologies garching,ema/chmp/404078/2016,lutetium (177 lu) chloride,yes,no,solution,emea/h/c/003999/0000,,EMA
inhalation,03.05.2019,2019,authorised,ema,approved,30.04.2020,2020,diseases of the respiratory system,enerzair-breezhaler-epar-public-assessment-report_en.pdf,small molecule,enerzair breezhaler,"once-daily maintenance treatment of asthma, and to reduce asthma exacerbations, in adults not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid",<asthma>,no,"once-daily maintenance treatment of asthma, and to reduce asthma exacerbations, in adults not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid",<asthma>,novartis europharm limited,novartis,ema/271332/2020,indacaterol / glycopyrronium bromide / mometasone,no,no,powder; capsule,emea/h/c/005061/0000,na,EMA
intravenous,22.05.2020,2020,authorised,ema,approved,10.12.2020,2020,neoplasms,enhertu-epar-public-assessment-report_en.pdf,other,enhertu,enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2 positive breast cancer who have received two or more prior anti her2 based regimens.,<breast neoplasms>,no,enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2 positive breast cancer who have received two or more prior anti her2 based regimens.,<breast neoplasms>,daiichi sankyo europe gmbh,daiichi sankyo,ema/2446/2021,trastuzumab deruxtecan,no,no,powder,emea/h/c/005124/0000,na,EMA
intravenous,08.10.2021,2021,authorised,ema,approved,15.09.2022,2022,diseases of the blood and blood-forming organs,enjaymo-epar-public-assessment-report_en.pdf,biologics,enjaymo,treatment of haemolysis in adult patients with cold agglutinin disease (cad),<cold agglutinin disease>,no,treatment of haemolysis in adult patients with cold agglutinin disease (cad),<cold agglutinin disease>,genzyme europe bv,genzyme,ema/863061/2022,sutimlimab,no,yes,solution,emea/h/c/005776/0000,na,EMA
intramuscular; intravenous,24.05.2022,2022,authorised,ema,approved,20.07.2023,2023,neoplasms; diseases of the blood and blood-forming organs,enrylaze-epar-public-assessment-report_en.pdf,biologics,enrylaze,enrylaze is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukaemia (all) and lymphoblastic lymphoma (lbl) in adult and paediatric patients who developed hypersensitivity or silent inactivation to e. coli-derived asparaginase.,<precursor cell lymphoblastic leukemia-lymphoma>,no,enrylaze is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukaemia (all) and lymphoblastic lymphoma (lbl) in adult and paediatric patients who developed hypersensitivity or silent inactivation to e. coli-derived asparaginase.,<precursor cell lymphoblastic leukemia-lymphoma>,jazz pharmaceuticals ireland limited,jazz,ema/429470/2023,crisantaspase,yes,,solution,emea/h/c/005917/0000,,EMA
subcutaneous,20.08.2019,2019,authorised,ema,approved,22.04.2021,2021,diseases of the nervous system,enspryng-epar-public-assessment-report_en.pdf,biologics,enspryng,as a monotherapy or in combination with immunosuppressive therapy (ist) for the treatment of neuromyelitis optica spectrum disorders (nmosd) in adult and adolescent patients from 12 years of age who are anti-aquaporin-4 igg (aqp4-igg) seropositive.,<neuromyelitis optica spectrum disorder>,no,as a monotherapy or in combination with immunosuppressive therapy (ist) for the treatment of adult and adolescent patients from 12 years of age with neuromyelitis optica spectrum disorders (nmosd).,<neuromyelitis optica spectrum disorder>,roche registration gmbh,roche,ema/265568/2021,satralizumab,no,yes,solution,emea/h/c/004788/0000,na,EMA
oral,07.04.2011,2011,authorised,ema,approved,23.06.2011,2011,diseases of the nervous system,entacapone-orion-epar-public-assessment-report_en.pdf,small molecule,entacapone orion,"entacapone is indicated as an adjunct to standard preparations of levodopa/benserazide or levodopa/carbidopa for use in adult patients with parkinson’s disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",<parkinson disease>,yes,"entacapone is indicated as an adjunct to standard preparations of levodopa/benserazide or levodopa/carbidopa for use in adult patients with parkinson’s disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",<parkinson disease>,orion corporation,orion,ema/533485/2011,entacapone,yes,no,tablet,emea/h/c/002440,na,EMA
oral,06.05.2010,2010,authorised,ema,approved,18.02.2011,2011,diseases of the nervous system,entacapone-teva-epar-public-assessment-report_en.pdf,small molecule,entacapone teva,"as an adjunct to standard preparations of levodopa/benserazide or levodopa/carbidopa for use in adult patients with parkinson’s disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations",<parkinson disease>,no,"as an adjunct to standard preparations of levodopa/benserazide or levodopa/carbidopa for use in adult patients with parkinson’s disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations",<parkinson disease>,teva pharma b.v.,teva,ema/52316/2011,entacapone,yes,no,tablet,emea/h/c/002075,na,EMA
oral,01.07.2016,2016,authorised,ema,approved,20.07.2017,2017,infectious and parasitic diseases,entecavir-accord-epar-public-assessment-report_en.pdf,small molecule,entecavir accord,"treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis; decompensated liver disease; treatment of chronic hbv infection in nucleoside naive paediatric patients from 2 to < 18 years of age with compensated liver disease who have evidence of active viral replication and persistently elevated serum alt levels, or histological evidence of moderate to severe inflammation and/or fibrosis",<chronic hepatitis b>; <liver diseases>,no,"treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis; decompensated liver disease; treatment of chronic hbv infection in nucleoside naive paediatric patients from 2 to < 18 years of age with compensated liver disease who have evidence of active viral replication and persistently elevated serum alt levels, or histological evidence of moderate to severe inflammation and/or fibrosis",<chronic hepatitis b>,accord healthcare ltd,accord,ema/520001/2017,entecavir,yes,no,tablet,emea/h/c/004458/0000,,EMA
oral,29.06.2016,2016,authorised,ema,approved,20.07.2017,2017,infectious and parasitic diseases,entecavir-mylan-epar-public-assessment-report_en.pdf,small molecule,entecavir mylan,treatment of chronic hepatitis b virus (hbv) infection,<chronic hepatitis b>,no,treatment of chronic hepatitis b virus (hbv) infection,<chronic hepatitis b>,mylan s.a.s,mylan,ema/555410/2017,entecavir,yes,no,tablet,emea/h/c/004377/0000,,EMA
oral,16.12.2014,2014,authorised,ema,approved,23.09.2015,2015,diseases of the circulatory system,entresto-epar-public-assessment-report_en.pdf,small molecule,entresto,treatment of symptomatic chronic heart failure with reduced ejection fraction,<heart failure>,no,treatment of heart failure (nyha class ii-iv) in patients with systolic dysfunction,<heart failure>,novartis europharm ltd,novartis,ema/671279/2015,sacubitril / valsartan,no,no,tablet,emea/h/c/004062/0000,na,EMA
intravenous,06.03.2013,2013,authorised,ema,approved,20.03.2014,2014,diseases of the digestive system,entyvio-epar-public-assessment-report_en.pdf,biologics,entyvio,"treatment of adult patients with moderately to severely active ulcerative colitis and crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a tumour necrosis factor alpha (tnfα) antagonist.",<ulcerative colitis>; <crohn disease>,no,"treatment of adult patients with moderately to severely active ulcerative colitis and crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a tumour necrosis factor alpha (tnfα) antagonist.",<ulcerative colitis>; <crohn disease>,takeda pharma a/s,takeda,ema/676643/2013,vedolizumab,no,no,powder,emea/h/c/002782/0000,na,EMA
inhalation,01.09.2011,2011,authorised,ema,approved,21.06.2012,2012,diseases of the respiratory system,enurev-breezhaler-epar-public-assessment-report_en.pdf,small molecule,enurev breezhaler,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd),<chronic obstructive pulmonary disease>,no,once daily maintenance bronchodilator treatment to relieve symptoms of patients with chronic obstructive pulmonary disease (copd),"<pulmonary disease, chronic obstructive>",novartis europharm ltd.,novartis,ema/chmp/508338/2012,glycopyrronium bromide,no,no,powder,emea/h/c/002430,na,EMA
oral,29.04.2013,2013,authorised,ema,approved,22.05.2014,2014,diseases of the genitourinary system; diseases of the digestive system,envarsus-epar-public-assessment-report_en.pdf,small molecule,envarsus,prophylaxis of transplant rejection in adult kidney or liver allograft recipients; treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products in adult patients,<transplant rejection>,yes,prophylaxis of transplant rejection in adult kidney allograft recipients,<transplant rejection>,chiesi farmaceutici s.p.a.,chiesi,ema/chmp/81205/2014,tacrolimus,yes,no,tablet,emea/h/c/002655/0000,,EMA
oral,03.09.2008,2008,authorised,ema,approved,23.07.2009,2009,"endocrine, nutritional, and metabolic diseases",enyglid-epar-public-assessment-report_en.pdf,small molecule,enyglid,"patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.",<type 2 diabetes mellitus>,no,"patients with type 2 diabetes (non insulin-dependent diabetes mellitus (niddm)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.","<diabetes mellitus, type 2>","krka, d.d., novo mesto",krka,,repaglinide,yes,no,tablet,emea/h/c/001065,,EMA
oral,26.06.2023,2023,authorised,ema,approved,27.06.2024,2024,neoplasms; diseases of the genitourinary system,enzalutamide-viatris-epar-public-assessment-report_en.pdf,small molecule,enzalutamide viatris,as monotherapy or in combination with androgen deprivation therapy for the treatment of adult men with high-risk biochemical recurrent (bcr) non-metastatic hormone-sensitive prostate cancer (nmhspc) who are unsuitable for salvage-radiotherapy; in combination with androgen deprivation therapy for the treatment of adult men with metastatic hormone-sensitive prostate cancer (mhspc); for the treatment of adult men with high-risk non-metastatic castration-resistant prostate cancer (crpc); for the treatment of adult men with metastatic crpc who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated; for the treatment of adult men with metastatic crpc whose disease has progressed on or after docetaxel therapy.,<prostatic neoplasms>,no,as monotherapy or in combination with androgen deprivation therapy for the treatment of adult men with high-risk biochemical recurrent (bcr) non-metastatic hormone-sensitive prostate cancer (nmhspc) who are unsuitable for salvage-radiotherapy; in combination with androgen deprivation therapy for the treatment of adult men with metastatic hormone-sensitive prostate cancer (mhspc); for the treatment of adult men with high-risk non-metastatic castration-resistant prostate cancer (crpc); for the treatment of adult men with metastatic crpc who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated; for the treatment of adult men with metastatic crpc whose disease has progressed on or after docetaxel therapy.,<prostatic neoplasms>,viatris limited,viatris,ema/338096/2024,enzalutamide,yes,no,tablet,emea/h/c/006299/0000,,EMA
oral,04.02.2015,2015,withdrawn,ema,approved,28.04.2016,2016,diseases of the digestive system,enzepi-epar-public-assessment-report_en.pdf,peptides and proteins,enzepi,"pancreatic enzyme replacement treatment in epi due to cf or other conditions (eg chronic pancreatitis, post pancreatectomy or pancreatic cancer). enzepi is indicated in adults, infants, children and adolescents.",<exocrine pancreatic insufficiency>; <cystic fibrosis>; <chronic pancreatitis>; <pancreatic neoplasms>,no,"pancreatic enzyme replacement treatment in epi due to cf or other conditions (eg chronic pancreatitis, post pancreatectomy or pancreatic cancer). enzepi is indicated in adults, infants, children and adolescents.","<exocrine pancreatic insufficiency>; <cystic fibrosis>; <pancreatitis, chronic>; <pancreatic neoplasms>",aptalis pharma sas,aptalis,ema/340098/2016,pancreas powder,yes,no,capsule,emea/h/c/002070/0000,,EMA
oral,14.11.2015,2015,authorised,ema,approved,26.05.2016,2016,infectious and parasitic diseases,epclusa-epar-public-assessment-report_en.pdf,small molecule,epclusa,treatment of chronic hepatitis c virus (hcv) infection in adults,<chronic hepatitis c>,no,treatment of chronic hepatitis c virus (hcv) infection in adults,<chronic hepatitis c>,gilead sciences international ltd,gilead,ema/399285/2016,sofosbuvir / velpatasvir,no,no,tablet,emea/h/c/004210/0000,na,EMA
subcutaneous,07.03.2013,2013,withdrawn,ema,approved,23.01.2014,2014,"endocrine, nutritional, and metabolic diseases",eperzan-epar-public-assessment-report_en.pdf,peptides and proteins,eperzan,"treatment of type 2 diabetes mellitus in adults, as an adjunct to diet and exercise to improve glycaemic control",<type 2 diabetes mellitus>,no,"treatment of type 2 diabetes mellitus in adults, as an adjunct to diet and exercise to improve glycaemic control",<type 2 diabetes mellitus>,glaxosmithkline trading services limited,glaxosmithkline,ema/177464/2014,albiglutide,no,no,powder; solvent,emea/h/c/002735/0000,na,EMA
oral,21.12.2017,2017,authorised,ema,approved,25.07.2019,2019,diseases of the nervous system,epidyolex-epar-public-assessment-report_en.pdf,small molecule,epidyolex,"adjunctive therapy of seizures associated with lennox-gastaut syndrome (lgs) or dravet syndrome (ds), in conjunction with clobazam, for patients 2 years of age and older",<seizures>; <lennox-gastaut syndrome>; <dravet syndrome>,no,adjunctive therapy of seizures associated with lennox-gastaut syndrome (lgs) or dravet syndrome (ds) in patients from 2 years of age and older,<seizures>; <lennox-gastaut syndrome>; <dravet syndrome>,gw pharma (international) b.v.,gw,ema/458106/2019,cannabidiol,no,yes,solution,emea/h/c/004675/0000,na,EMA
cutaneous,10.10.2014,2014,withdrawn,ema,approved,19.11.2015,2015,"injury, poisoning and certain other consequences of external causes",episalvan-epar-public-assessment-report_en.pdf,other,episalvan,treatment of partial thickness wounds in adults,<partial thickness wounds>,no,treatment in adults for accelerated healing of partial thickness wounds,<partial thickness wounds>,birken ag,birken,ema/833320/2015,birch bark extract,no,no,gel,emea/h/c/003938/0000,na,EMA
oral,,,authorised,ema,approved,18.04.1996,1996,infectious and parasitic diseases,epivir-epar-scientific-discussion_en.pdf,small molecule,epivir,treatment of hiv-infected adults and children as part of antiretroviral combination therapy,<hiv infections>,no,treatment of hiv-infected adults and children as part of antiretroviral combination therapy,<hiv infections>,,not reported,,lamivudine,no,no,tablet; solution,,na,EMA
subcutaneous; intravenous,04.06.2008,2008,authorised,ema,approved,23.07.2009,2009,diseases of the blood and blood-forming organs; neoplasms,eporatio-epar-public-assessment-report_en.pdf,biologics,eporatio,treatment of symptomatic anaemia associated with chronic renal failure; treatment of symptomatic anaemia in cancer patients with non-myeloid malignancies receiving chemotherapy,<anemia>; <chronic kidney failure>; <neoplasms>,no,treatment of symptomatic anaemia associated with chronic renal failure; treatment of symptomatic anaemia in cancer patients with non-myeloid malignancies receiving chemotherapy; increasing the yield of autologous blood from patients in a predonation programme,<anemia>; <chronic kidney failure>; <neoplasms>,ratiopharm gmbh,ratiopharm,ema/522704/2009,epoetin theta,no,no,solution,emea/h/c/001033,na,EMA
intravenous,02.12.2014,2014,authorised,ema,approved,19.11.2015,2015,diseases of the circulatory system,eptifibatide-accord-epar-public-assessment-report_en.pdf,peptides and proteins,eptifibatide accord,prevention of early myocardial infarction in adults presenting with unstable angina or non-q-wave myocardial infarction,"<myocardial infarction>; <angina, unstable>",no,prevention of early myocardial infarction in adults presenting with unstable angina or non-q-wave myocardial infarction,"<myocardial infarction>; <angina, unstable>",accord healthcare limited,accord,ema/851528/2015,eptifibatide,yes,no,solution,emea/h/c/004104/0000,,EMA
intravenous,22.06.2022,2022,authorised,ema,approved,30.03.2023,2023,diseases of the blood and blood-forming organs,epysqli-epar-public-assessment-report_en.pdf,biologics,epysqli,epysqli is indicated in adults and children for the treatment of paroxysmal nocturnal haemoglobinuria (pnh).,<paroxysmal nocturnal hemoglobinuria>,no,epysqli is indicated in adults and children for the treatment of paroxysmal nocturnal haemoglobinuria (pnh).,<paroxysmal nocturnal hemoglobinuria>,samsung bioepis nl b.v.,samsung,ema/203468/2023,eculizumab,yes,no,concentrate,emea/h/c/006036/0000,ema/chmp/sawp/634958/2017,EMA
intravenous,13.09.2019,2019,withdrawn,ema,approved,23.07.2020,2020,neoplasms; diseases of the respiratory system; diseases of the genitourinary system,equidacent-epar-public-assessment-report_en.pdf,biologics,equidacent,"bevacizumab in combination with chemotherapy for various cancers including metastatic carcinoma of the colon or rectum, metastatic breast cancer, non-small cell lung cancer, renal cell cancer, ovarian cancer, and cervical cancer.",<colorectal neoplasms>; <breast neoplasms>; <lung neoplasms>; <renal cell carcinoma>; <ovarian neoplasms>; <uterine cervical neoplasms>,no,"bevacizumab in combination with chemotherapy for various cancers including metastatic carcinoma of the colon or rectum, metastatic breast cancer, non-small cell lung cancer, renal cell cancer, ovarian cancer, and cervical cancer.",<colorectal neoplasms>; <breast neoplasms>; <lung neoplasms>; <renal cell carcinoma>; <ovarian neoplasms>; <uterine cervical neoplasms>,centus biotherapeutics europe limited,centus,ema/427966/2020,bevacizumab,no,no,concentrate,emea/h/c/005181/0000,na,EMA
subcutaneous,11.11.2015,2015,authorised,ema,approved,21.04.2017,2017,diseases of the musculoskeletal system and connective tissue; diseases of the skin,erelzi-epar-public-assessment-report_en.pdf,biologics,erelzi,rheumatoid arthritis; juvenile idiopathic arthritis; psoriatic arthritis; axial spondyloarthritis; plaque psoriasis; paediatric plaque psoriasis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylarthropathies>; <psoriasis>",no,rheumatoid arthritis; juvenile idiopathic arthritis; psoriatic arthritis; axial spondyloarthritis; plaque psoriasis; paediatric plaque psoriasis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylarthropathies>; <psoriasis>; <psoriasis>",sandoz gmbh,sandoz,ema/chmp/302222/2017,etanercept,no,no,solution,emea/h/c/004192/0000,na,EMA
intravenous,26.04.2023,2023,authorised,ema,approved,25.04.2024,2024,neoplasms,eribulin-baxter-epar-public-assessment-report_en.pdf,small molecule,eribulin baxter,eribulin baxter is indicated for the treatment of adult patients with locally advanced or metastatic breast cancer who have progressed after at least one chemotherapeutic regimen for advanced disease. eribulin baxter is indicated for the treatment of adult patients with unresectable liposarcoma who have received prior anthracycline containing therapy for advanced or metastatic disease.,<breast neoplasms>; <liposarcoma>,no,eribulin baxter monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease. eribulin baxter is indicated for the treatment of adult patients with unresectable liposarcoma who have received prior anthracycline containing therapy for advanced or metastatic disease.,<breast neoplasms>; <liposarcoma>,baxter holding b.v.,baxter,ema/229035/2024,eribulin,yes,no,solution,emea/h/c/006191/0000,na,EMA
oral,01.12.2011,2011,authorised,ema,conditional marketing authorisation,25.04.2013,2013,neoplasms; diseases of the skin,erivedge-epar-public-assessment-report_en.pdf,small molecule,erivedge,treatment of adult patients with symptomatic metastatic basal cell carcinoma and locally advanced basal cell carcinoma inappropriate for surgery or radiotherapy,<basal cell carcinoma>,no,treatment of advanced basal cell carcinoma,<basal cell carcinoma>,roche registration ltd.,roche,ema/297688/2013,vismodegib,no,no,capsule,emea/h/c/002602,na,EMA
oral,08.02.2018,2018,authorised,ema,approved,15.11.2018,2018,neoplasms,erleada-epar-public-assessment-report_en.pdf,small molecule,erleada,treatment of adult men with non-metastatic castration-resistant prostate cancer (nm-crpc) who are at high risk of developing metastatic disease,<prostatic neoplasms>,no,treatment of adult men with non-metastatic castration-resistant prostate cancer (nm-crpc) who are at high risk of developing metastatic disease,<prostatic neoplasms>,janssen-cilag international n.v.,janssen-cilag,ema/879617/2018,apalutamide,no,no,tablet,emea/h/c/004452/0000,na,EMA
intravenous,05.02.2021,2021,authorised,ema,approved,19.05.2022,2022,infectious and parasitic diseases; diseases of the skin,ertapenem-sun-epar-public-assessment-report_en.pdf,small molecule,ertapenem sun,"treatment of intra-abdominal infections, community acquired pneumonia, acute gynaecological infections, diabetic foot infections of the skin and soft tissue; prophylaxis of surgical site infection following elective colorectal surgery",<intraabdominal infections>; <pneumonia>; <gynecologic infections>; <diabetic foot>; <surgical wound infection>,no,"treatment of intra-abdominal infections, community acquired pneumonia, acute gynaecological infections, diabetic foot infections of the skin and soft tissue; prophylaxis of surgical site infection following elective colorectal surgery",<intraabdominal infections>; <pneumonia>; <gynecologic infections>; <diabetic foot>; <surgical wound infection>,sun pharmaceutical industries (europe) b.v.,sun,ema/569175/2022,ertapenem,yes,no,powder,emea/h/c/005815/0000,,EMA
intramuscular,11.03.2019,2019,authorised,ema,approved,17.10.2019,2019,infectious and parasitic diseases,ervebo-epar-public-assessment-report_en.pdf,vaccine,ervebo,active immunization of at-risk individuals 18 years of age and older to protect against ebola virus disease (evd) caused by zaire ebola virus.,<ebola virus disease>,no,active immunization of at-risk individuals 18 years of age and older to protect against ebola virus disease (evd) caused by zaire ebola virus.,<ebola virus disease>,merck sharp & dohme b.v.,merck sharp & dohme,ema/606159/2019,"ebola zaire vaccine (rvsvδg-zebov-gp, live)",no,no,solution,emea/h/c/004554/0000,na,EMA
oral,26.02.2010,2010,authorised,ema,approved,16.12.2010,2010,diseases of the respiratory system,esbriet-epar-public-assessment-report_en.pdf,small molecule,esbriet,treatment of mild to moderate idiopathic pulmonary fibrosis (ipf) in adults,<idiopathic pulmonary fibrosis>,no,treatment of idiopathic pulmonary fibrosis (ipf),<idiopathic pulmonary fibrosis>,intermune europe ltd.,intermune,ema/chmp/115147/2011,pirfenidone,no,yes,capsule,emea/h/c/002154,na,EMA
oral,19.11.2010,2010,withdrawn,ema,approved,15.12.2011,2011,neoplasms; diseases of the genitourinary system,esmya-epar-public-assessment-report_en.pdf,small molecule,esmya,pre-operative treatment of moderate to severe symptoms of uterine fibroids in adult women of reproductive age,<uterine fibroids>,no,"treatment of symptoms (heavy uterine bleeding and/or pain) in patients with uterine fibroids who are eligible for surgery, or when surgery is not appropriate",<uterine fibroids>,preglem france s.a.s.,preglem,ema/486902/2018,ulipristal,no,no,tablet,emea/h/c/002041/0000,na,EMA
intravenous,27.02.2018,2018,authorised,ema,approved,26.04.2019,2019,diseases of the blood and blood-forming organs,esperoct-epar-public-assessment-report_en.pdf,biologics,esperoct,treatment and prophylaxis of bleeding in patients 12 years and above with haemophilia a (congenital factor viii deficiency).,<hemophilia a>,no,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). esperoct can be used for all age groups.,<hemophilia a>,novo nordisk a/s,novo nordisk,ema/chmp/352302/2019,turoctocog alfa pegol,no,yes,lyophilisate,emea/h/c/004883/0000,na,EMA
oral,,,authorised,ema,approved,19.07.2007,2007,"endocrine, nutritional, and metabolic diseases",eucreas-epar-scientific-discussion_en.pdf,small molecule,eucreas,the treatment of type 2 diabetes mellitus patients who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone or who are already treated with the combination of vildagliptin and metformin as separate tablet.,<type 2 diabetes mellitus>,no,the treatment of type 2 diabetes mellitus patients who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone or who are already treated with the combination of vildagliptin and metformin as separate tablet.,<type 2 diabetes mellitus>,novartis europharm limited,novartis,,vildagliptin and metformin hydrochloride,yes,no,tablet,emea/h/c/000826,chmp,EMA
oral,06.07.2009,2009,authorised,ema,approved,23.06.2011,2011,infectious and parasitic diseases,eurartesim-epar-public-assessment-report_en.pdf,small molecule,eurartesim,"for the treatment of uncomplicated plasmodium falciparum malaria in adults, children and infants 6 months and over and weighing 5 kg or more","<malaria, falciparum>",no,for the treatment of uncomplicated plasmodium falciparum malaria and for reducing the risk of new infections,"<malaria, falciparum>",sigma-tau industrie farmaceutiche riunite s.p.a.,sigma-tau,ema/739355/2011,dihydroartemisinin / piperaquine phosphate,no,no,tablet,emea/h/c/1199,na,EMA
nasal,07.10.2022,2022,authorised,ema,approved,27.06.2024,2024,infectious and parasitic diseases,eurneffy-epar-public-assessment-report_en.pdf,small molecule,eurneffy,"emergency treatment of allergic reactions (anaphylaxis) due to insect stings or bites, foods, medicinal products and other allergens as well as idiopathic or exercise induced anaphylaxis",<anaphylaxis>,no,"emergency treatment of allergic reactions (anaphylaxis) due to insect stings or bites, foods, medicinal products and other allergens as well as idiopathic or exercise induced anaphylaxis",<anaphylaxis>,ars pharmaceuticals irl limited,ars,ema/328958/2024,epinephrine,no,no,spray,emea/h/c/006139/0000,na,EMA
epilesional,28.02.2012,2012,withdrawn,ema,approved,27.06.2013,2013,"injury, poisoning and certain other consequences of external causes",evarrest-epar-public-assessment-report_en.pdf,biologics,evarrest,"supportive treatment in surgery where standard surgical techniques are insufficient, for improvement of haemostasis.",not reported,no,"supportive treatment in surgery, for improvement of haemostasis, where standard surgical techniques are ineffective or impractical.",not reported,omrix biopharmaceuticals nv,omrix,ema/464286/2013,human fibrinogen / human thrombin,no,no,sealant matrix,emea/h/c/002515,na,EMA
subcutaneous,21.11.2017,2017,authorised,ema,approved,17.10.2019,2019,diseases of the musculoskeletal system and connective tissue,evenity-epar-public-assessment-report_en.pdf,biologics,evenity,severe osteoporosis in postmenopausal women at high risk of fracture,<osteoporosis>,no,treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures,<osteoporosis>,ucb pharma s.a.,ucb,ema/26554/2020,romosozumab,no,no,solution,emea/h/c/004465/0000,na,EMA
epilesional,25.07.2007,2007,withdrawn,ema,approved,24.07.2008,2008,diseases of the circulatory system,evicel-epar-public-assessment-report_en.pdf,biologics,evicel,"evicel is used as supportive treatment in surgery where standard surgical techniques are insufficient, for improvement of haemostasis. evicel is also indicated as suture support for haemostasis in vascular surgery.",not reported,yes,"evicel is intended for clinical use as supportive treatment in surgery where standard surgical techniques are insufficient, for improvement of haemostasis and to promote sealing, or as suture support for haemostasis in vascular surgery.",not reported,omrix biopharmaceuticals s.a.,omrix,,human fibrinogen / human thrombin,no,no,fibrin sealant kit,emea/h/c/000898,na,EMA
oral,02.09.2010,2010,authorised,ema,approved,22.09.2011,2011,infectious and parasitic diseases,eviplera-epar-public-assessment-report_en.pdf,small molecule,eviplera,"treatment of human immunodeficiency virus type 1 (hiv 1) infection in antiretroviral treatment-naïve adult patients with a viral load ≤ 100,000 hiv-1 rna copies/ml.",<acquired immunodeficiency syndrome>,no,treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over.,<human immunodeficiency virus>,gilead sciences international ltd.,gilead,ema/chmp/592901/2011,emtricitabine / rilpivirine / tenofovir disoproxil,no,no,tablet,emea/h/c/002312,na,EMA
oral,,,authorised,ema,approved,22.05.2003,2003,diseases of the musculoskeletal system and connective tissue,evista-epar-scientific-discussion_en.pdf,small molecule,evista,treatment and prevention of osteoporosis in postmenopausal women,<osteoporosis>,yes,treatment and prevention of osteoporosis in postmenopausal women,<osteoporosis>,,not reported,,raloxifene hydrochloride,no,no,tablet,,na,EMA
oral,03.07.2014,2014,authorised,ema,approved,21.05.2015,2015,infectious and parasitic diseases,evotaz-epar-public-assessment-report_en.pdf,small molecule,evotaz,treatment of hiv-1 infected adults aged 18 years and older in combination with other antiretroviral medicinal products,<hiv infections>,no,treatment of hiv-1 infected adults aged 18 years and older in combination with other antiretroviral medicinal products,<hiv infections>,bristol-myers squibb pharma eeig,bristol-myers squibb,ema/517796/2015,atazanavir / cobicistat,no,no,tablet,emea/h/c/003904/0000,na,EMA
