field,cleaned_value,total_count,original_variants
Marketing_authorisation_holder,granule,65,GRANULES (65)
Marketing_authorisation_holder,granule INDIA,4,GRANULES INDIA (4)
Non-clinical_abridged,MISSING,28288,yes (22103); no (6185)
Pharmaceutical_form,tablet,1606,"TABLET, EXTENDED RELEASE (1117); TABLET, DELAYED RELEASE (205); TABLET, ORALLY DISINTEGRATING (148); TABLET, CHEWABLE (116); TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE (10); TABLET, EFFERVESCENT (3); TABLET, EXTENDED RELEASE, CHEWABLE (2); Tablet, Extended Release (2); Tablet, Delayed Release (1); TABLET, CHEWABLE, TABLET (1); TABLET, COATED PARTICLES (1)"
Pharmaceutical_form,injectable,20,"INJECTABLE, LIPOSOMAL (17); INJECTABLE, LIPID COMPLEX (2); INJECTION (1)"
Pharmaceutical_form,aerosol,73,"AEROSOL, METERED (73)"
Pharmaceutical_form,suspension; drops,86,SUSPENSION/DROPS (86)
Pharmaceutical_form,film,72,"FILM, EXTENDED RELEASE (69); Film, Extended Release (3)"
Pharmaceutical_form,cream,13,"CREAM, SUPPOSITORY (7); CREAM, AUGMENTED (6)"
Pharmaceutical_form,capsule,500,"CAPSULE, EXTENDED RELEASE (415); CAPSULE, DELAYED RELEASE (84); CAPSULE, COATED PELLETS (1)"
Pharmaceutical_form,solution,198,"FOR SOLUTION (181); SOLUTION, METERED (10); SOLUTION, EXTENDED RELEASE (3); FOR SOLUTION; SOLUTION (2); SOLUTION, SOLUTION (1); SOLUTION FOR SLUSH (1)"
Pharmaceutical_form,solution; drops,597,"SOLUTION/DROPS (590); SOLUTION, GEL FORMING/DROPS (7)"
Pharmaceutical_form,capsule; pellet,124,"CAPSULE, DELAYED REL PELLETS (121); CAPSULE, PELLETS (2); CAPSULE, PELLET (1)"
Pharmaceutical_form,suspension,374,"FOR SUSPENSION (307); SUSPENSION, EXTENDED RELEASE (30); FOR SUSPENSION, DELAYED RELEASE (20); FOR SUSPENSION, EXTENDED RELEASE (17)"
Pharmaceutical_form,spray,139,"SPRAY, METERED (139)"
Pharmaceutical_form,aerosol; foam,43,"AEROSOL, FOAM (43)"
Pharmaceutical_form,gel,18,"GEL, METERED (16); GEL, AUGMENTED (2)"
Pharmaceutical_form,insert,6,"INSERT, EXTENDED RELEASE (6)"
Pharmaceutical_form,oil; drops,8,OIL/DROPS (8)
Pharmaceutical_form,lotion,5,"LOTION, AUGMENTED (5)"
Pharmaceutical_form,CAPSULE; pellet,1,"CAPSULE; CAPSULE, PELLETS (1)"
Pharmaceutical_form,aerosol; SOLUTION,1,"AEROSOL, METERED; SOLUTION (1)"
Pharmaceutical_form,granule,6,"GRANULES (3); GRANULE, DELAYED RELEASE (2); GRANULE, EFFERVESCENT (1)"
Pharmaceutical_form,capsule; pellet; tablet,1,"CAPSULE, DELAYED REL PELLETS, TABLET (1)"
Pharmaceutical_form,TABLET; tablet,5,"TABLET; TABLET, EXTENDED RELEASE (2); TABLET; TABLET, ORALLY DISINTEGRATING (2); TABLET; TABLET, CHEWABLE (1)"
Pharmaceutical_form,cream; gel,1,"CREAM, AUGMENTED; GEL, AUGMENTED (1)"
Pharmaceutical_form,powder,5,"POWDER, METERED (5)"
Pharmaceutical_form,tablet; suspension,48,"TABLET, FOR SUSPENSION (48)"
Pharmaceutical_form,SOLUTION,8,INJECTION (7); SOLUTION; ORAL AND TABLET; DELAYED RELEASE (1)
Pharmaceutical_form,pellet,9,PELLETS (9)
Pharmaceutical_form,ointment,7,"OINTMENT, AUGMENTED (7)"
Pharmaceutical_form,TABLET; tablet; suspension,2,"TABLET; TABLET, FOR SUSPENSION (2)"
Pharmaceutical_form,INJECTABLE,1,INJECTABLE; VIAL (1)
Pharmaceutical_form,CREAM; cream; insert,1,"CREAM; CREAM, INSERT (1)"
Pharmaceutical_form,capsule; ELIXIR; TABLET,1,"CAPSULE, EXTENDED RELEASE; ELIXIR; TABLET (1)"
Pharmaceutical_form,film; film,2,"FILM, EXTENDED RELEASE; Film, Extended Release (2)"
Pharmaceutical_form,CAPSULE; TABLET; pellet,4,"CAPSULE, TABLET, CAPSULE, DELAYED REL PELLETS (4)"
Pharmaceutical_form,OIL; oil; drops,1,OIL; OIL/DROPS (1)
Pharmaceutical_form,GEL; gel,8,"GEL; GEL, METERED (8)"
Pharmaceutical_form,SOLUTION; SYRUP; tablet,1,"SOLUTION; SYRUP; TABLET, DELAYED RELEASE (1)"
Pharmaceutical_form,film; PATCH,1,"FILM, EXTENDED RELEASE; PATCH (1)"
Pharmaceutical_form,TABLET; suspension,7,"TABLET, FOR SUSPENSION (4); TABLET; TABLET, FOR SUSPENSION (2); TABLET, CHEWABLE; TABLET, FOR SUSPENSION (1)"
Pharmaceutical_form,capsule; SYRUP; TABLET,1,"CAPSULE, EXTENDED RELEASE; SYRUP; TABLET (1)"
Pharmaceutical_form,TABLET,7,"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE (4); TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE (1); TABLET; TABLET:FILM COATED (1); TABLET; TABLET, DELAYED RELEASE (1)"
Pharmaceutical_form,lotion; shampoo,7,LOTION/SHAMPOO (7)
Pharmaceutical_form,SUSPENSION; DROPS,10,SUSPENSION/DROPS (9); SUSPENSION; SUSPENSION/DROPS (1)
Pharmaceutical_form,SUSPENSION; TABLET,2,"FOR SUSPENSION, TABLET (1); FOR SUSPENSION; SUSPENSION; TABLET (1)"
Pharmaceutical_form,N/A,4,UNKNOWN (4)
Pharmaceutical_form,solution; concentrate,1,INJECTION (1)
Pharmaceutical_form,film; SYSTEM,1,"Film, Extended Release; SYSTEM (1)"
Pharmaceutical_form,AEROSOL; spray,1,"AEROSOL; SPRAY, METERED (1)"
Pharmaceutical_form,CAPSULE; TABLET,2,"CAPSULE; TABLET; TABLET, FOR SUSPENSION (1); CAPSULE, TABLET, TABLET (1)"
Pharmaceutical_form,INJECTABLE; SUPPOSITORY; TABLET; tablet,1,"INJECTABLE; SUPPOSITORY; TABLET; TABLET, DELAYED RELEASE (1)"
Pharmaceutical_form,granule; tablet,1,"GRANULE, EFFERVESCENT; TABLET, EFFERVESCENT (1)"
Pharmaceutical_form,solution; elixir,2,"SOLUTION, ELIXIR (2)"
Pharmaceutical_form,capsule; TABLET,1,"CAPSULE, EXTENDED RELEASE; TABLET, EXTENDED RELEASE (1)"
Pharmaceutical_form,fiber,1,"FIBER, EXTENDED RELEASE (1)"
Pharmaceutical_form,tablet; capsule,2,"TABLET, CHEWABLE, TABLET, CAPSULE (2)"
Pharmaceutical_form,GRANULE; SUSPENSION; DROPS,1,GRANULE; SUSPENSION/DROPS (1)
Pharmaceutical_form,SUSPENSION,4,"INJECTABLE (2); SUSPENSION, LIPOSOMAL (1); INJECTION (1)"
Pharmaceutical_form,injectable; SOLUTION,1,INJECTION; SOLUTION (1)
Pharmaceutical_form,solution; INJECTABLE,2,FOR SOLUTION; INJECTABLE; SOLUTION (1); FOR SOLUTION; INJECTABLE (1)
Pharmaceutical_form,tablet; tablet,2,"TABLET, DISPERSIBLE; TABLET, EFFERVESCENT (1); TABLET, EXTENDED RELEASE; Tablet, Extended Release (1)"
Pharmaceutical_form,solution; tablet,2,"FOR SOLUTION, TABLET, DELAYED RELEASE (2)"
Pharmaceutical_form,CAPSULE; tablet,1,"CAPSULE, TABLET, CAPSULE, DELAYED RELEASE (1)"
Pharmaceutical_form,POWDER,2,"POWDER, FOR SOLUTION (1); POWDER, EXTENDED RELEASE (1)"
Pharmaceutical_form,LYOPHILIZED POWDER,2,"POWDER, FOR INJECTION SOLUTION, LYOPHILIZED POWDER (2)"
Pharmaceutical_form,capsule; tablet,2,"CAPSULE, TABLET (2)"
Pharmaceutical_form,SOLUTION; DROPS,1,"SOLUTION, GEL FORMING/DROPS (1)"
Pharmaceutical_form,SYSTEM,1,"SYSTEM, EXTENDED RELEASE (1)"
Pharmaceutical_form,Powder,1,INJECTABLE; INJECTION (1)
Pharmaceutical_form,SOLUTION; drops,1,SOLUTION (1)
Pharmaceutical_form,SOLUTION; TABLET,1,"FOR SOLUTION, TABLET, FOR SOLUTION (1)"
Pharmaceutical_form,CAPSULE,1,"CAPSULE, DELAYED RELEASE (1)"
Pharmaceutical_form,SOLUTION; spray,1,"SOLUTION; SPRAY, METERED (1)"
Pharmaceutical_form,cream; tablet,3,"CREAM, TABLET (3)"
Pharmaceutical_form,Granule,1,"GRANULES, EXTENDED RELEASE (1)"
Pharmaceutical_form,SYRUP; TABLET; tablet,1,"SYRUP; TABLET; TABLET, CHEWABLE (1)"
Pharmaceutical_form,injectable; tablet,1,"INJECTABLE, TABLET (1)"
Pharmaceutical_form,injectable; suspension,1,"INJECTABLE, SUSPENSION (1)"
Pharmaceutical_form,cream; insert,1,"CREAM, INSERT (1)"
Pharmaceutical_form,SYRUP; tablet; capsule,1,"SYRUP; TABLET, CHEWABLE, TABLET, CAPSULE (1)"
Pharmaceutical_form,OINTMENT; suspension; drops,1,OINTMENT; SUSPENSION/DROPS (1)
Pharmaceutical_form,injectable; emulsion,1,"INJECTION, EMULSION (1)"
Pharmaceutical_form,OINTMENT; solution; drops,1,OINTMENT; SOLUTION/DROPS (1)
