Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Injection,30.06.2022,2022,authorised (under additional monitoring),approved,05.09.2023,2023,Diseases of the skin,auspar-spevigo-240703.pdf,Biologics,SPEVIGO,treatment of flares in adult patients with generalised pustular psoriasis,"<Psoriasis, Pustular>",no,treatment of flares in adult patients with generalised pustular psoriasis,"<Psoriasis, Pustular>",Boehringer Ingelheim Pty Ltd,Boehringer Ingelheim,388597,Spesolimab,no,yes,Concentrated solution for infusion,PM-2022-01272-1-1,NA
Oral,Not reported,Not reported,authorised,approved,05.10.2012,2012,"Endocrine, nutritional, and metabolic diseases",auspar-dapagliflozin-propanediol-monohydrate-130114.pdf,Small molecule,"Appebb, AZ Dapagliflozin, BMS Dapagliflozin, BMS/AZ Dapagliflozin, Edistride, Empliciti and Forxiga",Indicated as an adjunct to diet and exercise in patients with type 2 diabetes mellitus for whom metformin is otherwise indicated but was not tolerated.,"<Diabetes Mellitus, Type 2>",no,Indicated as an adjunct to diet and exercise in patients for whom metformin is inappropriate due to contraindications or intolerance.,Not Reported,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"180139, 180146, 180141, 180149, 180150, 180152 and 180147",Dapagliflozin,no,no,Film-coated tablets,PM-2010-03812-35,NA
Intramuscularly,22.06.2022,2022,authorised,approved,29.08.2022,2022,Infectious and parasitic diseases,auspar-spikevax-bivalent-original-omicron-220830.pdf,Vaccine,Spikevax Bivalent Original/Omicron,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,<Coronavirus Infections>,no,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,<Coronavirus Disease 2019>,Moderna Australia Pty Ltd,Moderna,389513,elasomeran and imelasomeran,yes,no,Suspension for injection,PM-2022-02203-1-2,Not reported
Oral,02.05.2022,2022,authorised,approved,17.03.2023,2023,Neoplasms,auspar-nubeqa-240930.pdf,Small molecule,Nubeqa,treatment of patients with metastatic hormone-sensitive prostate cancer (mHSPC) in combination with docetaxel,<Prostatic Neoplasms>,yes,treatment of patients with metastatic hormone-sensitive prostate cancer (mHSPC) in combination with docetaxel,<Prostatic Neoplasms>,Bayer Australia Ltd,Bayer,"316417, 317242",Darolutamide,no,no,Film-coated tablet,PM-2022-00878-1-4,NA
Oral,Not reported,Not reported,withdrawn,refused,06.07.2016,2016,Mental and behavioural disorders,auspar-levomilnacipran-161213.pdf,Small molecule,Fetzima,NA,Not Reported,no,Treatment of major depressive disorder,"<Depressive Disorder, Major>",Pierre Fabre Australia Pty Ltd,Pierre Fabre,Not reported,Levomilnacipran,no,no,Extended release capsules,PM-2014-04276-1-1,NA
Intravenous,31.01.2022,2022,authorised,approved,14.02.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,auspar-polivy-240830.pdf,Biologics,Polivy,"Polivy in combination with rituximab, cyclophosphamide, doxorubicin, and prednisone (R-CHP) is indicated for the treatment of adult patients with previously untreated diffuse large B-cell lymphoma (DLBCL).",<Diffuse Large B-Cell Lymphoma>,yes,"Polivy in combination with rituximab, cyclophosphamide, doxorubicin, and prednisone (R-CHP) is indicated for the treatment of adult patients with previously untreated diffuse large B-cell lymphoma (DLBCL).",<Diffuse Large B-Cell Lymphoma>,Roche Products Pty Limited,Roche,"314866, 374135",Polatuzumab vedotin,no,no,Powder for concentrate for solution for infusion,PM-2021-05903-1-6,NA
Oral and rectal,Not reported,Not reported,authorised,approved,11.05.2012,2012,Diseases of the digestive system,auspar-budesonide-121022-1.pdf,Small molecule,Budenofalk,Induction of remission in patients with mild to moderately active Crohn’s disease affecting the ileum and/or the ascending colon; treatment of active rectal and rectosigmoid disease in ulcerative colitis.,<Crohn Disease>; <Ulcerative Colitis>,yes,Treatment of mild to moderate active Crohn’s disease of the ileum and/or the colon; induction of remission in patients with active collagenous colitis.,<Crohn Disease>; <Collagenous Colitis>,Orphan Australia Pty Ltd,Orphan,179566 and 179575,Budesonide,no,yes,Capsules and Foam,PM-2010-03268-3-1,NA
Subcutaneous,14.01.2022,2022,authorised (under additional monitoring),approved,22.12.2022,2022,"Endocrine, nutritional, and metabolic diseases",auspar-mounjaro-231113.pdf,Peptides and proteins,Mounjaro,Treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,"<Diabetes Mellitus, Type 2>",no,Treatment of adults with type 2 diabetes mellitus as an adjunct to diet and exercise,<Type 2 Diabetes Mellitus>,Eli Lilly Australia Pty Ltd,Eli Lilly,"379330, 379331, 379332, 379333, 379334 and 382625",Tirzepatide,no,no,Solution for injection,PM-2021-05212-1-5,NA
Oral,Not reported,Not reported,authorised,approved,15.01.2013,2013,"Neoplasms; Endocrine, nutritional, and metabolic diseases",auspar-vandetanib-130807.pdf,Small molecule,Caprelsa,For the treatment of patients with symptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease.,<Thyroid Neoplasms>,no,Treatment of patients with unresectable locally advanced or metastatic medullary thyroid cancer (MTC).,<Thyroid Neoplasms>,AstraZeneca Pty Ltd,AstraZeneca,384355; 384354,Vandetanib,no,yes,Film-coated tablet/ dispersible tablet,PM-2011-03002-3-4,NA
Intravenous,Not reported,Not reported,authorised,approved,24.08.2012,2012,Neoplasms,auspar-bevacizumab-130307.pdf,Biologics,Avastin,"Treatment of patients with recurrent, platinum-sensitive, epithelial ovarian, fallopian tube, or primary peritoneal cancer who have not received prior bevacizumab or other VEGF-targeted angiogenesis inhibitors.",<Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>,yes,"Treatment of patients with recurrent, platinum-sensitive, epithelial ovarian, fallopian tube, or primary peritoneal cancer.",<Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>,Roche Products Pty Ltd,Roche,"99755, 99757",Bevacizumab,yes,no,Injection concentrate,PM-2011-02308-3-4,Not reported
Intramuscular,Not reported,Not reported,withdrawn,withdrawn,15.05.2012,2012,Infectious and parasitic diseases,auspar-split-virus-120716.pdf,Vaccine,Preflucel,NA,Not Reported,no,Prophylaxis of influenza infection in adults and elderly,<Influenza>,Baxter Healthcare Pty Ltd,Baxter,178756,Influenza Vaccine,no,no,Suspension for injection,PM-2010-03274-3-2,NA
Oral,30.05.2019,2019,authorised (under additional monitoring),approved,20.02.2020,2020,Neoplasms,auspar-darolutamide-200702.pdf,Small molecule,Nubeqa,Treatment of patients with non-metastatic castration resistant prostate cancer (nmCRPC),<Prostatic Neoplasms>,no,Treatment of patients with non-metastatic castration resistant prostate cancer (nmCRPC),<Prostatic Neoplasms>,Bayer Australia Limited,Bayer,"316417, 317242",Darolutamide,no,no,Film coated tablet,PM-2019-01420-1-4,NA
Topical,Not reported,Not reported,authorised,approved,03.08.2010,2010,Diseases of the skin,auspar-artiss.pdf,Biologics,Artiss,Artiss is indicated to adhere autologous skin grafts in burns patients. Artiss is not indicated for haemostasis.,<Burns>,no,"Artiss is indicated as a tissue glue to adhere/seal subcutaneous tissue in plastic, reconstructive and burn surgery.",Not Reported,Baxter Healthcare Pty Ltd,Baxter,163515,Fibrin sealant,no,no,Two deep frozen solutions in pre-filled syringes,PM-2009-01572-3-4,NA
Continuous wound infusion,Not reported,Not reported,authorised,approved,02.03.2010,2010,Diseases of the musculoskeletal system and connective tissue,auspar-naropin.pdf,Small molecule,Naropin,Continuous wound infusion for postoperative pain management (adults only),Not Reported,yes,Analgesia (adults and children >12 years of age) by continuous or intermittent wound infusion,Not Reported,AstraZeneca Pty Ltd,AstraZeneca,Not reported,Ropivacaine,yes,no,Solution,PM-2009-01406-3-1,Not reported
Oral,Not reported,Not reported,authorised,approved,04.11.2011,2011,Diseases of the musculoskeletal system and connective tissue,auspar-milnacipran-hydrochloride-120124.pdf,Small molecule,Joncia,Management of fibromyalgia,<Fibromyalgia>,no,Management of fibromyalgia,<Fibromyalgia>,Pierre Fabre Medicament Australia Pty Ltd,Pierre Fabre,"176514, 176515, 176519, 176521 and 176513",Milnacipran hydrochloride,no,no,Capsules,PM-2011-02708-3-1,NA
Oral,Not reported,Not reported,authorised,approved,06.05.2013,2013,Neoplasms; Diseases of the skin,auspar-vismodegib-130913.pdf,Small molecule,Erivedge,"treatment of adult patients with metastatic basal cell carcinoma, or with locally advanced basal cell carcinoma where surgery and/or radiation therapy are not appropriate",<Basal Cell Carcinoma>,no,treatment of adult patients with advanced basal cell carcinoma for whom surgery is inappropriate,<Basal Cell Carcinoma>,Roche Products Pty Limited,Roche,196234,Vismodegib,no,no,Hard capsule,PM-2012-00329-3-4,NA
Oral,Not reported,Not reported,authorised,approved,30.01.2015,2015,Neoplasms; Diseases of the blood and blood-forming organs,auspar-idelalisib-150714.pdf,Small molecule,Zydelig,"Zydelig is indicated as monotherapy for the treatment of patients with refractory follicular lymphoma, who have received at least 2 prior systemic therapies. Zydelig, in combination with rituximab, is indicated for the treatment of patients with chronic lymphocytic leukaemia (CLL)/small lymphocytic lymphoma (SLL) for whom chemo-immunotherapy is not considered suitable.",<Follicular Lymphoma>; <Chronic Lymphocytic Leukemia>; <Small Lymphocytic Lymphoma>,no,Treatment of patients with relapsed chronic lymphocytic leukaemia (CLL) and refractory indolent non-Hodgkin lymphoma (iNHL).,"<Leukemia, Lymphocytic, Chronic, B-Cell>; <Lymphoma, Non-Hodgkin>",Gilead Sciences Pty Ltd,Gilead,218837 (100 mg); 218839 (150 mg),Idelalisib,no,no,"Tablets: film coated, unscored",PM-2013-04151-1-4,NA
Subcutaneous,03.10.2023,2023,authorised,approved,20.06.2024,2024,"Endocrine, nutritional, and metabolic diseases",auspar-oxlumo-250611.pdf,Small molecule,Oxlumo,Treatment of primary hyperoxaluria type 1 (PH1) in all age groups,<Primary Hyperoxaluria Type 1>,no,Treatment of primary hyperoxaluria type 1 (PH1) in all age groups,<Primary Hyperoxaluria>,Medison Pharma Australia Pty Ltd,Medison,421050,Lumasiran,no,yes,Solution for injection,PM-2023-03742-1-3,NA
Oral,Not reported,Not reported,authorised,approved,05.03.2010,2010,Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system,auspar-targin.pdf,Small molecule,Targin,Management of moderate to severe chronic pain unresponsive to non-narcotic analgesia. The naloxone component in a fixed combination with oxycodone is indicated for the therapy and/or prophylaxis of opioid-induced constipation.,<Chronic Pain>,no,Management of moderate to severe chronic pain unresponsive to non-narcotic analgesia. The naloxone component in a fixed combination with oxycodone is indicated for the therapy and/or prophylaxis of opioid-induced constipation.,<Chronic Pain>,Mundipharma Pty Ltd,Mundipharma,Not reported,"Oxycodone hydrochloride, naloxone hydrochloride",no,no,Modified release tablets,PM-2008-2938-1,NA
Intravenous,Not reported,Not reported,authorised,approved,29.06.2012,2012,Neoplasms,auspar-trastuzumab-121217.pdf,Biologics,Herceptin,For the treatment of HER2-positive locally advanced breast cancer in combination with neoadjuvant chemotherapy followed by adjuvant Herceptin.,<Breast Neoplasms>,yes,For the treatment of HER2-positive locally advanced breast cancer in combination with neoadjuvant chemotherapy followed by adjuvant Herceptin.,<Breast Neoplasms>,Roche Products Pty Ltd,Roche,171014 and 73229,Trastuzumab,yes,no,Powder for injection,2011-01528-3-4,Not reported
Intravenous,17.02.2012,2012,authorised,approved,06.07.2012,2012,Diseases of the musculoskeletal system and connective tissue,auspar-belimumab-121031.pdf,Biologics,Benlysta,"add-on therapy for reducing disease activity in adult patients with active, autoantibody-positive systemic lupus erythematosus (SLE) with a high degree of disease activity despite standard therapy",<Systemic Lupus Erythematosus>,no,"reducing disease activity in adult patients with active, autoantibody-positive systemic lupus erythematosus (SLE) who are receiving standard therapy",<Systemic Lupus Erythematosus>,GlaxoSmithKline Australia,GlaxoSmithKline,173078 and 173077,Belimumab,yes,no,Lyophilized powder for intravenous infusion,PM-2010-01980-3-2,Not reported
Oral,Not reported,Not reported,withdrawn,approved,02.09.2010,2010,Diseases of the nervous system,auspar-movectro.pdf,Small molecule,Movectro,Treatment of relapsing-remitting multiple sclerosis (MS) for a maximum duration of two years.,"<Multiple Sclerosis, Relapsing-Remitting>",yes,Treatment of relapsing-remitting multiple sclerosis (MS) for a maximum duration of two years.,"<Multiple Sclerosis, Relapsing-Remitting>",Merck Serono Australia Pty Ltd,Merck Serono,166483,Cladribine,no,no,Tablet,PM-2009-02909-3-1,NA
Intravenous,Not reported,Not reported,authorised,approved,03.02.2011,2011,Diseases of the blood and blood-forming organs; Infectious and parasitic diseases,auspar-intratect.pdf,Biologics,Intratect,"Replacement therapy in primary immunodeficiency syndromes, myeloma or chronic lymphocytic leukemia with severe secondary hypogammaglobulinaemia and recurrent infections, and for children with congenital AIDS; Immunomodulatory effect in idiopathic thrombocytopenic purpura, Guillain-Barré syndrome, Kawasaki disease or allogenic bone marrow transplant.","<Immunologic Deficiency Syndromes>; <Multiple Myeloma>; <Leukemia, Lymphocytic, Chronic, B-Cell>; <Acquired Immunodeficiency Syndrome>; <Purpura, Thrombocytopenic, Idiopathic>; <Guillain-Barre Syndrome>; <Mucocutaneous Lymph Node Syndrome>",no,"Replacement therapy in primary immunodeficiency syndromes, myeloma or chronic lymphocytic leukemia with severe secondary hypogammaglobulinaemia and recurrent infections, and for children with congenital AIDS; Immunomodulatory effect in idiopathic thrombocytopenic purpura, Guillain-Barré syndrome, Kawasaki disease or allogenic bone marrow transplant.","<Immunologic Deficiency Syndromes>; <Multiple Myeloma>; <Leukemia, Lymphocytic, Chronic, B-Cell>; <Hypogammaglobulinemia>; <Acquired Immunodeficiency Syndrome>; <Purpura, Thrombocytopenic, Idiopathic>; <Guillain-Barre Syndrome>; <Mucocutaneous Lymph Node Syndrome>",Link Medical Products Pty Ltd,Link,"164548, 164549, 164550 and 164551",Immunoglobulin – normal (human),yes,no,Solution,PM-2009-02495-3-2,Not reported
Intramuscular,19.01.2023,2023,authorised (under additional monitoring),approved,21.04.2023,2023,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-spikevax-230511.pdf,Vaccine,Spikevax,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 6 years of age and older.,<Coronavirus Disease 2019>,no,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 6 years of age and older.,<Coronavirus Disease 2019>,Moderna Australia Pty Ltd,Moderna,"370599, 388244 and 388245",Elasomeran,yes,no,Suspension for injection,PM-2022-05374-1-2,Not reported
Oral,Not reported,Not reported,authorised,approved,07.03.2011,2011,"Endocrine, nutritional, and metabolic diseases",auspar-onglyza.pdf,Small molecule,Onglyza,"Add-on combination - Onglyza is indicated in patients with type 2 diabetes mellitus, to improve glycaemic control, in combination with metformin, a sulfonylurea, or a thiazolidinedione, as an adjunct to diet and exercise, when the single agent alone does not provide adequate glycaemic control.",<Type 2 Diabetes Mellitus>,no,"Onglyza is indicated in patients with type 2 diabetes mellitus, to improve glycaemic control, as an adjunct to diet and exercise.",<Type 2 Diabetes Mellitus>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,157907,Saxagliptin,no,no,Film coated tablets,Not reported,NA
Intramuscular,08.11.2021,2021,authorised (under additional monitoring),approved,07.12.2021,2021,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-elasomeran-mrna-1273-211208.pdf,Vaccine,Spikevax,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,<Coronavirus Infections>,yes,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,<Coronavirus Disease 2019>,Moderna Australia Pty Ltd,Moderna,370599,Elasomeran,yes,no,Suspension for injection,Not reported,Not reported
Oral,Not reported,Not reported,authorised,approved,16.05.2013,2013,Diseases of the genitourinary system,auspar-tadalafil-130722.pdf,Small molecule,Cialis,Treatment of erectile dysfunction (ED) and lower urinary tract symptoms (LUTS) associated with benign prostatic hyperplasia (BPH) in adult males,<Erectile Dysfunction>; <Lower Urinary Tract Symptoms>; <Prostatic Hyperplasia>,yes,Treatment of erectile dysfunction (ED) and benign prostatic hyperplasia (BPH) in adult males,<Erectile Dysfunction>; <Prostatic Hyperplasia>,Eli Lilly Australia Pty Ltd,Eli Lilly,"128478 (2.5 mg), 128496 (5 mg)",Tadalafil,yes,no,Film coated tablets,PM-2011-03166-3-3,Not reported
Topical,Not reported,Not reported,authorised,approved,04.01.2017,2017,Diseases of the skin,auspar-dapsone-171201.pdf,Small molecule,Aczone,For the topical treatment of acne vulgaris in patients 12 years of age and older,<Acne Vulgaris>,yes,For the topical treatment of acne vulgaris in patients 12 years of age and older,<Acne Vulgaris>,Allergan Australia Pty Ltd,Allergan,266267,Dapsone,no,no,Topical gel,PM-2015-03568-1-5,NA
Oral,Not reported,Not reported,authorised,approved,31.01.2014,2014,Diseases of the circulatory system,auspar-macitentan-140428.pdf,Small molecule,Opsumit,Idiopathic pulmonary arterial hypertension; heritable pulmonary arterial hypertension; pulmonary arterial hypertension associated with connective tissue disease; pulmonary arterial hypertension associated with congenital heart disease with repaired shunts,"<Pulmonary Hypertension>; <Connective Tissue Diseases>; <Heart Defects, Congenital>",no,For the treatment of pulmonary arterial hypertension (PAH),<Pulmonary Hypertension>,Actelion Pharmaceuticals Australia Pty Ltd,Actelion,205624; 205427,Macitentan,no,yes,Film coated tablet,PM-2012-04112-1-3,NA
Oral,Not reported,Not reported,authorised,approved,17.07.2012,2012,Diseases of the musculoskeletal system and connective tissue,auspar-prednisone-130613.pdf,Small molecule,Lodotra,"treatment of moderate to severe, active rheumatoid arthritis in adults, particularly when accompanied by morning stiffness",<Rheumatoid Arthritis>,no,"treatment of moderate to severe, active rheumatoid arthritis in adults, particularly when accompanied by morning stiffness",<Rheumatoid Arthritis>,Mundipharma Pty Limited,Mundipharma,"183793, 183794, 183795",Prednisone,yes,no,Tablets - modified release,PM 2011-00520-3-3,Not reported
Intravenous,04.07.2019,2019,authorised (under additional monitoring),approved,17.09.2019,2019,Neoplasms; Diseases of the genitourinary system,auspar-pembrolizumab-rch-200505.pdf,Biologics,Keytruda,"Treatment of patients with advanced endometrial carcinoma that is not MSI-H or dMMR, who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",<Endometrial Neoplasms>,yes,"Treatment of patients with advanced endometrial carcinoma that is not MSI-H or dMMR, who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",<Endometrial Neoplasms>,Merck Sharp & Dohme (Australia) Pty Limited,Merck Sharp & Dohme,"226597, 263932",Pembrolizumab,yes,no,"Powder for injection, concentrated injection",PM-2019-02526-1-4,Not reported
Subcutaneous,03.01.2017,2017,authorised,approved,22.01.2018,2018,Diseases of the skin,auspar-dupilumab-180612.pdf,Biologics,Dupixent,Treatment of moderate to severe atopic dermatitis in adult patients who are candidates for chronic systemic therapy.,"<Dermatitis, Atopic>",no,Treatment of adult patients with moderate-to-severe atopic dermatitis whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable.,"<Dermatitis, Atopic>",Sanofi-Aventis Australia Pty Ltd,Sanofi-Aventis,283127 and 282981,Dupilumab,no,no,Solution for Injection,PM-2016-04087-1-1,NA
Vaginal,30.11.2018,2018,authorised,approved,06.11.2019,2019,Pregnancy and childbirth,auspar-progesterone-200207.pdf,Small molecule,Oripro,Prevention of preterm birth in singleton pregnancies at risk due to shortened cervix (midtrimester sonographic cervix ≤ 25 mm) and/or where there is a history of spontaneous preterm birth,<Preterm Birth>,yes,Prevention of preterm birth due to shortened cervix or where there is a history of spontaneous birth between 20 and 34 weeks of gestation,<Preterm Birth>,Orion Laboratories Pty Ltd T/A Perrigo Australia,Orion,"21190, 21195, 165111, 165112",Progesterone,yes,no,Moulded pessary,PM-2018-04477-1-5,Not reported
Subcutaneous,20.05.2013,2013,authorised,approved,02.06.2014,2014,Diseases of the digestive system,auspar-adalimumab-140805.pdf,Biologics,Humira,Crohn’s Disease in Adults and Children (greater than or equal to 6 years),<Crohn Disease>,yes,Crohn’s Disease in Adults and Children (greater than or equal to 6 years),<Crohn Disease>,AbbVie Pty Ltd,AbbVie,"216038, 127116, 155315, 199410, 199411, 199412, 95779, 95780",Adalimumab,yes,yes,Solution for injection,PM-2013-01154-1-1,Not reported
Oral,Not reported,Not reported,authorised,approved,30.10.2012,2012,Diseases of the nervous system,auspar-teriflunomide-130521.pdf,Small molecule,Aubagio/Teriflunomide Winthrop/Teriflunomide Sanofi,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the progression of physical disability,<Multiple Sclerosis>,no,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the accumulation of physical disability,"<Multiple Sclerosis, Relapsing-Remitting>",Sanofi-Aventis Australia Pty Ltd,Sanofi-Aventis,"192672, 191696, 191700",Teriflunomide,no,no,Film coated tablet,PM-2011-02772-3-1,NA
Intravenous,Not reported,Not reported,withdrawn,withdrawn,14.06.2011,2011,Diseases of the circulatory system,auspar-albumex-110920.pdf,Biologics,Albumex 20/Albumex 5/Albumex 4,NA,Not Reported,yes,Extension of indications for Albumex 4 to include first line use in hypovolaemia/shock,<Shock>,CSL Ltd,CSL,"31820, 46283, 50595, 50620, 59154, 59155, 72895, 72896",Albumin (human),yes,no,Solution for injection,PM-2010-02082-3-5,Not reported
Intraperitoneal,Not reported,Not reported,NA,rejected,01.11.2011,2011,Neoplasms; Diseases of the digestive system,auspar-catumaxomab-140311.pdf,Biologics,Removab,NA,Not Reported,no,Treatment of patients with malignant ascites due to EpCAM positive carcinomas,<Carcinoma>,Biotech Regulatory Solutions,Not Reported,Not reported,Catumaxomab,yes,yes,Concentrate for solution for infusion; prefilled syringe,PM-2010-03132-3-4,Not reported
Intramuscular,Not reported,Not reported,authorised,approved,09.08.2013,2013,Infectious and parasitic diseases,auspar-meningococcal-131031.pdf,Vaccine,Bexsero,Active immunisation against invasive disease caused by N. meningitidis group B strains,"<Neisseria meningitidis, Serogroup B>",no,Active immunisation against invasive disease caused by N. meningitidis group B strains,"<Neisseria meningitidis, Serogroup B>",Novartis Vaccines and Diagnostics Pty Ltd,Novartis,190719 and 190718,Neisseria meningitidis Group B Factor H Binding Protein fusion protein,no,no,Suspension for injection,PM-2011-02486-3-2,NA
Intramuscular; subcutaneous,27.10.2015,2015,authorised,approved,15.07.2016,2016,Infectious and parasitic diseases,auspar-inactivated-quadrivalent-influenza-vaccine-split-virion-170720.pdf,Vaccine,Afluria Quad,"For the prevention of influenza caused by Influenza Virus, Types A and B contained in the vaccine. The vaccine is indicated for use only in persons aged 18 years and over.",<Influenza>,no,"For the prevention of influenza caused by Influenza Virus, Types A and B contained in the vaccine. The vaccine is indicated for use only in persons aged 18 years and over.",<Influenza>,Seqirus Pty Ltd,Seqirus,262428,Influenza virus haemagglutinin,yes,no,Suspension for injection,PM-2015-02796-1-2,Not reported
Oral,01.03.2021,2021,authorised (under additional monitoring),approved,28.03.2022,2022,Neoplasms; Diseases of the respiratory system,auspar-lumakras-230530.pdf,Small molecule,Lumakras,The treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC) who have received at least one prior systemic therapy for advanced disease.,<Non-Small Cell Lung Carcinoma>,no,The treatment of patients with previously treated KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC).,<Non-Small Cell Lung Carcinoma>,Amgen Australia Pty Ltd,Amgen,353210,Sotorasib,no,yes,Film coated tablet,PM-2021-00026-1-4,NA
Intramuscular,Not reported,Not reported,authorised,approved,22.07.2014,2014,Mental and behavioural disorders,auspar-aripiprazole-monohyrate-141125.pdf,Small molecule,Abilify Maintena,For maintenance of clinical improvement in the treatment of schizophrenia,<Schizophrenia>,no,For the treatment of schizophrenia,<Schizophrenia>,Lundbeck (Australia) Pty Ltd,Lundbeck,211122; 211150,Aripiprazole Monohydrate,no,no,Lyophilised powder and solvent for reconstitution,PM-2013-01100-1-1,NA
Intramuscular,08.07.2021,2021,authorised (under additional monitoring),approved,09.08.2021,2021,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-elasomeran.pdf,Vaccine,Spikevax,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,<COVID-19>,no,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,<COVID-19>,Moderna Australia Pty Ltd,Moderna,370599,Elasomeran,no,no,Suspension for injection,PM-2021-02994-1-2,NA
Oral,Not reported,Not reported,authorised,approved,19.04.2011,2011,Diseases of the respiratory system; Diseases of the eye and adnexa,auspar-oralair.pdf,Other,Oralair Sublingual Tablet,"Treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific IgE to the grass pollen.",<Allergic Rhinitis>,no,"Treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific IgE to the grass pollen.",<Allergic Rhinitis>,Helex-A Pty Ltd,Helex,"167565, 167566",Allergen pollen extract of 5 grasses,yes,no,Sublingual tablet,PM-2009-03500-3-2,Not reported
Subcutaneous,02.09.2019,2019,authorised,approved,15.06.2020,2020,Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system; Diseases of the skin; Diseases of the eye and adnexa,auspar-adalimumab-200917.pdf,Biologics,Idacio,Rheumatoid Arthritis; Juvenile Idiopathic Arthritis; Enthesitis-Related Arthritis; Psoriatic Arthritis; Ankylosing Spondylitis; Crohn’s Disease in Adults and Children (≥ 6 years); Ulcerative colitis; Psoriasis in Adults and Children; Hidradenitis Suppurativa in Adults and Adolescents (from 12 years of age); Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Arthritis>; <Psoriatic Arthritis>; <Spondylitis, Ankylosing>; <Crohn Disease>; <Colitis, Ulcerative>; <Psoriasis>; <Hidradenitis Suppurativa>; <Uveitis>",no,Rheumatoid Arthritis; Juvenile Idiopathic Arthritis; Enthesitis-Related Arthritis; Psoriatic Arthritis; Ankylosing Spondylitis; Crohn’s Disease in Adults and Children (≥ 6 years); Ulcerative colitis; Psoriasis in Adults and Children; Hidradenitis Suppurativa in Adults and Adolescents (from 12 years of age); Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Arthritis, Psoriatic>; <Spondylitis, Ankylosing>; <Crohn Disease>; <Colitis, Ulcerative>; <Psoriasis>; <Hidradenitis Suppurativa>; <Uveitis>",Fresenius Kabi Australia Pty Ltd,Fresenius,"320241, 320242, 320243",Adalimumab,no,no,Solution for injection,PM-2019-03192-1-1,NA
Subcutaneous,05.01.2018,2018,authorised,approved,21.06.2019,2019,Diseases of the musculoskeletal system and connective tissue,auspar-romosozumab-200120.pdf,Biologics,Evenity,Treatment of osteoporosis in postmenopausal women at high risk of fracture; Treatment to increase bone mass in men with osteoporosis at high risk of fracture,<Osteoporosis>,no,Treatment of osteoporosis in postmenopausal women at increased risk of fracture; Treatment of osteoporosis in men at increased risk of fracture,<Osteoporosis>,Amgen Australia Pty. Ltd.,Amgen,"296830, 296831",Romosozumab,no,no,Solution for injection,PM-2017-04339-1-5,NA
