Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,09.09.2019,2019.0,authorised,japan,approved,26.02.2020,2020,neoplasms,000238706.pdf,biologics,enhertu,unresectable or recurrent her2-positive breast cancer previously treated with chemotherapy,<breast neoplasms>,no,unresectable or recurrent her2-positive breast cancer previously treated with trastuzumab emtansine,<breast neoplasms>,"daiichi sankyo company, limited",daiichi sankyo,,trastuzumab deruxtecan,no,no,injection,,na,PMDA
intravenous,28.04.2020,2020.0,authorised,japan,approved,20.08.2020,2020,neoplasms; diseases of the digestive system,000238707.pdf,biologics,enhertu,unresectable advanced or recurrent her2-positive gastric cancer that has progressed after cancer chemotherapy,<gastric cancer>,yes,unresectable advanced or recurrent her2-positive gastric cancer that has progressed after cancer chemotherapy,<stomach neoplasms>,"daiichi sankyo company, limited",daiichi sankyo,,trastuzumab deruxtecan,yes,no,injection,,,PMDA
intravenous,14.08.2020,2020.0,authorised (under additional monitoring),swissmedic,approved,29.11.2021,2021,neoplasms,swisspar_enhertu_g102637736.pdf,biologics,enhertu,"enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received two or more prior anti-her2-based regimens, including trastuzumab, and have had disease progression on trastuzumab emtansine (t-dm1).",<breast neoplasms>,no,trastuzumab deruxtecan is indicated for the treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received two or more prior anti-her2-based regimens.,<breast neoplasms>,daiichi sankyo (schweiz) ag,daiichi sankyo,67967,trastuzumab deruxtecan,yes,no,powder,,fda,Swissmedic
intravenous,17.06.2022,2022.0,authorised (under additional monitoring),swissmedic,approved,06.03.2023,2023,neoplasms,swisspar_enhertu_g102673750.pdf,biologics,enhertu,her2-low breast cancer,<breast neoplasms>,yes,her2-low breast cancer,<breast neoplasms>,daiichi sankyo (schweiz) ag,daiichi sankyo,67967,trastuzumab deruxtecan,yes,no,powder,,,Swissmedic
intravenous,31.03.2023,2023.0,authorised (under additional monitoring),swissmedic,conditional marketing authorisation,08.05.2024,2024,neoplasms; diseases of the digestive system,swisspar_enhertu_ie-1.pdf,biologics,enhertu,enhertu as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma who have disease progression on or after a first-line regimen with trastuzumab and chemotherapy.,<gastric adenocarcinoma>; <gastroesophageal junction adenocarcinoma>,yes,enhertu as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma who have received a prior trastuzumab-based regimen.,<gastric adenocarcinoma>; <gastroesophageal junction adenocarcinoma>,daiichi sankyo (schweiz) ag,daiichi sankyo,67967,trastuzumab deruxtecan,yes,no,powder,,na,Swissmedic
intravenous,13.12.2021,2021.0,authorised,swissmedic,approved,30.06.2022,2022,neoplasms,swisspar_enhertu_ie_mbc_2l_g102661094.pdf,biologics,enhertu,"enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received one or more prior anti-her2-based regimens, including trastuzumab and a taxane, and had a progression either in the metastatic setting or within 6 months after finalisation of an adjuvant or neoadjuvant therapy.",<breast neoplasms>,yes,enhertu monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received a prior anti-her2-based regimen.,<breast neoplasms>,daiichi sankyo (schweiz) ag,daiichi sankyo,67967,trastuzumab deruxtecan,yes,no,powder,,na,Swissmedic
intravenous,31.08.2022,2022.0,authorised,australia,approved,24.01.2023,2023,neoplasms,auspar-enhertu-240906.pdf,biologics,enhertu,treatment of adult patients with unresectable or metastatic her2-low breast cancer who have received prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy.,<breast neoplasms>,yes,treatment of adult patients with unresectable or metastatic her2-low breast cancer who have received prior systemic therapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy.,<breast neoplasms>,astrazeneca pty ltd,astrazeneca,343262,trastuzumab deruxtecan,no,no,powder,pm-2022-02867-1-4,na,TGA
intravenous,02.11.2020,2020.0,authorised,australia,approved,05.10.2021,2021,neoplasms,auspar-trastuzumab-deruxtecan-220627.pdf,biologics,enhertu,treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received two or more prior anti-her2-based regimens.,<breast neoplasms>,no,treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received two or more prior anti-her2-based regimens.,<breast neoplasms>,astrazeneca pty ltd,astrazeneca,343262,trastuzumab deruxtecan,no,no,powder,pm-2020-04659-1-4,na,TGA
intravenous,04.06.2014,2014.0,authorised,ema,approved,21.05.2015,2015,neoplasms; diseases of the skin,keytruda-epar-public-assessment-report_en.pdf,biologics,keytruda,treatment of advanced (unresectable or metastatic) melanoma in adults,<melanoma>,no,treatment of unresectable or metastatic melanoma in adults,<melanoma>,merck sharp & dohme limited,merck sharp & dohme,ema/444458/2015,pembrolizumab,no,no,powder,emea/h/c/003820/0000,na,EMA
intravenous,06.10.2016,2016.0,authorised,japan,approved,24.11.2016,2016,neoplasms; diseases of the respiratory system,000226880.pdf,biologics,keytruda,"unresectable, advanced or recurrent pd-l1 positive non-small cell lung cancer",<non-small-cell lung carcinoma>,yes,"unresectable, advanced or recurrent non-small cell lung cancer",<non-small cell lung carcinoma>,msd k.k.,msd,,pembrolizumab,yes,no,injection,,,PMDA
intravenous,22.12.2015,2015.0,authorised,japan,approved,09.09.2016,2016,neoplasms; diseases of the skin,000226881.pdf,biologics,keytruda,unresectable malignant melanoma,<melanoma>,no,unresectable or metastatic malignant melanoma,<melanoma>,msd k.k.,msd,,pembrolizumab,no,yes,injection,,na,PMDA
intravenous,30.03.2018,2018.0,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the respiratory system; diseases of the blood and blood-forming organs; diseases of the genitourinary system,000231921.pdf,biologics,keytruda,"unresectable malignant melanoma; unresectable, advanced or recurrent pd-l1 positive non-small cell lung cancer; relapsed or refractory classical hodgkin lymphoma; radically unresectable urothelial carcinoma that has progressed after cancer chemotherapy; advanced or recurrent microsatellite instability-high (msi-high) solid tumors that have progressed after cancer chemotherapy",<melanoma>; <lung neoplasms>; <hodgkin disease>; <urothelial carcinoma>; <microsatellite instability>,yes,,not reported,msd k.k.,msd,,pembrolizumab,yes,yes,injection,,,PMDA
intravenous,08.11.2019,2019.0,authorised,japan,approved,07.07.2020,2020,neoplasms; diseases of the digestive system,000245967.pdf,biologics,keytruda,"radically unresectable, advanced or recurrent pd-l1 positive esophageal squamous cell carcinoma that has progressed after cancer chemotherapy",<esophageal squamous cell carcinoma>,yes,"unresectable, advanced or recurrent esophageal cancer",<esophageal neoplasms>,msd k.k.,msd,,pembrolizumab,yes,no,injection,,,PMDA
intravenous,31.10.2016,2016.0,authorised,australia,approved,01.09.2017,2017,neoplasms; diseases of the blood and blood-forming organs,auspar-keytruda-180530.pdf,biologics,keytruda,treatment of adult patients with relapsed or refractory classical hodgkin lymphoma (chl) following autologous stem cell transplant (asct) or following at least two prior therapies when asct or multi-agent chemotherapy is not a treatment option.,<hodgkin disease>,yes,"treatment of patients with refractory classical hodgkin lymphoma, or those who have relapsed after 3 or more prior lines of therapy.",<classical hodgkin lymphoma>,merck sharp & dohme australia pty ltd,merck sharp & dohme,"226597, 263932",pembrolizumab,yes,no,powder; solution,pm-2016-02736-1-4,,TGA
intravenous,24.11.2021,2021.0,authorised,australia,approved,02.09.2022,2022,neoplasms,auspar-keytruda-230508.pdf,biologics,keytruda,"treatment of patients with high-risk early-stage triple-negative breast cancer (tnbc) in combination with chemotherapy as neoadjuvant treatment, and then continued as monotherapy as adjuvant treatment after surgery.",<breast neoplasms>,yes,"treatment of patients with high-risk early-stage triple-negative breast cancer (tnbc) in combination with chemotherapy as neoadjuvant treatment, and then continued as monotherapy as adjuvant treatment after surgery.",<breast neoplasms>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,263932,pembrolizumab,yes,no,concentrate,pm-2021-04831-1-4,,TGA
intravenous,30.04.2020,2020.0,authorised (under additional monitoring),australia,approved,12.07.2021,2021,neoplasms; diseases of the genitourinary system,auspar-keytruda-230608.pdf,biologics,keytruda,"for the treatment of patients with bacillus calmette-guerin (bcg)-unresponsive, high-risk, non-muscle invasive bladder cancer (nmibc) with carcinoma-in-situ (cis) with or without papillary tumours who are ineligible for or have elected not to undergo cystectomy.",<bladder neoplasms>,yes,"for the treatment of patients with bacillus calmette-guerin (bcg)-unresponsive, high-risk, non-muscle invasive bladder cancer (nmibc) with carcinoma-in-situ (cis) with or without papillary tumours who are ineligible for or have elected not to undergo cystectomy.",<urinary bladder neoplasms>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,"226597, 263932",pembrolizumab,yes,no,powder; concentrate,pm-2020-01294-1-4,,TGA
intravenous,30.06.2020,2020.0,authorised,australia,approved,20.10.2021,2021,neoplasms; diseases of the blood and blood-forming organs,auspar-keytruda-230609.pdf,biologics,keytruda,monotherapy for the treatment of adult patients with relapsed or refractory classical hodgkin lymphoma (chl) following autologous stem cell transplant (asct) or following at least two prior therapies when asct or multi-agent chemotherapy is not a treatment option.,<classical hodgkin lymphoma>,yes,monotherapy for the treatment of adult and paediatric patients with relapsed or refractory classical hodgkin lymphoma (chl).,<hodgkin lymphoma>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,226597 and 263932,pembrolizumab,yes,no,powder; solution,pm-2020-02312-1-6,,TGA
intravenous,18.01.2021,2021.0,authorised,australia,approved,16.09.2021,2021,neoplasms; diseases of the digestive system,auspar-keytruda-230623.pdf,biologics,keytruda,first-line treatment of patients with locally advanced or metastatic carcinoma of the oesophagus or her2 negative gastroesophageal junction adenocarcinoma that is not amenable to surgical resection or definitive chemoradiation.,"<carcinoma, oesophageal>; <gastroesophageal junction adenocarcinoma>",yes,first-line treatment of patients with locally advanced unresectable or metastatic carcinoma of the oesophagus or gastroesophageal junction.,"<carcinoma, oesophageal>",merck sharp & dohme (australia) pty ltd,merck sharp & dohme,226597 and 263932,pembrolizumab,yes,yes,powder; solution,pm-2020-06395-1-4,,TGA
intravenous,01.11.2021,2021.0,authorised,australia,approved,30.09.2022,2022,neoplasms; diseases of the genitourinary system,auspar-keytruda-230830.pdf,biologics,keytruda,"adjuvant treatment of patients with rcc with a clear cell component who are at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",<renal cell carcinoma>,yes,"adjuvant treatment of patients with rcc at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",<renal cell carcinoma>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,263932,pembrolizumab,yes,no,solution,pm-2021-04316-1-4,,TGA
intravenous,28.02.2017,2017.0,authorised,australia,approved,09.01.2018,2018,neoplasms; diseases of the genitourinary system,auspar-pembrolizumab-181105.pdf,biologics,keytruda,treatment of patients with locally advanced or metastatic urothelial carcinoma who are not eligible for cisplatin-containing therapy and who have received platinum containing chemotherapy.,<urothelial carcinoma>,yes,treatment of patients with locally advanced or metastatic urothelial carcinoma who are not eligible for cisplatin-containing therapy and who have received platinum containing chemotherapy.,<urothelial carcinoma>,merck sharp & dohme (australia) pty limited,merck sharp & dohme,226597 and 263932,pembrolizumab,yes,no,powder; solution,pm-2016-04328-1-4,,TGA
intravenous,,,authorised,australia,approved,15.04.2015,2015,neoplasms,auspar-pembrolizumab-rch-161014.pdf,biologics,keytruda,treatment of unresectable or metastatic melanoma in adults,<melanoma>,no,treatment of unresectable or metastatic melanoma in adults,<melanoma>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,226597,pembrolizumab,no,yes,powder,pm-2014-01928-1-4,na,TGA
intravenous,01.04.2016,2016.0,authorised,australia,approved,03.03.2017,2017,neoplasms; diseases of the respiratory system,auspar-pembrolizumab-rch-180507.pdf,biologics,keytruda,"first-line treatment of patients with metastatic non-small cell lung carcinoma (nsclc) whose tumours express pd-l1 with a ≥ 50% tumour proportion score (tps) as determined by a validated test, with no egfr or alk genomic tumour aberrations.",<non-small cell lung carcinoma>,yes,treatment of patients with advanced non-small cell lung carcinoma (nsclc) whose tumours express pd-l1 and who have received platinum containing chemotherapy.,<non-small cell lung carcinoma>,merck sharp & dohme australia pty ltd,merck sharp & dohme,"226597, 263932",pembrolizumab,yes,no,powder; concentrate,pm-2015-04712-1-4 and pm-2016-02325-1-4,,TGA
intravenous,04.07.2019,2019.0,authorised (under additional monitoring),australia,approved,17.09.2019,2019,neoplasms; diseases of the genitourinary system,auspar-pembrolizumab-rch-200505.pdf,biologics,keytruda,"treatment of patients with advanced endometrial carcinoma that is not msi-h or dmmr, who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",<endometrial neoplasms>,yes,"treatment of patients with advanced endometrial carcinoma that is not msi-h or dmmr, who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",<endometrial neoplasms>,merck sharp & dohme (australia) pty limited,merck sharp & dohme,"226597, 263932",pembrolizumab,yes,no,powder; concentrate,pm-2019-02526-1-4,,TGA
intramuscular,16.11.2021,2021.0,authorised,ema,approved,04.01.2022,2022,infectious and parasitic diseases,nuvaxovid-epar-public-assessment-report_en.pdf,vaccine,nuvaxovid,nuvaxovid is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,<covid-19>,no,nuvaxovid is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,<covid-19>,"novavax cz, a.s.",novavax,ema/783213/2021,"covid-19 vaccine (recombinant, adjuvanted)",no,no,dispersion,emea/h/c/005808/0000,na,EMA
intramuscular,16.12.2021,2021.0,authorised,japan,approved,18.04.2022,2022,infectious and parasitic diseases,000248293.pdf,vaccine,nuvaxovid,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,takeda pharmaceutical company limited,takeda,,recombinant coronavirus (sars-cov-2) vaccine,yes,no,injection,,,PMDA
intramuscular,01.07.2022,2022.0,authorised (under additional monitoring),swissmedic,conditional marketing authorisation,02.09.2022,2022,infectious and parasitic diseases,assessment_report_swisspar_nuvaxovid_g102682544.pdf,vaccine,nuvaxovid,nuvaxovid is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 12 years of age and older.,<covid-19>,yes,nuvaxovid is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 12 years of age and older.,<covid-19>,future health pharma gmbh,future health,68473,sars cov-2 recombinant spike protein (rs nvx-cov2373),yes,no,dispersion,,na,Swissmedic
intramuscular,14.02.2022,2022.0,authorised (under additional monitoring),swissmedic,conditional marketing authorisation,12.04.2022,2022,infectious and parasitic diseases,swisspar_nuvaxovid_final.pdf,vaccine,nuvaxovid,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,<covid-19>,no,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,<covid-19>,future health pharma gmbh,future health,68473,sars cov-2 recombinant spike protein (rs nvx-cov2373),yes,no,dispersion,,ema,Swissmedic
intramuscular,04.05.2023,2023.0,authorised (under additional monitoring),australia,approved,26.10.2023,2023,infectious and parasitic diseases,auspar-nuvaxovid-231106.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus infections>,no,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,355139,sars-cov-2-rs,no,no,suspension,,na,TGA
intramuscular,03.04.2023,2023.0,authorised,australia,approved,31.01.2024,2024,infectious and parasitic diseases,auspar-nuvaxovid-240531.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus infections>,yes,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,355139,sars-cov-2 rs,yes,no,suspension,pm-2023-00909-1-2,,TGA
intramuscular,,,authorised (under additional monitoring),australia,approved,20.01.2022,2022,infectious and parasitic diseases,auspar-nuvaxovid-heterologous-booster-220622-pi.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus infections>,no,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,,sars-cov-2 rs,no,no,suspension,pm-2022-00638-1-2,na,TGA
intramuscular,03.03.2022,2022.0,authorised,australia,approved,09.06.2022,2022,infectious and parasitic diseases,auspar-nuvaxovid-homologous-booster-220614.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus infections>,yes,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,351139,sars-cov-2 rs vaccine,no,no,suspension,pm-2022-00638-1-2,na,TGA
intramuscular,26.02.2021,2021.0,authorised (under additional monitoring),australia,approved,19.01.2022,2022,infectious and parasitic diseases; diseases of the respiratory system,auspar-sars-cov-2-rs-matrix-m-adjuvant.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus infections>,no,"active immunisation for the prevention of mild, moderate, and severe disease caused by sars-cov-2 in adults ≥ 18 years of age.",<sars-cov-2 infections>,biocelect pty ltd,biocelect,355139,sars-cov-2 recombinant spike protein,no,no,suspension,pm-2021-00623-1-2,na,TGA
intravenous,02.09.2014,2014.0,authorised,ema,approved,23.04.2015,2015,neoplasms; diseases of the skin,opdivo-epar-public-assessment-report_en.pdf,biologics,opdivo,treatment of advanced (unresectable or metastatic) melanoma in adults,<melanoma>,no,treatment of advanced (unresectable or metastatic) melanoma in adults,<melanoma>,bristol-myers squibb pharma eeig,bristol-myers squibb,ema/chmp/76688/2015,nivolumab,no,no,concentrate,emea/h/c/003985/0000,na,EMA
intravenous,24.12.2013,2013.0,authorised,japan,approved,26.06.2014,2014,neoplasms,000209430.pdf,biologics,opdivo,treatment of unresectable malignant melanoma,<melanoma>,no,malignant melanoma,<melanoma>,"ono pharmaceutical co., ltd.",ono,,nivolumab,no,yes,injection,,na,PMDA
intravenous,21.07.2015,2015.0,authorised,japan,approved,30.11.2015,2015,neoplasms; diseases of the respiratory system,000216478.pdf,biologics,opdivo,"treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer",<melanoma>; <lung neoplasms>,yes,"treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer",<melanoma>; <lung neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,18.03.2016,2016.0,authorised,japan,approved,11.11.2016,2016,neoplasms; diseases of the blood and blood-forming organs,000223200.pdf,biologics,opdivo,treatment of relapsed or refractory classical hodgkin lymphoma,<classical hodgkin lymphoma>,yes,treatment of relapsed or refractory classical hodgkin lymphoma,<classical hodgkin lymphoma>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,yes,injection,,,PMDA
intravenous,27.07.2016,2016.0,authorised,japan,approved,,2017,neoplasms,000223201.pdf,biologics,opdivo,treatment of recurrent or distant metastatic head and neck cancer,<head and neck neoplasms>,yes,treatment of recurrent or distant metastatic head and neck cancer,<head and neck neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,11.12.2015,2015.0,authorised,japan,approved,05.08.2016,2016,neoplasms; diseases of the genitourinary system,000223202.pdf,biologics,opdivo,treatment of unresectable or metastatic renal cell carcinoma,<renal cell carcinoma>,yes,treatment of unresectable or metastatic renal cell carcinoma,<renal cell carcinoma>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,27.12.2016,2016.0,authorised,japan,approved,22.08.2017,2017,neoplasms; diseases of the digestive system,000223203.pdf,biologics,opdivo,treatment of unresectable advanced or recurrent gastric cancer that has progressed after cancer chemotherapy,<gastric cancer>,yes,treatment of unresectable advanced or recurrent gastric cancer,<gastric cancer>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,29.09.2017,2017.0,authorised,japan,approved,13.04.2018,2018,neoplasms; diseases of the respiratory system; diseases of the genitourinary system; diseases of the blood and blood-forming organs,000232984.pdf,biologics,opdivo,"treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer; treatment of unresectable or metastatic renal cell carcinoma; treatment of relapsed or refractory classical hodgkin lymphoma; treatment of recurrent or distant metastatic head and neck cancer; treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy","<melanoma>; <lung neoplasms>; <carcinoma, renal cell>; <hodgkin disease>; <head and neck neoplasms>; <stomach neoplasms>",yes,treatment of unresectable malignant melanoma,<melanoma>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,yes,injection,,,PMDA
intravenous,22.12.2017,2017.0,authorised,japan,approved,03.08.2018,2018,neoplasms; diseases of the respiratory system; diseases of the digestive system,000233403.pdf,biologics,opdivo,"treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer; treatment of unresectable or metastatic renal cell carcinoma; treatment of relapsed or refractory classical hodgkin lymphoma; treatment of recurrent or distant metastatic head and neck cancer; treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy","<melanoma>; <lung neoplasms>; <carcinoma, renal cell>; <hodgkin disease>; <head and neck neoplasms>; <stomach neoplasms>; <mesothelioma>",yes,,not reported,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,yes,infusion,,,PMDA
intravenous,28.03.2019,2019.0,authorised,japan,approved,09.01.2020,2020,neoplasms; diseases of the digestive system,000241165.pdf,biologics,opdivo,"treatment of unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>; <esophageal neoplasms>,yes,"treatment of unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>; <esophageal neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,12.11.2019,2019.0,authorised,japan,approved,15.07.2020,2020,neoplasms; diseases of the digestive system,000244664.pdf,biologics,opdivo,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,yes,"unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,10.12.2020,2020.0,authorised,japan,approved,,2021,neoplasms; diseases of the digestive system,000246571.pdf,biologics,opdivo,"treatment of unresectable, advanced or recurrent gastric cancer; adjuvant therapy of esophageal cancer",<gastric cancer>; <esophageal neoplasms>,yes,"treatment of unresectable, advanced or recurrent gastric cancer previously untreated with chemotherapy; adjuvant therapy of esophageal cancer",<gastric neoplasms>; <esophageal neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
intravenous,06.01.2015,2015.0,authorised,australia,approved,07.01.2016,2016,neoplasms; diseases of the respiratory system,auspar-nivolumab-160823.pdf,biologics,opdivo,treatment of patients with unresectable or metastatic melanoma,<melanoma>,no,treatment of patients with unresectable or metastatic melanoma or squamous cell non-small cell lung cancer (sq nsclc),"<melanoma>; <carcinoma, non-small-cell lung>",bristol-myers squibb australia pty ltd,bristol-myers squibb,231867; 231868,nivolumab,no,no,concentrate,pm-2014-03852-1-4,na,TGA
intravenous,,,authorised,australia,approved,16.11.2016,2016,neoplasms; diseases of the genitourinary system,auspar-nivolumab-171026.pdf,biologics,opdivo,treatment of patients with advanced clear cell renal cell carcinoma after prior anti-angiogenic therapy in adults,<renal cell carcinoma>,yes,treatment of patients with advanced renal cell carcinoma (rcc),<renal cell carcinoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,"231867, 231868",nivolumab,yes,no,concentrate,pm-2015-03579-1-4,,TGA
intravenous,,,authorised,australia,approved,26.05.2017,2017,neoplasms; diseases of the blood and blood-forming organs,auspar-nivolumab-171031.pdf,biologics,opdivo,treatment of adult patients with relapsed or refractory classical hodgkin lymphoma (chl) after autologous stem cell transplant and treatment with brentuximab vedotin.,<hodgkin disease>,yes,treatment of patients with relapsed or refractory classical hodgkin lymphoma (chl) following autologous stem cell transplant and treatment with brentuximab vedotin or following at least two prior therapies in patients who are not candidates for asct.,<hodgkin disease>,bristol-myers squibb australia pty ltd,bristol-myers squibb,"231867, 231868",nivolumab,yes,no,concentrate,pm-2016-0712-1-4,,TGA
intravenous,23.10.2017,2017.0,authorised,australia,approved,23.04.2018,2018,neoplasms; diseases of the skin,auspar-nivolumab-180806.pdf,biologics,opdivo,adjuvant treatment of patients with melanoma with involvement of lymph nodes or metastatic disease who have undergone complete resection.,<melanoma>,yes,"adjuvant treatment of patients with completely resected stage iii or stage iv melanoma, as monotherapy.",<melanoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,231867 and 231868,nivolumab,yes,no,concentrate,pm-2017-03752-1-4,,TGA
intravenous,31.01.2017,2017.0,authorised,australia,approved,06.02.2018,2018,neoplasms; diseases of the genitourinary system,auspar-nivolumab-191028.pdf,biologics,opdivo,treatment of patients with locally advanced unresectable or metastatic urothelial carcinoma after prior platinum-containing therapy.,<urothelial carcinoma>,yes,treatment of patients with locally advanced unresectable or metastatic urothelial carcinoma after prior platinum-containing therapy.,<urothelial carcinoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,aust r 231867; aust r 231868,nivolumab,yes,no,concentrate,pm-2016-03898-1-4,,TGA
intravenous,01.08.2017,2017.0,authorised,australia,approved,17.09.2018,2018,neoplasms; diseases of the digestive system,auspar-nivolumab-200124.pdf,biologics,opdivo,hepatocellular carcinoma,<hepatocellular carcinoma>,yes,"opdivo, as monotherapy is indicated for the treatment of adult patients with hepatocellular carcinoma after prior sorafenib therapy.",<hepatocellular carcinoma>,bristol-myers squibb australia pty. ltd.,bristol-myers squibb,"231867, 231868",nivolumab,yes,no,concentrate,pm-2017-02209-1-4,,TGA
