Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,diseases of the circulatory system,diseases of the circulatory system,match,karvezide-epar-scientific-discussion_en.pdf,karvezide-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,karvezide,karvezide,match,treatment of essential hypertension. this fixed dose combination is indicated in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone,treatment of hypertension,match,no,yes,no_match,not repored,treatment of hypertension,no_match,not reported,not reported,match,not reported,not reported,match,irbesartan / hydrochlorothiazide,irbesartan and hydrochlorothiazide,match,yes,no,no_match,no,no,match,tablet,tablet,match,"???, ema",na,
inhalation,inhalation,match,06.03.2013,06.03.2013,match,2013,2013,match,authorised,authorised,match,17.03.2014,20.02.2014,partial_0.3,approved,approved,match,2014.0,2014,match,diseases of the respiratory system,diseases of the respiratory system,match,laventair-epar-public-assessment-report_en.pdf,laventair-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,laventair ellipta (previously laventair),laventair,match,same,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,match,no,no,match,laventair ellipta is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,match,glaxo group ltd,glaxo group ltd,match,ema/chmp/163506/2014,ema/chmp/163506/2014,match,umeclidinium bromide / vilanterol,umeclidinium bromide / vilanterol,match,no,no,match,no,no,match,inhalation powder,inhalation powder,match,,na,
oral,oral,match,26.04.2016,26.04.2016,match,2016,2016,match,authorised,authorised,match,21.04.2017,21.04.2017,match,approved,approved,match,2017.0,2017,match,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases; neoplasms; diseases of the blood and blood-forming organs",no_match,febuxostat-mylan-epar-public-assessment-report_en.pdf,febuxostat-mylan-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,febuxostat viatris (previously febuxostat mylan),febuxostat mylan,match,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). febuxostat viatris is indicated in adults.","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis); prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).",match,no,no,match,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis); prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).",match,mylan s.a.s,mylan s.a.s,match,ema/368110/2017,ema/368110/2017,match,febuxostat,febuxostat,match,yes,yes,match,no,no,match,film-coated tablets,film-coated tablet,match,ema,not reported,
oral,oral,match,08.06.2015,08.06.2015,match,2015,2015,match,revoked,withdrawn,match,13.10.2016,13.10.2016,match,conditional marketing authorisation,approved,partial_0.5,2016.0,2016,match,diseases of the digestive system,diseases of the digestive system,match,ocaliva-epar-public-assessment-report_en.pdf,ocaliva-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,ocaliva,ocaliva,match,same,treatment of primary biliary cholangitis (also known as primary biliary cirrhosis) in combination with ursodeoxycholic acid (udca) in adults with an inadequate response to udca or as monotherapy in adults unable to tolerate udca,match,no,no,match,ocaliva is indicated for the treatment of primary biliary cholangitis (pbc) in combination with ursodeoxycholic acid (udca) in adults with an inadequate response to udca or as monotherapy in adults unable to tolerate udca.,treatment of primary biliary cirrhosis (pbc) in combination with ursodeoxycholic acid (udca) in adults with an inadequate response to udca or as monotherapy in adults unable to tolerate udca,match,intercept pharma ltd.,intercept pharma ltd.,match,ema/725757/2016,ema/725757/2016,match,obeticholic acid,obeticholic acid,match,no,no,match,yes,yes,match,film-coated tablets,film-coated tablet,match,,na,
intravenous,intravenous,match,02.03.2021,02.03.2021,match,2021,2021,match,authorised,authorised,match,19.05.2022,19.05.2022,match,approved,approved,match,2022.0,2022,match,"diseases of the musculoskeletal system and connective tissue, diseases of the nervous system",other,no_match,sugammadex-fresenius-kabi-epar-public-assessment-report_en.pdf,sugammadex-fresenius-kabi-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,sugammadex fresenius kabi,sugammadex fresenius kabi,match,same,reversal of neuromuscular blockade induced by rocuronium or vecuronium in adults; for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockade in children and adolescents aged 2 to 17 years.,match,no,no,match,reversal of neuromuscular blockade induced by rocuronium or vecuronium in adults.for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockade in children and adolescents aged 2 to 17 years.,reversal of neuromuscular blockage induced by rocuronium or vecuronium in adults; for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockage in children and adolescents aged 2 to 17 years.,match,fresenius kabi deutschland gmbh,fresenius kabi deutschland gmbh,match,ema/chmp/564405/2022,ema/564405/2022,no_match,sugammadex,sugammadex,match,yes,yes,match,no,no,match,solution for injection,solution for injection,match,ema,not reported,
intravenous,intravenous,match,03.12.2014,03.12.2014,match,2014,2014,match,withdrawn,withdrawn,match,23.07.2015,23.07.2015,match,approved,approved,match,2015.0,2015,match,"neoplasms, diseases of the respiratory system",neoplasms; diseases of the respiratory system,match,pemetrexed-lilly-epar-public-assessment-report_en.pdf,pemetrexed-lilly-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,pemetrexed lilly,pemetrexed lilly,match,same,malignant pleural mesothelioma; non-small cell lung cancer,match,no,no,match,malignant pleural mesothelioma: pemetrexed lilly in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. non-small cell lung cancer: pemetrexed lilly in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. pemetrexed lilly is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. pemetrexed lilly is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,malignant pleural mesothelioma; non-small cell lung cancer,match,eli lilly netherlands,eli lilly nederland b.v.,match,ema/chmp/448343/2015,ema/448343/2015,no_match,pemetrexed,pemetrexed,match,yes,yes,match,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,ema,not reported,
oral,oral,match,25.05.2023,25.05.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,match,25.04.2024,25.04.2024,match,approved,approved,match,2024.0,2024,match,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,match,fruzaqla-epar-public-assessment-report_en.pdf,fruzaqla-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,fruzaqla,fruzaqla,match,same,"treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents, and who have progressed on or are intolerant to treatment with either trifluridine-tipiracil or regorafenib",match,no,no,match,"fruzaqla as monotherapy is indicated for the treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents, and who have progressed on or are intolerant to treatment with either trifluridine-tipiracil or regorafenib.","treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with or are not considered candidates for available therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-vegf therapy, and an anti-egfr therapy",match,takeda pharmaceuticals international,takeda pharmaceuticals international ag,match,ema/chmp/462300/2023,ema/462300/2023,no_match,fruquintinib,fruquintinib,match,no,no,match,no,no,match,hard capsules,capsule,match,,na,
"intramuscular, subcutaneous",subcutaneous,partial_0.5,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,infectious and parasitic diseases,infectious and parasitic diseases,match,proquad-epar-scientific-discussion_en.pdf,proquad-epar-scientific-discussion_en.pdf,match,vaccine,vaccine,match,proquad,proquad,match,"proquad is indicated for simultaneous vaccination against measles, mumps, rubella and varicella in individuals from 12 months of age. proquad can be administered to individuals from 9 months of age under special circumstances (e.g., to conform with national vaccination schedules, outbreak situations, or travel to a region with high prevalence of measles)","simultaneous vaccination against measles, mumps, rubella, and varicella in individuals from 12 months of age",match,no,no,match,not reported,"simultaneous vaccination against measles, mumps, rubella, and varicella in individuals from 12 months of age",no_match,"merck & co., inc.","merck & co., inc.",match,not reported,not reported,match,"measles, mumps, rubella and varicella vaccine (live)","measles, mumps, rubella and varicella (oka/merck) virus vaccine live",match,yes,yes,match,no,no,match,solvent for solution for injection,powder and solvent for suspension for subcutaneous injection,partial_0.5,???,not reported,
subcutaneous,subcutaneous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"pregnancy and childbirth, diseases of the genitourinary system",diseases of the genitourinary system,partial_0.5,cetrotide-epar-scientific-discussion_en.pdf,cetrotide-epar-scientific-discussion_en.pdf,match,peptides and proteins,peptides and proteins,match,cetrotide,cetrotide,match,"prevention of premature ovulation in patients undergoing a controlled ovarian stimulation, followed by oocyte pick-up and assisted reproductive techniques.","prevention of premature ovulation in patients undergoing a controlled ovarian stimulation, followed by oocyte pick-up and assisted reproductive techniques",match,no,no,match,not reported,"prevention of premature ovulation in patients undergoing a controlled ovarian stimulation, followed by oocyte pick-up and assisted reproductive techniques",no_match,not reported,not reported,match,not reported,not reported,match,cetrorelix,cetrorelix,match,no,no,match,no,no,match,"powder for solution for injection, solvent for solution for injection",powder and solvent for solution for injection,match,,na,
intravenous,intravenous,match,02.07.2008,02.07.2008,match,2008,2008,match,authorised,authorised,match,22.10.2009,22.10.2009,match,approved,approved,match,2009.0,2009,match,"infectious and parasitic diseases, diseases of the musculoskeletal system and connective tissue",infectious and parasitic diseases; diseases of the musculoskeletal system and connective tissue,match,scintimun-epar-public-assessment-report_en.pdf,scintimun-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,scintimun,scintimun,match,this medicinal product is for diagnostic use only.,"scintigraphic imaging, in conjunction with other appropriate imaging modalities, for determining the location of inflammation/infection in peripheral bone in adults with suspected osteomyelitis.",partial_0.2,no,no,match,"scintigraphic imaging for the detection or investigation of sites of inflammation and /or infection in the following cases: detection of chronic peripheral osteomyelitis, investigation of infected diabetic foot, detection of infected joint prosthesis, investigation of endocarditis when other imaging modalities are unconclusive, investigation of fever of unknown origin when other imaging modalities are unconclusive. scintigraphic imaging of bone marrow involvement (detection and extent of carcinoma metastasis, as cold spots).",scintigraphic imaging for the detection or investigation of sites of inflammation and/or infection in various cases and bone marrow involvement.,match,cis bio international,cis bio international,match,emea/743339/2009,ema/743339/2009,partial_0.9,besilesomab,besilesomab,match,no,no,match,no,no,match,kit for radiopharmaceutical preparation,kit for radiopharmaceutical preparation,match,,na,
intravenous,intravenous,match,22.10.2009,not reported,match,22.10.2009,not reported,match,authorised,authorised,match,22.10.2009,not reported,match,approved,approved,match,not reported,2006,no_match,diseases of the circulatory system,neoplasms,no_match,savene-epar-scientific-discussion_en.pdf,savene-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,savene,savene,match,savene is indicated in adults for the treatment of anthracycline extravasation.,treatment of anthracycline extravasation,match,no,no,match,not reported,treatment of anthracycline extravasation,no_match,not reported,not reported,match,not reported,ema/000062/2006,no_match,dexrazoxane,dexrazoxane,match,no,no,match,yes,yes,match,"powder for concentrate for solution for infusion, solvent for concentrate for solution for infusion",powder and diluent for solution for infusion,match,,na,
oral,oral,match,14.10.2019,14.10.2019,match,2019,2019,match,authorised,authorised,match,10.12.2020,10.12.2020,match,approved,approved,match,2020.0,2020,match,"neoplasms, diseases of the digestive system, ""endocrine, nutritional, and metabolic diseases""",neoplasms; diseases of the digestive system; diseases of the genitourinary system,partial_0.7,sunitinib-accord-epar-public-assessment-report_en.pdf,sunitinib-accord-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,sunitinib accord,sunitinib accord,match,same,"treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.",match,no,no,match,"gastrointestinal stromal tumour (gist): sunitinib accord is indicated for the treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance. metastatic renal cell carcinoma (mrcc): sunitinib accord is indicated for the treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults. pancreatic neuroendocrine tumours (pnet): sunitinib accord is indicated for the treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.","treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.",partial_0.5,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/chmp/2430/2021,ema/2430/2021,partial_0.8,sunitinib,sunitinib,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
oral,oral,match,04.05.2019,04.05.2019,match,2019,2019,match,authorised,authorised,match,30.04.2020,30.04.2020,match,approved,approved,match,2020.0,2020,match,diseases of the nervous system,diseases of the nervous system,match,fingolimod-accord-epar-public-assessment-report_en.pdf,fingolimod-accord-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,fingolimod accord,fingolimod accord,match,same,"indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy or patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",match,no,no,match,"fingolimod accord is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods. patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.","fingolimod accord as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy or patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",match,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/chmp/267804/2020,ema/chmp/267804/2020,match,fingolimod,fingolimod,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
oral,oral,match,20.06.2022,20.06.2022,match,2022,2022,match,authorised,authorised,match,15.09.2022,15.09.2022,match,approved,approved,match,2022.0,2022,match,mental and behavioural disorders,mental and behavioural disorders,match,melatonin-neurim-epar-public-assessment-report_en.pdf,melatonin-neurim-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,melatonin neurim,melatonin neurim,match,same,short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over,match,no,yes,no_match,melatonin neurim is indicated as monotherapy for the short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over,match,rad neurim pharmaceuticals eec,rad neurim pharmaceuticals eec sarl,match,ema/847216/2022,ema/847216/2022,match,melatonin,melatonin,match,yes,yes,match,no,no,match,prolonged-release tablets,prolonged-release tablets,match,ema,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"mental and behavioural disorders, diseases of the nervous system",mental and behavioural disorders,partial_0.5,cymbalta-epar-scientific-discussion_en.pdf,cymbalta-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,cymbalta,cymbalta,match,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder. cymbalta is indicated in adults.,treatment of major depressive episodes,partial_0.3,no,yes,no_match,major depression disorder (mdd),treatment of major depressive episodes,match,eli lilly nederland b.v.,eli lilly netherlands b.v.,match,not reported,not reported,match,duloxetine,duloxetine hydrochloride,match,no,no,match,no,no,match,hard gastro-resistant capsules,hard gastro-resistant capsules,match,,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,29.03.2005,no_match,approved,approved,match,not reported,2005,no_match,"infectious and parasitic diseases, diseases of the digestive system",infectious and parasitic diseases; diseases of the liver,partial_0.5,baraclude-epar-scientific-discussion_en.pdf,baraclude-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,baraclude,baraclude,match,"baraclude is indicated for the treatment of chronic hepatitis b virus (hbv) infection: compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis and decompensated liver disease","treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis.",math,no,no,match,not reported,"treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis.",no_match,bristol-myers squibb pharma eeig,bristol-myers squibb pharma eeig,match,not reported,ema/000243/2006,no_match,entecavir,entecavir,match,no,no,match,no,no,match,film-coated tablets,film-coated tablet; oral solution,match,,na,
intravenous,intravenous,match,02.09.2015,02.09.2015,match,2015,2015,match,authorised,authorised,match,15.09.2016,15.09.2016,match,approved,approved,match,2016.0,2016,match,"""endocrine, nutritional, and metabolic diseases"", diseases of the genitourinary system","endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system",match,parsabiv-epar-public-assessment-report_en.pdf,parsabiv-epar-public-assessment-report_en.pdf,match,peptides and proteins,peptides and proteins,match,parsabiv,parsabiv,match,parsabiv is indicated for the treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy.,treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy,match,no,no,match,"parsabiv is indicated for the treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy. parsabiv may be used as part of a therapeutic regimen including phosphate binders and/or vitamin d sterols, as appropriate.",treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy,match,amgen europe b.v.,amgen europe b.v.,match,ema/664198/2016,ema/664198/2016,match,etelcalcetide,etelcalcetide,match,no,no,match,no,no,match,solution for injection,solution for injection,match,,na,
nasal,intranasal,match,not reported,not reported,match,not reported,not reported,match,withdrawn,na,no_match,25.03.2021,25.03.2021,match,withdrawn,refused,match,2021.0,2021,match,"""injury, poisoning and certain other consequences of external causes"", infectious and parasitic diseases",infectious and parasitic diseases,partial_0.5,neffy-withdrawal-assessment-report_en.pdf,neffy-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,neffy,neffy,match,,na,match,no,no,match,"anaphylaxis, hypersensitivity reaction","emergency treatment of allergic reactions, including anaphylaxis",match,ars pharmaceuticals irl limited,not reported,no_match,ema/204348/2022,ema/204348/2022,match,epinephrine,epinephrine,match,no,yes,no_match,no,no,match,"""nasal spray, solution""",nasal spray solution,match,,not reported,
oral,epicutaneous,no_match,not reported,not reported,match,not reported,not reported,match,authorised,withdrawn,no_match,23.10.2008,23.10.2008,match,approved,withdrawn,no_match,2008.0,2008,match,infectious and parasitic diseases,diseases of the musculoskeletal system and connective tissue,no_match,diractin-withdrawal-assessment-report_en.pdf,diractin-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,emtriva,diractin,no_match,emtriva is indicated in combination with other antiretroviral medicinal products for the treatment of human immunodeficiency virus-1 (hiv-1) infected adults and children aged 4 months and over.,na,no_match,no,no,match,not reported,symptomatic treatment of mild to moderate pain in osteoarthritis of superficial joints like the knee,no_match,not reported,idea ag,no_match,not reported,not reported,match,emtricitabine,ketoprofen,no_match,no,yes,no_match,no,no,match,hard capsules,gel,no_match,,not reported,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,conditional marketing authorisation,partial_0.5,not reported,not reported,match,diseases of the nervous system,diseases of the nervous system,match,diacomit-epar-scientific-discussion_en.pdf,diacomit-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,diacomit,diacomit,match,"diacomit is indicated for use in conjunction with clobazam and valproate as adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (smei, dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate.","adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (smei, dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate",match,no,no,match,not reported,"adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (smei, dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate",no_match,biocodex,biocodex,match,not reported,not reported,match,stiripentol,stiripentol,match,no,no,match,yes,yes,match,hard capsules,capsules and powder for oral suspension,match,,na,
"subcutaneous, intravenous",subcutaneous,partial_0.5,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,not reported,not reported,match,approved,withdrawn,no_match,not reported,not reported,match,"diseases of the blood and blood-forming organs, neoplasms, diseases of the genitourinary system",neoplasms; diseases of the blood and blood-forming organs,partial_0.7,nespo-epar-scientific-discussion_en.pdf,nespo-epar-scientific-discussion_en.pdf,match,peptides and proteins,biologics,no_match,nespo,nespo,match,treatment of symptomatic anaemia associated with chronic renal failure (crf) in adults and paediatric patients. treatment of symptomatic anaemia in adult cancer patients with non-myeloid malignancies receiving chemotherapy.,na,no_match,no,yes,no_match,not reported,treatment of anaemia in adult cancer patients with solid tumours (non-haematological malignancies) receiving chemotherapy,no_match,amgen europe b.v.,amgen europe b.v.,match,not reported,not reported,match,darbepoetin alfa,darbepoetin alfa,match,no,no,match,no,no,match,solution for injection in pre-filled syringe,solution,partial_0.5,,na,
oral,oral,match,24.08.2012,24.08.2012,match,2012,2012,match,authorised,authorised,match,24.10.2013,24.10.2013,match,approved,approved,match,2013.0,2013,match,mental and behavioural disorders,mental and behavioural disorders,match,brintellix-epar-public-assessment-report_en.pdf,brintellix-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,brintellix,brintellix,match,same,treatment of major depressive episodes in adults,match,no,no,match,brintellix is indicated for the treatment of major depressive episodes in adults.,treatment of major depressive episodes in adults,match,h. lundbeck a/s,h. lundbeck a/s,match,ema/699150/2013,ema/699150/2013,match,vortioxetine,vortioxetine,match,no,no,match,no,no,match,film-coated tablets,film-coated tablets; oral drops,match,,na,
oral,oral,match,09.07.2014,09.07.2014,match,2014,2014,match,authorised,authorised,match,23.04.2015,23.04.2015,match,approved,approved,match,2015.0,2015,match,"diseases of the nervous system, mental and behavioural disorders",diseases of the nervous system; mental and behavioural disorders,match,pregabalin-sandoz-epar-public-assessment-report_en.pdf,pregabalin-sandoz-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,pregabalin sandoz,pregabalin sandoz,match,same,neuropathic pain; epilepsy; generalised anxiety disorder,match,no,no,match,neuropathic pain: pregabalin sandoz is indicated for the treatment of peripheral and central neuropathic pain in adults. epilepsy: pregabalin sandoz is indicated as adjunctive therapy in adults with partial seizures with or without secondary generalisation. generalised anxiety disorder: pregabalin sandoz is indicated for the treatment of generalised anxiety disorder (gad) in adults.,neuropathic pain; epilepsy; generalised anxiety disorder,match,sandoz gmbh,sandoz gmbh,match,ema/chmp/102862/2015,ema/chmp/102862/2015,match,pregabalin,pregabalin,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
oral,oral,match,12.02.2019,12.02.2019,match,2019,2019,match,authorised,authorised,match,30.01.2020,30.01.2020,match,approved,approved,match,2020.0,2020,match,"""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system","endocrine, nutritional, and metabolic diseases",partial_0.5,nustendi-epar-public-assessment-report_en.pdf,nustendi-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,nustendi,nustendi,match,"hypercholesterolaemia and mixed dyslipidaemia,  cardiovascular disease","nustendi is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet.",partial_0.7,no,no,match,"nustendi is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet: in combination with a statin in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin in addition to ezetimibe, alone in patients who are either statinintolerant or for whom a statin is contraindicated, and are unable to reach ldl-c goals with ezetimibe alone, in patients already being treated with the combination of bempedoic acid and ezetimibe as separate tablets with or without statin.","nustendi is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet.",match,fgk representative service gmbh,fgk representative service gmbh,match,ema/chmp/86205/2020,ema/chmp/86205/2020,match,bempedoic acid / ezetimibe,bempedoic acid / ezetimibe,match,no,no,match,no,no,match,film-coated tablets,film-coated tablet,match,,na,
