Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,11.01.2013,11.01.2013,match,approved,approved,match,2013.0,2013,match,"other, diseases of the blood and blood-forming organs",diseases of the blood and blood-forming organs; diseases of the immune system,partial_0.5,auspar-ivig-130903.pdf,auspar-ivig-130903.pdf,match,biologics,biologics,match,ivig,flebogamma 10% dif,no_match,"replacement therapy indications: primary immunodeficiency (pi) diseases symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment. immunomodulation indications: idiopathic thrombocytopaenic purpura (itp), in patients at high risk of bleeding or prior to surgery to correct the platelet count guillain barré syndrome kawasaki disease.",primary immunodeficiency (pi) diseases; symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment; idiopathic thrombocytopaenic purpura (itp); guillain barré syndrome; kawasaki disease.,match,no,no,match,not reported,primary immunodeficiency (pi) diseases; symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment; idiopathic thrombocytopaenic purpura (itp); guillain barré syndrome; kawasaki disease.,no_match,grifols australia pty ltd,grifols australia pty ltd,match,"184353, 182358, 182359","184353, 182358, 182359",match,flebogamma 10% dif,human normal immunoglobulin,no_match,yes,yes,match,no,no,match,solution for injection,"injection, solution",match,australia,not reported,
intravenous,intravenous,match,25.04.2023,25.04.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,match,25.07.2024,25.07.2024,match,approved,approved,match,2024.0,2024,match,"neoplasms, diseases of the skin, diseases of the blood and blood-forming organs, diseases of the musculoskeletal system and connective tissue",neoplasms; diseases of the blood and blood-forming organs; diseases of the musculoskeletal system and connective tissue; diseases of the skin,match,ituxredi-epar-public-assessment-report_en.pdf,ituxredi-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,ituxredi,ituxredi,match,same,non-hodgkin’s lymphoma; chronic lymphocytic leukaemia; rheumatoid arthritis; granulomatosis with polyangiitis and microscopic polyangiitis; pemphigus vulgaris,match,no,no,match,"non-hodgkin’s lymphoma (nhl), chronic lymphocytic leukaemia (cll), rheumatoid arthritis, granulomatosis with polyangiitis and microscopic polyangiitis, pemphigus vulgaris",non-hodgkin’s lymphoma; chronic lymphocytic leukaemia; rheumatoid arthritis; granulomatosis with polyangiitis and microscopic polyangiitis; pemphigus vulgaris,match,reddy holding gmbh,reddy holding gmbh,match,ema/565284/2024,ema/565284/2024,match,rituximab,rituximab,match,no,no,match,no,no,match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
subcutaneous,subcutaneous,match,24.07.2020,24.07.2020,match,2020,2020,match,authorised,authorised,match,20.05.2021,20.05.2021,match,approved,approved,match,2021.0,2021,match,"congenital malformations and chomosomal abnormalities, diseases of the blood and blood-forming organs",diseases of the blood and blood-forming organs,partial_0.5,icatibant-accord-epar-public-assessment-report_en.pdf,icatibant-accord-epar-public-assessment-report_en.pdf,match,peptides and proteins,peptides and proteins,match,icatibant accord,icatibant accord,match,same,"symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency",match,no,no,match,"icatibant accord is indicated for symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency.","symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency",match,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/306744/2021,ema/306744/2021,match,icatibant,icatibant,match,yes,yes,match,no,no,match,solution for injection in pre-filled syringe,solution for injection,match,ema,not reported,
subcutaneous,subcutaneous,match,27.06.2019,27.06.2019,match,2019,2019,match,withdrawn,withdrawn,match,31.05.2021,31.05.2021,match,approved,approved,match,2021.0,2021,match,"""endocrine, nutritional, and metabolic diseases"", diseases of the nervous system, congenital malformations and chomosomal abnormalities",diseases of the nervous system,partial_0.3,2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,match,other,other,match,tegsedi®,tegsedi®,match,same,tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr).,match,no,no,match,stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr),tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr).,match,"sfl pharma gmbh (now swedish orphan biovitrum ag, basel)","sfl pharma gmbh (now swedish orphan biovitrum ag, basel)",match,67451,67451,match,inotersen,inotersen,match,yes,yes,match,yes,yes,match,solution for injection in pre-filled syringe,solution for injection in pre-filled syringe,match,ema,ema,match
intravenous,intravenous,match,25.08.2006,25.08.2006,match,2006,2006,match,authorised,authorised,match,11.01.2008,11.01.2008,match,approved,approved,match,2008.0,2008,match,"neoplasms, diseases of the digestive system, diseases of the respiratory system",neoplasms,partial_0.3,abraxane-epar-public-assessment-report_en.pdf,abraxane-epar-public-assessment-report_en.pdf,match,other,biologics,no_match,abraxane,abraxane,match,"metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. abraxane in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. abraxane in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.","metastatic carcinoma of the breast in patients who have failed, or are not candidates for standard, anthracycline containing therapy",partial_0.3,no,no,match,metastatic breast carcinoma (260 mg/m2 administered intravenously over 30 minutes every 3 weeks) and adjuvant treatment of node-positive breast carcinoma following anthracycline and cyclophosphamide therapy (260 mg/m2 administered intravenously over 30 minutes every 3 weeks for 4 courses),metastatic breast carcinoma,partial_0.5,abraxis biosciences ltd.,abraxis biosciences ltd.,match,emea/47053/2008,ema/47053/2008,match,paclitaxel,paclitaxel,match,no,no,match,no,no,match,powder for dispersion for infusion,lyophilisate for suspension for injection,match,,na,
subcutaneous,subcutaneous,match,27.04.2020,27.04.2020,match,2020,2020,match,authorised,authorised,match,22.04.2021,22.04.2021,match,approved,approved,match,2021.0,2021,match,diseases of the skin,diseases of the skin,match,adtralza-epar-public-assessment-report_en.pdf,adtralza-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,adtralza,adtralza,match,moderate-to-severe atopic dermatitis in adult and adolescent patients 12 years and older who are candidates for systemic therapy,treatment of moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,match,no,no,match,moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,treatment of moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,match,leo pharma a/s,leo pharma a/s,match,ema/266138/2021,ema/266138/2021,match,tralokinumab,tralokinumab,match,no,no,match,no,no,match,suspension and emulsion for emulsion for injection,solution for injection,match,,na,
intravenous,intravenous,match,26.04.2021,26.04.2021,match,2021,2021,match,authorised,authorised,match,09.02.2022,09.02.2022,match,approved,approved,match,2022.0,2022,match,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,match,000263434.pdf,000263434.pdf,match,biologics,biologics,match,perjeta intravenous infusion 420 mg/14 ml,perjeta,match,"her2-positive breast cancer, unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy",unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy,partial_0.5,yes,yes,match,"HER2-overexpressing breast cancer, Unresectable advanced or recurrent HER2-overexpressing gastric cancer, Unresectable advanced or recurrent HER2-overexpressing colorectal cancer",her2-positive breast cancer; unresectable advanced or recurrent her2-positive colorectal cancer,partial_0.7,"chugai pharmaceutical co., ltd.","chugai pharmaceutical co., ltd.",match,263434,not reported,,pertuzumab (genetical recombination),pertuzumab,match,yes,yes,match,no,no,match,solution for injection in a vial,intravenous infusion,no_match,japan,not reported,
"intravenous, subcutaneous",intravenous; subcutaneous,match,24.03.2014,24.03.2014,match,2014,2014,match,authorised,authorised,match,24.07.2014,24.07.2014,match,approved,approved,match,2014.0,2014,match,"neoplasms, diseases of the blood and blood-forming organs, infectious and parasitic diseases",neoplasms; diseases of the blood and blood-forming organs; infectious and parasitic diseases,match,accofil-epar-public-assessment-report_en.pdf,accofil-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,accofil,accofil,match,reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia,"for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia; for the mobilisation of peripheral blood progenitor cells (pbpcs); in patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (anc) of ≤ 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events; for the treatment of persistent neutropenia (anc less than or equal to 1.0 x 109/l) in patients with advanced hiv infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",match,no,no,match,"for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia; for the mobilisation of peripheral blood progenitor cells (pbpcs); in patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (anc) of ≤ 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events; for the treatment of persistent neutropenia (anc less than or equal to 1.0 x 109/l) in patients with advanced hiv infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.","for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia; for the mobilisation of peripheral blood progenitor cells (pbpcs); in patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (anc) of ≤ 0.5 x 109/l, and a history of severe or recurrent infections, long term administration of accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events; for the treatment of persistent neutropenia (anc less than or equal to 1.0 x 109/l) in patients with advanced hiv infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",match,accord healthcare s.l.u.,accord healthcare ltd,match,ema/chmp/603430/2014,ema/chmp/603430/2014,match,filgrastim,filgrastim,match,yes,no,no-match,no,no,match,"solution for injection in pre-filled syringe, solution for infusion in pre-filled syringe",solution for injection,partial_0.5,???,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,infectious and parasitic diseases,infectious and parasitic diseases,match,noxafil-epar-scientific-discussion_en.pdf,noxafil-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,noxafil,noxafil,match,same,"treatment of invasive aspergillosis, fusariosis, chromoblastomycosis, mycetoma, and coccidioidomycosis in adults",match,no,no,match,"noxafil oral suspension is indicated for use in the treatment of the following fungal infections in adults: invasive aspergillosis in patients with disease that is refractory to amphotericin b or itraconazole or in patients who are intolerant of these medicinal products; fusariosis in patients with disease that is refractory to amphotericin b or in patients who are intolerant of amphotericin b; chromoblastomycosis and mycetoma in patients with disease that is refractory to itraconazole or in patients who are intolerant of itraconazole; coccidioidomycosis in patients with disease that is refractory to amphotericin b, itraconazole or fluconazole or in patients who are intolerant of these medicinal products; oropharyngeal candidiasis: as first-line therapy in patients who have severe disease or are mmunocompromised, in whom response to topical therapy is expected to be poor.",treatment of invasive fungal infections in adults,partial_0.5,merck sharp and dohme b.v,not reported,no_match,not reported,not reported,match,posaconazole,posaconazole,match,no,no,match,no,no,match,oral suspension,oral suspension,match,,na,
intravenous,intravenous,match,06.07.2021,06.07.2021,match,2021,2021,match,authorised (under additional monitoring),authorised (under additional monitoring),match,06.05.2022,06.05.2022,match,temporary authorisation,temporary authorisation,match,2022.0,2022,match,diseases of the genitourinary system,diseases of the genitourinary system,match,swisspar_idefirix_final.pdf,swisspar_idefirix_final.pdf,match,biologics,biologics,match,idefirix,idefirix,match,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor. the use of idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor.,match,no,no,match,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor. the use of idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor.,match,voisin consulting ch sàrl,voisin consulting ch sàrl,match,68373,68373,match,imlifidase,imlifidase,match,yes,yes,match,yes,yes,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,ema,ema,match
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,17.07.2013,17.07.2013,match,approved,approved,match,2013.0,2013,match,infectious and parasitic diseases,infectious and parasitic diseases,match,auspar-atazanavir-131021.pdf,auspar-atazanavir-131021.pdf,match,small molecule,small molecule,match,reyataz,reyataz,match,same,"treatment of hiv 1 infection, in combination with other antiretroviral agents",match,no,no,match,"reyataz is indicated for the treatment of hiv 1 infection, in combination with other antiretroviral agents. this indication is based on analyses of plasma hiv-1 rna levels and cd4 cell counts from controlled studies (see clinical trials).","treatment of hiv 1 infection, in combination with other antiretroviral agents",match,bristol-myers squibb australian pty ltd,bristol-myers squibb australian pty ltd,match,"99054, 99055, 99056, 134967","99054, 99055, 99056 and 134967",match,atazanavir,atazanavir,match,yes,yes,match,no,no,match,hard capsules,capsules,match,australia,not reported,
oral,oral,match,23.12.2014,23.12.2014,match,2014,2014,match,authorised,authorised,match,23.06.2016,23.06.2016,match,approved,approved,match,2016.0,2016,match,infectious and parasitic diseases,infectious and parasitic diseases,match,atazanavir-mylan-epar-public-assessment-report_en.pdf,atazanavir-mylan-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,atazanavir viatris (previously atazanavir mylan),atazanavir mylan,match,same,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products.,match,no,no,match,"atazanavir viatris, co-administered with low dose ritonavir, is indicated for the treatment of hiv-1-infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products. based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors (≥ 4 pi mutations). there are very limited data available from children aged 6 to less than 18 years. the choice of atazanavir mylan in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history.",treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products.,match,mylan s.a.s.,mylan s.a.s.,match,ema/503216/2016,ema/503216/2016,match,atazanavir,atazanavir,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
oral,oral,match,04.05.2019,04.05.2019,match,2019,2019,match,authorised,authorised,match,30.04.2020,30.04.2020,match,approved,approved,match,2020.0,2020,match,diseases of the nervous system,diseases of the nervous system,match,fingolimod-accord-epar-public-assessment-report_en.pdf,fingolimod-accord-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,fingolimod accord,fingolimod accord,match,same,"indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy or patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",match,no,no,match,"fingolimod accord is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods. patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.","fingolimod accord as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy or patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",match,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/chmp/267804/2020,ema/chmp/267804/2020,match,fingolimod,fingolimod,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
intramuscular,intramuscular,match,01.12.2023,01.12.2023,match,2023,2023,match,authorised (under additional monitoring),authorised (under additional monitoring),match,23.08.2024,23.08.2024,match,approved,approved,match,2024.0,2024,match,"infectious and parasitic diseases, diseases of the respiratory system",infectious and parasitic diseases; diseases of the respiratory system,match,swisspar_abrysvo-1.pdf,swisspar_abrysvo-1.pdf,match,vaccine,vaccine,match,abrysvo,abrysvo,match,same,passive protection against lower respiratory tract disease caused by rsv in infants from birth to 6 months of age following immunisation of pregnant individuals at 32 to 36 weeks gestational age; active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv.,match,no,no,match,abrysvo is indicated for passive protection against lower respiratory tract disease caused by respiratory syncytial virus (rsv) in infants from birth to 6 months of age following maternal immunisation during pregnancy. see dosage/administration and properties/effects sections. active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv. the use of this vaccine should be in accordance with official recommendations.,passive protection against lower respiratory tract disease caused by rsv in infants from birth to 6 months of age following maternal immunisation during pregnancy; active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv.,match,pfizer ag,pfizer ag,match,69691,69691,match,"rsv subgroup a stabilised prefusion f antigen, rsv subgroup b stabilised prefusion f antigen","rsv subgroup a stabilised prefusion f antigen, rsv subgroup b stabilised prefusion f antigen",match,yes,yes,match,no,no,match,"powder for solution for injection, solvent for solution for injection",powder and solvent for solution for injection,match,ema,european medicines agency (ema),match
oral,oral,match,03.12.2021,03.12.2021,match,2021,2021,match,authorised,authorised,match,24.12.2021,24.12.2021,match,approved,approved,match,2021.0,2021,match,infectious and parasitic diseases,infectious and parasitic diseases,match,000245005.pdf,000245005.pdf,match,small molecule,small molecule,match,lagevrio capsules 200 mg,lagevrio,match,treatment of disease caused by sars-cov-2 infection (covid-19),treatment of disease caused by sars-cov-2 infection (covid-19),match,no,no,match,"Treatment of disease caused by SARS-CoV-2 infection (COVID-19),",treatment of disease caused by sars-cov-2 infection (covid-19),match,msd k.k.,msd k.k.,match,245005,not reported,,molnupiravir,molnupiravir,match,yes,yes,match,no,no,match,hard capsules,capsule,match,???,not reported,
oral,oral,match,23.05.2019,23.05.2019,match,2019,2019,match,authorised (under additional monitoring),authorised (under additional monitoring),match,24.09.2020,24.09.2020,match,approved,approved,match,2020.0,2020,match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,swisspar_xospata_finale_version.pdf,swisspar_xospata_finale_version.pdf,match,small molecule,small molecule,match,xospata,xospata,match,same,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,match,no,no,match,xospata is indicated for the treatment of patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations.,treatment of patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,match,astellas pharma ag,astellas pharma ag,match,67211,67211,match,"gilteritinib, gilteritinib hemifumarate","gilteritinib, gilteritinib hemifumarate",match,yes,yes,match,yes,yes,match,film-coated tablets,coated tablets,match,fda,fda,match
inhalation,inhalation,match,05.06.2015,05.06.2015,match,2015,2015,match,withdrawn,withdrawn,match,23.06.2016,23.06.2016,match,approved,approved,match,2016.0,2016,match,diseases of the respiratory system,diseases of the respiratory system,match,airexar-spiromax-epar-public-assessment-report_en.pdf,airexar-spiromax-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,airexar spiromax,airexar spiromax,match,same,airexar spiromax is indicated for the regular treatment of patients with severe asthma and symptomatic treatment of patients with copd.,partial_0.7,no,no,match,"asthma: airexar spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist; chronic obstructive pulmonary disease (copd): airexar spiromax is indicated for the symptomatic treatment of patients with copd, with a fev1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.",airexar spiromax is indicated in adults aged 18 years and older for the regular treatment of asthma and symptomatic treatment of copd.,match,teva b.v.,teva b.v.,match,ema/486131/2016,ema/486131/2016,match,salmeterol xinafoate / fluticasone propionate,salmeterol / fluticasone propionate,match,no,yes,no_match,no,no,match,inhalation powder,inhalation powder,match,,not reported,
oral,oral,match,04.10.2021,04.10.2021,match,2021,2021,match,authorised,authorised,match,06.04.2023,06.04.2023,match,approved,approved,match,2023.0,2023,match,"""endocrine, nutritional, and metabolic diseases"", diseases of the nervous system, diseases of the circulatory system","endocrine, nutritional, and metabolic diseases; diseases of the nervous system; diseases of the circulatory system",match,swiss_public_assessment_report__milgamma.pdf,swiss_public_assessment_report__milgamma.pdf,match,small molecule,small molecule,match,milgamma,milgamma,match,same,"treatment of disorders responding to administration of vitamin b1, such as: treatment and prophylaxis of vitamin b1 deficiency that cannot be corrected by dietary means; treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest as sensory disturbances (e.g. pain, tingling, numbness) in the extremities; treatment of cardiovascular disease associated with vitamin b1 deficiency in people with diabetes mellitus.",match,no,no,match,"conditions that are responsive to vitamin b1 administration: vitamin b1 deficiency, neurological disorders, cardiovascular disorders","treatment of conditions that are responsive to vitamin b1 administration, such as treatment and prophylaxis of vitamin b1 deficiency conditions, if they cannot be solved by dietary means. treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest in sensory impairments (e.g. pain, tingling, numbness) in the extremities. treatment of cardiovascular disorders associated with vitamin b1 deficiency in diabetic patients.",match,maras ag,maras ag,match,68695,68695,match,benfotiamine,benfotiamine,match,yes,yes,match,no,no,match,film-coated tablets,film-coated tablets,match,???,na,match
oral,oral,match,03.12.2010,03.12.2010,match,2010,2010,match,authorised,authorised,match,17.02.2011,17.02.2011,match,approved,approved,match,2011.0,2011,match,"diseases of the musculoskeletal system and connective tissue, neoplasms",neoplasms; diseases of the musculoskeletal system and connective tissue,match,ibandronic-acid-sandoz-epar-public-assessment-report_en.pdf,ibandronic-acid-sandoz-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,ibandronic acid sandoz,ibandronic acid sandoz,match,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",match,no,no,match,"ibandronic acid sandoz is indicated in adults for the prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases.","prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",match,sandoz gmbh,sandoz,match,ema/chmp/94879/2011,not reported,no_match,ibandronic acid,ibandronic acid,match,yes,yes,match,no,no,match,film-coated tablets,film-coated tablets,match,ema,not reported,
oral,oral,match,25.05.2023,25.05.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,match,25.04.2024,25.04.2024,match,approved,approved,match,2024.0,2024,match,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,match,fruzaqla-epar-public-assessment-report_en.pdf,fruzaqla-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,fruzaqla,fruzaqla,match,same,"treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents, and who have progressed on or are intolerant to treatment with either trifluridine-tipiracil or regorafenib",match,no,no,match,"fruzaqla as monotherapy is indicated for the treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents, and who have progressed on or are intolerant to treatment with either trifluridine-tipiracil or regorafenib.","treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with or are not considered candidates for available therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-vegf therapy, and an anti-egfr therapy",match,takeda pharmaceuticals international,takeda pharmaceuticals international ag,match,ema/chmp/462300/2023,ema/462300/2023,no_match,fruquintinib,fruquintinib,match,no,no,match,no,no,match,hard capsules,capsule,match,,na,
