Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,,,authorised,TGA,approved,02.11.2015,2015,diseases of the respiratory system; infectious and parasitic diseases,"<pneumonia, hospital-acquired>; <pneumonia, community-acquired>",auspar-ceftobiprole-medocaril-sodium-160208.pdf,small molecule,zevtera,"treatment of hospital-acquired pneumonia (hap), excluding ventilator-associated pneumonia (vap), and community-acquired pneumonia (cap) in adults.",no,treatment of infections in adult patients with hospital-acquired pneumonia (excluding ventilator-associated pneumonia) or community-acquired pneumonia (cap).,"<pneumonia, hospital-acquired>; <pneumonia, community-acquired>",jace pharma pty ltd,jace,229773,ceftobiprole medocaril sodium,no,no,powder,pm-2014-03155-1-2,na
intravenous,,,authorised,TGA,approved,29.10.2015,2015,infectious and parasitic diseases,<intraabdominal infections>; <urinary tract infections>; <pyelonephritis>,auspar-ceftolozane-as-sulfate-tazobactam-as-sodium-salt-160127.pdf,small molecule,zerbaxa,"complicated intra-abdominal infections in combination with metronidazole; complicated urinary tract infections, including pyelonephritis",no,"complicated intra-abdominal infections in combination with metronidazole; complicated urinary tract infections, including pyelonephritis",<intraabdominal infections>; <urinary tract infections>; <pyelonephritis>,merck sharp & dohme australia pty ltd,merck sharp & dohme,229608,ceftolozane / tazobactam,no,no,powder,pm-2014-03153-1-2,na
oral,,,authorised,TGA,approved,23.06.2010,2010,diseases of the musculoskeletal system and connective tissue,<osteoarthritis>; <rheumatoid arthritis>; <ankylosing spondylitis>; <dysmenorrhea>; <acute pain>,auspar-celebrex.pdf,small molecule,celebrex,"for the symptomatic treatment of osteoarthritis, rheumatoid arthritis and ankylosing spondylitis. for the treatment of primary dysmenorrhoea in adults. short-term treatment of acute pain in adults following surgery or musculoskeletal and/or soft tissue injury.",yes,short-term treatment of acute pain in adults following surgery or musculoskeletal and/or soft tissue injury.,<acute pain>,pfizer australia pty ltd,pfizer,"67901, 67902 and 101341",celecoxib,yes,no,capsule,pm-2009-01564-3-1,
intravenous,30.08.2019,2019,authorised (under additional monitoring),TGA,approved,02.07.2020,2020,neoplasms; diseases of the skin,<cutaneous squamous cell carcinoma>,auspar-cemiplimab-201102.pdf,biologics,libtayo,treatment of adult patients with metastatic or locally advanced cutaneous squamous cell carcinoma who are not candidates for curative surgery or curative radiation.,no,treatment of adult patients with metastatic or locally advanced cutaneous squamous cell carcinoma who are not candidates for curative surgery or curative radiation.,<cutaneous squamous cell carcinoma>,sanofi-aventis australia pty ltd,sanofi-aventis,320609,cemiplimab,no,no,tablet,pm-2019-03270-1-4,na
ocular,31.10.2018,2018,authorised (under additional monitoring),TGA,approved,16.09.2019,2019,diseases of the eye and adnexa,<neurotrophic keratitis>,auspar-cenegermin-rbe-191126.pdf,biologics,oxervate,treatment of moderate (persistent epithelial defect) or severe (corneal ulcer) neurotrophic keratitis in adults.,no,treatment of moderate (persistent epithelial defect) or severe (corneal ulcer) neurotrophic keratitis in adults.,<neurotrophic keratitis>,jace pharma pty ltd,jace,310960,cenegermin,no,yes,solution,pm-2018-04728-1-5,na
oral,31.05.2017,2017,authorised,TGA,approved,23.05.2018,2018,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-ceritinib-200304.pdf,small molecule,zykadia,treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) that is anaplastic lymphoma kinase (alk)-positive.,yes,treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) that is anaplastic lymphoma kinase (alk)-positive.,<lung neoplasms>,novartis pharmaceuticals australia pty ltd,novartis,235737,ceritinib,yes,yes,capsule,pm-2017-00696-1-4,
subcutaneous,,,authorised,TGA,approved,01.05.2014,2014,diseases of the musculoskeletal system and connective tissue,"<psoriatic arthritis>; <spondylitis, ankylosing>",auspar-certolizumab-140815.pdf,biologics,cimzia,psoriatic arthritis; ankylosing spondylitis,yes,psoriatic arthritis; ankylosing spondylitis,"<psoriatic arthritis>; <spondylitis, ankylosing>",ucb australia pty ltd,ucb,154726,certolizumab,yes,no,solution,pm-2013-00286-2-3,
subcutaneous,,,authorised,TGA,approved,22.12.2009,2009,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,auspar-certolizumab-pegol-091222.pdf,biologics,cimzia,treatment of moderate to severe active rheumatoid arthritis in adult patients.,no,treatment of adult patients with moderate to severely active rheumatoid arthritis who are either intolerant of methotrexate or failed to adequately respond to conventional disease-modifying antirheumatic drugs.,<rheumatoid arthritis>,ucb australia pty ltd,ucb,,certolizumab pegol,no,no,solution,pm-2008-2508-1-3,na
subcutaneous,,,authorised,TGA,approved,07.11.2016,2016,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,auspar-certolizumab-pegol-170721.pdf,biologics,cimzia,"treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate or other dmards.",yes,"treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate or other dmards.",<rheumatoid arthritis>,ucb australia pty ltd,ucb,154726,certolizumab pegol,yes,no,solution,pm-2015-01158-1-3,
subcutaneous,03.04.2018,2018,authorised,TGA,approved,29.05.2019,2019,diseases of the skin,<psoriasis>,auspar-certolizumab-pegol-190731.pdf,biologics,cimzia,treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy.,yes,treatment of adult patients with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<psoriasis>,ucb australia pty. ltd.,ucb,"154728, 281317",certolizumab pegol,yes,no,solution,pm-2017-04943-1-1,
subcutaneous,,,authorised,TGA,approved,29.01.2015,2015,diseases of the musculoskeletal system and connective tissue,not reported,auspar-certolizumab-pegol-rbe-151102.pdf,biologics,cimzia,"cimzia has been shown to reduce the rate of progression of joint damage as measured by x-ray, when given in combination with mtx.",yes,"cimzia has been shown to reduce the rate of progression of joint damage as measured by x-ray, when given in combination with mtx.",not reported,ucb australia pty ltd,ucb,154726,certolizumab pegol,yes,no,solution,pm-2013-04590-1-3,
subcutaneous,31.12.2018,2018,authorised,TGA,approved,13.11.2019,2019,diseases of the musculoskeletal system and connective tissue,<axial spondyloarthritis>,auspar-certolizumab-pegol-rbe-200213.pdf,biologics,cimzia,non-radiographic axial spondyloarthritis,yes,the treatment of adult patients with active non-radiographic axial spondyloarthritis (nr-axspa) with objective signs of inflammation,"<arthritis, spondylarthritis>",ucb australia pty ltd,ucb,"154726, 281317",certolizumab pegol,yes,no,solution,pm-2018-04256-1-3,
intramuscular,,,authorised,TGA,approved,23.03.2011,2011,neoplasms; infectious and parasitic diseases,<papillomavirus infections>; <cervical intraepithelial neoplasia>; <uterine cervical neoplasms>,auspar-cervarix.pdf,vaccine,cervarix,"in females from 10 to 45 years of age for the prevention of persistent infection, premalignant cervical lesions and cervical cancer caused by human papillomavirus types 16 and 18",yes,"the prevention of persistent infection, premalignant cervical lesions and cervical cancer caused by oncogenic human papillomaviruses (hpv)",<papillomavirus infections>; <uterine cervical dysplasia>; <uterine cervical neoplasms>,glaxosmithkline pty ltd,glaxosmithkline,126114 and 126115,human papillomavirus vaccine types 16 and 18,yes,no,solution,pm-2009-02655-3-2,
intramuscular,11.11.2021,2021,authorised,TGA,approved,08.02.2022,2022,infectious and parasitic diseases,<coronavirus disease 2019>,auspar-chadox-1-s-220217.pdf,vaccine,vaxzevria,active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (covid-19) caused by sars-cov-2.,yes,active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (covid-19) caused by sars-cov-2.,<coronavirus disease 2019>,astrazeneca pty ltd,astrazeneca,349072,chadox-1-s,no,no,solution,pm-2021-05173-1-2,na
intramuscular,01.12.2020,2020,authorised,TGA,approved,15.02.2021,2021,infectious and parasitic diseases,<coronavirus disease 2019>,auspar-chadox1-s-covid-19-vaccine-astrazeneca-210215.pdf,vaccine,covid-19 vaccine astrazeneca,active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (covid-19) caused by sars-cov-2.,no,active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (covid-19) caused by sars-cov-2.,<coronavirus disease 2019>,astrazeneca pty ltd,astrazeneca,349072,chadox1-s,yes,no,solution,pm-2020-06115-1-2,
topical,31.07.2020,2020,authorised (under additional monitoring),TGA,approved,08.06.2021,2021,neoplasms; diseases of the skin,<mycosis fungoides>,auspar-chlormethine-hydrochloride-210902.pdf,small molecule,ledaga,topical treatment of mycosis fungoides-type cutaneous t-cell lymphoma (mf-type ctcl) in adult patients,no,topical treatment of mycosis fungoides-type cutaneous t-cell lymphoma (mf-type ctcl) in adult patients,<mycosis fungoides>,recordati rare diseases australia pty ltd,recordati,338551,chlormethine hydrochloride,no,yes,gel,pm-2020-03014-1-6,na
oral,,,authorised,TGA,approved,24.07.2024,2024,diseases of the skin,"<dermatitis, atopic>",auspar-cibinqo-240724.pdf,small molecule,cibinqo,treatment of moderate-to-severe atopic dermatitis in adults who are candidates for systemic therapy.,no,"treatment of patients 12 years and older with moderate-to-severe atopic dermatitis, including the relief of pruritus, who have had an inadequate response to prescribed topical therapy or for whom these treatments are not advisable.","<dermatitis, atopic>",pfizer australia pty ltd,pfizer,,abrocitinib,no,no,tablet,pm-2020-05286-1-1,na
ocular,28.02.2019,2019,authorised (under additional monitoring),TGA,approved,28.01.2020,2020,diseases of the eye and adnexa,<keratoconjunctivitis sicca>,auspar-ciclosporin-200424.pdf,peptides and proteins,cequa,cequa is indicated to increase tear production in patients with moderate to severe keratoconjunctivitis sicca (dry eye) where prior use of artificial tears has not been sufficient.,yes,cequa is indicated to increase tear production in patients with keratoconjunctivitis sicca (dry eye).,<keratoconjunctivitis sicca>,sun pharma anz pty ltd,sun,313780,ciclosporin,no,no,drops,pm-2019-00113-1-5,na
ocular,31.07.2019,2019,authorised (under additional monitoring),TGA,approved,03.12.2020,2020,diseases of the eye and adnexa,<keratitis>; <dry eye syndromes>,auspar-ciclosporin-210326.pdf,peptides and proteins,ikervis,treatment of severe keratitis in adult patients with dry eye disease which has not improved despite treatment with tear substitutes.,yes,treatment of dry eye disease in adult patients with keratitis.,<dry eye syndromes>; <keratitis>,seqirus pty ltd,seqirus,319502,ciclosporin,no,no,emulsion,pm-2019-02588-1-5,na
oral,31.05.2017,2017,authorised,TGA,approved,21.12.2018,2018,diseases of the nervous system,<vertigo>,auspar-cinnarizine-dimenhydrinate-191112.pdf,small molecule,cizigo; cizinate; cizere,"short-term, symptomatic treatment of vertigo of various causes, in adults who have not responded to alternative treatments.",no,treatment of vertigo symptoms of various origins.,<vertigo>,southern cross pharma pty ltd,southern cross,288565; 288566; 288567,cinnarizine / dimenhydrinate,yes,no,tablet,pm-2017-00806-1-1,
oral,,,authorised,TGA,approved,04.01.2011,2011,mental and behavioural disorders,<primary insomnia>,auspar-circadin-110118.pdf,small molecule,circadin,monotherapy for the short term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,yes,monotherapy for the short term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,<primary insomnia>,rad data australia pty ltd,rad data,153959,melatonin,yes,no,tablet,,
oral,,,authorised,TGA,approved,28.11.2009,2009,mental and behavioural disorders,<primary insomnia>,auspar-circadin.pdf,small molecule,circadin,monotherapy for the short term treatment (up to 3 weeks) of primary insomnia characterized by poor quality of sleep in patients who are aged 55 or over.,no,monotherapy for the short term treatment (up to 3 weeks) of primary insomnia characterized by poor quality of sleep in patients who are aged 55 or over.,<primary insomnia>,commercial eyes pty ltd,commercial eyes,,melatonin,no,no,tablet,pm-2008-2125-1,na
oral,31.01.2017,2017,authorised,TGA,approved,05.12.2017,2017,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",auspar-cladribine-180625.pdf,small molecule,mavenclad,to reduce the frequency of clinical relapses and to delay the progression of physical disability in relapsing-remitting multiple sclerosis (rrms),yes,to reduce the frequency of clinical relapses and to delay the progression of physical disability in relapsing-remitting multiple sclerosis (rrms),"<multiple sclerosis, relapsing-remitting>",merck serono australia pty ltd,merck serono,166483,cladribine,yes,no,tablet,pm-2016-03923-1-1,
intravenous,,,authorised,TGA,approved,12.04.2010,2010,diseases of the circulatory system,<hypertension>,auspar-cleviprex.pdf,small molecule,cleviprex,short term treatment of hypertension when oral therapy is not feasible or desirable,no,short term treatment of hypertension when oral therapy is not feasible or desirable,<hypertension>,kendle australia pty ltd,kendle,"156137, 156138",clevidipine,no,no,emulsion,pm-2008-3132-3,na
oral,,,authorised,TGA,approved,15.05.2013,2013,diseases of the nervous system,"<epilepsy, lennox-gastaut syndrome>; <epilepsy, partial>",auspar-clobazam-131003.pdf,small molecule,frisium,as adjunctive therapy in patients with partial refractory and lennox-gastaut epilepsy types who are not adequately stabilised with their current anticonvulsant therapy.,yes,as adjunctive therapy in patients with partial refractory epilepsy who are not adequately stabilised with their current anticonvulsant therapy.,"<epilepsy, partial>",sanofi-aventis australia pty ltd,sanofi-aventis,12400,clobazam,yes,yes,tablet,pm-2011-04302-3-1,
topical,,,authorised,TGA,approved,06.02.2013,2013,diseases of the skin,<psoriasis>,auspar-clobetasol-propionate-130522.pdf,small molecule,clobex,topical treatment of moderate to severe scalp psoriasis in adults.,no,topical treatment of moderate to severe scalp psoriasis in adults.,<psoriasis>,galderma australia pty ltd,galderma,188346,clobetasol propionate,yes,no,shampoo,pm-2011-01596-3-5,
intramuscular,31.07.2019,2019,authorised,TGA,approved,14.07.2020,2020,diseases of the nervous system; congenital malformations and chromosomal abnormalities,<spasticity>,auspar-clostridium-botulinum-type-a-toxin-haemagglutinin-complex-210408.pdf,biologics,dysport,for symptomatic treatment of focal spasticity of upper limbs in children aged 2 years and older.,yes,for symptomatic treatment of focal spasticity of upper limbs in children aged 2 years and older.,<spasticity>,ipsen australia pty ltd,ipsen,"74124, 170651, 235282",clostridium botulinum type a toxin - haemagglutinin complex,yes,no,powder,pm-2019-02645-1-1,
oral,,,authorised,TGA,approved,15.10.2013,2013,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,auspar-cobicistat-131216.pdf,small molecule,tybost,tybost is indicated as a pharmacokinetic enhancer of appropriate hiv-1 protease inhibitors in adults.,no,tybost is indicated as a pharmacokinetic enhancer of appropriate hiv-1 protease inhibitors in adults.,<acquired immunodeficiency syndrome>,gilead sciences pty ltd,gilead,200445,cobicistat,no,no,tablet,pm-2012-02160-3-2,na
intralesional,,,authorised,TGA,approved,30.07.2013,2013,diseases of the musculoskeletal system and connective tissue,<dupuytren contracture>,auspar-collagenase-clostridium-histolyticum-131118.pdf,biologics,xiaflex,treatment of dupuytren’s contracture in adult patients with a palpable cord,no,treatment of dupuytren’s contracture in adult patients with a palpable cord,<dupuytren contracture>,actelion pharmaceuticals australia pty ltd,actelion,199584,collagenase clostridium histolyticum,no,no,lyophilisate,pm-2012-01472-3-3,na
intralesional,,,authorised,TGA,approved,16.03.2016,2016,diseases of the musculoskeletal system and connective tissue,<peyronie's disease>,auspar-collagenase-clostridium-histolyticum-160802.pdf,biologics,xiaflex,the treatment of adult men with peyronie’s disease with a palpable plaque and curvature deformity of at least 30 degrees at the start of therapy.,yes,the treatment of adult men with peyronie’s disease with a palpable plaque and curvature deformity of at least 30 degrees at the start of therapy.,<peyronie disease>,actelion pharmaceuticals australia pty ltd,actelion,448382,collagenase clostridium histolyticum,no,no,lyophilisate,pm-2014-04262-1-3,na
intravenous,30.06.2022,2022,authorised,TGA,approved,03.08.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<diffuse large b-cell lymphoma>,auspar-columvi-241218.pdf,biologics,columvi,treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after two or more lines of systemic therapy.,no,treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after two or more lines of systemic therapy.,<diffuse large b-cell lymphoma>,roche products pty ltd,roche,"389650, 392331",glofitamab,no,yes,concentrate,pm-2022-01989-1-6,na
intramuscular,06.07.2022,2022,authorised,TGA,approved,20.09.2022,2022,infectious and parasitic diseases,<coronavirus infections>,auspar-comirnaty-20221010.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",yes,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,377111,tozinameran,no,no,suspension,pm-2022-02476-1-2,na
intramuscular,03.04.2023,2023,authorised (under additional monitoring),TGA,approved,13.07.2023,2023,infectious and parasitic diseases,<coronavirus disease 2019>,auspar-comirnaty-230807.pdf,vaccine,comirnaty covid-19 vaccine,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 6 months of age and older.",no,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 6 months of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,"346290, 377110, 377111, 393433",tozinameran,no,no,suspension,pm-2023-01183-1-2,na
intramuscular,09.01.2023,2023,authorised,TGA,approved,23.08.2023,2023,infectious and parasitic diseases; diseases of the respiratory system,<coronavirus infections>,auspar-comirnaty-230911.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",no,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,346290 and 377110,tozinameran,yes,no,suspension,,
intramuscular,02.08.2024,2024,authorised,TGA,approved,10.10.2024,2024,infectious and parasitic diseases,<coronavirus infections>,auspar-comirnaty-jn-1-covid-19-vaccine-250318.pdf,vaccine,comirnaty jn.1 covid-19 vaccine,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 6 months of age and older.",no,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 6 months of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,"457685, 457688, 457690, 457677, 457680, 457686, 459385, 457679, 459366",bretovameran,yes,no,suspension,pm-2024-02578 1-1-2,
intramuscular,23.08.2023,2023,authorised,TGA,approved,06.10.2023,2023,infectious and parasitic diseases,<coronavirus infections>,auspar-comirnaty-omicron-xbb15-240209.pdf,vaccine,comirnaty omicron xbb.1.5,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 6 months of age and older.",no,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,"419330, 419331, 419332, 419370, 419371, 419372, 428610",raxtozinameran,yes,no,suspension,pm-2023-03730-1-2,
intramuscular,06.07.2023,2023,authorised,TGA,approved,20.12.2023,2023,infectious and parasitic diseases; diseases of the respiratory system,<coronavirus infections>,auspar-comirnaty-original-omicron-ba-4-5-240201.pdf,vaccine,comirnaty original/omicron ba.4-5,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",yes,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,400874 and 412350,tozinameran and famtozinameran,yes,no,suspension,pm-2023-02389-1-2,
intramuscular,30.08.2022,2022,authorised (under additional monitoring),TGA,approved,27.10.2022,2022,infectious and parasitic diseases,<coronavirus disease 2019>,auspar-comirnaty-original-omicron-ba1-covid-19-vaccine-20221110.pdf,vaccine,comirnaty original /omicron ba.1 covid-19 vaccine,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 18 years of age and older.",no,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,394890,tozinameran and riltozinameran,no,no,suspension,pm-2022-03551-1-2,na
intramuscular,16.08.2023,2023,authorised,TGA,approved,09.05.2024,2024,infectious and parasitic diseases,<coronavirus infections>,auspar-comirnaty-original-omicron-ba45-240912.pdf,vaccine,comirnaty original/omicron ba.4-5,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sarscov-2, in individuals 6 months of age and older.",yes,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 6 months of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,417266,tozinameran/famtozinameran,no,no,suspension,pm-2023-03314-1-2,na
intramuscular,,,authorised (under additional monitoring),TGA,approved,20.01.2023,2023,infectious and parasitic diseases,<coronavirus disease 2019>,auspar-comirnaty-orignal-omicron-ba.4-5-230131.pdf,vaccine,comirnaty original/omicron ba.4-5 covid-19 vaccine,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",no,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,400874,tozinameran and famtozinameran,yes,no,suspension,pm-2022-05306-1-2,
oral,30.11.2015,2015,authorised,TGA,approved,12.12.2016,2016,"endocrine, nutritional, and metabolic diseases",<hot flashes>,auspar-conjugated-estrogens-bazedoxifene-acetate-180202.pdf,peptides and proteins,duavive,treatment of moderate to severe vasomotor symptoms associated with menopause in women with a uterus.,no,treatment of estrogen deficiency symptoms in postmenopausal women with a uterus (with at least 12 months since the last menses) for whom treatment with progestogen-containing therapy is not appropriate.,<estrogen deficiency>,pfizer australia pty ltd,pfizer,262525,conjugated estrogens / bazedoxifene acetate,no,no,tablet,pm-2015-03089-1-5,na
oral,,,withdrawn,TGA,withdrawn,11.03.2011,2011,diseases of the circulatory system,not reported,auspar-coplavix.pdf,small molecule,co plavix/duo cover,na,yes,"prevention of atherothrombotic and thromboembolic events, including stroke in adult patients with atrial fibrillation who have at least one risk factor for vascular events and who cannot take vitamin k antagonist (vka) therapy.",<stroke>,sanofi-aventis australia pty ltd,sanofi-aventis,"150443, 150448, 150469, 150470, 150473, 150474, 150477, 150478, 150479",clopidogrel/aspirin,yes,no,tablet,pm-2010-00534-3-4/2010-00535-3-3,
oral,,,authorised,TGA,approved,03.09.2010,2010,diseases of the circulatory system,<angina pectoris>; <coronary artery disease>,auspar-coralan.pdf,small molecule,coralan,"treatment of chronic stable angina due to atherosclerotic coronary artery disease in patients with normal sinus rhythm, who are unable to tolerate or have a contraindication to the use of beta blockers, or in combination with atenolol 50 mg once daily when heart rate is at or above 60 bpm and angina is inadequately controlled.",yes,"treatment of chronic stable angina due to atherosclerotic coronary artery disease in patients with normal sinus rhythm who are already treated with a beta-blocker, or are unable to tolerate or have a contraindication to the use of beta-blockers.","<angina, stable>; <coronary artery disease>",servier laboratories (australia) pty ltd,servier,"107297, 107301",ivabradine,yes,no,tablet,pm-2008-2832-3,
subcutaneous,01.06.2021,2021,authorised (under additional monitoring),TGA,approved,03.05.2022,2022,diseases of the skin; diseases of the musculoskeletal system and connective tissue,"<psoriasis>; <arthritis, psoriatic>; <spondylarthropathies>",auspar-cosentyx-20221024.pdf,biologics,cosentyx,plaque psoriasis; psoriatic arthritis; axial spondyloarthritis with or without radiographic damage,yes,plaque psoriasis; psoriatic arthritis; axial spondyloarthritis with or without radiographic damage,"<plaque psoriasis>; <arthritis, psoriatic>; <spondylarthropathies>",novartis pharmaceuticals australia pty limited,novartis,"218798, 218799, 218800, 353254, 353265 and 353266",secukinumab,yes,no,powder; solution,pm-2021-01700-1-1,
oral,,,authorised,TGA,approved,13.11.2009,2009,diseases of the circulatory system,<hypertension>; <coronary disease>,auspar-coveram.pdf,small molecule,coveram,"substitution therapy for the treatment of hypertension and/or stable coronary heart disease in patients already controlled with separate doses of perindopril and amlodipine, given concurrently at the same dose level.",no,"substitution therapy for the treatment of hypertension and/or stable coronary heart disease in patients already controlled with separate doses of perindopril and amlodipine, given concurrently at the same dose level.",<hypertension>; <coronary disease>,servier laboratories (aust) pty ltd,servier,,perindopril arginine / amlodipine,yes,no,tablet,pm-2008-2262-3,
oral,,,authorised,TGA,approved,28.09.2010,2010,diseases of the digestive system,<pancreatic exocrine insufficiency>,auspar-creon.pdf,other,creon micro,pancreatic enzyme replacement in paediatric and adult patients with pancreatic exocrine insufficiency (pei),no,pancreatic enzyme replacement in paediatric and adult patients with pancreatic exocrine insufficiency (pei),<pancreatic exocrine insufficiency>,abbott products pty ltd,abbott,166118,pancreatic extract,yes,no,granules,pm-2009-02729-3-1,
oral,,,authorised,TGA,approved,22.02.2011,2011,diseases of the circulatory system,<not reported>,auspar-crestor.pdf,small molecule,crestor/visacor,prevention of major cardiovascular events in men ≥ 50 years old or women ≥60 years old with no clinically evident cardiovascular disease but with at least two conventional risk factors for cardiovascular disease.,yes,reduce the risk of major cardiovascular events in patients at increased risk of cardiovascular disease with risk markers such as age and elevated high sensitivity assay c-reactive protein [crp](hscrp) but with “normal” cholesterol levels.,<cardiovascular diseases>,astrazeneca pty ltd,astrazeneca,"119120, 119127, 119128, 119129, 119130, 119131, 119135, 119136",rosuvastatin,yes,no,tablet,pm-2009-01470-3-3,
topical,30.11.2018,2018,authorised (under additional monitoring),TGA,approved,15.02.2019,2019,diseases of the skin,"<dermatitis, atopic>",auspar-crisaborole-190814.pdf,small molecule,staquis,topical treatment of mild to moderate atopic dermatitis in patients 2 years of age and older,no,topical treatment of mild to moderate atopic dermatitis in patients 2 years of age and older,"<dermatitis, atopic>",pfizer australia pty ltd,pfizer,295283,crisaborole,no,no,ointment,pm-2017-03748-1-1,na
intravenous,31.01.2020,2020,authorised (under additional monitoring),TGA,approved,06.04.2021,2021,diseases of the blood and blood-forming organs,<sickle cell disease>,auspar-crizanlizumab-210716.pdf,biologics,adakveo,prevention of recurrent vaso-occlusive crises in patients aged 16 years and older with sickle cell disease.,no,prevention of vaso-occlusive crises in sickle cell disease patients.,<sickle cell disease>,novartis pharmaceuticals australia pty ltd,novartis,327317,crizanlizumab,no,yes,concentrate,pm-2019-05705-1-6,na
oral,,,authorised,TGA,approved,24.09.2013,2013,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-crizotinib-130620.pdf,small molecule,xalkori,treatment of patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc),no,treatment of patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc),<non-small cell lung carcinoma>,pfizer australia pty ltd,pfizer,"190966, 190965, 190964, 190963",crizotinib,no,yes,capsule,pm-2011-02752-3-4,na
oral,03.01.2017,2017,authorised,TGA,approved,12.12.2017,2017,neoplasms; diseases of the respiratory system,<non-small-cell lung carcinoma>,auspar-crizotinib-181018.pdf,small molecule,xalkori,treatment of patients with ros1-positive advanced non-small cell lung cancer (nsclc),yes,treatment of patients with ros1-positive advanced non-small cell lung cancer (nsclc),<lung neoplasms>,pfizer australia pty ltd,pfizer,"190963, 190964, 190965, 190966",crizotinib,no,yes,capsule,,na
