Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
oral,oral,True,True,23.12.2014,23.12.2014,True,True,authorised,authorised,True,True,23.06.2016,23.06.2016,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,small molecule,small molecule,True,True,atazanavir viatris (previously atazanavir mylan),atazanavir mylan,False,Partial,same,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products,False,False,"atazanavir viatris, co-administered with low dose ritonavir, is indicated for the treatment of hiv-1-infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products. based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors (≥ 4 pi mutations). there are very limited data available from children aged 6 to less than 18 years. the choice of atazanavir mylan in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history.",treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products,False,Partial,ema/503216/2016,ema/503216/2016,True,True,atazanavir,atazanavir,True,True,not reported,not reported,True,True,rats,rat,False,True,not reported,not reported,True,True,not reported,not reported,True,True,"rats, dogs","rat, dog",False,True,not reported,not reported,True,True,not reported,not reported,True,True,"mice, rats, dogs","mouse, rat, dog",False,Partial,not reported,not reported,True,True,no,no,True,True,hard capsules,hard capsules,True,True
"intravenous infusion, intravenous injection",intravenous use,False,Partial,08.02.2016,08.02.2016,True,True,authorised,authorised,True,True,26.01.2017,26.01.2017,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,small molecule,small molecule,True,True,daptomycin hospira,daptomycin hospira,True,True,same,"daptomycin is indicated for the treatment of the following infections: complicated skin and soft-tissue infections (cssti), right-sided infective endocarditis (rie) due to staphylococcus aureus, staphylococcus aureus bacteraemia (sab) when associated with rie or with cssti.",False,False,"daptomycin is indicated for the treatment of the following infections: adult and paediatric (1 to 17 years of age) patients with complicated skin and soft-tissue infections (cssti). adult patients with right-sided infective endocarditis (rie) due to staphylococcus aureus. it is recommended that the decision to use daptomycin should take into account the antibacterial susceptibility of the organism and should be based on expert advice (see sections 4.4 and 5.1). adult and paediatric (1 to 17 years of age) patients with staphylococcus aureus bacteraemia (sab). in adults, use in bacteraemia should be associated with rie or with cssti, while in paediatric patients, use in bacteraemia should be associated with cssti.","daptomycin hospira is indicated for the treatment of the following infections in adults: complicated skin and soft-tissue infections (cssti), right-sided infective endocarditis (rie) due to staphylococcus aureus, staphylococcus aureus bacteraemia (sab) when associated with rie or with cssti.",False,Partial,ema/109959/2017,ema/109959/2017,True,True,daptomycin,daptomycin,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,powder for solution for injection,powder for solution for injection/infusion,False,Partial
subcutaneous injection,subcutaneous(ly),False,Partial,23.05.2017,23.05.2017,True,True,authorised,authorised,True,True,31.05.2018,31.05.2018,True,True,approved,approved,True,True,"diseases of the nervous system, diseases of the circulatory system",mental and behavioural disorders,False,False,biologics,biologics,True,True,aimovig,aimovig,True,True,prophylaxis of migraine in adults who have at least 4 migraine days per month,prophylaxis of migraine in adults who have at least 4 migraine days per month,True,True,prophylaxis of migraine in adults who have at least 4 migraine days per month when initiating treatment with aimovig,prophylaxis of migraine in adults who have at least 4 migraine days per month,False,Partial,ema/chmp/413393/2018,ema/chmp/413393/2018,True,True,erenumab,erenumab,True,True,not reported,not reported,True,True,monkeys,cynomolgus monkey,False,Partial,cynomolgus monkeys,not reported,False,False,"cynomolgus model of capsaicin induced increase in dermal blood flow, rat, dog, pig ischemia mode,  rat model for preeclampsi",not reported,False,False,"rats, monkeys, dogs, pigs, mice",cynomolgus monkey,False,False,cynomolgus monkeys,not reported,False,False,not reported,not reported,True,True,monkeys,cynomolgus monkey,False,Partial,cynomolgus monkeys,not reported,False,False,no,no,True,True,solution for injection in pre-filled syringe,solution for subcutaneous injection,False,Partial
subcutaneous injection,subcutaneous,False,Partial,03.12.2014,03.12.2014,True,True,authorised,authorised,True,True,19.11.2015,19.11.2015,True,True,approved,approved,True,True,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue,True,True,biologics,biologics,True,True,benepali,benepali,True,True,same,"rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, plaque psoriasis",False,True,"rheumatoid arthritis,  juvenile idiopathic arthritis, psoriatic arthritis, axial spondyloarthritis, plaque psoriasis, paediatric plaque psoriasis","rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, plaque psoriasis",False,Partial,ema/chmp/819219/2015,ema/chmp/819219/2015,True,True,etanercept,etanercept,True,True,not reported,not reported,True,True,rats,rat,False,True,sprague dawley rats,sd rat,False,Partial,mouse (balb/c) model of collagen antibody-induced arthritis (caia),not reported,False,False,mice,"mouse, rat, monkey",False,False,balb/c mice,"balb/c mouse, sd rat, cynomolgus monkey",False,False,not reported,not reported,True,True,monkeys,monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,Partial,no,no,True,True,solution for injection in pre-filled syringe,solution for injection,False,Partial
inhalation,inhalation,True,True,26.10.2011,26.10.2011,True,True,authorised,authorised,True,True,13.12.2012,13.12.2012,True,True,approved,approved,True,True,mental and behavioural disorders,mental and behavioural disorders,True,True,small molecule,small molecule,True,True,adasuve,adasuve,True,True,rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder,rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder,True,True,rapid control of agitation in adult patients with schizophrenia or bipolar disorde,rapid control of agitation in adult patients with schizophrenia or bipolar disorder,False,True,ema/91055/2013,ema/91055/2013,True,True,loxapine,loxapine,True,True,not reported,not reported,True,True,"rats, dogs, cats, mice, rabbits, guinea pigs, monkeys","rat, dog",False,Partial,not reported,not reported,True,True,conscious (non-anesthetized) telemetered dogs,not reported,False,False,"rats, cats, guinea pigs, rabbits, dogs","rat, guinea pig, mouse",False,Partial,not reported,nmri mouse,False,False,not reported,not reported,True,True,"rats, rabbits, mice, dogs","rat, dog",False,Partial,not reported,not reported,True,True,no,no,True,True,inhalation powder,inhalation powder,True,True
intravenous injection,iv injection,False,True,not reported,,False,True,withdrawn,withdrawn,True,True,10.05.2017,11.05.2017,False,False,withdrawn,withdrawn,True,True,"neoplasms, diseases of the blood and blood-forming organs",neoplasms,False,Partial,small molecule,small molecule,True,True,qinprezo,qinprezo,True,True,,treatment of adult patients ≥ 60 years with relapsed or refractory acute myeloid leukaemia (aml),False,False,vosaroxin is indicated in combination with cytarabine for the treatment of patients ≥ 60 years with relapsed or refractory aml.,treatment of adult patients ≥ 60 years with relapsed or refractory acute myeloid leukaemia (aml),False,Partial,ema/462376/2017,ema/462376/2017,True,True,vosaroxin,vosaroxin,True,True,kb nasopharyngeal tumour-bearing nude mice,not reported,False,False,"mice, rats, dogs, monkeys","mouse, rat, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,"human tumour xenograft mouse models, syngeneic tumour mouse models,",not reported,False,False,"mice, dogs, rats, rabbits, guinea pigs","mouse, rat, dog, monkey",False,Partial,not reported,not reported,True,True,not reported,not reported,True,True,"mice, rats, monkeys","mouse, rat, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,no,yes,False,False,solution for infusion,solution for injection,False,False
subcutaneous injection,subcutaneous,False,Partial,not reported,,False,True,withdrawn,withdrawn,True,True,23.06.2011,23.06.2011,True,True,withdrawn,refused,False,False,diseases of the skin,diseases of the blood and blood-forming organs,False,False,peptides and proteins,biologics,False,False,kalbitor,kalbitor,True,True,,symptomatic treatment of acute attacks of hereditary angioedema,False,False,symptomatic treatment of acute attacks of hereditary angioedema in patients 12 years of age and older.,symptomatic treatment of acute attacks of hereditary angioedema,False,Partial,ema/chmp/476618/2011,ema/chmp/476618/2011,True,True,ecallantide,ecallantide,True,True,not reported,not reported,True,True,,not reported,False,True,not reported,not reported,True,True,not reported,not reported,True,True,"monkeys, rats, mice","monkey, rat, mouse",False,Partial,cynomolgus monkeys,"cynomolgus monkey, rat, mouse",False,Partial,not reported,not reported,True,True,"rats, monkeys, minipigs, rabbits","rat, monkey, minipig",False,Partial,cynomolgus monkeys,not reported,False,False,yes,yes,True,True,solution for injection in a vial,solution for injection,False,Partial
intravitreal injection,intravitreal,False,Partial,23.06.2022,23.08.2023,False,False,authorised,authorised,True,True,23.08.2023,19.09.2024,False,False,approved,approved,True,True,"diseases of the eye and adnexa, ""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system",neoplasms,False,False,peptides and proteins,biologics,False,False,afqlir,afqlir,True,True,same,"neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)",False,False,"adults for the treatment of neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)","neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)",False,Partial,ema/466863/2024,ema/466863/2024,True,True,aflibercept,aflibercept,True,True,not reported,not reported,True,True,rabbits,not reported,False,False,new zealand white rabbits,not reported,False,False,,not reported,False,True,,rabbit,False,False,,not reported,False,True,not reported,not reported,True,True,rabbits,not reported,False,False,not reported,not reported,True,True,yes,no,False,False,solution for injection in pre-filled syringe,solution for injection,False,Partial
intravenous injection,intravenous use,False,Partial,31.05.2011,31.05.2011,True,True,authorised,authorised,True,True,19.07.2012,19.07.2012,True,True,approved,approved,True,True,"diseases of the blood and blood-forming organs, neoplasms",neoplasms,False,Partial,biologics,biologics,True,True,adcetris,adcetris,True,True,"adult patients with previously untreated cd30+ stage iii or iv hodgkin lymphoma (hl) in combination with doxorubicin, vinblastine and dacarbazine (avd), adult patients with cd30+ hl at increased risk of relapse or progression following autologous stem cell transplant (asct), in combination with cyclophosphamide, doxorubicin and prednisone (chp) is indicated for adult patients with previously untreated systemic anaplastic large cell lymphoma (salcl), adult patients with relapsed or refractory salcl, adult patients with cd30+ cutaneous t-cell lymphoma (ctcl) after at least 1 prior systemic therapy",treatment of adult patients with relapsed or refractory cd30+ hodgkin lymphoma (hl) and systemic anaplastic large cell lymphoma (salcl),False,Partial,patients with relapsed or refractory hodgkin lymphoma (hl) and for the treatment of patients with relapsed or refractory systemic anaplastic large cell lymphoma (salcl),treatment of hodgkin lymphoma and anaplastic large cell lymphoma,False,Partial,ema/702390/2012,ema/702390/2012,True,True,brentuximab vedotin,brentuximab vedotin,True,True,not reported,not reported,True,True,"rats, monkeys","rat, monkey",False,True,not reported,not reported,True,True,xenograft models,not reported,False,False,"monkeys, rats, mice","mouse, monkey",False,Partial,"cynomolgus monkeys, gamma mice",not reported,False,False,not reported,not reported,True,True,"rats, monkeys","rat, monkey",False,True,"cynomolgus monkeys, sprague dawley rats",not reported,False,False,yes,yes,True,True,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,True,True
oral,oral,True,True,14.08.2014,14.08.2014,True,True,authorised,authorised,True,True,25.06.2015,25.06.2015,True,True,approved,approved,True,True,"diseases of the nervous system, mental and behavioural disorders",mental and behavioural disorders,False,Partial,small molecule,small molecule,True,True,duloxetine zentiva,duloxetine zentiva,True,True,same,"treatment of major depressive disorder, treatment of diabetic peripheral neuropathic pain, treatment of generalised anxiety disorder",False,True,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder. duloxetine zentiva is indicated in adults.,"treatment of major depressive disorder, treatment of diabetic peripheral neuropathic pain, treatment of generalised anxiety disorder",False,Partial,ema/chmp/373461/2015,ema/chmp/373461/2015,True,True,duloxetine,duloxetine,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard capsules,gastro-resistant hard capsules,False,Partial
oral,oral,True,True,09.07.2014,09.07.2014,True,True,authorised,authorised,True,True,23.04.2015,23.04.2015,True,True,approved,approved,True,True,"diseases of the nervous system, mental and behavioural disorders",diseases of the nervous system,False,Partial,small molecule,small molecule,True,True,pregabalin sandoz,pregabalin sandoz,True,True,same,"neuropathic pain, epilepsy, generalised anxiety disorder",False,False,neuropathic pain: pregabalin sandoz is indicated for the treatment of peripheral and central neuropathic pain in adults. epilepsy: pregabalin sandoz is indicated as adjunctive therapy in adults with partial seizures with or without secondary generalisation. generalised anxiety disorder: pregabalin sandoz is indicated for the treatment of generalised anxiety disorder (gad) in adults.,"neuropathic pain, epilepsy, generalised anxiety disorder",False,Partial,ema/chmp/102862/2015,ema/chmp/102862/2015,True,True,pregabalin,pregabalin,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard capsules,hard gelatin capsule,False,Partial
inhalation,inhalation,True,True,05.06.2015,05.06.2015,True,True,withdrawn,withdrawn,True,True,23.06.2016,23.06.2016,True,True,approved,withdrawn,False,False,diseases of the respiratory system,diseases of the respiratory system,True,True,small molecule,small molecule,True,True,airexar spiromax,airexar spiromax,True,True,same,for the regular treatment of patients with severe asthma and for the symptomatic treatment of patients with copd.,False,True,"asthma: airexar spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist; chronic obstructive pulmonary disease (copd): airexar spiromax is indicated for the symptomatic treatment of patients with copd, with a fev1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.",airexar spiromax is indicated in adults aged 18 years and older for the regular treatment of asthma and for the symptomatic treatment of patients with copd.,False,Partial,ema/486131/2016,ema/486131/2016,True,True,salmeterol xinafoate / fluticasone propionate,salmeterol / fluticasone propionate,False,Partial,not reported,not reported,True,True,"rats, dogs, rabbits, mice",not reported,False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, mice",not reported,False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, dogs",not reported,False,False,"wistar rats, sprague dawley rats, beagle dogs",not reported,False,False,no,no,True,True,inhalation powder,inhalation powder,True,True
oral,oral,True,True,14.10.2019,14.10.2019,True,True,authorised,authorised,True,True,10.12.2020,10.12.2020,True,True,approved,approved,True,True,"neoplasms, diseases of the digestive system, ""endocrine, nutritional, and metabolic diseases""",neoplasms,False,Partial,small molecule,small molecule,True,True,sunitinib accord,sunitinib accord,True,True,same,"treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults",False,False,"gastrointestinal stromal tumour (gist): sunitinib accord is indicated for the treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance. metastatic renal cell carcinoma (mrcc): sunitinib accord is indicated for the treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults. pancreatic neuroendocrine tumours (pnet): sunitinib accord is indicated for the treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.","treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults",False,True,ema/chmp/2430/2021,ema/chmp/2430/2021,True,True,sunitinib,sunitinib,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard capsules,hard capsules,True,True
oral,oral,True,True,28.04.2022,28.04.2022,True,True,authorised,authorised,True,True,23.02.2023,23.02.2023,True,True,approved,approved,True,True,neoplasms,neoplasms,True,True,small molecule,small molecule,True,True,akeega,akeega,True,True,adult patients with metastatic castration-resistant prostate cancer (mcrpc) and brca 1/2 mutations (germline and/or somatic) in whom chemotherapy is not clinically indicated,treatment of adult patients with metastatic castration resistant prostate cancer (mcrpc) and brca1/2 mutations in whom chemotherapy is not clinically indicated,False,Partial,adult patients with metastatic castration-resistant prostate cancer (mcrpc) who are positive for homologous recombination repair (hrr) gene alterations (germline and/or somatic),treatment of adult patients with metastatic castration-resistant prostate cancer (mcrpc) who are positive for homologous recombination repair (hrr) gene alterations,False,Partial,ema/126335/2023,ema/126335/2023,True,True,niraparib / abiraterone acetate,niraparib / abiraterone acetate,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,xenograft tumor models (brca1/2 wild type vcap and brca2 mutant lucap),not reported,False,False,"mice, dogs",mouse,False,False,beagle dogs,not reported,False,False,not reported,not reported,True,True,"rats, dogs",not reported,False,False,not reported,not reported,True,True,no,no,True,True,tablet,film-coated tablets,False,Partial
oral,oral,True,True,03.05.2012,03.05.2012,True,True,authorised,authorised,True,True,27.06.2013,27.06.2013,True,True,approved,approved,True,True,"neoplasms, diseases of the digestive system",neoplasms,False,Partial,small molecule,small molecule,True,True,stivarga,stivarga,True,True,"stivarga is indicated as monotherapy for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy and an anti-egfr therapy. unresectable or metastatic gastrointestinal stromal tumours (gist) who progressed on or are intolerant to prior treatment with imatinib and sunitinib. hepatocellular carcinoma (hcc) who have been previously treated with sorafenib.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies.",False,Partial,"stivarga is indicated for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy, and, in case of kras wild type crc, an anti-egfr therapy.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies.",False,Partial,ema/chmp/403683/2013,ema/chmp/403683/2013,True,True,regorafenib,regorafenib,True,True,not reported,not reported,True,True,"rats, mice, rabbits, dogs, monkeys","mouse, rat, rabbit, dog, monkey",False,True,albino rats,not reported,False,False,"gastric cancer (gc) xenograft mouse models,  mice transplanted with a syngeneic hepatoma",not reported,False,False,"mice, rats, dogs","mouse, rat, rabbit, dog, monkey",False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, mice, rabbits","mouse, rat, dog",False,Partial,not reported,not reported,True,True,no,no,True,True,film-coated tablets,film-coated tablets,True,True
oral,oral,True,True,26.04.2016,26.04.2016,True,True,authorised,authorised,True,True,21.04.2017,21.04.2017,True,True,approved,approved,True,True,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases",False,False,small molecule,small molecule,True,True,febuxostat viatris (previously febuxostat mylan),febuxostat mylan,False,Partial,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). febuxostat viatris is indicated in adults.","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis)",False,Partial,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis)",False,Partial,ema/368110/2017,ema/368110/2017,True,True,febuxostat,febuxostat,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,film-coated tablets,film-coated tablet,False,True
oral,oral,True,True,20.07.2022,20.07.2022,True,True,authorised (under additional monitoring),authorised,False,Partial,22.02.2024,22.02.2024,True,True,conditional marketing authorisation,approved,False,False,"diseases of the genitourinary system, congenital malformations and chomosomal abnormalities",diseases of the genitourinary system,False,Partial,small molecule,small molecule,True,True,filspari,filspari,True,True,"filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urine protein excretion ≥1.0 g/day (or urine protein-to-creatinine ratio ≥ 0.75 g/g,",treatment of adults with primary immunoglobulin a nephropathy (igan) with a urine protein excretion ≥1.0 g/day,False,Partial,filspari is indicated in adults for the treatment of primary immunoglobulin a nephropathy (igan),treatment of primary immunoglobulin a nephropathy (igan),False,Partial,ema/106429/2024,ema/106429/2024,True,True,sparsentan,sparsentan,True,True,not reported,not reported,True,True,"rats, mice, dogs, monkeys","rat, monkey",False,Partial,not reported,not reported,True,True,"nonclinical animal models of kidney disease, denken, and yoken (gddy) mouse model, engineered immune complex (eic)-induced “passive igan” mouse model, anti-thymocyte (thy-1) rat (ats) model",not reported,False,False,"rats, mice","mouse, rat",False,Partial,not reported,"gddy mouse, ats rat",False,False,"wild-type cbyb6f1-tg (hras)2jic mice, transgenic mice (rash2)",not reported,False,False,"rats, mice, monkeys","mouse, rat",False,Partial,cd-1 mice,not reported,False,False,yes,yes,True,True,film-coated tablets,film-coated tablet,False,True
oral,oral,True,True,01.03.2012,01.03.2012,True,True,authorised,authorised,True,True,29.11.2013,29.11.2013,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,small molecule,small molecule,True,True,granupas (previously para-aminosalicylic acid lucane),para-aminosalicylic acid lucane,False,Partial,granupas is indicated for use as part of an appropriate combination regimen for multi-drug resistant tuberculosis in adults and paediatric patients from 28 days of age and older when an effective treatment regimen cannot otherwise be composed for reasons of resistance or tolerability.,treatment of tuberculosis in combination with other active agents,False,Partial,"pas-gr is indicated for the treatment of tuberculosis in combination with other active agents. it is most commonly used in patients with multi-drug resistant tb (mdr-tb) or in situations when primary medication therapy with recommended agents is not possible due to a combination of resistance and/or intolerance. pas-gr is indicated in adults, infants, children and adolescents.",treatment of tuberculosis,False,Partial,ema/18511/2014,ema/18511/2014,True,True,para-aminosalicylic acid,para-aminosalicylic acid,True,True,not reported,not reported,True,True,"rats, guinea pigs, rabbits, dogs","rat, guinea pig, rabbit",False,Partial,not reported,not reported,True,True,mouse models of tuberculosis,not reported,False,False,mice,"mouse, rat, guinea pig",False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rats, rabbits",not reported,False,False,not reported,not reported,True,True,no,yes,False,False,gastro-resistant granules,gastro-resistant granules,True,True
intravenous infusion,intravenous,False,Partial,12.06.2010,12.07.2010,False,False,authorised,authorised,True,True,21.10.2010,21.10.2010,True,True,approved,approved,True,True,"neoplasms, diseases of the respiratory system, diseases of the genitourinary system",neoplasms,False,False,small molecule,small molecule,True,True,potactasol,potactasol,True,True,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and patients with relapsed small cell lung cancer (sclc) for whom re-treatment with the first-line regimen is not considered appropriate. topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage ivb disease. patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and for the treatment of patients with relapsed small cell lung cancer,False,Partial,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.,treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and for the treatment of patients with relapsed small cell lung cancer,False,Partial,ema/792855/2010,ema/792855/2010,True,True,topotecan,topotecan,True,True,,not reported,False,True,,"rat, mouse, dog",False,False,,not reported,False,True,,not reported,False,True,,"rat, mouse, dog",False,False,,not reported,False,True,,not reported,False,True,,"rat, mouse, dog",False,False,,not reported,False,True,no,no,True,True,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,True,True
