Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
oral,oral,,,23.12.2014,23.12.2014,,,authorised,authorised,,,23.06.2016,23.06.2016,,,approved,approved,,,infectious and parasitic diseases,infectious and parasitic diseases,,,small molecule,small molecule,,,atazanavir viatris (previously atazanavir mylan),atazanavir mylan,,,same,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products,,,"atazanavir viatris, co-administered with low dose ritonavir, is indicated for the treatment of hiv-1-infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products. based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors (≥ 4 pi mutations). there are very limited data available from children aged 6 to less than 18 years. the choice of atazanavir mylan in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history.",treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products,,,ema/503216/2016,ema/503216/2016,,,atazanavir,atazanavir,,,not reported,not reported,,,rats,rat,,,not reported,not reported,,,not reported,not reported,,,"rats, dogs","rat, dog",,,not reported,not reported,,,not reported,not reported,,,"mice, rats, dogs","mouse, rat, dog",,,not reported,not reported,,,no,no,,,hard capsules,hard capsules,,
"intravenous infusion, intravenous injection",intravenous use,,,08.02.2016,08.02.2016,,,authorised,authorised,,,26.01.2017,26.01.2017,,,approved,approved,,,infectious and parasitic diseases,infectious and parasitic diseases,,,small molecule,small molecule,,,daptomycin hospira,daptomycin hospira,,,same,"daptomycin is indicated for the treatment of the following infections: complicated skin and soft-tissue infections (cssti), right-sided infective endocarditis (rie) due to staphylococcus aureus, staphylococcus aureus bacteraemia (sab) when associated with rie or with cssti.",,,"daptomycin is indicated for the treatment of the following infections: adult and paediatric (1 to 17 years of age) patients with complicated skin and soft-tissue infections (cssti). adult patients with right-sided infective endocarditis (rie) due to staphylococcus aureus. it is recommended that the decision to use daptomycin should take into account the antibacterial susceptibility of the organism and should be based on expert advice (see sections 4.4 and 5.1). adult and paediatric (1 to 17 years of age) patients with staphylococcus aureus bacteraemia (sab). in adults, use in bacteraemia should be associated with rie or with cssti, while in paediatric patients, use in bacteraemia should be associated with cssti.","daptomycin hospira is indicated for the treatment of the following infections in adults: complicated skin and soft-tissue infections (cssti), right-sided infective endocarditis (rie) due to staphylococcus aureus, staphylococcus aureus bacteraemia (sab) when associated with rie or with cssti.",,,ema/109959/2017,ema/109959/2017,,,daptomycin,daptomycin,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,powder for solution for injection,powder for solution for injection/infusion,,
subcutaneous injection,subcutaneous(ly),,,23.05.2017,23.05.2017,,,authorised,authorised,,,31.05.2018,31.05.2018,,,approved,approved,,,"diseases of the nervous system, diseases of the circulatory system",mental and behavioural disorders,,,biologics,biologics,,,aimovig,aimovig,,,prophylaxis of migraine in adults who have at least 4 migraine days per month,prophylaxis of migraine in adults who have at least 4 migraine days per month,,,prophylaxis of migraine in adults who have at least 4 migraine days per month when initiating treatment with aimovig,prophylaxis of migraine in adults who have at least 4 migraine days per month,,,ema/chmp/413393/2018,ema/chmp/413393/2018,,,erenumab,erenumab,,,not reported,not reported,,,monkeys,cynomolgus monkey,,,cynomolgus monkeys,not reported,,,"cynomolgus model of capsaicin induced increase in dermal blood flow, rat, dog, pig ischemia mode,  rat model for preeclampsi",not reported,,,"rats, monkeys, dogs, pigs, mice",cynomolgus monkey,,,cynomolgus monkeys,not reported,,,not reported,not reported,,,monkeys,cynomolgus monkey,,,cynomolgus monkeys,not reported,,,no,no,,,solution for injection in pre-filled syringe,solution for subcutaneous injection,,
subcutaneous injection,subcutaneous,,,03.12.2014,03.12.2014,,,authorised,authorised,,,19.11.2015,19.11.2015,,,approved,approved,,,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue,,,biologics,biologics,,,benepali,benepali,,,same,"rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, plaque psoriasis",,,"rheumatoid arthritis,  juvenile idiopathic arthritis, psoriatic arthritis, axial spondyloarthritis, plaque psoriasis, paediatric plaque psoriasis","rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, plaque psoriasis",,,ema/chmp/819219/2015,ema/chmp/819219/2015,,,etanercept,etanercept,,,not reported,not reported,,,rats,rat,,,sprague dawley rats,sd rat,,,mouse (balb/c) model of collagen antibody-induced arthritis (caia),not reported,,,mice,"mouse, rat, monkey",,,balb/c mice,"balb/c mouse, sd rat, cynomolgus monkey",,,not reported,not reported,,,monkeys,monkey,,,cynomolgus monkeys,cynomolgus monkey,,,no,no,,,solution for injection in pre-filled syringe,solution for injection,,
inhalation,inhalation,,,26.10.2011,26.10.2011,,,authorised,authorised,,,13.12.2012,13.12.2012,,,approved,approved,,,mental and behavioural disorders,mental and behavioural disorders,,,small molecule,small molecule,,,adasuve,adasuve,,,rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder,rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder,,,rapid control of agitation in adult patients with schizophrenia or bipolar disorde,rapid control of agitation in adult patients with schizophrenia or bipolar disorder,,,ema/91055/2013,ema/91055/2013,,,loxapine,loxapine,,,not reported,not reported,,,"rats, dogs, cats, mice, rabbits, guinea pigs, monkeys","rat, dog",,,not reported,not reported,,,conscious (non-anesthetized) telemetered dogs,not reported,,,"rats, cats, guinea pigs, rabbits, dogs","rat, guinea pig, mouse",,,not reported,nmri mouse,,,not reported,not reported,,,"rats, rabbits, mice, dogs","rat, dog",,,not reported,not reported,,,no,no,,,inhalation powder,inhalation powder,,
intravenous injection,iv injection,,,not reported,n/a,,,withdrawn,withdrawn,,,10.05.2017,11.05.2017,,,withdrawn,withdrawn,,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms,,,small molecule,small molecule,,,qinprezo,qinprezo,,,,treatment of adult patients ≥ 60 years with relapsed or refractory acute myeloid leukaemia (aml),,,vosaroxin is indicated in combination with cytarabine for the treatment of patients ≥ 60 years with relapsed or refractory aml.,treatment of adult patients ≥ 60 years with relapsed or refractory acute myeloid leukaemia (aml),,,ema/462376/2017,ema/462376/2017,,,vosaroxin,vosaroxin,,,kb nasopharyngeal tumour-bearing nude mice,not reported,,,"mice, rats, dogs, monkeys","mouse, rat, monkey",,,cynomolgus monkeys,not reported,,,"human tumour xenograft mouse models, syngeneic tumour mouse models,",not reported,,,"mice, dogs, rats, rabbits, guinea pigs","mouse, rat, dog, monkey",,,not reported,not reported,,,not reported,not reported,,,"mice, rats, monkeys","mouse, rat, monkey",,,cynomolgus monkeys,not reported,,,no,yes,,,solution for infusion,solution for injection,,
subcutaneous injection,subcutaneous,,,not reported,n/a,,,withdrawn,withdrawn,,,23.06.2011,23.06.2011,,,withdrawn,refused,,,diseases of the skin,diseases of the blood and blood-forming organs,,,peptides and proteins,biologics,,,kalbitor,kalbitor,,,,symptomatic treatment of acute attacks of hereditary angioedema,,,symptomatic treatment of acute attacks of hereditary angioedema in patients 12 years of age and older.,symptomatic treatment of acute attacks of hereditary angioedema,,,ema/chmp/476618/2011,ema/chmp/476618/2011,,,ecallantide,ecallantide,,,not reported,not reported,,,,not reported,,,not reported,not reported,,,not reported,not reported,,,"monkeys, rats, mice","monkey, rat, mouse",,,cynomolgus monkeys,"cynomolgus monkey, rat, mouse",,,not reported,not reported,,,"rats, monkeys, minipigs, rabbits","rat, monkey, minipig",,,cynomolgus monkeys,not reported,,,yes,yes,,,solution for injection in a vial,solution for injection,,
intravitreal injection,intravitreal,,,23.06.2022,23.08.2023,,,authorised,authorised,,,23.08.2023,19.09.2024,,,approved,approved,,,"diseases of the eye and adnexa, ""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system",neoplasms,,,peptides and proteins,biologics,,,afqlir,afqlir,,,same,"neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)",,,"adults for the treatment of neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)","neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)",,,ema/466863/2024,ema/466863/2024,,,aflibercept,aflibercept,,,not reported,not reported,,,rabbits,not reported,,,new zealand white rabbits,not reported,,,,not reported,,,,rabbit,,,,not reported,,,not reported,not reported,,,rabbits,not reported,,,not reported,not reported,,,yes,no,,,solution for injection in pre-filled syringe,solution for injection,,
intravenous injection,intravenous use,,,31.05.2011,31.05.2011,,,authorised,authorised,,,19.07.2012,19.07.2012,,,approved,approved,,,"diseases of the blood and blood-forming organs, neoplasms",neoplasms,,,biologics,biologics,,,adcetris,adcetris,,,"adult patients with previously untreated cd30+ stage iii or iv hodgkin lymphoma (hl) in combination with doxorubicin, vinblastine and dacarbazine (avd), adult patients with cd30+ hl at increased risk of relapse or progression following autologous stem cell transplant (asct), in combination with cyclophosphamide, doxorubicin and prednisone (chp) is indicated for adult patients with previously untreated systemic anaplastic large cell lymphoma (salcl), adult patients with relapsed or refractory salcl, adult patients with cd30+ cutaneous t-cell lymphoma (ctcl) after at least 1 prior systemic therapy",treatment of adult patients with relapsed or refractory cd30+ hodgkin lymphoma (hl) and systemic anaplastic large cell lymphoma (salcl),,,patients with relapsed or refractory hodgkin lymphoma (hl) and for the treatment of patients with relapsed or refractory systemic anaplastic large cell lymphoma (salcl),treatment of hodgkin lymphoma and anaplastic large cell lymphoma,,,ema/702390/2012,ema/702390/2012,,,brentuximab vedotin,brentuximab vedotin,,,not reported,not reported,,,"rats, monkeys","rat, monkey",,,not reported,not reported,,,xenograft models,not reported,,,"monkeys, rats, mice","mouse, monkey",,,"cynomolgus monkeys, gamma mice",not reported,,,not reported,not reported,,,"rats, monkeys","rat, monkey",,,"cynomolgus monkeys, sprague dawley rats",not reported,,,yes,yes,,,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,,
oral,oral,,,14.08.2014,14.08.2014,,,authorised,authorised,,,25.06.2015,25.06.2015,,,approved,approved,,,"diseases of the nervous system, mental and behavioural disorders",mental and behavioural disorders,,,small molecule,small molecule,,,duloxetine zentiva,duloxetine zentiva,,,same,"treatment of major depressive disorder, treatment of diabetic peripheral neuropathic pain, treatment of generalised anxiety disorder",,,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder. duloxetine zentiva is indicated in adults.,"treatment of major depressive disorder, treatment of diabetic peripheral neuropathic pain, treatment of generalised anxiety disorder",,,ema/chmp/373461/2015,ema/chmp/373461/2015,,,duloxetine,duloxetine,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,hard capsules,gastro-resistant hard capsules,,
oral,oral,,,09.07.2014,09.07.2014,,,authorised,authorised,,,23.04.2015,23.04.2015,,,approved,approved,,,"diseases of the nervous system, mental and behavioural disorders",diseases of the nervous system,,,small molecule,small molecule,,,pregabalin sandoz,pregabalin sandoz,,,same,"neuropathic pain, epilepsy, generalised anxiety disorder",,,neuropathic pain: pregabalin sandoz is indicated for the treatment of peripheral and central neuropathic pain in adults. epilepsy: pregabalin sandoz is indicated as adjunctive therapy in adults with partial seizures with or without secondary generalisation. generalised anxiety disorder: pregabalin sandoz is indicated for the treatment of generalised anxiety disorder (gad) in adults.,"neuropathic pain, epilepsy, generalised anxiety disorder",,,ema/chmp/102862/2015,ema/chmp/102862/2015,,,pregabalin,pregabalin,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,hard capsules,hard gelatin capsule,,
inhalation,inhalation,,,05.06.2015,05.06.2015,,,withdrawn,withdrawn,,,23.06.2016,23.06.2016,,,approved,withdrawn,,,diseases of the respiratory system,diseases of the respiratory system,,,small molecule,small molecule,,,airexar spiromax,airexar spiromax,,,same,for the regular treatment of patients with severe asthma and for the symptomatic treatment of patients with copd.,,,"asthma: airexar spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist; chronic obstructive pulmonary disease (copd): airexar spiromax is indicated for the symptomatic treatment of patients with copd, with a fev1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.",airexar spiromax is indicated in adults aged 18 years and older for the regular treatment of asthma and for the symptomatic treatment of patients with copd.,,,ema/486131/2016,ema/486131/2016,,,salmeterol xinafoate / fluticasone propionate,salmeterol / fluticasone propionate,,,not reported,not reported,,,"rats, dogs, rabbits, mice",not reported,,,not reported,not reported,,,not reported,not reported,,,"rats, mice",not reported,,,not reported,not reported,,,not reported,not reported,,,"rats, dogs",not reported,,,"wistar rats, sprague dawley rats, beagle dogs",not reported,,,no,no,,,inhalation powder,inhalation powder,,
oral,oral,,,14.10.2019,14.10.2019,,,authorised,authorised,,,10.12.2020,10.12.2020,,,approved,approved,,,"neoplasms, diseases of the digestive system, ""endocrine, nutritional, and metabolic diseases""",neoplasms,,,small molecule,small molecule,,,sunitinib accord,sunitinib accord,,,same,"treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults",,,"gastrointestinal stromal tumour (gist): sunitinib accord is indicated for the treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance. metastatic renal cell carcinoma (mrcc): sunitinib accord is indicated for the treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults. pancreatic neuroendocrine tumours (pnet): sunitinib accord is indicated for the treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.","treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults",,,ema/chmp/2430/2021,ema/chmp/2430/2021,,,sunitinib,sunitinib,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,hard capsules,hard capsules,,
oral,oral,,,28.04.2022,28.04.2022,,,authorised,authorised,,,23.02.2023,23.02.2023,,,approved,approved,,,neoplasms,neoplasms,,,small molecule,small molecule,,,akeega,akeega,,,adult patients with metastatic castration-resistant prostate cancer (mcrpc) and brca 1/2 mutations (germline and/or somatic) in whom chemotherapy is not clinically indicated,treatment of adult patients with metastatic castration resistant prostate cancer (mcrpc) and brca1/2 mutations in whom chemotherapy is not clinically indicated,,,adult patients with metastatic castration-resistant prostate cancer (mcrpc) who are positive for homologous recombination repair (hrr) gene alterations (germline and/or somatic),treatment of adult patients with metastatic castration-resistant prostate cancer (mcrpc) who are positive for homologous recombination repair (hrr) gene alterations,,,ema/126335/2023,ema/126335/2023,,,niraparib / abiraterone acetate,niraparib / abiraterone acetate,,,,not reported,,,,not reported,,,,not reported,,,xenograft tumor models (brca1/2 wild type vcap and brca2 mutant lucap),not reported,,,"mice, dogs",mouse,,,beagle dogs,not reported,,,not reported,not reported,,,"rats, dogs",not reported,,,not reported,not reported,,,no,no,,,tablet,film-coated tablets,,
oral,oral,,,03.05.2012,03.05.2012,,,authorised,authorised,,,27.06.2013,27.06.2013,,,approved,approved,,,"neoplasms, diseases of the digestive system",neoplasms,,,small molecule,small molecule,,,stivarga,stivarga,,,"stivarga is indicated as monotherapy for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy and an anti-egfr therapy. unresectable or metastatic gastrointestinal stromal tumours (gist) who progressed on or are intolerant to prior treatment with imatinib and sunitinib. hepatocellular carcinoma (hcc) who have been previously treated with sorafenib.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies.",,,"stivarga is indicated for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy, and, in case of kras wild type crc, an anti-egfr therapy.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies.",,,ema/chmp/403683/2013,ema/chmp/403683/2013,,,regorafenib,regorafenib,,,not reported,not reported,,,"rats, mice, rabbits, dogs, monkeys","mouse, rat, rabbit, dog, monkey",,,albino rats,not reported,,,"gastric cancer (gc) xenograft mouse models,  mice transplanted with a syngeneic hepatoma",not reported,,,"mice, rats, dogs","mouse, rat, rabbit, dog, monkey",,,not reported,not reported,,,not reported,not reported,,,"rats, mice, rabbits","mouse, rat, dog",,,not reported,not reported,,,no,no,,,film-coated tablets,film-coated tablets,,
oral,oral,,,26.04.2016,26.04.2016,,,authorised,authorised,,,21.04.2017,21.04.2017,,,approved,approved,,,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases",,,small molecule,small molecule,,,febuxostat viatris (previously febuxostat mylan),febuxostat mylan,,,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). febuxostat viatris is indicated in adults.","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis)",,,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis)",,,ema/368110/2017,ema/368110/2017,,,febuxostat,febuxostat,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,film-coated tablets,film-coated tablet,,
oral,oral,,,20.07.2022,20.07.2022,,,authorised (under additional monitoring),authorised,,,22.02.2024,22.02.2024,,,conditional marketing authorisation,approved,,,"diseases of the genitourinary system, congenital malformations and chomosomal abnormalities",diseases of the genitourinary system,,,small molecule,small molecule,,,filspari,filspari,,,"filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urine protein excretion ≥1.0 g/day (or urine protein-to-creatinine ratio ≥ 0.75 g/g,",treatment of adults with primary immunoglobulin a nephropathy (igan) with a urine protein excretion ≥1.0 g/day,,,filspari is indicated in adults for the treatment of primary immunoglobulin a nephropathy (igan),treatment of primary immunoglobulin a nephropathy (igan),,,ema/106429/2024,ema/106429/2024,,,sparsentan,sparsentan,,,not reported,not reported,,,"rats, mice, dogs, monkeys","rat, monkey",,,not reported,not reported,,,"nonclinical animal models of kidney disease, denken, and yoken (gddy) mouse model, engineered immune complex (eic)-induced “passive igan” mouse model, anti-thymocyte (thy-1) rat (ats) model",not reported,,,"rats, mice","mouse, rat",,,not reported,"gddy mouse, ats rat",,,"wild-type cbyb6f1-tg (hras)2jic mice, transgenic mice (rash2)",not reported,,,"rats, mice, monkeys","mouse, rat",,,cd-1 mice,not reported,,,yes,yes,,,film-coated tablets,film-coated tablet,,
oral,oral,,,01.03.2012,01.03.2012,,,authorised,authorised,,,29.11.2013,29.11.2013,,,approved,approved,,,infectious and parasitic diseases,infectious and parasitic diseases,,,small molecule,small molecule,,,granupas (previously para-aminosalicylic acid lucane),para-aminosalicylic acid lucane,,,granupas is indicated for use as part of an appropriate combination regimen for multi-drug resistant tuberculosis in adults and paediatric patients from 28 days of age and older when an effective treatment regimen cannot otherwise be composed for reasons of resistance or tolerability.,treatment of tuberculosis in combination with other active agents,,,"pas-gr is indicated for the treatment of tuberculosis in combination with other active agents. it is most commonly used in patients with multi-drug resistant tb (mdr-tb) or in situations when primary medication therapy with recommended agents is not possible due to a combination of resistance and/or intolerance. pas-gr is indicated in adults, infants, children and adolescents.",treatment of tuberculosis,,,ema/18511/2014,ema/18511/2014,,,para-aminosalicylic acid,para-aminosalicylic acid,,,not reported,not reported,,,"rats, guinea pigs, rabbits, dogs","rat, guinea pig, rabbit",,,not reported,not reported,,,mouse models of tuberculosis,not reported,,,mice,"mouse, rat, guinea pig",,,not reported,not reported,,,not reported,not reported,,,"rats, rabbits",not reported,,,not reported,not reported,,,no,yes,,,gastro-resistant granules,gastro-resistant granules,,
intravenous infusion,intravenous,,,12.06.2010,12.07.2010,,,authorised,authorised,,,21.10.2010,21.10.2010,,,approved,approved,,,"neoplasms, diseases of the respiratory system, diseases of the genitourinary system",neoplasms,,,small molecule,small molecule,,,potactasol,potactasol,,,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and patients with relapsed small cell lung cancer (sclc) for whom re-treatment with the first-line regimen is not considered appropriate. topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage ivb disease. patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and for the treatment of patients with relapsed small cell lung cancer,,,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.,treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and for the treatment of patients with relapsed small cell lung cancer,,,ema/792855/2010,ema/792855/2010,,,topotecan,topotecan,,,,not reported,,,,"rat, mouse, dog",,,,not reported,,,,not reported,,,,"rat, mouse, dog",,,,not reported,,,,not reported,,,,"rat, mouse, dog",,,,not reported,,,no,no,,,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,,
intravenous injection,iv,,,29.05.2013,29.05.2013,,,authorised,authorised,,,22.05.2014,22.05.2014,,,approved,approved,,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,,peptides and proteins,biologics,,,nuwiq,nuwiq,,,same,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),,,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). nuwiq can be used for all age groups.,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),,,ema/chmp/279301/2014,ema/chmp/279301/2014,,,simoctocog alfa,simoctocog alfa,,,haemophilia a dog model,not reported,,,"dogs, monkeys","dog, monkey",,,cynomolgus monkeys,cynomolgus monkey,,,canine model of haemophilia a,not reported,,,"monkeys, dogs","dog, monkey",,,cynomolgus monkeys,cynomolgus monkey,,,not reported,not reported,,,"rats, rabbits, monkeys, dogs","rat, monkey, rabbit",,,"sprague dawley rats, cynomolgus monkeys, new zealand white rabbits","crl:cd rat, cynomolgus monkey, new zealand white rabbit",,,no,no,,,"solvent for solution for injection, powder for solution for injection",lyophilised powder for solution for injection,,
oral,oral,,,09.08.2023,09.08.2023,,,authorised,authorised,,,30.05.2024,30.05.2024,,,approved,approved,,,neoplasms,neoplasms,,,small molecule,small molecule,,,pomalidomide krka,pomalidomide krka,,,same,"treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide and treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",,,"pomalidomide krka in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide. pomalidomide krka in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide,,,ema/341648/2024,ema/341648/2024,,,pomalidomide,pomalidomide,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,hard capsules,hard capsules,,
