Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
intravenous,intravenous,match,01.03.2016,01.03.2016,match,2016,2016,match,authorised,authorised,match,08.01.2018,09.11.2017,,approved,approved,match,2018.0,2017,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,adynovi-epar-public-assessment-report_en.pdf,adynovi-epar-public-assessment-report_en.pdf,match,peptides and proteins,biologics,,adynovi,adynovi,match,patients 12 years and above with haemophilia a (congenital factor viii deficiency),treatment and prophylaxis of bleeding in patients 12 years and above with haemophilia a (congenital factor viii deficiency).,,no,no,match,bleeding in patients with haemophilia a (congenital factor viii deficiency),treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency).,,baxalta innovations gmbh,baxalta innovations gmbh,match,ema/chmp/782768/2017,ema/chmp/782768/2017,match,rurioctocog alfa pegol,rurioctocog alfa pegol,match,yes,no,,no,no,match,"solvent for solution for injection, powder for solution for injection",powder and solvent for solution for injection,,ema,na,
intravenous,intravenous,match,17.04.2023,17.04.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,,30.05.2024,30.05.2024,match,approved,approved,match,2024.0,2024,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,adzynma-epar-public-assessment-report_en.pdf,adzynma-epar-public-assessment-report_en.pdf,match,peptides and proteins,biologics,,adzynma,adzynma,match,enzyme replacement therapy (ert) indicated for the treatment of adamts13 deficiency in children and adult patients with congenital thrombotic thrombocytopenic purpura (cttp),enzyme replacement therapy (ert) in patients with congenital thrombotic thrombocytopenic purpura (cttp) due to adamts13 deficiency,,no,no,match,enzyme replacement therapy (ert) in patients with congenital thrombotic thrombocytopenic purpura (cttp) due to adamts13 deficiency,enzyme replacement therapy (ert) in patients with congenital thrombotic thrombocytopenic purpura (cttp) due to adamts13 deficiency,match,takeda manufacturing austria ag,takeda manufacturing austria ag,match,ema/352066/2024,ema/352066/2024,match,radamts13,radamts13,match,no,no,match,yes,yes,match,"solvent for solution for injection, powder for solution for injection",lyophilized powder for reconstitution for intravenous injection,,,na,
oral,oral,match,26.07.2006,not reported,,2006,not reported,,authorised,authorised,match,30.07.2007,not reported,,approved,approved,match,2007.0,not reported,,"other, diseases of the respiratory system",diseases of the respiratory system,,aerinaze-epar-scientific-discussion_en.pdf,aerinaze-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,aerinaze,aerinaze,match,adults and adolescents 12 years and older for the symptomatic treatment of seasonal allergic rhinitis when accompanied by nasal congestion,symptomatic treatment of seasonal allergic rhinitis when accompanied by nasal congestion in patients 12 years and over,,no,yes,,not reported,symptomatic treatment of seasonal allergic rhinitis when accompanied by nasal congestion in patients 12 years and over,,n.v. organo,not reported,,not reported,not reported,match,desloratadine / pseudoephedrine,desloratadine/pseudoephedrine sulphate,,yes,yes,match,no,no,match,modified-release tablets,prolonged release tablet,,ema,chmp,
oral,oral,match,07.09.1999,not reported,,1999,not reported,,authorised,authorised,match,21.09.2000,not reported,,approved,approved,match,2000.0,2004,,"other, diseases of the respiratory system, diseases of the skin",diseases of the respiratory system; diseases of the skin,,aerius-epar-scientific-discussion_en.pdf,aerius-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,aerius,aerius,match,adults and adolescents aged 12 years and older for the relief of symptoms associated with allergic rhinitis and/ or urticaria,allergic rhinitis; chronic idiopathic urticaria,,yes,yes,match,not reported,relief of symptoms associated with seasonal allergic rhinitis,,n.v. organo,not reported,,not reported,not reported,match,desloratadine,desloratadine,match,no,no,match,no,no,match,tablet,film-coated tablet; oral lyophilisate; syrup,,,na,
inhalation,inhalation,match,05.06.2015,05.06.2015,match,2015,2015,match,withdrawn,withdrawn,match,23.06.2016,23.06.2016,match,approved,approved,match,2016.0,2016,,diseases of the respiratory system,diseases of the respiratory system,match,aerivio-spiromax-epar-public-assessment-report_en.pdf,aerivio-spiromax-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,aerivio spiromax,aerivio spiromax,match,same,regular treatment of severe asthma and symptomatic treatment of copd in adults aged 18 years and older,,no,no,match,"asthma: aerivio spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist., chronic obstructive pulmonary disease (copd): aerivio spiromax is indicated for the symptomatic treatment of patients with copd, with a fev1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.",asthma and copd in adults aged 18 years and older,,teva b.v.,teva b.v.,match,ema/486136/2016,ema/486136/2016,match,salmeterol / fluticasone propionate,salmeterol / fluticasone propionate,match,no,yes,,no,no,match,inhalation powder,inhalation powder,match,,not reported,
oral,oral,match,01.06.2008,01.07.2008,,2008,2008,match,authorised,authorised,match,29.05.2009,29.05.2009,match,approved,approved,match,2009.0,2009,,"neoplasms, ""endocrine, nutritional, and metabolic diseases""",neoplasms; diseases of the genitourinary system,,afinitor-epar-public-assessment-report_en.pdf,afinitor-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,afinitor,afinitor,match,"hormone receptor-positive advanced breast cancer: afinitor is indicated for the treatment of hormone receptor-positive, her2/neu negative advanced breast cancer, in combination with exemestane, in postmenopausal women without symptomatic visceral disease after recurrence or progression following a non-steroidal aromatase inhibitor. neuroendocrine tumours of pancreatic origin: afinitor is indicated for the treatment of unresectable or metastatic, well- or moderately-differentiated neuroendocrine tumours of pancreatic origin in adults with progressive disease. neuroendocrine tumours of gastrointestinal or lung origin: afinitor is indicated for the treatment of unresectable or metastatic, well-differentiated (grade 1 or grade 2) non-functional neuroendocrine tumours of gastrointestinal or lung origin in adults with progressive disease (see sections 4.4 and 5.1). renal cell carcinoma: afinitor is indicated for the treatment of patients with advanced renal cell carcinoma, whose disease has progressed on or after treatment with vegf-targeted therapy.","treatment of patients with advanced renal cell carcinoma, whose disease has progressed on or after treatment with vegf-targeted therapy",,no,no,match,"treatment of patients with advanced renal cell carcinoma, whose disease has progressed on or after treatment with vegf-targeted therapy","treatment of patients with advanced renal cell carcinoma, whose disease has progressed on or after treatment with vegf-targeted therapy",match,novartis europharm limited,novartis europharm ltd.,,emea/533232/2009,ema/533232/2009,,everolimus,everolimus,match,no,no,match,yes,yes,match,tablet,tablet,match,,na,
intramuscular,intramuscular,match,02.12.2009,02.12.2009,match,2009,2009,match,authorised,authorised,match,23.09.2010,23.09.2010,match,approved,approved,match,2010.0,2010,,infectious and parasitic diseases,infectious and parasitic diseases,match,aflunov-epar-public-assessment-report_en.pdf,aflunov-epar-public-assessment-report_en.pdf,match,vaccine,vaccine,match,aflunov,aflunov,match,active immunisation against h5n1 subtype of influenza a virus in individuals 6 months of age and above.,active immunisation against h5n1 subtype of influenza a virus.,,no,no,match,active immunisation against h5n1 subtype of influenza a virus. this indication is based on immunogenicity data from healthy subjects from the age of 18 years onwards following administration of two doses of the vaccine containing a/vietnam/1194/2004 (h5n1)-like strain,active immunisation against h5n1 subtype of influenza a virus.,,seqirus s.r.l.,novartis vaccines and diagnostics s.r.l.,,ema/639703/2010,ema/639703/2010,match,"zoonotic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)","prepandemic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)",,yes,no,,no,no,match,suspension for injection in pre-filled syringe,suspension for injection,,ema,na,
intravitreal,intravitreal,match,23.06.2022,23.08.2023,,2022,2023,,authorised,authorised,match,23.08.2023,19.09.2024,,approved,approved,match,2023.0,2024,,"diseases of the eye and adnexa, ""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system",diseases of the eye and adnexa,,afqlir-epar-public-assessment-report_en.pdf,afqlir-epar-public-assessment-report_en.pdf,match,peptides and proteins,biologics,,afqlir,afqlir,match,same,neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),,no,no,match,"adults for the treatment of neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)",neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),,sandoz gmbh,sandoz gmbh,match,ema/466863/2024,ema/466863/2024,match,aflibercept,aflibercept,match,yes,no,,yes,no,,solution for injection in pre-filled syringe,solution for injection,,ema,na,
intravenous,intravenous,match,04.12.2015,04.12.2015,match,2015,2015,match,authorised,authorised,match,10.11.2016,10.11.2016,match,approved,approved,match,2016.0,2016,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,afstyla-epar-public-assessment-report_en.pdf,afstyla-epar-public-assessment-report_en.pdf,match,peptides and proteins,biologics,,afstyla,afstyla,match,same,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency).,,no,no,match,treatment and prophylaxis of bleeding in patients with haemophilia a in all age groups,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency).,,csl behring gmbh,csl behring gmbh,match,ema/chmp/699390/2016,ema/795172/2016,,lonoctocog alfa,lonoctocog alfa,match,no,no,match,no,no,match,"solvent for solution for injection, powder for solution for injection",lyophilized powder for solution for injection,,,na,
oral,oral,match,29.09.2022,29.09.2022,match,2022,2022,match,authorised (under additional monitoring),authorised,,12.10.2023,12.10.2023,match,approved,approved,match,2023.0,2023,,"congenital malformations and chomosomal abnormalities, diseases of the musculoskeletal system and connective tissue",diseases of the nervous system; diseases of the musculoskeletal system and connective tissue,,agamree-epar-public-assessment-report_en.pdf,agamree-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,agamree,agamree,match,same,treatment of duchenne muscular dystrophy (dmd) in patients aged 4 years and older,,no,no,match,duchenne muscular dystrophy (dmd) in patients aged 4 years and older,treatment of duchenne muscular dystrophy (dmd) in patients aged 2 years and older,,santhera pharmaceuticals,santhera pharmaceuticals (deutschland) gmbh,,ema/chmp/487504/2023,ema/chmp/487504/2023,match,vamorolone,vamorolone,match,no,no,match,yes,yes,match,oral suspension,oral suspension,match,,na,
oral,oral,match,30.10.1998,not reported,,1998,not reported,,withdrawn,withdrawn,match,20.10.2000,not reported,,approved,approved,match,2000.0,not reported,,infectious and parasitic diseases,infectious and parasitic diseases,match,agenerase-epar-scientific-discussion_en.pdf,agenerase-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,agenerase,agenerase,match,protease inhibitor (pi) experienced hiv-1 infected adults and children above the age of 4 years,"treatment of protease inhibitor experienced hiv-1 infected adults and children above the age of 4 years, in combination with other antiretroviral agents",,no,no,match,not reported,"treatment of protease inhibitor experienced hiv-1 infected adults and children above the age of 4 years, in combination with other antiretroviral agents",,glaxo group ltd.,not reported,,not reported,not reported,match,amprenavir,amprenavir,match,no,no,match,no,no,match,soft capsules,soft capsules; oral solution,,,na,
intravenous,intravenous,match,24.06.2022,24.06.2022,match,2022,2022,match,authorised,authorised,match,21.03.2024,21.03.2024,match,approved,approved,match,2024.0,2024,,"""endocrine, nutritional, and metabolic diseases""",diseases of the musculoskeletal system and connective tissue,,agilus-epar-public-assessment-report_en.pdf,agilus-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,agilus,agilus,match,same,"in combination with adequate support measures, agilus is indicated for the treatment of malignant hyperthermia in adults and children of all ages.",,no,no,match,treatment of malignant hyperthermia in adults and children of all ages,"in combination with adequate support measures, agilus is indicated for the treatment of malignant hyperthermia (including suspected cases) in adults and children of all ages.",,norgine b.v.,norgine b.v.,match,ema/150697/2024,ema/150697/2024,match,"dantrolene sodium, hemiheptahydrate","dantrolene sodium, hemiheptahydrate",match,no,no,match,no,yes,,powder for solution for injection,powder for solution for injection,match,,na,
intravitreal,intravitreal,match,25.04.2024,25.04.2024,match,2024,2024,match,authorised (under additional monitoring),authorised,,14.11.2024,14.11.2024,match,approved,approved,match,2024.0,2024,,"diseases of the eye and adnexa, ""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system",diseases of the eye and adnexa,,ahzantive-epar-public-assessment-report_en.pdf,ahzantive-epar-public-assessment-report_en.pdf,match,peptides and proteins,biologics,,ahzantive,ahzantive,match,same,neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),,no,no,match,"neovascular (wet) age-related macular degeneration (amd), visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo), visual impairment due to diabetic macular oedema (dme), visual impairment due to myopic choroidal neovascularisation (myopic cnv)",neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),,klinge biopharma gmbh,klinge biopharma gmbh,match,ema/chmp/565845/2024,ema/565845/2024,,aflibercept,aflibercept,match,yes,no,,no,no,match,solution for injection,solution for injection,match,ema,na,
subcutaneous,subcutaneous,match,23.05.2017,23.05.2017,match,2017,2017,match,authorised,authorised,match,31.05.2018,31.05.2018,match,approved,approved,match,2018.0,2018,,"diseases of the nervous system, diseases of the circulatory system",diseases of the nervous system,,aimovig-epar-public-assessment-report_en.pdf,aimovig-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,aimovig,aimovig,match,prophylaxis of migraine in adults who have at least 4 migraine days per month,prophylaxis of migraine in adults who have at least 4 migraine days per month,match,no,no,match,prophylaxis of migraine in adults who have at least 4 migraine days per month when initiating treatment with aimovig,prophylaxis of migraine in adults who have at least 4 migraine days per month,,novartis europharm limited,novartis europharm ltd,,ema/chmp/413393/2018,ema/chmp/413393/2018,match,erenumab,erenumab,match,no,no,match,no,no,match,solution for injection in pre-filled syringe,solution for subcutaneous injection,,,na,
inhalation,inhalation,match,05.06.2015,05.06.2015,match,2015,2015,match,withdrawn,withdrawn,match,23.06.2016,23.06.2016,match,approved,approved,match,2016.0,2016,,diseases of the respiratory system,diseases of the respiratory system,match,airexar-spiromax-epar-public-assessment-report_en.pdf,airexar-spiromax-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,airexar spiromax,airexar spiromax,match,same,airexar spiromax is indicated for the regular treatment of patients with severe asthma and symptomatic treatment of patients with copd.,,no,no,match,"asthma: airexar spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist; chronic obstructive pulmonary disease (copd): airexar spiromax is indicated for the symptomatic treatment of patients with copd, with a fev1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.",airexar spiromax is indicated in adults aged 18 years and older for the regular treatment of asthma and symptomatic treatment of copd.,,teva b.v.,teva b.v.,match,ema/486131/2016,ema/486131/2016,match,salmeterol xinafoate / fluticasone propionate,salmeterol / fluticasone propionate,,no,yes,,no,no,match,inhalation powder,inhalation powder,match,,not reported,
subcutaneous,subcutaneous,match,12.01.2018,12.01.2018,match,2018,2018,match,authorised,authorised,match,31.01.2019,31.01.2019,match,approved,approved,match,2019.0,2019,,"diseases of the nervous system, diseases of the circulatory system",diseases of the nervous system,,ajovy-epar-public-assessment-report_en.pdf,ajovy-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,ajovy,ajovy,match,prophylaxis of migraine in adults who have at least 4 migraine days per month,treatment of episodic and chronic migraine in adults,,no,no,match,treatment of episodic and chronic migraine in adults,treatment of episodic and chronic migraine in adults,match,teva b.v.,teva gmbh,,ema/118499/2019,ema/118499/2019,match,fremanezumab,fremanezumab,match,no,no,match,no,no,match,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",solution for injection,,,na,
ocular,ocular,match,02.05.2022,02.05.2022,match,2022,2022,match,authorised,authorised,match,30.05.2024,30.05.2024,match,approved,approved,match,2024.0,2024,,diseases of the eye and adnexa,diseases of the eye and adnexa; infectious and parasitic diseases,,akantior-epar-public-assessment-report_en.pdf,akantior-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,akantior,akantior,match,same,treatment of acanthamoeba keratitis in adults and children from 12 years of age,,yes,no,,acanthamoeba keratitis in adults and children from 12 years of age,treatment of acanthamoeba keratitis in adults and children from 12 years of age,,sifi spa,sifi spa,match,ema/286425/2024,ema/286425/2024,match,polihexanide,polihexanide,match,no,no,match,yes,yes,match,solution in single-dose container (eye drops),"eye drops, solution",,,na,
oral,oral,match,28.04.2022,28.04.2022,match,2022,2022,match,authorised,authorised,match,23.02.2023,23.02.2023,match,approved,approved,match,2023.0,2023,,neoplasms,neoplasms; diseases of the genitourinary system,,akeega-epar-public-assessment-report_en.pdf,akeega-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,akeega,akeega,match,adult patients with metastatic castration-resistant prostate cancer (mcrpc) and brca 1/2 mutations (germline and/or somatic) in whom chemotherapy is not clinically indicated,treatment of adult patients with metastatic castration-resistant prostate cancer (mcrpc) and brca1/2 mutations in whom chemotherapy is not clinically indicated,,no,no,match,adult patients with metastatic castration-resistant prostate cancer (mcrpc) who are positive for homologous recombination repair (hrr) gene alterations (germline and/or somatic),treatment of adult patients with metastatic castration-resistant prostate cancer (mcrpc) who are positive for homologous recombination repair (hrr) gene alterations,,janssen-cilag international n.v.,janssen-cilag international n.v.,match,ema/126335/2023,ema/126335/2023,match,niraparib / abiraterone acetate,niraparib / abiraterone acetate,match,yes,no,,no,no,match,tablet,film-coated tablets,,ema,na,
oral,oral,match,13.12.2013,13.12.2013,match,2013,2013,match,authorised,authorised,match,26.03.2015,26.03.2015,match,approved,approved,match,2015.0,2015,,"other, neoplasms, ""endocrine, nutritional, and metabolic diseases""",neoplasms,,akynzeo-epar-public-assessment-report_en.pdf,akynzeo-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,akynzeo,akynzeo,match,same,prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy; prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy.,,no,no,match,adults for the prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy. prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy.,prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy; prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy.,,helsinn birex pharmaceuticals ltd.,helsinn birex pharmaceuticals ltd.,match,ema/236963/2015,ema/236963/2015,match,netupitant / palonosetron,netupitant / palonosetron,match,no,no,match,no,no,match,tablet,"capsule, hard",,,na,
oral,oral,match,02.01.2022,02.01.2022,match,2022,2022,match,,na,,05.01.2024,12.10.2023,,refused,refused,match,2024.0,2023,,diseases of the nervous system,diseases of the nervous system,match,albrioza-epar-refusal-public-assessment-report_en.pdf,albrioza-epar-refusal-public-assessment-report_en.pdf,match,small molecule,small molecule,match,albrioza,albrioza,match,,na,,no,no,match,treatment of als,for the treatment of amyotrophic lateral sclerosis (als),,amylyx pharmaceuticals emea b.v.,amylyx pharmaceuticals emea b.v.,match,ema/chmp/487533/2023,ema/chmp/487533/2023,match,sodium phenylbutyrate / ursodoxicoltaurine,sodium phenylbutyrate / ursodoxicoltaurine,match,no,no,match,yes,yes,match,powder for oral suspension,powder for oral suspension,match,,na,
intravenous,intravenous,match,12.06.2010,12.07.2010,,2010,2010,match,authorised,authorised,match,21.10.2010,21.10.2010,match,approved,approved,match,2010.0,2010,,"neoplasms, diseases of the respiratory system, diseases of the genitourinary system",neoplasms; diseases of the respiratory system,,potactasol-epar-public-assessment-report_en.pdf,potactasol-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,potactasol,potactasol,match,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and patients with relapsed small cell lung cancer (sclc) for whom re-treatment with the first-line regimen is not considered appropriate. topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage ivb disease. patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy; treatment of patients with relapsed small cell lung cancer for whom re-treatment with the first-line regimen is not considered appropriate; in combination with cisplatin for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage ivb disease,,no,yes,,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.,treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy,,actavis group ptc ehf,actavis group ptc ehf,match,ema/792855/2010,ema/792855/2010,match,topotecan,topotecan,match,yes,yes,match,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,,na,
intravenous,oral; intravenous,,11.12.2009,11.12.2009,match,2009,2009,match,authorised,authorised,match,21.10.2011,21.10.2010,,approved,approved,match,2011.0,2010,,"neoplasms, diseases of the musculoskeletal system and connective tissue, ""endocrine, nutritional, and metabolic diseases""","neoplasms; endocrine, nutritional, and metabolic diseases",,iasibon-epar-public-assessment-report_en.pdf,iasibon-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,iasibon,iasibon,match,same,prevention of skeletal events in patients with breast cancer and bone metastases; treatment of tumour-induced hypercalcaemia with or without metastases,,no,no,match,"prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia",prevention of skeletal events in patients with breast cancer and bone metastases; treatment of tumour-induced hypercalcaemia with or without metastases,,pharmathen s.a.,pharmathen s.a.,match,ema/801304/2010,ema/801304/2010,match,ibandronic acid,ibandronic acid,match,yes,yes,match,no,no,match,concentrate for solution for infusion,film-coated tablets; concentrate for solution for infusion,,ema,not reported,
subcutaneous,subcutaneous,match,29.04.1994,not reported,,1994,not reported,,authorised,authorised,match,??.05.1995,not reported,,approved,approved,match,1995.0,not reported,,pregnancy and childbirth,"endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system",,gonal-f-epar-scientific-discussion_en.pdf,gonal-f-epar-scientific-discussion_en.pdf,match,biologics,biologics,match,gonal-f,gonal-f,match,stimulation of multifollicular development in patients undergoing assisted reproductive treatment (art); anovulation in women who have been unresponsive to treatment with clomiphene citrate; stimulation of follicular development in women with severe lh and fsh deficiency; male hypogonadotropic hypogonadism.,stimulation of multifollicular development in patients undergoing assisted reproductive treatment (art); anovulation in women who have been unresponsive to treatment with clomiphene citrate; stimulation of follicular development in women with severe lh and fsh deficiency; male hypogonadotropic hypogonadism,,no,yes,,not reported,stimulation of multifollicular development in patients undergoing assisted reproductive treatment (art); anovulation in women who have been unresponsive to treatment with clomiphene citrate; stimulation of follicular development in women with severe lh and fsh deficiency; male hypogonadotropic hypogonadism,,merck europe b.v.,not reported,,not reported,not reported,match,follitropin alfa,follitropin alfa,match,no,no,match,no,no,match,"solvent for solution for injection, powder for solution for injection",solution for injection,,,na,
intravesical,intravesical,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,20.08.2021,22.07.2021,,withdrawn,withdrawn,match,2021.0,2021,,"neoplasms, diseases of the genitourinary system",neoplasms; diseases of the genitourinary system,,oportuzumab-monatox-dlrc-pharma-services-withdrawal-assessment-report_en.pdf,oportuzumab-monatox-dlrc-pharma-services-withdrawal-assessment-report_en.pdf,match,biologics,biologics,match,oportuzumab monatox dlrc pharma services,oportuzumab monatox,,,na,,no,no,match,the treatment and prevention of recurrence of carcinoma-in-situ (cis) of the urinary bladder following transurethral resection in bcg-unresponsive patients. the prevention of recurrence of high grade ta and/or t1 papillary tumours following transurethral resection in bcg-unresponsive patients.,treatment and prevention of recurrence of carcinoma-in-situ (cis) of the urinary bladder following transurethral resection in bcg-unresponsive patients; prevention of recurrence of high grade ta and/or t1 papillary tumours following transurethral resection in bcg-unresponsive patients,,dlrc pharma services ltd,dlrc pharma services,,ema/chmp/576523/2021,ema/chmp/576523/2021,match,oportuzumab monatox,oportuzumab monatox,match,no,no,match,no,no,match,concentrate and solvent for intravesical solution,concentrate for intravesical solution,,,na,
intramuscular,intramuscular,match,05.01.2023,05.01.2023,match,2023,2023,match,authorised,authorised,match,25.01.2024,25.01.2024,match,approved,approved,match,2024.0,2024,,mental and behavioural disorders,mental and behavioural disorders,match,niapelf-epar-public-assessment-report_en.pdf,niapelf-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,niapelf,niapelf,match,same,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,,no,no,match,"niapelf is indicated for maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone. in selected adult patients with schizophrenia and previous responsiveness to oral paliperidone or risperidone, niapelf may be used without prior stabilisation with oral treatment if psychotic symptoms are mild to moderate and a long-acting injectable treatment is needed.",maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,,neuraxpharm pharmaceuticals s.l.,neuraxpharm pharmaceuticals s.l.,match,ema/100717/2024,ema/100717/2024,match,paliperidone,paliperidone,match,yes,yes,match,no,no,match,prolonged-release suspension for injection,prolonged release suspension for injection,,???,not reported,
