Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
intravenous,intravenous,match,04.12.2019,04.12.2019,match,2019,2019,match,authorised,authorised,match,01.07.2021,01.07.2021,match,approved,approved,match,2021.0,2021,,infectious and parasitic diseases,infectious and parasitic diseases,match,assessment_report_swisspar_vaborem_final.pdf,assessment_report_swisspar_vaborem_final.pdf,match,small molecule,small molecule,match,vaborem,vaborem,match,same,"complicated urinary tract infection (cuti), including pyelonephritis; complicated intra-abdominal infection (ciai); hospital-acquired pneumonia (hap), including ventilator-associated pneumonia (vap); treatment of patients with bacteraemia associated with these infections.",,no,no,match,"bacteraemia associated with complicated urinary tract infection (cuti), including pyelonephritis or complicated intra-abdominal infection (ciai) or hospital-acquired pneumonia (hap), including ventilator-associated pneumonia (vap), infections due to aerobic gram-negative organisms (in adults with limited treatment options)","complicated urinary tract infection (cuti), including pyelonephritis; complicated intra-abdominal infection (ciai); hospital-acquired pneumonia (hap), including ventilator-associated pneumonia (vap); treatment of patients with bacteraemia associated with these infections; infections due to aerobic gram-negative organisms in adults with limited treatment options.",,a. menarini ag,a. menarini ag,match,67797,67797,match,"meropenem trihydrate, vaborbactam","meropenem trihydrate, vaborbactam",match,yes,yes,match,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,ema,european medicines agency (ema),
oral,oral,match,04.10.2021,04.10.2021,match,2021,2021,match,authorised,authorised,match,06.04.2023,06.04.2023,match,approved,approved,match,2023.0,2023,,"""endocrine, nutritional, and metabolic diseases"", diseases of the nervous system, diseases of the circulatory system","endocrine, nutritional, and metabolic diseases; diseases of the nervous system; diseases of the circulatory system",,swiss_public_assessment_report__milgamma.pdf,swiss_public_assessment_report__milgamma.pdf,match,small molecule,small molecule,match,milgamma,milgamma,match,same,"treatment of disorders responding to administration of vitamin b1, such as: treatment and prophylaxis of vitamin b1 deficiency that cannot be corrected by dietary means; treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest as sensory disturbances (e.g. pain, tingling, numbness) in the extremities; treatment of cardiovascular disease associated with vitamin b1 deficiency in people with diabetes mellitus.",,yes,no,,"conditions that are responsive to vitamin b1 administration: vitamin b1 deficiency, neurological disorders, cardiovascular disorders","treatment of conditions that are responsive to vitamin b1 administration, such as treatment and prophylaxis of vitamin b1 deficiency conditions, if they cannot be solved by dietary means. treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest in sensory impairments (e.g. pain, tingling, numbness) in the extremities. treatment of cardiovascular disorders associated with vitamin b1 deficiency in diabetic patients.",,maras ag,maras ag,match,68695,68695,match,benfotiamine,benfotiamine,match,no,yes,,no,no,match,film-coated tablets,film-coated tablets,match,???,na,
oral,oral,match,15.03.2019,15.04.2019,,2019,2019,match,authorised,authorised,match,05.03.2020,05.03.2020,match,approved,approved,match,2020.0,2020,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities, diseases of the circulatory system",diseases of the circulatory system,,swisspar_-vyndaqel_-final.pdf,swisspar_-vyndaqel_-final.pdf,match,small molecule,small molecule,match,vyndaqel,vyndaqel,match,same,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,,no,no,match,transthyretin amyloidosis with wild-type or hereditary cardiomyopathy,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,,pfizer ag,pfizer ag,match,"67083 (20 mg), 67518 (61 mg)",67083,,"tafamidis meglumine (20 mg), tafamidis (61 mg)",tafamidis,,yes,no,,yes,yes,match,soft capsules,soft capsules,match,ema,na,
intravitreal,intravitreal,match,25.02.2019,30.08.2021,,2019,2021,,authorised,authorised (under additional monitoring),,16.01.2020,02.06.2022,,approved,approved,match,2020.0,2022,,diseases of the eye and adnexa,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",,swisspar_final.pdf,swisspar_final.pdf,match,biologics,biologics,match,beovu,beovu,match,same,treatment of neovascular (wet) age-related macular degeneration (amd) and diabetic macular oedema (dme),,no,yes,,neovascular (wet) age-related macular degeneration (amd),treatment of neovascular (wet) age-related macular degeneration (amd) and diabetic macular oedema (dme),,novartis pharma schweiz ag,novartis pharma schweiz ag,match,"67244 (vial), 67245 (pre-filled syringe)",67244,,brolucizumabum,brolucizumab,,no,yes,,no,no,match,"solution for injection in pre-filled syringe, solution for injection in a vial",solution for injection,,,na,
intravenous,intravenous,match,17.08.2021,17.08.2021,match,2021,2021,match,authorised,authorised,match,23.12.2022,23.12.2022,match,approved,approved,match,2022.0,2022,,"neoplasms, diseases of the skin",neoplasms; diseases of the skin,,swisspar_–_opdualag.pdf,swisspar_–_opdualag.pdf,match,biologics,biologics,match,opdualag,opdualag,match,unresectable or metastatic melanoma in adults,opdualag is indicated for the first-line treatment of adults with unresectable or metastatic melanoma with a pd-l1 expression < 1%.,,no,no,match,unresectable or metastatic melanoma in adults and pediatric patients,opdualag is indicated for the treatment of adult and paediatric patients (12 years and older and with 40 kg minimum body weight) with unresectable or metastatic melanoma.,,bristol-myers squibb sa,bristol-myers squibb sa,match,68609,68609,match,"relatlimab, nivolumab","relatlimab, nivolumab",match,no,no,match,no,no,match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
cutaneous,cutaneous,match,01.06.2019,01.07.2019,,2019,2019,match,authorised,authorised (under additional monitoring),,16.12.2020,16.12.2020,match,approved,approved,match,2020.0,2020,,diseases of the skin,diseases of the skin,match,swisspar_aklief.pdf,swisspar_aklief.pdf,match,small molecule,small molecule,match,aklief,aklief,match,"acne vulgaris in patients aged 12 and over, if more than half the surface is affected, in the presence of numerous comedones, papules and pustules","aklief is indicated for the topical treatment of moderate acne vulgaris on the face and/or torso in patients aged 12 and over, if more than half the surface is affected, in the presence of numerous comedones, papules and pustules.",,no,no,match,"acne vulgaris in patients 9 years of age and older, when many comedones, papules and pustules are present","aklief is indicated for the cutaneous treatment of acne vulgaris of the face and/or trunk in patients from 9 years of age and older, when many comedones, papules and pustules are present.",,galderma sa,galderma sa,match,67632,67632,match,trifarotene,trifarotene,match,no,no,match,no,no,match,cream,cream,match,,na,
intravenous,intravenous,match,16.06.2023,16.06.2023,match,2023,2023,match,authorised,authorised (under additional monitoring),,02.09.2024,02.09.2024,match,approved,approved,match,2024.0,2024,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,swisspar_altuvoct.pdf,swisspar_altuvoct.pdf,match,peptides and proteins,biologics,,altuvoct,altuvoct,match,same,altuvoct is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,,no,no,match,treatment and prophylaxis of bleeding in patients in all age groups with haemophilia a,altuvoct is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,,swedish orphan biovitrum ag,swedish orphan biovitrum ag,match,69436,69436,match,efanesoctocog alfa,efanesoctocog alfa,match,yes,yes,match,yes,yes,match,"solvent for solution for injection, powder for solution for injection",powder and solvent for solution for injection,,fda,fda,match
oral,oral,match,16.09.2022,16.09.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,06.03.2024,06.03.2024,match,approved,approved,match,2024.0,2024,,diseases of the nervous system,diseases of the nervous system,match,swisspar_aquipta.pdf,swisspar_aquipta.pdf,match,small molecule,small molecule,match,aquipta,aquipta,match,same,"prophylactic treatment of migraine in adults, when indicated.",,no,no,match,preventive treatment of migraine,aquipta is indicated for the preventive treatment of migraine in adults who have at least 4 migraine attacks per month.,,abbvie ag,abbvie ag,match,69128,69128,match,atogepant,atogepant,match,yes,yes,match,no,no,match,tablet,tablets,,"ema, fda",fda; ema,
subcutaneous,subcutaneous,match,14.04.2023,14.04.2023,match,2023,2023,match,authorised,authorised (under additional monitoring),,07.03.2024,07.03.2024,match,approved,approved,match,2024.0,2024,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",,swisspar_awiqli.pdf,swisspar_awiqli.pdf,match,peptides and proteins,peptides and proteins,match,awiqli flextouch,awiqli flextouch,match,same,treatment of diabetes mellitus in adults.,,no,no,match,diabetes mellitus in adults,treatment of diabetes mellitus in adults.,,novo nordisk pharma ag,novo nordisk pharma ag,match,69389,69389,match,insulin icodec,insulin icodec,match,no,no,match,no,no,match,solution for injection in pre-filled syringe,solution for injection in prefilled pen,,,na,
oral,oral,match,18.11.2021,18.11.2021,match,2021,2021,match,authorised,authorised,match,06.06.2023,06.07.2023,,approved,approved,match,2023.0,2023,,"neoplasms, diseases of the blood and blood-forming organs, diseases of the digestive system",neoplasms; diseases of the blood and blood-forming organs,,swisspar_ayvakyt.pdf,swisspar_ayvakyt.pdf,match,biologics,small molecule,,ayvakyt,ayvakyt,match,same,gastrointestinal stromal tumour (gist) with pdgfra d842v mutation; advanced systemic mastocytosis (advsm) after at least one previous systemic therapy,,no,no,match,"gastrointestinal stromal tumour (gist), advanced systemic mastocytosis (advsm)",gastrointestinal stromal tumour (gist) with pdgfra exon 18 mutation; advanced systemic mastocytosis (advsm),,blueprint medicines (switzerland),blueprint medicines (switzerland),match,68294,68294,match,avapritinib,avapritinib,match,yes,yes,match,yes,yes,match,tablet,film-coated tablets,,fda,fda,match
subcutaneous,subcutaneous,match,22.03.2019,22.03.2019,match,2019,2019,match,authorised,authorised,match,01.07.2020,01.07.2020,match,approved,approved,match,2020.0,2020,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,swisspar_besremi.pdf,swisspar_besremi.pdf,match,peptides and proteins,biologics,,besremi,besremi,match,polycythaemia vera without symptomatic splenomegaly and with an indication for cytoreductive therapy,besremi is indicated as monotherapy for the treatment of adult patients with polycythaemia vera without symptomatic splenomegaly and with an indication for cytoreductive therapy.,,no,no,match,polycythaemia vera without symptomatic splenomegaly,besremi is indicated as monotherapy in adults for the treatment of polycythaemia vera without symptomatic splenomegaly.,,orpha swiss gmbh,orpha swiss gmbh,match,67488,67488,match,ropeginterferon alfa-2b,ropeginterferon alfa-2b,match,yes,yes,match,yes,yes,match,solution for injection in pre-filled pen,solution for injection in pre-filled pen,match,ema,european medicines agency,
oral,oral,match,18.10.2021,18.10.2021,match,2021,2021,match,authorised,authorised (under additional monitoring),,25.04.2023,25.04.2023,match,approved,approved,match,2023.0,2023,,diseases of the circulatory system,diseases of the circulatory system,match,swisspar_camzyos_mit_fi.pdf,swisspar_camzyos_mit_fi.pdf,match,small molecule,small molecule,match,camzyos,camzyos,match,same,"camzyos is indicated for the treatment of adult patients with symptomatic (nyha, class ii-iii) obstructive hypertrophic cardiomyopathy (ohcm) to improve functional capacity and associated symptoms.",,no,no,match,"symptomatic (nyha, class ii-iii) obstructive hypertrophic cardiomyopathy (ohcm)","treatment of symptomatic (new york heart association, nyha, class ii-iii) obstructive hypertrophic cardiomyopathy (ohcm) in adult patients.",,bristol-myers squibb sa,bristol-myers squibb sa,match,68477,68477,match,mavacamten,mavacamten,match,no,no,match,yes,yes,match,hard capsules,hard capsules,match,,na,
intravenous,intravenous,match,01.12.2022,01.12.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,07.11.2023,07.11.2023,match,temporary authorisation,temporary authorisation,match,2023.0,2023,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,swisspar_columvi_mit_fi.pdf,swisspar_columvi_mit_fi.pdf,match,biologics,biologics,match,columvi,columvi,match,same,"columvi is indicated for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after 2 or more lines of systemic therapy, including an antibody that targets cd20 and an anthracycline. furthermore, the patients must exhibit progression after prior anti-cd19-targeted car t-cell therapy or be ineligible for such treatment.",,no,no,match,large b-cell lymphoma,"glofitamab is indicated for the treatment of adult patients with relapsed or refractory large b-cell lymphoma after 2 or more lines of systemic therapy, including diffuse large b-cell lymphoma (dlbcl) not otherwise specified, dlbcl arising from follicular lymphoma, high-grade b-cell lymphoma (hgbcl), and primary mediastinal b-cell lymphoma (pmbcl).",,roche pharma (schweiz) ag,roche pharma (schweiz) ag,match,68297,68297,match,glofitamab,glofitamab,match,no,no,match,yes,yes,match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
subcutaneous,subcutaneous,match,27.07.2019,27.06.2019,,2019,2019,match,withdrawn,withdrawn,match,31.05.2021,31.05.2021,match,approved,approved,match,2021.0,2021,,"""endocrine, nutritional, and metabolic diseases"", diseases of the nervous system, congenital malformations and chomosomal abnormalities",diseases of the nervous system,,2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,match,other,other,match,tegsedi®,tegsedi®,match,same,tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr).,,no,no,match,stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr),tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr).,,"sfl pharma gmbh (now swedish orphan biovitrum ag, basel)","sfl pharma gmbh (now swedish orphan biovitrum ag, basel)",match,67451,67451,match,inotersen,inotersen,match,yes,yes,match,yes,yes,match,solution for injection in pre-filled syringe,solution for injection in pre-filled syringe,match,ema,ema,match
intravenous,intravenous,match,08.03.2021,08.03.2021,match,2021,2021,match,withdrawn,withdrawn,match,20.06.2022,20.06.2022,match,temporary authorisation,temporary authorisation,match,2022.0,2022,,"neoplasms, diseases of the skin",neoplasms; diseases of the blood and blood-forming organs,,assessment_report_swisspar_blenrep_final_mit_fi.pdf,assessment_report_swisspar_blenrep_final_mit_fi.pdf,match,biologics,biologics,match,blenrep,blenrep,match,"monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-cd38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy","monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-cd38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy",match,no,no,match,"relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-cd38 antibody, a proteasome inhibitor, and an immunomodulatory agent","treatment of patients with relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-cd38 antibody, a proteasome inhibitor, and an immunomodulatory agent",,glaxosmithkline ag,glaxosmithkline ag,match,67741,67741,match,belantamab mafodotin,belantamab mafodotin,match,no,no,match,yes,yes,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,,na,
intravenous,intravenous,match,02.08.2022,02.08.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,05.04.2023,05.04.2023,match,approved,approved,match,2023.0,2023,,"infectious and parasitic diseases, diseases of the respiratory system",infectious and parasitic diseases,,swisspar_veklury_final.pdf,swisspar_veklury_final.pdf,match,small molecule,small molecule,match,veklury,veklury,match,same,treatment of coronavirus disease 2019 (covid-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at increased risk of developing severe covid-19,,yes,yes,match,"veklury is indicated for the treatment of coronavirus disease 2019 (covid-19) in: adults and paediatric patients (at least 4 weeks of age and weighing at least 3 kg) with pneumonia requiring supplemental oxygen (low- or high-flow oxygen or other non-invasive ventilation at start of treatment),  adults and paediatric patients (weighing at least 40 kg) who do not require supplemental oxygen or hospitalisation for covid-19 and who are at risk of developing a severe covid-19 course (see “properties/effects”).",treatment of coronavirus disease 2019 (covid-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at risk of developing severe covid-19,,gilead sciences switzerland sàrl,gilead sciences switzerland sàrl,match,68026,68026,match,remdesivir,remdesivir,match,yes,no,,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,"???, ema, fda",na,
intramuscular,intramuscular,match,01.09.2022,01.09.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,27.04.2023,27.04.2023,match,temporary authorisation,temporary authorisation,match,2023.0,2023,,infectious and parasitic diseases,infectious and parasitic diseases; diseases of the respiratory system,,swisspar_evusheld-2.pdf,swisspar_evusheld-2.pdf,match,biologics,biologics,match,evusheld,evusheld,match,evusheld is indicated for the treatment of mild-to-moderate covid-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to covid-19 and who are at risk of progressing to severe covid-19,treatment of mild-to-moderate covid-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to covid-19 and who are at risk of progressing to severe covid-19,,yes,yes,match,evusheld is indicated for the treatment of covid-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),treatment of covid-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),,astrazeneca ag,astrazeneca ag,match,68704,68704,match,"tixagevimab, cilgavimab","tixagevimab, cilgavimab",match,yes,yes,match,no,no,match,solution for injection,solution for injection,match,swissmedic,na,
oral,oral,match,25.05.2022,25.05.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,29.08.2023,29.08.2023,match,approved,approved,match,2023.0,2023,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,swisspar_brukinsa_g102680156.pdf,swisspar_brukinsa_g102680156.pdf,match,small molecule,small molecule,match,brukinsa,brukinsa,match,brukinsa is indicated as monotherapy for the treatment of adult patients with chronic lymphocytic leukaemia (cll) who have received one or more prior therapies.,brukinsa is indicated as monotherapy for the treatment of adult patients with chronic lymphocytic leukaemia (cll) who have received one or more prior therapies.,match,yes,yes,match,brukinsa is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (cll) or small lymphocytic lymphoma (sll).,brukinsa is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (cll) or small lymphocytic lymphoma (sll).,match,beigene switzerland gmbh,beigene switzerland gmbh,match,67998,67998,match,zanubrutinib,zanubrutinib,match,yes,yes,match,yes,yes,match,hard capsules,hard capsules,match,swissmedic,na,
oral,oral,match,03.03.2020,03.03.2020,match,2020,2020,match,authorised,authorised,match,04.05.2021,04.05.2021,match,approved,approved,match,2021.0,2021,,"neoplasms, diseases of the respiratory system",neoplasms; diseases of the respiratory system,,swisspar_alunbrig-1.pdf,swisspar_alunbrig-1.pdf,match,small molecule,small molecule,match,alunbrig,alunbrig,match,same,alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive locally advanced or metastatic non-small cell lung cancer (nsclc) previously untreated with an alk inhibitor. alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive metastatic non-small cell lung cancer (nsclc) who have progressed on previous treatment with crizotinib.,,no,no,match,"alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, advanced, non-small cell lung cancer (nsclc), who have previously not been treated with an alk-inhibitor. alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, advanced, non-small cell lung cancer (nsclc), who have previously been treated with crizotinib.","alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, advanced, non-small cell lung cancer (nsclc), who have previously not been treated with an alk-inhibitor. alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, advanced, non-small cell lung cancer (nsclc), who have previously been treated with crizotinib.",match,takeda pharma ag,takeda pharma ag,match,66738,66738,match,brigatinib,brigatinib,match,no,no,match,yes,yes,match,film-coated tablets,film coated tablet,,,na,
intravenous,intravenous,match,08.08.2022,08.08.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,11.04.2024,11.04.2024,match,approved,approved,match,2024.0,2024,,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,,swisspar_tevimbra.pdf,swisspar_tevimbra.pdf,match,biologics,biologics,match,tevimbra,tevimbra,match,same,"tevimbra is indicated as monotherapy for the second-line treatment of adult patients with advanced or metastatic oesophageal squamous cell carcinoma who have progressed on or after platinum-based systemic therapy, who have not received prior immune checkpoint inhibitor therapy.",,no,no,match,"tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.”","tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.",,beigene switzerland gmbh,beigene switzerland gmbh,match,68960,68960,match,tislelizumab,tislelizumab,match,no,no,match,no,no,match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
intravenous,intravenous,match,20.06.2022,20.06.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,07.03.2023,07.03.2023,match,temporary authorisation,temporary authorisation,match,2023.0,2023,,"neoplasms, diseases of the respiratory system",neoplasms; diseases of the respiratory system,,swisspar_zepzelca.pdf,swisspar_zepzelca.pdf,match,small molecule,small molecule,match,zepzelca,zepzelca,match,zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (sclc) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (ctfi) ≥30 days and with no central nervous system (cns) metastases.,zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (sclc) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (ctfi) ≥30 days and with no central nervous system (cns) metastases.,match,yes,no,,zeplzelca is indicated for the treatment of patients with metastatic small cell lung cancer (sclc) with disease progression on or after platinum-containing therapy and with no central nervous system (cns) metastases.,zepzelca is indicated for the treatment of patients with metastatic small cell lung cancer (sclc) with disease progression on or after platinum-containing therapy and with no central nervous system (cns) metastases.,,pharmamar ag,pharmamar ag,match,67729,67729,match,lurbinectedin,lurbinectedin,match,yes,yes,match,yes,yes,match,concentrate for solution for infusion,lyophilisate for concentrate for solution for infusion,,fda,us fda,
intramuscular,intramuscular,match,01.10.2022,01.10.2020,,2022,2020,,authorised,authorised,match,05.10.2022,05.10.2022,match,approved,approved,match,2022.0,2022,,infectious and parasitic diseases,infectious and parasitic diseases,match,swisspar_menquadfi.pdf,swisspar_menquadfi.pdf,match,vaccine,vaccine,match,menquadfi,menquadfi,match,"menquadfi is indicated for the active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y. this vaccine should be used in accordance with official vaccination recommendations.","active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.",,no,no,match,"menquadfi is indicated for: active immunisation of individuals from the age of 12 months and older, against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.","active immunisation of individuals from the age of 12 months and older, against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.",,sanofi-aventis (suisse) sa,sanofi-aventis (suisse) sa,match,68221,68221,match,"polysaccharida neisseriae meningitidis (a, c, w-135, y) conjugatum cum toxoidum tetani","polysaccharida neisseriae meningitidis (a, c, w-135, y) conjugatum cum toxoidum tetani",match,yes,yes,match,no,no,match,solution for injection,solution for injection,match,ema,ema,match
subcutaneous,subcutaneous,match,09.01.2023,09.01.2023,match,2023,2023,match,authorised,authorised (under additional monitoring),,30.10.2023,30.10.2023,match,temporary authorisation,temporary authorisation,match,2023.0,2023,,neoplasms,neoplasms; diseases of the blood and blood-forming organs,,swisspar_talvey_g102689436.pdf,swisspar_talvey_g102689436.pdf,match,biologics,biologics,match,talvey,talvey,match,"talvey is indicated as monotherapy for treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on or after their last line of therapy.","monotherapy for treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on or after their last line of therapy.",,no,no,match,"talvey is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody.","treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody.",,janssen-cilag ag,janssen-cilag ag,match,69049,69049,match,talquetamab,talquetamab,match,no,no,match,yes,yes,match,solution for injection,solution for injection,match,,na,
intravenous,intravenous,match,06.06.2021,06.07.2021,,2021,2021,match,authorised,authorised (under additional monitoring),,06.05.2022,06.05.2022,match,temporary authorisation,temporary authorisation,match,2022.0,2022,,diseases of the genitourinary system,diseases of the genitourinary system,match,swisspar_idefirix_final.pdf,swisspar_idefirix_final.pdf,match,peptides and proteins,biologics,,idefirix,idefirix,match,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor. the use of idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor.,,no,no,match,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor. the use of idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor.,,voisin consulting ch sàrl,voisin consulting ch sàrl,match,68373,68373,match,imlifidase,imlifidase,match,yes,yes,match,yes,yes,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,ema,ema,match
