Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency,DRUG_CODE
oral,,,approved,healthcanada,approved,29.01.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine,"indications and clinical use adults schizophrenia and related disorders : olanzapine and olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine and olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or olanzapine and olanzapine odt page 4 of 62 cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g. , lithium or divalproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use olanzapine or olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : olanzapine and olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine and olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of olanzapine and olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <psychotic disorders>; <bipolar disorder>,pro doc limitee,pro doc,02311984,olanzapine,,,tablet,,,HealthCanada,79751.0
oral,,,approved,healthcanada,approved,29.01.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine,"indications and clinical use adults schizophrenia and related disorders : olanzapine and olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine and olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or olanzapine and olanzapine odt page 4 of 62 cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g. , lithium or divalproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use olanzapine or olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : olanzapine and olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine and olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of olanzapine and olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <psychotic disorders>; <bipolar disorder>,pro doc limitee,pro doc,02311992,olanzapine,,,tablet,,,HealthCanada,79752.0
oral,,,approved,healthcanada,approved,29.01.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine,"indications and clinical use adults schizophrenia and related disorders : olanzapine and olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine and olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or olanzapine and olanzapine odt page 4 of 62 cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g. , lithium or divalproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use olanzapine or olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : olanzapine and olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine and olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of olanzapine and olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <psychotic disorders>; <bipolar disorder>,pro doc limitee,pro doc,02312018,olanzapine,,,tablet,,,HealthCanada,79753.0
oral,,,approved,healthcanada,approved,06.10.2009,2009,mental and behavioural disorders,,,small molecule,sandoz olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : sandoz olanzapine and sandoz olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. sandoz olanzapine and sandoz olanzapine odt page 4 of 62 bipolar disorder : sandoz olanzapine and sandoz olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g., lithium or diva lproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use sandoz olanzapine or sandoz olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : sandoz olanzapine and sandoz olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with sandoz olanzapine and sandoz olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of sandoz olanzapine and sandoz olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <bipolar disorder>,sandoz canada incorporated,sandoz,02327775,olanzapine,,,tablet,,,HealthCanada,81318.0
oral,,,approved,healthcanada,approved,06.10.2009,2009,mental and behavioural disorders,,,small molecule,sandoz olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : sandoz olanzapine and sandoz olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. sandoz olanzapine and sandoz olanzapine odt page 4 of 62 bipolar disorder : sandoz olanzapine and sandoz olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g., lithium or diva lproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use sandoz olanzapine or sandoz olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : sandoz olanzapine and sandoz olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with sandoz olanzapine and sandoz olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of sandoz olanzapine and sandoz olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <bipolar disorder>,sandoz canada incorporated,sandoz,02327783,olanzapine,,,tablet,,,HealthCanada,81319.0
oral,,,approved,healthcanada,approved,06.10.2009,2009,mental and behavioural disorders,,,small molecule,sandoz olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : sandoz olanzapine and sandoz olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. sandoz olanzapine and sandoz olanzapine odt page 4 of 62 bipolar disorder : sandoz olanzapine and sandoz olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g., lithium or diva lproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use sandoz olanzapine or sandoz olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : sandoz olanzapine and sandoz olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with sandoz olanzapine and sandoz olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of sandoz olanzapine and sandoz olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <bipolar disorder>,sandoz canada incorporated,sandoz,02327791,olanzapine,,,tablet,,,HealthCanada,81320.0
oral,,,approved,healthcanada,approved,06.10.2009,2009,mental and behavioural disorders,,,small molecule,sandoz olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : sandoz olanzapine and sandoz olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. sandoz olanzapine and sandoz olanzapine odt page 4 of 62 bipolar disorder : sandoz olanzapine and sandoz olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g., lithium or diva lproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use sandoz olanzapine or sandoz olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : sandoz olanzapine and sandoz olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with sandoz olanzapine and sandoz olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of sandoz olanzapine and sandoz olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <bipolar disorder>,sandoz canada incorporated,sandoz,02327805,olanzapine,,,tablet,,,HealthCanada,81321.0
oral,,,approved,healthcanada,approved,09.10.2009,2009,,,,small molecule,apo-olanzapine,,,,,apotex inc,apotex,02333015,olanzapine,,,tablet,,,HealthCanada,81866.0
oral,,,approved,healthcanada,approved,05.02.2010,2010,,,,small molecule,riva-olanzapine,,,,,laboratoire riva inc.,riva,02337126,olanzapine,,,tablet,,,HealthCanada,82273.0
oral,,,approved,healthcanada,approved,05.02.2010,2010,,,,small molecule,riva-olanzapine,,,,,laboratoire riva inc.,riva,02337134,olanzapine,,,tablet,,,HealthCanada,82274.0
oral,,,approved,healthcanada,approved,05.02.2010,2010,,,,small molecule,riva-olanzapine,,,,,laboratoire riva inc.,riva,02337142,olanzapine,,,tablet,,,HealthCanada,82275.0
oral,,,approved,healthcanada,approved,05.02.2010,2010,,,,small molecule,riva-olanzapine,,,,,laboratoire riva inc.,riva,02337150,olanzapine,,,tablet,,,HealthCanada,82276.0
oral,,,approved,healthcanada,approved,05.02.2010,2010,,,,small molecule,riva-olanzapine,,,,,laboratoire riva inc.,riva,02337169,olanzapine,,,tablet,,,HealthCanada,82277.0
oral,,,approved,healthcanada,approved,29.01.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine and olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine and olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or olanzapine and olanzapine odt page 4 of 62 cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g. , lithium or divalproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use olanzapine or olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : olanzapine and olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine and olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of olanzapine and olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <psychotic disorders>; <bipolar disorder>,pro doc limitee,pro doc,02338645,olanzapine,,,tablet,,,HealthCanada,82431.0
oral,,,approved,healthcanada,approved,29.01.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine and olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine and olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or olanzapine and olanzapine odt page 4 of 62 cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g. , lithium or divalproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use olanzapine or olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : olanzapine and olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine and olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of olanzapine and olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <psychotic disorders>; <bipolar disorder>,pro doc limitee,pro doc,02338653,olanzapine,,,tablet,,,HealthCanada,82432.0
oral,,,approved,healthcanada,approved,29.01.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine and olanzapine odt (olanzapine) are indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine and olanzapine odt are indicated for the acute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or olanzapine and olanzapine odt page 4 of 62 cotherapy with agents commonly used in the treatment of acute bipolar disorder (e.g. , lithium or divalproex sodiu m). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1- year “time to relapse” trials (see part ii: clinical trials section). the p hysician who elects to use olanzapine or olanzapine odt for extended periods s hould periodically re -evaluate the long-term usefulness of the drug for the individual patient (see dosage and administration section ) . geriatrics ( ≥ 65 years of age) : olanzapine and olanzapine odt are not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine and olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s, and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of olanzapine and olanzapine odt have not been established in pediatric populations and their use is not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 -17 years).",,,<schizophrenia>; <psychotic disorders>; <bipolar disorder>,pro doc limitee,pro doc,02338661,olanzapine,,,tablet,,,HealthCanada,82433.0
oral,,,approved,healthcanada,approved,10.02.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine odt ( o lanzapine) is indicated for the a cute and maintenanc e treatment of schizop hrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 - year o f continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine odt is indicated for the a cute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonl y used in the treatment of acute bipolar disorder (e.g. , lithium or diva l pr o ex sodiu m ). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with o lanzapine was d emonstr ated in two 1 - year “time to relapse” trials (see part ii: clinical trials section). the p hys ician who elects to use olanzapine odt for extended periods s hould periodically re - evaluate the long - term usefulness of the drug for the indi vidual patient (see do sage and administration section ) . olanzapine odt product monograph page 4 of 61 g eriatrics ( ≥ 65 years of age) : olanzapine odt is not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s , and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of o lanzapine odt hav e not been established in pediatric populations and th eir use i s not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 - 17 years).",,,<schizophrenia>; <bipolar disorder>,sivem pharmaceuticals ulc,sivem,02343665,olanzapine,,,tablet,,,HealthCanada,82910.0
oral,,,approved,healthcanada,approved,10.02.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine odt ( o lanzapine) is indicated for the a cute and maintenanc e treatment of schizop hrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 - year o f continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine odt is indicated for the a cute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonl y used in the treatment of acute bipolar disorder (e.g. , lithium or diva l pr o ex sodiu m ). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with o lanzapine was d emonstr ated in two 1 - year “time to relapse” trials (see part ii: clinical trials section). the p hys ician who elects to use olanzapine odt for extended periods s hould periodically re - evaluate the long - term usefulness of the drug for the indi vidual patient (see do sage and administration section ) . olanzapine odt product monograph page 4 of 61 g eriatrics ( ≥ 65 years of age) : olanzapine odt is not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s , and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of o lanzapine odt hav e not been established in pediatric populations and th eir use i s not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 - 17 years).",,,<schizophrenia>; <bipolar disorder>,sivem pharmaceuticals ulc,sivem,02343673,olanzapine,,,tablet,,,HealthCanada,82911.0
oral,,,approved,healthcanada,approved,10.02.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine odt ( o lanzapine) is indicated for the a cute and maintenanc e treatment of schizop hrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 - year o f continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine odt is indicated for the a cute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonl y used in the treatment of acute bipolar disorder (e.g. , lithium or diva l pr o ex sodiu m ). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with o lanzapine was d emonstr ated in two 1 - year “time to relapse” trials (see part ii: clinical trials section). the p hys ician who elects to use olanzapine odt for extended periods s hould periodically re - evaluate the long - term usefulness of the drug for the indi vidual patient (see do sage and administration section ) . olanzapine odt product monograph page 4 of 61 g eriatrics ( ≥ 65 years of age) : olanzapine odt is not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s , and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of o lanzapine odt hav e not been established in pediatric populations and th eir use i s not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 - 17 years).",,,<schizophrenia>; <bipolar disorder>,sivem pharmaceuticals ulc,sivem,02343681,olanzapine,,,tablet,,,HealthCanada,82912.0
oral,,,approved,healthcanada,approved,10.02.2010,2010,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults schizophrenia and related disorders : olanzapine odt ( o lanzapine) is indicated for the a cute and maintenanc e treatment of schizop hrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms . olanzapine has been shown to be effective in maintaining clinical improvement during 1 - year o f continuation therapy in patients who had shown an initial treatment response. bipolar disorder : olanzapine odt is indicated for the a cute treatment of manic or mixed episodes in bipolar i disorder. olanzapine may be used as monotherapy or cotherapy with agents commonl y used in the treatment of acute bipolar disorder (e.g. , lithium or diva l pr o ex sodiu m ). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with o lanzapine was d emonstr ated in two 1 - year “time to relapse” trials (see part ii: clinical trials section). the p hys ician who elects to use olanzapine odt for extended periods s hould periodically re - evaluate the long - term usefulness of the drug for the indi vidual patient (see do sage and administration section ) . olanzapine odt product monograph page 4 of 61 g eriatrics ( ≥ 65 years of age) : olanzapine odt is not indicated in elderly patients with dementia. see warnings and precautions , serious warnings and precautions box and special populations . caution should be used when treating geriatric patients with olanzapine odt . see action and clinical pharmacology, warnings and precautions, special population s , and dosage and administration sections . pediatrics (<18 years of age) : the s afety and efficacy of o lanzapine odt hav e not been established in pediatric populations and th eir use i s not recommended. see also warnings and precautions, pediatrics ( < 18 years of age) and adverse reactions, other investigational trials, adverse events in adolescent patients (ages 13 - 17 years).",,,<schizophrenia>; <bipolar disorder>,sivem pharmaceuticals ulc,sivem,02343703,olanzapine,,,tablet,,,HealthCanada,82913.0
oral,,,approved,healthcanada,approved,05.10.2011,2011,mental and behavioural disorders,,,small molecule,olanzapine odt,"indications and clinical use adults : oral olanzapine schizophrenia and related disorders olanzapine odt (olanzapine) is indicated for the acute and maintenance treatment of schizophrenia and related psychotic disorders. in controlled clinical trials, olanzapine was found to improve both positive and negative symptoms. olanzapine has been show n to be effective in maintaining clinical improvement during 1 -year of continuation therapy in patients who had shown an initial treatment response. bipolar disorder olanzapine odt (olanzapine) is indicated for the acute treatment of manic or mixed episod es in bipolar i disorder. olanzapine may be used as monotherapy or co -therapy with agents commonly used in the treatment of acute bipolar disorder (e.g., lithium or divalproex sodium). the efficacy of olanzapine as monotherapy maintenance treatment in bipolar patients with manic or mixed episodes who responded to acute treatment with olanzapine was demonstrated in two 1-year “time to relapse” trials (see part ii: clinical trials). the physician who elects to use olanzapine odt for extended periods shou ld periodically re-evaluate the long -term usefulness of the drug for the individual patient (see dosage and administration). olanzapine odt product monograph page 4 of 62 geriatrics (≥ 65 years) olanzapine is not indicated in elderly patients with dementia. see warnings and precautions , serious warni ngs and precautions box ; and special populations . caution should be used when t reating geriatric patients with olanzapine odt . see action and clinical pharmacology ; warnings and precautions, special populations ; and dosage and administration. pediatrics (< 18 years of age ) the safety and efficacy of olanzapine have not been established in pediatric populations and its use is not recommended. see also warnings and precautions, pediatrics (  18 years of age); and adverse reactions, other investigational trials, adverse events in adolescents patients (ages 13 -17 years).",,,<schizophrenia>; <bipolar disorder>,sanis health inc,sanis,02352974,olanzapine,,,tablet,,,HealthCanada,83820.0
