Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
auspar-spikevax-bivalent-original-omicron-220830.pdf,389513,PM-2022-02203-1-2,Spikevax Bivalent Original/Omicron,elasomeran and imelasomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscularly,approved,authorised,29.08.2022,2022,no,no,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,Infectious and parasitic diseases,22.06.2022,2022,yes,Not reported
auspar-nubeqa-240930.pdf,"316417, 317242",PM-2022-00878-1-4,Nubeqa,Darolutamide,Bayer Australia Ltd,Small molecule,Film-coated tablet,Oral,approved,authorised,17.03.2023,2023,no,yes,treatment of patients with metastatic hormone-sensitive prostate cancer (mHSPC) in combination with docetaxel,treatment of patients with metastatic hormone-sensitive prostate cancer (mHSPC) in combination with docetaxel,Neoplasms,02.05.2022,2022,no,NA
auspar-levomilnacipran-161213.pdf,Not reported,PM-2014-04276-1-1,Fetzima,Levomilnacipran,Pierre Fabre Australia Pty Ltd,Small molecule,Extended release capsules,Oral,refused,withdrawn,06.07.2016,2016,no,no,Treatment of major depressive disorder,NA,Mental and behavioural disorders,Not reported,Not reported,no,NA
auspar-polivy-240830.pdf,"314866, 374135",PM-2021-05903-1-6,Polivy,Polatuzumab vedotin,Roche Products Pty Limited,Biologics,Powder for concentrate for solution for infusion,Intravenous,approved,authorised,14.02.2023,2023,no,yes,"Polivy in combination with rituximab, cyclophosphamide, doxorubicin, and prednisone (R-CHP) is indicated for the treatment of adult patients with previously untreated diffuse large B-cell lymphoma (DLBCL).","Polivy in combination with rituximab, cyclophosphamide, doxorubicin, and prednisone (R-CHP) is indicated for the treatment of adult patients with previously untreated diffuse large B-cell lymphoma (DLBCL).",Neoplasms; Diseases of the blood and blood-forming organs,31.01.2022,2022,no,NA
auspar-budesonide-121022-1.pdf,179566 and 179575,PM-2010-03268-3-1,Budenofalk,Budesonide,Orphan Australia Pty Ltd,Small molecule,Capsules and Foam,Oral and rectal,approved,authorised,11.05.2012,2012,yes,yes,Treatment of mild to moderate active Crohn’s disease of the ileum and/or the colon; induction of remission in patients with active collagenous colitis.,Induction of remission in patients with mild to moderately active Crohn’s disease affecting the ileum and/or the ascending colon; treatment of active rectal and rectosigmoid disease in ulcerative colitis.,Diseases of the digestive system,Not reported,Not reported,no,NA
auspar-mounjaro-231113.pdf,"379330, 379331, 379332, 379333, 379334 and 382625",PM-2021-05212-1-5,Mounjaro,Tirzepatide,Eli Lilly Australia Pty Ltd,Peptides and proteins,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),22.12.2022,2022,no,no,Treatment of adults with type 2 diabetes mellitus as an adjunct to diet and exercise,Treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,"Endocrine, nutritional, and metabolic diseases",14.01.2022,2022,no,NA
auspar-vandetanib-130807.pdf,384355; 384354,PM-2011-03002-3-4,Caprelsa,Vandetanib,AstraZeneca Pty Ltd,Small molecule,Film-coated tablet/ dispersible tablet,Oral,approved,authorised,15.01.2013,2013,yes,no,Treatment of patients with unresectable locally advanced or metastatic medullary thyroid cancer (MTC).,For the treatment of patients with symptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease.,"Neoplasms; Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-bevacizumab-130307.pdf,"99755, 99757",PM-2011-02308-3-4,Avastin,Bevacizumab,Roche Products Pty Ltd,Biologics,Injection concentrate,Intravenous,approved,authorised,24.08.2012,2012,no,yes,"Treatment of patients with recurrent, platinum-sensitive, epithelial ovarian, fallopian tube, or primary peritoneal cancer.","Treatment of patients with recurrent, platinum-sensitive, epithelial ovarian, fallopian tube, or primary peritoneal cancer who have not received prior bevacizumab or other VEGF-targeted angiogenesis inhibitors.",Neoplasms,Not reported,Not reported,yes,Not reported
auspar-split-virus-120716.pdf,178756,PM-2010-03274-3-2,Preflucel,Influenza Vaccine,Baxter Healthcare Pty Ltd,Vaccine,Suspension for injection,Intramuscular,withdrawn,withdrawn,15.05.2012,2012,no,no,Prophylaxis of influenza infection in adults and elderly,NA,Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-darolutamide-200702.pdf,"316417, 317242",PM-2019-01420-1-4,Nubeqa,Darolutamide,Bayer Australia Limited,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),20.02.2020,2020,no,no,Treatment of patients with non-metastatic castration resistant prostate cancer (nmCRPC),Treatment of patients with non-metastatic castration resistant prostate cancer (nmCRPC),Neoplasms,30.05.2019,2019,no,NA
auspar-artiss.pdf,163515,PM-2009-01572-3-4,Artiss,Fibrin sealant,Baxter Healthcare Pty Ltd,Biologics,Two deep frozen solutions in pre-filled syringes,Topical,approved,authorised,03.08.2010,2010,no,no,"Artiss is indicated as a tissue glue to adhere/seal subcutaneous tissue in plastic, reconstructive and burn surgery.",Artiss is indicated to adhere autologous skin grafts in burns patients. Artiss is not indicated for haemostasis.,Diseases of the skin,Not reported,Not reported,no,NA
auspar-naropin.pdf,Not reported,PM-2009-01406-3-1,Naropin,Ropivacaine,AstraZeneca Pty Ltd,Small molecule,Solution,Continuous wound infusion,approved,authorised,02.03.2010,2010,no,yes,Analgesia (adults and children >12 years of age) by continuous or intermittent wound infusion,Continuous wound infusion for postoperative pain management (adults only),Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,yes,Not reported
auspar-milnacipran-hydrochloride-120124.pdf,"176514, 176515, 176519, 176521 and 176513",PM-2011-02708-3-1,Joncia,Milnacipran hydrochloride,Pierre Fabre Medicament Australia Pty Ltd,Small molecule,Capsules,Oral,approved,authorised,04.11.2011,2011,no,no,Management of fibromyalgia,Management of fibromyalgia,Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,no,NA
auspar-vismodegib-130913.pdf,196234,PM-2012-00329-3-4,Erivedge,Vismodegib,Roche Products Pty Limited,Small molecule,Hard capsule,Oral,approved,authorised,06.05.2013,2013,no,no,treatment of adult patients with advanced basal cell carcinoma for whom surgery is inappropriate,"treatment of adult patients with metastatic basal cell carcinoma, or with locally advanced basal cell carcinoma where surgery and/or radiation therapy are not appropriate",Neoplasms; Diseases of the skin,Not reported,Not reported,no,NA
auspar-idelalisib-150714.pdf,218837 (100 mg); 218839 (150 mg),PM-2013-04151-1-4,Zydelig,Idelalisib,Gilead Sciences Pty Ltd,Small molecule,"Tablets: film coated, unscored",Oral,approved,authorised,30.01.2015,2015,no,no,Treatment of patients with relapsed chronic lymphocytic leukaemia (CLL) and refractory indolent non-Hodgkin lymphoma (iNHL).,"Zydelig is indicated as monotherapy for the treatment of patients with refractory follicular lymphoma, who have received at least 2 prior systemic therapies. Zydelig, in combination with rituximab, is indicated for the treatment of patients with chronic lymphocytic leukaemia (CLL)/small lymphocytic lymphoma (SLL) for whom chemo-immunotherapy is not considered suitable.",Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
auspar-oxlumo-250611.pdf,421050,PM-2023-03742-1-3,Oxlumo,Lumasiran,Medison Pharma Australia Pty Ltd,Small molecule,Solution for injection,Subcutaneous,approved,authorised,20.06.2024,2024,yes,no,Treatment of primary hyperoxaluria type 1 (PH1) in all age groups,Treatment of primary hyperoxaluria type 1 (PH1) in all age groups,"Endocrine, nutritional, and metabolic diseases",03.10.2023,2023,no,NA
auspar-targin.pdf,Not reported,PM-2008-2938-1,Targin,"Oxycodone hydrochloride, naloxone hydrochloride",Mundipharma Pty Ltd,Small molecule,Modified release tablets,Oral,approved,authorised,05.03.2010,2010,no,no,Management of moderate to severe chronic pain unresponsive to non-narcotic analgesia. The naloxone component in a fixed combination with oxycodone is indicated for the therapy and/or prophylaxis of opioid-induced constipation.,Management of moderate to severe chronic pain unresponsive to non-narcotic analgesia. The naloxone component in a fixed combination with oxycodone is indicated for the therapy and/or prophylaxis of opioid-induced constipation.,Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system,Not reported,Not reported,no,NA
auspar-trastuzumab-121217.pdf,171014 and 73229,2011-01528-3-4,Herceptin,Trastuzumab,Roche Products Pty Ltd,Biologics,Powder for injection,Intravenous,approved,authorised,29.06.2012,2012,no,yes,For the treatment of HER2-positive locally advanced breast cancer in combination with neoadjuvant chemotherapy followed by adjuvant Herceptin.,For the treatment of HER2-positive locally advanced breast cancer in combination with neoadjuvant chemotherapy followed by adjuvant Herceptin.,Neoplasms,Not reported,Not reported,yes,Not reported
auspar-belimumab-121031.pdf,173078 and 173077,PM-2010-01980-3-2,Benlysta,Belimumab,GlaxoSmithKline Australia,Biologics,Lyophilized powder for intravenous infusion,Intravenous,approved,authorised,06.07.2012,2012,no,no,"reducing disease activity in adult patients with active, autoantibody-positive systemic lupus erythematosus (SLE) who are receiving standard therapy","add-on therapy for reducing disease activity in adult patients with active, autoantibody-positive systemic lupus erythematosus (SLE) with a high degree of disease activity despite standard therapy",Diseases of the musculoskeletal system and connective tissue,17.02.2012,2012,yes,Not reported
auspar-movectro.pdf,166483,PM-2009-02909-3-1,Movectro,Cladribine,Merck Serono Australia Pty Ltd,Small molecule,Tablet,Oral,approved,withdrawn,02.09.2010,2010,no,yes,Treatment of relapsing-remitting multiple sclerosis (MS) for a maximum duration of two years.,Treatment of relapsing-remitting multiple sclerosis (MS) for a maximum duration of two years.,Diseases of the nervous system,Not reported,Not reported,no,NA
auspar-intratect.pdf,"164548, 164549, 164550 and 164551",PM-2009-02495-3-2,Intratect,Immunoglobulin – normal (human),Link Medical Products Pty Ltd,Biologics,Solution,Intravenous,approved,authorised,03.02.2011,2011,no,no,"Replacement therapy in primary immunodeficiency syndromes, myeloma or chronic lymphocytic leukemia with severe secondary hypogammaglobulinaemia and recurrent infections, and for children with congenital AIDS; Immunomodulatory effect in idiopathic thrombocytopenic purpura, Guillain-Barré syndrome, Kawasaki disease or allogenic bone marrow transplant.","Replacement therapy in primary immunodeficiency syndromes, myeloma or chronic lymphocytic leukemia with severe secondary hypogammaglobulinaemia and recurrent infections, and for children with congenital AIDS; Immunomodulatory effect in idiopathic thrombocytopenic purpura, Guillain-Barré syndrome, Kawasaki disease or allogenic bone marrow transplant.",Diseases of the blood and blood-forming organs; Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
auspar-spikevax-230511.pdf,"370599, 388244 and 388245",PM-2022-05374-1-2,Spikevax,Elasomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),21.04.2023,2023,no,no,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 6 years of age and older.,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 6 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,19.01.2023,2023,yes,Not reported
auspar-onglyza.pdf,157907,Not reported,Onglyza,Saxagliptin,Bristol-Myers Squibb Australia Pty Ltd,Small molecule,Film coated tablets,Oral,approved,authorised,07.03.2011,2011,no,no,"Onglyza is indicated in patients with type 2 diabetes mellitus, to improve glycaemic control, as an adjunct to diet and exercise.","Add-on combination - Onglyza is indicated in patients with type 2 diabetes mellitus, to improve glycaemic control, in combination with metformin, a sulfonylurea, or a thiazolidinedione, as an adjunct to diet and exercise, when the single agent alone does not provide adequate glycaemic control.","Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-elasomeran-mrna-1273-211208.pdf,370599,Not reported,Spikevax,Elasomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),07.12.2021,2021,no,yes,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 18 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,08.11.2021,2021,yes,Not reported
auspar-tadalafil-130722.pdf,"128478 (2.5 mg), 128496 (5 mg)",PM-2011-03166-3-3,Cialis,Tadalafil,Eli Lilly Australia Pty Ltd,Small molecule,Film coated tablets,Oral,approved,authorised,16.05.2013,2013,no,yes,Treatment of erectile dysfunction (ED) and benign prostatic hyperplasia (BPH) in adult males,Treatment of erectile dysfunction (ED) and lower urinary tract symptoms (LUTS) associated with benign prostatic hyperplasia (BPH) in adult males,Diseases of the genitourinary system,Not reported,Not reported,yes,Not reported
auspar-dapsone-171201.pdf,266267,PM-2015-03568-1-5,Aczone,Dapsone,Allergan Australia Pty Ltd,Small molecule,Topical gel,Topical,approved,authorised,04.01.2017,2017,no,yes,For the topical treatment of acne vulgaris in patients 12 years of age and older,For the topical treatment of acne vulgaris in patients 12 years of age and older,Diseases of the skin,Not reported,Not reported,no,NA
auspar-macitentan-140428.pdf,205624; 205427,PM-2012-04112-1-3,Opsumit,Macitentan,Actelion Pharmaceuticals Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised,31.01.2014,2014,yes,no,For the treatment of pulmonary arterial hypertension (PAH),Idiopathic pulmonary arterial hypertension; heritable pulmonary arterial hypertension; pulmonary arterial hypertension associated with connective tissue disease; pulmonary arterial hypertension associated with congenital heart disease with repaired shunts,Diseases of the circulatory system,Not reported,Not reported,no,NA
auspar-prednisone-130613.pdf,"183793, 183794, 183795",PM 2011-00520-3-3,Lodotra,Prednisone,Mundipharma Pty Limited,Small molecule,Tablets - modified release,Oral,approved,authorised,17.07.2012,2012,no,no,"treatment of moderate to severe, active rheumatoid arthritis in adults, particularly when accompanied by morning stiffness","treatment of moderate to severe, active rheumatoid arthritis in adults, particularly when accompanied by morning stiffness",Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,yes,Not reported
auspar-pembrolizumab-rch-200505.pdf,"226597, 263932",PM-2019-02526-1-4,Keytruda,Pembrolizumab,Merck Sharp & Dohme (Australia) Pty Limited,Biologics,"Powder for injection, concentrated injection",Intravenous,approved,authorised (under additional monitoring),17.09.2019,2019,no,yes,"Treatment of patients with advanced endometrial carcinoma that is not MSI-H or dMMR, who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.","Treatment of patients with advanced endometrial carcinoma that is not MSI-H or dMMR, who have disease progression following prior systemic therapy and are not candidates for curative surgery or radiation.",Neoplasms; Diseases of the genitourinary system,04.07.2019,2019,yes,Not reported
auspar-dupilumab-180612.pdf,283127 and 282981,PM-2016-04087-1-1,Dupixent,Dupilumab,Sanofi-Aventis Australia Pty Ltd,Biologics,Solution for Injection,Subcutaneous,approved,authorised,22.01.2018,2018,no,no,Treatment of adult patients with moderate-to-severe atopic dermatitis whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable.,Treatment of moderate to severe atopic dermatitis in adult patients who are candidates for chronic systemic therapy.,Diseases of the skin,03.01.2017,2017,no,NA
auspar-progesterone-200207.pdf,"21190, 21195, 165111, 165112",PM-2018-04477-1-5,Oripro,Progesterone,Orion Laboratories Pty Ltd T/A Perrigo Australia,Small molecule,Moulded pessary,Vaginal,approved,authorised,06.11.2019,2019,no,yes,Prevention of preterm birth due to shortened cervix or where there is a history of spontaneous birth between 20 and 34 weeks of gestation,Prevention of preterm birth in singleton pregnancies at risk due to shortened cervix (midtrimester sonographic cervix ≤ 25 mm) and/or where there is a history of spontaneous preterm birth,Pregnancy and childbirth,30.11.2018,2018,yes,Not reported
auspar-adalimumab-140805.pdf,"216038, 127116, 155315, 199410, 199411, 199412, 95779, 95780",PM-2013-01154-1-1,Humira,Adalimumab,AbbVie Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,02.06.2014,2014,yes,yes,Crohn’s Disease in Adults and Children (greater than or equal to 6 years),Crohn’s Disease in Adults and Children (greater than or equal to 6 years),Diseases of the digestive system,20.05.2013,2013,yes,Not reported
auspar-teriflunomide-130521.pdf,"192672, 191696, 191700",PM-2011-02772-3-1,Aubagio/Teriflunomide Winthrop/Teriflunomide Sanofi,Teriflunomide,Sanofi-Aventis Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised,30.10.2012,2012,no,no,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the accumulation of physical disability,treatment of patients with relapsing forms of multiple sclerosis to reduce the frequency of clinical relapses and to delay the progression of physical disability,Diseases of the nervous system,Not reported,Not reported,no,NA
auspar-albumex-110920.pdf,"31820, 46283, 50595, 50620, 59154, 59155, 72895, 72896",PM-2010-02082-3-5,Albumex 20/Albumex 5/Albumex 4,Albumin (human),CSL Ltd,Biologics,Solution for injection,Intravenous,withdrawn,withdrawn,14.06.2011,2011,no,yes,Extension of indications for Albumex 4 to include first line use in hypovolaemia/shock,NA,Diseases of the circulatory system,Not reported,Not reported,yes,Not reported
auspar-catumaxomab-140311.pdf,Not reported,PM-2010-03132-3-4,Removab,Catumaxomab,Biotech Regulatory Solutions,Biologics,Concentrate for solution for infusion; prefilled syringe,Intraperitoneal,rejected,NA,01.11.2011,2011,yes,no,Treatment of patients with malignant ascites due to EpCAM positive carcinomas,NA,Neoplasms; Diseases of the digestive system,Not reported,Not reported,yes,Not reported
auspar-meningococcal-131031.pdf,190719 and 190718,PM-2011-02486-3-2,Bexsero,Neisseria meningitidis Group B Factor H Binding Protein fusion protein,Novartis Vaccines and Diagnostics Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,09.08.2013,2013,no,no,Active immunisation against invasive disease caused by N. meningitidis group B strains,Active immunisation against invasive disease caused by N. meningitidis group B strains,Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-inactivated-quadrivalent-influenza-vaccine-split-virion-170720.pdf,262428,PM-2015-02796-1-2,Afluria Quad,Influenza virus haemagglutinin,Seqirus Pty Ltd,Vaccine,Suspension for injection,Intramuscular; subcutaneous,approved,authorised,15.07.2016,2016,no,no,"For the prevention of influenza caused by Influenza Virus, Types A and B contained in the vaccine. The vaccine is indicated for use only in persons aged 18 years and over.","For the prevention of influenza caused by Influenza Virus, Types A and B contained in the vaccine. The vaccine is indicated for use only in persons aged 18 years and over.",Infectious and parasitic diseases,27.10.2015,2015,yes,Not reported
auspar-lumakras-230530.pdf,353210,PM-2021-00026-1-4,Lumakras,Sotorasib,Amgen Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),28.03.2022,2022,yes,no,The treatment of patients with previously treated KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC).,The treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC) who have received at least one prior systemic therapy for advanced disease.,Neoplasms; Diseases of the respiratory system,01.03.2021,2021,no,NA
auspar-aripiprazole-monohyrate-141125.pdf,211122; 211150,PM-2013-01100-1-1,Abilify Maintena,Aripiprazole Monohydrate,Lundbeck (Australia) Pty Ltd,Small molecule,Lyophilised powder and solvent for reconstitution,Intramuscular,approved,authorised,22.07.2014,2014,no,no,For the treatment of schizophrenia,For maintenance of clinical improvement in the treatment of schizophrenia,Mental and behavioural disorders,Not reported,Not reported,no,NA
auspar-elasomeran.pdf,370599,PM-2021-02994-1-2,Spikevax,Elasomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),09.08.2021,2021,no,no,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,08.07.2021,2021,no,NA
auspar-oralair.pdf,"167565, 167566",PM-2009-03500-3-2,Oralair Sublingual Tablet,Allergen pollen extract of 5 grasses,Helex-A Pty Ltd,Other,Sublingual tablet,Oral,approved,authorised,19.04.2011,2011,no,no,"Treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific IgE to the grass pollen.","Treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific IgE to the grass pollen.",Diseases of the respiratory system; Diseases of the eye and adnexa,Not reported,Not reported,yes,Not reported
auspar-adalimumab-200917.pdf,"320241, 320242, 320243",PM-2019-03192-1-1,Idacio,Adalimumab,Fresenius Kabi Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,15.06.2020,2020,no,no,Rheumatoid Arthritis; Juvenile Idiopathic Arthritis; Enthesitis-Related Arthritis; Psoriatic Arthritis; Ankylosing Spondylitis; Crohn’s Disease in Adults and Children (≥ 6 years); Ulcerative colitis; Psoriasis in Adults and Children; Hidradenitis Suppurativa in Adults and Adolescents (from 12 years of age); Uveitis,Rheumatoid Arthritis; Juvenile Idiopathic Arthritis; Enthesitis-Related Arthritis; Psoriatic Arthritis; Ankylosing Spondylitis; Crohn’s Disease in Adults and Children (≥ 6 years); Ulcerative colitis; Psoriasis in Adults and Children; Hidradenitis Suppurativa in Adults and Adolescents (from 12 years of age); Uveitis,Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system; Diseases of the skin; Diseases of the eye and adnexa,02.09.2019,2019,no,NA
auspar-romosozumab-200120.pdf,"296830, 296831",PM-2017-04339-1-5,Evenity,Romosozumab,Amgen Australia Pty. Ltd.,Biologics,Solution for injection,Subcutaneous,approved,authorised,21.06.2019,2019,no,no,Treatment of osteoporosis in postmenopausal women at increased risk of fracture; Treatment of osteoporosis in men at increased risk of fracture,Treatment of osteoporosis in postmenopausal women at high risk of fracture; Treatment to increase bone mass in men with osteoporosis at high risk of fracture,Diseases of the musculoskeletal system and connective tissue,05.01.2018,2018,no,NA
auspar-adalimumab-131025.pdf,"95779, 95780, 127116, 155315, 199410, 199411, 199412",PM-2012-01954-3-1,Humira,Adalimumab,AbbVie Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,16.07.2013,2013,no,yes,Treatment of moderate to severe ulcerative colitis in patients who have had an inadequate response to conventional therapy or who are intolerant to or have medical contraindications for such therapies.,Treatment of moderate to severe ulcerative colitis in adult patients who have had an inadequate response to conventional therapy or who are intolerant to or have medical contraindications for such therapies.,Diseases of the digestive system,Not reported,Not reported,yes,Not reported
auspar-fondaparinux-200511.pdf,"97800, 97799, 97798, 80279",PM-2017-03032-1-3,Arixtra,Fondaparinux,Aspen Pharmacare Australia Pty Ltd,Small molecule,Solution for Injection,Subcutaneous,approved,authorised,21.03.2019,2019,no,yes,Treatment of unstable angina or non-ST segment elevation myocardial infarction (UA/NSTEMI) and ST segment elevation myocardial infarction (STEMI),Treatment of unstable angina or non-ST segment elevation myocardial infarction (UA/NSTEMI) in patients for whom urgent (< 120 min) invasive management (PCI) is not indicated; Treatment of ST segment elevation myocardial infarction (STEMI) in patients who are managed with thrombolytics or who initially are to receive no other form of reperfusion therapy,Diseases of the circulatory system,30.11.2017,2017,yes,Not reported
auspar-levonorgestrel-140205.pdf,200456,PM-2012-01933-3-5,Jaydess,Levonorgestrel,Bayer Australia Ltd,Small molecule,Intrauterine drug delivery system,Intrauterine,approved,authorised,10.09.2013,2013,no,yes,Contraception for up to 3 years,Contraception for up to 3 years,Other,Not reported,Not reported,yes,Not reported
auspar-etanercept-210224.pdf,"309829, 309831, 309830, 309834",PM-2018-03223-1-3,Rymti/Etera,Etanercept,Lupin Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,28.01.2020,2020,no,no,"Rheumatoid arthritis, psoriatic arthritis, plaque psoriasis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, juvenile idiopathic arthritis, paediatric plaque psoriasis","Rheumatoid arthritis, psoriatic arthritis, plaque psoriasis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, juvenile idiopathic arthritis, paediatric plaque psoriasis",Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the blood and blood-forming organs,31.10.2018,2018,no,NA
auspar-guselkumab-210329.pdf,"321410, 286020",PM-2019-05350-1-3,Tremfya,Guselkumab,Janssen-Cilag Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),21.01.2021,2021,no,yes,"Treatment of adult patients with active psoriatic arthritis, who have had an inadequate response to, or are intolerant to prior DMARD therapy","Treatment of adult patients with active psoriatic arthritis, who have had an inadequate response to, or are intolerant to prior DMARD therapy",Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,18.12.2019,2019,yes,Not reported
auspar-apalutamide-190325.pdf,299792 and 299791,PM-2018-00489-1-4,Erlyand / Janssen Apalutamide,Apalutamide,Janssen-Cilag Pty Ltd,Small molecule,Film-coated tablets,Oral,approved,authorised (under additional monitoring),04.07.2018,2018,no,no,"treatment of patients with non-metastatic, castration-resistant prostate cancer","treatment of patients with non-metastatic, castration-resistant prostate cancer",Neoplasms,07.03.2018,2018,no,NA
auspar-abiraterone-acetate-140122.pdf,180314,PM-2012-02706-3-4,Zytiga,Abiraterone acetate,Janssen-Cilag Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,20.08.2013,2013,no,yes,treatment of patients with metastatic castration resistant prostate cancer (mCRPC) who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy (ADT) and who have received prior chemotherapy containing a taxane.,treatment of patients with metastatic castration resistant prostate cancer (mCRPC) who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy (ADT),Neoplasms,27.02.2012,2012,no,NA
auspar-ms-2step-composite-pack-240214.pdf,210574,PM-2022-05475-1-5,MS-2 Step composite pack,mifepristone & misoprostol,MS Health Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,28.06.2023,2023,no,yes,"Medical termination of an intrauterine pregnancy, up to 63 days of gestation.","Medical termination of an intrauterine pregnancy, up to 63 days of gestation.",Pregnancy and childbirth,31.01.2023,2023,no,NA
auspar-chadox1-s-covid-19-vaccine-astrazeneca-210215.pdf,349072,PM-2020-06115-1-2,COVID-19 Vaccine AstraZeneca,ChAdOx1-S,AstraZeneca Pty Ltd,Vaccine,Solution for injection,Intramuscular,approved,authorised,15.02.2021,2021,no,no,Active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2.,Active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2.,Infectious and parasitic diseases,01.12.2020,2020,yes,Not reported
auspar-lurbinectedin-220401.pdf,335536,PM-2020-02181-1-4,Zepzelca,Lurbinectedin,Specialised Therapeutics Pharma Pty Ltd,Small molecule,Powder for solution for infusion,Intravenous,approved,authorised (under additional monitoring),10.09.2021,2021,yes,no,For the treatment of patients with small cell lung cancer (SCLC) who have progressed after prior platinum-containing therapy.,For the treatment of patients with metastatic small cell lung cancer (SCLC) that has progressed on or after prior platinum-containing therapy.,Neoplasms; Diseases of the respiratory system,28.05.2020,2020,no,NA
