Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
ema/753230/2014,emea/h/c/004000,duloxetine lilly,duloxetine,eli lilly nederland b.v.,small molecule,capsule,oral,approved,authorised,23.10.2014,2014,no,no,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder.,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder.,"mental and behavioural disorders; endocrine, nutritional, and metabolic diseases",07.05.2014,2014,yes,,duloxetine-lilly-epar-public-assessment-report_en.pdf,EMA
ema/chmp/225126/2018,emea/h/c/003958/0000,pemetrexed krka,pemetrexed,krka d.d.,small molecule,powder,intravenous,approved,withdrawn,22.03.2018,2018,no,no,malignant pleural mesothelioma; non-small cell lung cancer,malignant pleural mesothelioma; non-small cell lung cancer,neoplasms; diseases of the respiratory system,24.05.2017,2017,yes,,pemetrexed-krka-epar-public-assessment-report_en.pdf,EMA
ema/chmp/138212/2014,emea/h/c/002683/0000,winfuran,nalfurafine,toray international u.k. limited,small molecule,concentrate,intravenous,refused,withdrawn,19.12.2013,2013,yes,no,"treatment of severe uraemic pruritus (up) in patients of 18 years of age or older, with end stage renal disease (esrd) undergoing regular dialysis.",na,diseases of the skin; diseases of the genitourinary system,28.06.2012,2012,no,na,winfuran-withdrawal-assessment-report_en.pdf,EMA
ema/chmp/557821/2012,emea/h/c/002498,tresiba,insulin degludec,novo nordisk a/s,peptides and proteins,solution,subcutaneous,approved,authorised,18.10.2012,2012,no,no,treatment of diabetes mellitus,treatment of diabetes mellitus in adults,"endocrine, nutritional, and metabolic diseases",26.09.2011,2011,no,na,tresiba-epar-public-assessment-report_en.pdf,EMA
ema/741024/2012,emea/h/c/002568,memantine merz,memantine,merz pharmaceuticals gmbh,small molecule,,,approved,authorised,20.09.2012,2012,no,yes,treatment of moderate to severe alzheimer’s disease,treatment of patients with moderate to severe alzheimer’s disease,diseases of the nervous system,28.05.2012,2012,yes,na,memantine-merz-epar-public-assessment-report_en.pdf,EMA
ema/768319/2014,emea/h/c/003837/0000,exviera,dasabuvir,abbvie ltd.,small molecule,tablet,oral,approved,withdrawn,20.11.2014,2014,no,no,exviera is indicated in combination with other medicinal products for the treatment of chronic hepatitis c (chc) in adults.,exviera is indicated in combination with other medicinal products for the treatment of chronic hepatitis c (chc) in adults.,infectious and parasitic diseases,06.05.2014,2014,no,na,exviera-epar-public-assessment-report_en.pdf,EMA
ema/819302/2015,emea/h/c/004109/0000,pemetrexed actavis,pemetrexed,actavis group ptc ehf.,small molecule,concentrate,intravenous,approved,authorised,19.11.2015,2015,no,no,malignant pleural mesothelioma; non-small cell lung cancer,malignant pleural mesothelioma; non-small cell lung cancer,neoplasms; diseases of the respiratory system,04.02.2015,2015,no,na,pemetrexed-actavis-epar-public-assessment-report_en.pdf,EMA
ema/749639/2016,emea/h/c/003833/0000,glyxambi,empagliflozin / linagliptin,boehringer ingelheim international gmbh,small molecule,tablet,oral,approved,authorised,15.09.2016,2016,no,no,"glyxambi is indicated in adults with type 2 diabetes mellitus to improve glycaemic control when diet and exercise, plus metformin and a sodium glucose co-transporter 2 (sglt2) inhibitor do not provide adequate glycaemic control, when diet and exercise, plus metformin and a dipeptidyl peptidase 4 (dpp-4) inhibitor do not provide adequate glycaemic control, when already being treated with the free combination of empagliflozin (or another sglt-2 inhibitor) and linagliptin (or another dpp-4 inhibitor).","glyxambi is indicated in adults with type 2 diabetes mellitus to improve glycaemic control when diet and exercise, plus metformin and a sodium glucose co-transporter 2 (sglt2) inhibitor do not provide adequate glycaemic control, when diet and exercise, plus metformin and a dipeptidyl peptidase 4 (dpp-4) inhibitor do not provide adequate glycaemic control, when already being treated with the free combination of empagliflozin (or another sglt-2 inhibitor) and linagliptin (or another dpp-4 inhibitor).","endocrine, nutritional, and metabolic diseases",08.10.2015,2015,no,na,glyxambi-epar-public-assessment-report_en.pdf,EMA
ema/528272/2020,emea/h/c/004586/0000,exparel liposomal,bupivacaine,pacira ireland limited,small molecule,dispersion,,approved,authorised,17.09.2020,2020,no,no,for prolonged acute pain management and reduction in need for opioids in adults compared to immediate release (ir) bupivacaine,for prolonged acute pain management and reduction in need for opioids in adults compared to immediate release (ir) bupivacaine,diseases of the nervous system,24.05.2019,2019,yes,,exparel-liposomal-epar-public-assessment-report_en.pdf,EMA
ema/chmp/392430/2015,emea/h/c/003882/0000,praluent,alirocumab,sanofi-aventis groupe,biologics,solution,subcutaneous,approved,authorised,23.07.2015,2015,no,no,"praluent is indicated, as adjunct therapy to diet, for long-term use in adult patients with primary hypercholesterolaemia (non-familial and heterozygous familial) or mixed dyslipidaemia to reduce low-density lipoprotein cholesterol (ldl-c).","praluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet: in combination with a statin or statin with other lipid lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.","endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",02.12.2014,2014,no,na,praluent-epar-public-assessment-report_en.pdf,EMA
ema/chmp/746584/2015,emea/h/c/003750/0000,heparesc,human heterologous liver cells,cytonet gmbh&co kg,cell and gene therapy,suspension,intraportal,refused,na,22.10.2015,2015,yes,no,"treatment of paediatric patients from birth to less than 6 years of age with urea cycle disorders (ucd) caused by carbamoylphosphate synthetase 1 deficiency, ornithine transcarbamylase deficiency, argininosuccinate synthetase deficiency (citrullinaemia type 1), argininosuccinate lyase deficiency (argininosuccinic aciduria), or arginase deficiency (hyperargininaemia).",na,"endocrine, nutritional, and metabolic diseases",05.12.2013,2013,no,na,heparesc-epar-public-assessment-report_en.pdf,EMA
ema/chmp/742133/2016,emea/h/c/004216/0000,lartruvo,olaratumab,eli lilly nederland b.v.,biologics,concentrate,intravenous,conditional marketing authorisation,withdrawn,15.09.2016,2016,yes,no,lartruvo is indicated in combination with doxorubicin for the treatment of adult patients with advanced soft tissue sarcoma who are not amenable to curative treatment with surgery or radiotherapy and who have not been previously treated with doxorubicin.,lartruvo is indicated in combination with doxorubicin for the treatment of adult patients with advanced soft tissue sarcoma who are not amenable to curative treatment with surgery or radiotherapy and who have not been previously treated with doxorubicin.,neoplasms,29.01.2016,2016,no,na,lartruvo-epar-public-assessment-report_en.pdf,EMA
ema/490172/2018,emea/h/c/004426/0000,cablivi,caplacizumab,ablynx nv,biologics,lyophilized powder,intravenous; subcutaneous,approved,authorised,28.06.2018,2018,yes,no,treatment of adults experiencing an episode of acquired thrombotic thrombocytopenic purpura (attp).,treatment of adults experiencing an episode of acquired thrombotic thrombocytopenic purpura (attp).,diseases of the blood and blood-forming organs,03.02.2017,2017,no,na,cablivi-epar-public-assessment-report_en.pdf,EMA
ema/212039/2012,emea/h/c/002500,pheburane,sodium phenylbutyrate,lucane pharma,small molecule,granules,oral,approved,authorised,21.02.2013,2013,yes,no,"pheburane is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. it is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). it is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.","pheburane is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. it is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). it is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.","endocrine, nutritional, and metabolic diseases",01.03.2012,2012,yes,,pheburane-epar-public-assessment-report_en.pdf,EMA
ema/271332/2020,emea/h/c/005061/0000,enerzair breezhaler,indacaterol / glycopyrronium bromide / mometasone,novartis europharm limited,small molecule,powder; capsule,inhalation,approved,authorised,30.04.2020,2020,no,no,"once-daily maintenance treatment of asthma, and to reduce asthma exacerbations, in adults not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid","once-daily maintenance treatment of asthma, and to reduce asthma exacerbations, in adults not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid",diseases of the respiratory system,03.05.2019,2019,no,na,enerzair-breezhaler-epar-public-assessment-report_en.pdf,EMA
ema/676680/2014,emea/h/c/002789/0000,quinsair,levofloxacin,aptalis pharma sas,small molecule,solution,inhalation,approved,authorised,18.12.2014,2014,no,no,long-term management of chronic pulmonary infections due to pseudomonas aeruginosa in patients with cystic fibrosis (cf) aged 12 years and older.,management of chronic pulmonary infections due to pseudomonas aeruginosa in adult patients with cystic fibrosis (cf).,infectious and parasitic diseases; diseases of the respiratory system,29.11.2013,2013,no,na,quinsair-epar-public-assessment-report_en.pdf,EMA
ema/chmp/182840/2019,emea/h/c/004646/0000,lorviqua,lorlatinib,pfizer limited,small molecule,tablet,oral,approved,authorised,28.02.2019,2019,no,no,"lorviqua monotherapy is indicated for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc) previously treated with one or more alk tyrosine kinase inhibitors (tkis), except for patients treated with crizotinib as the only alk-tki.",lorlatinib as monotherapy is indicated for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc) whose disease has progressed after: alectinib or ceritinib as the first alk tyrosine kinase inhibitor (tki) therapy; or crizotinib and at least one other alk tki.,neoplasms; diseases of the respiratory system,09.01.2018,2018,no,na,lorviqua-epar-public-assessment-report_en.pdf,EMA
ema/389694/2013,emea/h/c/002681,imatinib accord,imatinib,accord healthcare ltd.,small molecule,tablet,oral,approved,authorised,25.04.2013,2013,no,no,"treatment of paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment; paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or blast crisis; adult patients with ph+ cml in blast crisis; adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy; adult patients with relapsed or refractory ph+ all as monotherapy; adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements; adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement; adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.","treatment of paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment; paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or blast crisis; adult patients with ph+ cml in blast crisis; adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy; adult patients with relapsed or refractory ph+ all as monotherapy; adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements; adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement; adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.",neoplasms; diseases of the blood and blood-forming organs,03.05.2012,2012,yes,,imatinib-accord-epar-public-assessment-report_en.pdf,EMA
ema/chmp/445484/2019,emea/h/c/005300/0000,azacitidine celgene,azacitidine,celgene europe bv,small molecule,powder,subcutaneous,approved,withdrawn,27.06.2019,2019,no,yes,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts.","treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts.",neoplasms; diseases of the blood and blood-forming organs,04.04.2019,2019,yes,,azacitidine-celgene-epar-public-assessment-report_en.pdf,EMA
ema/443555/2023,emea/h/c/005910/0000,vanflyta,quizartinib,daiichi sankyo europe gmbh,small molecule,tablet,oral,approved,authorised,14.09.2023,2023,no,no,"vanflyta is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, and as continuation monotherapy following consolidation, for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) that is fms-like tyrosine kinase 3 internal tandem duplication (flt3-itd) positive.","vanflyta is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, and as continuation monotherapy following consolidation, for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) that is fms-like tyrosine kinase 3 internal tandem duplication (flt3-itd) positive.",neoplasms; diseases of the blood and blood-forming organs,23.06.2022,2022,no,na,vanflyta-epar-public-assessment-report_en.pdf,EMA
ema/614876/2019,emea/h/c/004535/0000,spravato,esketamine,janssen-cilag international n.v.,small molecule,spray,nasal,approved,authorised,21.11.2019,2019,no,no,treatment resistant depression (major depressive disorder in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode),"spravato, in combination with a ssri or snri, is indicated for adults with treatment-resistant major depressive disorder, who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode",mental and behavioural disorders,10.10.2018,2018,no,na,spravato-epar-public-assessment-report_en.pdf,EMA
ema/534223/2009,emea/h/c/1208,foclivia,a/viet nam/1194/2004 (h5n1) virus surface inactivated antigen,novartis vaccines and diagnostics s.r.l.,vaccine,,,approved,authorised,23.07.2009,2009,no,yes,prophylaxis of the influenza in an official declared pandemic situation.,prophylaxis of influenza in an officially declared pandemic situation.,infectious and parasitic diseases,14.07.2009,2009,yes,,foclivia-epar-public-assessment-report_en.pdf,EMA
ema/chmp/794405/2022,emea/h/c/005695/0000,opfolda,miglustat,amicus therapeutics europe limited,small molecule,capsule,oral,approved,authorised,26.04.2023,2023,no,no,opfolda is indicated in co-administration with cipaglucosidase alfa for use in the long-term treatment of adults aged 18 years and older with a confirmed diagnosis of pompe disease (acid α-glucosidase [gaa] deficiency).,opfolda (miglustat) is an enzyme stabiliser of cipaglucosidase alfa long-term enzyme replacement therapy in adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency).,"endocrine, nutritional, and metabolic diseases",05.11.2021,2021,no,na,opfolda-epar-public-assessment-report_en.pdf,EMA
ema/40740/2012,emea/h/c/002140,sumatriptan galpharm,sumatriptan,galpharm healthcare ltd.,small molecule,tablet,oral,refused,na,17.11.2011,2011,no,no,"acute relief of migraine attacks, with or without aura",na,diseases of the nervous system,31.03.2010,2010,yes,na,sumatriptan-galpharm-epar-public-assessment-report_en.pdf,EMA
ema/544323/2023,emea/h/c/005908/0000,elrexfio,elranatamab,pfizer europe ma eeig,biologics,solution,subcutaneous,approved,authorised,12.10.2023,2023,no,no,"treatment of adult patients with relapsed or refractory multiple myeloma, who have received at least three prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on the last therapy","treatment of adult patients with relapsed or refractory multiple myeloma, who have received at least three prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on the last therapy",neoplasms; diseases of the blood and blood-forming organs,04.01.2023,2023,no,na,elrexfio-epar-public-assessment-report_en.pdf,EMA
ema/chmp/372271/2024,emea/h/c/006120/0000,loqtorzi,toripalimab,tmc pharma (eu) limited,biologics,concentrate,intravenous,approved,authorised,25.07.2024,2024,no,no,"loqtorzi, in combination with cisplatin and gemcitabine, is indicated for the first-line treatment of adult patients with metastatic or recurrent, locally advanced nasopharyngeal carcinoma. loqtorzi, in combination with platinum-based chemotherapy, is indicated for the first-line treatment of adult patients with recurrent or metastatic oesophageal squamous cell carcinoma.","loqtorzi, in combination with cisplatin and gemcitabine, is indicated for the first-line treatment of adult patients with recurrent, not amenable to surgery or radiotherapy, or metastatic nasopharyngeal carcinoma. loqtorzi, in combination with cisplatin and paclitaxel, is indicated for the first-line treatment of adult patients with unresectable advanced, recurrent, or metastatic oesophageal squamous cell carcinoma.",neoplasms; diseases of the respiratory system,13.11.2022,2022,no,na,loqtorzi-epar-public-assessment-report_en.pdf,EMA
ema/696925/2018,emea/h/c/004248/0000,alunbrig,brigatinib,takeda pharma a/s,small molecule,tablet,oral,approved,authorised,20.09.2018,2018,no,no,treatment of adult patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc) previously treated with crizotinib,treatment of adult patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc) previously treated with crizotinib,neoplasms; diseases of the respiratory system,03.02.2017,2017,no,na,alunbrig-epar-public-assessment-report_en.pdf,EMA
ema/796198/2022,emea/h/c/005826/0000,mycapssa,octreotide,amryt pharmaceuticals dac,peptides and proteins,capsule,oral,approved,withdrawn,15.09.2022,2022,yes,no,long-term maintenance treatment in patients with acromegaly who have responded to and tolerated treatment with somatostatin analogues,maintenance treatment in adult patients with acromegaly who have responded to and tolerated treatment with somatostatin analogues,"endocrine, nutritional, and metabolic diseases",28.06.2021,2021,no,na,mycapssa-epar-public-assessment-report_en.pdf,EMA
ema/256238/2024,emea/h/c/006080/0000,jeraygo,aprocitentan,idorsia pharmaceuticals deutschland gmbh,small molecule,tablet,oral,approved,authorised,25.04.2024,2024,no,no,treatment of resistant hypertension in adult patients in combination with other antihypertensive medications,treatment of resistant hypertension in adult patients in combination with at least three antihypertensive medicinal products,diseases of the circulatory system,30.01.2023,2023,no,na,jeraygo-epar-public-assessment-report_en.pdf-0.pdf,EMA
ema/319064/2021,emea/h/c/005089/0000,imcivree,setmelanotide,rhythm pharmaceuticals limited,peptides and proteins,solution,subcutaneous,approved,authorised,20.05.2021,2021,yes,no,"treatment of obesity and the control of hunger associated with biallelic pro-opiomelanocortin (pomc), including pcsk1, deficiency obesity or leptin receptor (lepr) deficiency obesity in adults and children 6 years of age and above.","treatment of obesity and the control of hunger associated with genetically confirmed loss-of-function biallelic pro-opiomelanocortin (pomc), including pcsk1, deficiency or biallelic leptin receptor (lepr) deficiency in adults and children 6 years of age and above.","endocrine, nutritional, and metabolic diseases",26.06.2020,2020,no,na,imcivree-epar-public-assessment-report_en.pdf,EMA
,emea/h/c/1174,clopidogrel sandoz,clopidogrel,acino pharma gmbh,small molecule,tablet,oral,approved,withdrawn,21.09.2009,2009,no,no,"prevention of atherothrombotic events in adults with myocardial infarction, ischaemic stroke, or established peripheral arterial disease.","prevention of atherothrombotic events in adults with myocardial infarction, ischaemic stroke, or established peripheral arterial disease.",diseases of the circulatory system,17.04.2009,2009,yes,chmp,clopidogrel-sandoz-epar-public-assessment-report_en.pdf,EMA
ema/13480/2014,emea/h/c/002738/0000,izba,travoprost,alcon laboratories (uk) ltd,small molecule,eye drops,ocular,approved,authorised,19.12.2013,2013,no,yes,decrease of elevated ocular pressure in adult patients with ocular hypertension or open-angle glaucoma.,decrease of elevated ocular pressure in adult patients with ocular hypertension or open-angle glaucoma.,diseases of the eye and adnexa,05.12.2012,2012,no,na,izba-epar-public-assessment-report_en.pdf,EMA
ema/7621/2020,emea/h/c/004808/0000,recarbrio,imipenem / cilastatin / relebactam,merck sharp & dohme b.v.,small molecule,powder,intravenous,approved,authorised,12.12.2019,2019,no,no,treatment of infections due to aerobic gram-negative microorganisms in adults with limited treatment options,treatment of infections due to aerobic gram-negative microorganisms in adults with limited treatment options,infectious and parasitic diseases,09.11.2018,2018,no,na,recarbrio-epar-public-assessment-report_en.pdf,EMA
ema/458179/2020,emea/h/c/005299/0000,calquence,acalabrutinib,astrazeneca ab,small molecule,capsule,oral,approved,authorised,23.07.2020,2020,no,no,treatment of adult patients with chronic lymphocytic leukaemia (cll)/small lymphocytic lymphoma (sll),treatment of adult patients with chronic lymphocytic leukaemia (cll)/small lymphocytic lymphoma (sll),neoplasms; diseases of the blood and blood-forming organs,14.10.2019,2019,no,na,calquence-epar-public-assessment-report_en.pdf,EMA
ema/711044/2012,emea/h/c/002638,ibandronic acid accord,ibandronic acid,accord healthcare ltd.,small molecule,concentrate,intravenous,approved,authorised,20.09.2012,2012,no,no,"prevention of skeletal events in patients with breast cancer and bone metastases, and treatment of tumour-induced hypercalcaemia with or without metastases","prevention of skeletal events in patients with breast cancer and bone metastases, and treatment of tumour-induced hypercalcaemia with or without metastases",neoplasms; diseases of the musculoskeletal system and connective tissue,30.12.2011,2011,yes,chmp,ibandronic-acid-accord-epar-public-assessment-report_en.pdf,EMA
ema/381484/2017,emea/h/c/003959/0000,kyntheum,brodalumab,leo pharma a/s,biologics,solution,subcutaneous,approved,authorised,18.05.2017,2017,no,no,treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy.,treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy.,diseases of the skin,13.11.2015,2015,no,na,kyntheum-epar-public-assessment-report_en.pdf,EMA
,emea/h/c/889,tredaptive,nicotinic acid / laropiprant,merck sharp & dohme ltd.,small molecule,tablet,oral,approved,withdrawn,24.04.2008,2008,no,no,tredaptive is indicated as adjunctive therapy to diet for use in patients with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia.,"tredaptive is indicated for the treatment of dyslipidaemia, particularly in patients with combined mixed dyslipidaemia (characterised by elevated levels of ldl-cholesterol and triglycerides and low hdl-cholesterol) and in patients with primary hypercholesterolaemia (heterozygous familial and non-familial).",diseases of the circulatory system,25.06.2007,2007,no,na,tredaptive-epar-public-assessment-report_en.pdf,EMA
ema/143005/2015,emea/h/c/003780/0000,saxenda,liraglutide,novo nordisk a/s,peptides and proteins,solution,subcutaneous,approved,authorised,11.02.2015,2015,no,no,"saxenda is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in adult patients with an initial body mass index (bmi) of 30 kg/m² or greater (obese), or 27 kg/m² or greater (overweight) in the presence of at least one weight related comorbidity such as dysglycemia (pre-diabetes and type 2 diabetes mellitus), hypertension, dyslipidemia, or obstructive sleep apnoea.","saxenda is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in adult patients with an initial body mass index (bmi) of 30 kg/m² or greater (obese), or 27 kg/m² or greater (overweight) in the presence of at least one weight related comorbidity such as dysglycemia (pre-diabetes and type 2 diabetes mellitus), hypertension, dyslipidemia, or obstructive sleep apnoea.","endocrine, nutritional, and metabolic diseases",20.12.2013,2013,no,na,saxenda-epar-public-assessment-report_en.pdf,EMA
ema/chmp/76739/2015,emea/h/c/002739/0000,respreeza,human alpha1-proteinase inhibitor,csl behring gmbh,biologics,powder; solvent,intravenous,approved,authorised,25.06.2015,2015,no,no,maintenance treatment to slow the underlying destruction of lung tissue leading to emphysema in adults with alpha 1-proteinase inhibitor deficiency with clinically evident lung disease.,"maintenance treatment, to slow the progression of emphysema in adults with documented severe alpha 1-proteinase inhibitor deficiency.",diseases of the respiratory system,02.12.2013,2013,no,na,respreeza-epar-public-assessment-report_en.pdf,EMA
,,renagel,sevelamer,genzyme ltd,other,capsule; tablet,oral,approved,authorised,21.09.1999,1999,no,no,control of hyperphosphatemia in adult haemodialysis patients,control of hyperphosphatemia in adult haemodialysis patients,diseases of the genitourinary system,,,no,na,renagel-epar-scientific-discussion_en.pdf,EMA
ema/135534/2023,emea/h/c/005843/0000,opzelura,ruxolitinib,incyte biosciences distribution b.v.,small molecule,cream,cutaneous,approved,authorised,23.02.2023,2023,no,no,treatment of non-segmental vitiligo with facial involvement in adults and adolescents from 12 years of age,treatment of non-segmental vitiligo with facial involvement in adults and adolescents from 12 years of age,diseases of the skin,30.09.2021,2021,no,na,opzelura-epar-public-assessment-report_en.pdf,EMA
ema/322602/2020,emea/h/c/005358/0000,apixaban accord,apixaban,accord healthcare s.l.u.,small molecule,tablet,oral,approved,authorised,28.05.2020,2020,no,no,"prevention of venous thromboembolic events (vte) in adult patients who have undergone elective hip or knee replacement surgery; prevention of stroke and systemic embolism in adult patients with non-valvular atrial fibrillation (nvaf), with one or more risk factors; treatment of deep vein thrombosis (dvt) and pulmonary embolism (pe), and prevention of recurrent dvt and pe in adults.","prevention of venous thromboembolic events (vte) in adult patients who have undergone elective hip or knee replacement surgery; prevention of stroke and systemic embolism in adult patients with non-valvular atrial fibrillation (nvaf), with one or more risk factors; treatment of deep vein thrombosis (dvt) and pulmonary embolism (pe), and prevention of recurrent dvt and pe in adults.",diseases of the circulatory system,01.06.2019,2019,yes,,apixaban-accord-epar-public-assessment-report_en.pdf,EMA
ema/703852/2012,emea/h/c/002445/0000,lyxumia,lixisenatide,sanofi-aventis groupe,peptides and proteins,solution,subcutaneous,approved,authorised,28.11.2012,2012,no,no,treatment of adults with type 2 diabetes mellitus to achieve glycaemic control in patients not adequately controlled on oral antidiabetics and/or basal insulin.,treatment of adults with type 2 diabetes mellitus to achieve glycaemic control in patients not adequately controlled on oral antidiabetics and/or basal insulin.,"endocrine, nutritional, and metabolic diseases",27.10.2011,2011,no,na,lyxumia-epar-public-assessment-report_en.pdf,EMA
,emea/h/c/002593/0000,ditelos / issarlos,strontium ranelate / colecalciferol,"les laboratoires servier, france",small molecule,granules,oral,withdrawn,withdrawn,21.11.2013,2013,no,no,treatment of severe osteoporosis in postmenopausal women at risk of vitamin d insufficiency and at risk for fracture to reduce the risk of vertebral and hip fractures. treatment of severe osteoporosis in adult men at risk of vitamin d insufficiency and at increased risk of fracture.,na,"diseases of the musculoskeletal system and connective tissue; endocrine, nutritional, and metabolic diseases",,,no,na,withdrawal-assessment-report-ditelos_en.pdf,EMA
ema/884675/2011,emea/h/c/2305,levetiracetam actavis group,levetiracetam,actavis group ptc ehf,small molecule,solution,oral,approved,authorised,22.09.2011,2011,no,no,"monotherapy in the treatment of partial onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy; adjunctive therapy in the treatment of partial onset seizures with or without secondary generalisation in adults, children and infants from 1 month of age with epilepsy; in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy; in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.","monotherapy in the treatment of partial onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy; adjunctive therapy in the treatment of partial onset seizures with or without secondary generalisation in adults, children and infants from 1 month of age with epilepsy; in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy; in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.",diseases of the nervous system,24.11.2010,2010,yes,chmp,levetiracetam-actavis-group-epar-public-assessment-report_en.pdf,EMA
ema/96125/2024,emea/h/c/006208/0000,apremilast accord,apremilast,accord healthcare s.l.u.,small molecule,tablet,oral,approved,authorised,22.02.2024,2024,no,no,psoriatic arthritis; psoriasis; behçet’s disease,psoriatic arthritis; psoriasis; behçet’s disease,diseases of the musculoskeletal system and connective tissue; diseases of the skin; other,06.03.2023,2023,yes,na,apremilast-accord-epar-public-assessment-report_en.pdf,EMA
