Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
69714,emea/h/c/005627/0000,lytgobi,futibatinib,taiho oncology europe gmbh,small molecule,tablet,oral,conditional marketing authorisation,authorised (under additional monitoring),08.10.2024,2024,yes,no,lytgobi monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,lytgobi monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,neoplasms; diseases of the digestive system,25.04.2024,2024,yes,european medicines agency (ema),swisspar_lytgobi.pdf,Swissmedic
68314,,lunsumio,mosunetuzumab,roche pharma (schweiz) ag,biologics,concentrate,intravenous,conditional marketing authorisation,authorised (under additional monitoring),09.02.2023,2023,yes,no,mosunetuzumab as monotherapy is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (fl) who have received at least two prior systemic therapies.,"lunsumio is indicated as a monotherapy for the treatment of adult patients with relapsed or refractory follicular lymphoma (fl) who have received at least two prior systemic lines of therapy, including a monoclonal anti-cd20 antibody and an alkylating agent.",neoplasms; diseases of the blood and blood-forming organs,10.05.2022,2022,yes,ema,swisspar_lunsumio.pdf,Swissmedic
67287,,xenpozyme,olipudase alfa,sanofi-aventis (suisse) sa,biologics,powder,intravenous,approved,authorised,19.12.2023,2023,yes,no,xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-central nervous system (cns) manifestations of acid sphingomyelinase deficiency (asmd) in paediatric and adult patients.,xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-central nervous system manifestations of acid sphingomyelinase deficiency (asmd) of type a/b or type b in paediatric and adult patients.,"endocrine, nutritional, and metabolic diseases",03.04.2023,2023,yes,ema,xenpozyme_assessment_report_swisspar_nach_uebersetzung.pdf,Swissmedic
68179,,trodelvy,sacituzumab govitecan,gilead sciences switzerland sàrl,biologics,powder,intravenous,approved,authorised,09.09.2021,2021,no,no,trodelvy is indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mtnbc) who have received at least two prior therapies.,"trodelvy is indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mtnbc) who have received at least two prior therapies, at least one of them for metastatic disease.",neoplasms,25.01.2021,2021,yes,fda,assessment_report_swisspar_trodelvy_g102639433.pdf,Swissmedic
68846,,kimmtrak,tebentafusp,immunocore gmbh,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),09.05.2023,2023,yes,no,kimmtrak is indicated as monotherapy for the treatment of human leukocyte antigen hla-a*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,kimmtrak is indicated as monotherapy for the treatment of human leukocyte antigen (hla)-a*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,neoplasms; diseases of the eye and adnexa,20.05.2022,2022,yes,ema,swisspar_kimmtrak_final.pdf,Swissmedic
67987,,shingrix,varicella zoster virus glycoprotein e antigen,glaxosmithkline ag,vaccine,powder; suspension,intramuscular,approved,authorised,07.10.2021,2021,no,no,prevention of herpes zoster in adults aged 50 years or older and in adults aged 18 years or older with increased risk for hz,prevention of herpes zoster (hz) in adults aged 50 years or older and in adults aged 18 years or older at increased risk of hz,infectious and parasitic diseases,29.04.2020,2020,yes,ema,swisspar_shingrix.pdf,Swissmedic
69073,,enrylaze,crisantaspase,jazz pharmaceuticals,biologics,solution,intramuscular,approved,authorised (under additional monitoring),18.04.2024,2024,yes,no,enrylaze is a component of a chemotherapeutic combination therapy for the treatment of acute lymphoblastic leukaemia (all) and lymphoblastic lymphoma (lbl) in adult and paediatric patients who have developed hypersensitivity or silent inactivation to e. coli-derived asparaginase.,enrylaze is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukaemia (all) and lymphoblastic lymphoma (lbl) in adult and paediatric patients who developed hypersensitivity to e. coli-derived asparaginase.,neoplasms; diseases of the blood and blood-forming organs,25.08.2022,2022,yes,fda,swisspar_enrylaze.pdf,Swissmedic
68023,,jemperli,dostarlimab,glaxosmithkline ag,biologics,concentrate,intravenous,conditional marketing authorisation,authorised (under additional monitoring),17.02.2022,2022,,no,dostarlimab is indicated as monotherapy for the treatment of adult patients with recurrent or advanced mismatch repair-deficient (dmmr) / microsatellite instability-high (msi-h) endometrial cancer that has progressed on or following prior treatment with a platinum-containing regimen.,jemperli is indicated as monotherapy for the treatment of adult patients with recurrent or advanced endometrial cancer (ec) with deficient dna mismatch repair (dmmr) / high levels of microsatellite instability (msi-h) that has progressed during or after prior treatment with a platinum-based treatment regimen.,neoplasms; diseases of the genitourinary system,25.01.2021,2021,yes,ema chmp,swisspar_jemperli_final.pdf,Swissmedic
67970,,nityr,nitisinone,curatis ag,small molecule,tablet,oral,approved,authorised,24.01.2022,2022,yes,no,treatment of adult and paediatric (in any age range) patients with confirmed diagnosis of hereditary tyrosinemia type 1 (ht-1) in combination with dietary restriction of tyrosine and phenylalanine.,"nityr is used in addition to appropriate dietary measures, including restriction of tyrosine and phenylalanine intake, in children, adolescents, and adults with hereditary tyrosinemia type 1 (ht-1).","endocrine, nutritional, and metabolic diseases",01.09.2020,2020,yes,ema,swisspar_nityr_final.pdf,Swissmedic
68674,,aspaveli,pegcetacoplan,swedish orphan biovitrum ag,peptides and proteins,solution,subcutaneous,approved,authorised (under additional monitoring),23.03.2023,2023,yes,yes,aspaveli is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) previously treated with standard therapy.,"aspaveli is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh), who have an inadequate response to treatment with a c5 inhibitor.",diseases of the blood and blood-forming organs,06.01.2022,2022,yes,ema,swisspar_aspaveli.pdf,Swissmedic
69120,,nuceiva,botulinum toxin type a (strain kcdc),pharmacons gmbh,biologics,powder,intramuscular,approved,authorised (under additional monitoring),16.11.2023,2023,no,no,"temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.","temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.",other,08.09.2022,2022,yes,ema,swisspar_nuceiva.pdf,Swissmedic
67967,,enhertu,trastuzumab deruxtecan,daiichi sankyo (schweiz) ag,biologics,powder,intravenous,conditional marketing authorisation,authorised (under additional monitoring),08.05.2024,2024,no,yes,enhertu as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma who have received a prior trastuzumab-based regimen.,enhertu as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic her2-positive gastric or gastroesophageal junction (gej) adenocarcinoma who have disease progression on or after a first-line regimen with trastuzumab and chemotherapy.,neoplasms; diseases of the digestive system,31.03.2023,2023,yes,na,swisspar_enhertu_ie-1.pdf,Swissmedic
68322,,klisyri,tirbanibulin,almirall ag,small molecule,ointment,topical,approved,authorised (under additional monitoring),03.02.2022,2022,no,no,"klisyri is indicated for the field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.","klisyri is indicated for the topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",diseases of the skin,22.12.2020,2020,yes,fda,swisspar_klisyri.pdf,Swissmedic
68385,,sunlenca,lenacapavir,gilead sciences switzerland sàrl,small molecule,solution,subcutaneous,approved,authorised,07.07.2023,2023,no,no,"sunlenca, in combination with other antiretrovirals, is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in adults with multidrug-resistant hiv-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.","sunlenca, in combination with optimised background antiretroviral therapy, is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in heavily treatment-experienced adults with multidrug-resistant hiv-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.",infectious and parasitic diseases,01.04.2022,2022,no,na,swisspar_sunlenca.pdf,Swissmedic
68063,emea/h/c/003834,raxone,idebenone,chiesi sa,small molecule,tablet,oral,approved,authorised (under additional monitoring),01.03.2024,2024,yes,no,raxone is indicated for the treatment of visual impairment in adolescent and adult patients with leber’s hereditary optic neuropathy (lhon).,raxone is indicated for the treatment of visual impairment in adolescent patients from 12 years of age and adult patients with leber’s hereditary optic neuropathy (lhon).,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",18.10.2021,2021,yes,ema,swisspar_raxone.pdf,Swissmedic
67998,,brukinsa,zanubrutinib,beigene switzerland gmbh,small molecule,capsule,oral,approved,authorised (under additional monitoring),01.02.2024,2024,no,yes,brukinsa in combination with obinutuzumab is indicated for the treatment of adult patients with refractory or remitted follicular lymphoma (fl) who have received at least two prior systemic therapies.,"brukinsa in combination with obinutuzumab is indicated for the treatment of adult patients with refractory or relapsed grade 1-3a follicular lymphoma (fl) who have received at least two prior lines of therapy, including anti-cd20 antibody therapy.",neoplasms; diseases of the blood and blood-forming organs,15.03.2023,2023,yes,,swisspar_brukinsa-1.pdf,Swissmedic
67426,,xofluza,baloxavir marboxil,roche pharma (schweiz) ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),04.10.2023,2023,no,yes,treatment of influenza; influenza post-exposure prophylaxis,treatment of influenza; influenza post-exposure prophylaxis,infectious and parasitic diseases,30.09.2022,2022,yes,na,swisspar_xofluza_new_indication_final.pdf,Swissmedic
67529,,zolgensma,onasemnogene abeparvovec,novartis pharma schweiz ag,cell and gene therapy,solution,intravenous,approved,authorised (under additional monitoring),28.06.2021,2021,yes,no,"patients with 5q spinal muscular atrophy (sma) with a bi-allelic mutation in the smn1 gene and a clinical diagnosis of sma type 1, or patients with 5q sma with a bi-allelic mutation in the smn1 gene and up to 3 copies of the smn2 gene.","patients with 5q spinal muscular atrophy (sma) with a bi-allelic mutation in the smn1 gene and a clinical diagnosis of sma type 1, or patients with 5q sma with a bi-allelic mutation in the smn1 gene and up to 3 copies of the smn2 gene.",diseases of the nervous system; congenital malformations and chromosomal abnormalities,28.05.2020,2020,no,na,2024-10-09_swisspar_zolgensma_final_fi_engl.pdf,Swissmedic
68012,,nexobrid,concentrate of proteolytic enzymes enriched in bromelain,triskel integrated services sa,other,powder; gel,topical,approved,authorised,21.04.2022,2022,yes,no,treatment of eschar in adults with deep partial and full-thickness thermal burns,removal of eschar in adults with deep partial and full-thickness thermal burns,"injury, poisoning and certain other consequences of external causes",23.12.2020,2020,yes,ema chmp,swisspar_nexobrid.pdf,Swissmedic
69377,,velsipity,etrasimod,pfizer ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),10.09.2024,2024,no,no,"treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or an advanced treatment.","treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic.",diseases of the digestive system,01.06.2023,2023,no,na,swisspar_velsipity.pdf,Swissmedic
68235,,covid-19 vaccine janssen,human adenovirus serotype 26 encoding the sars-cov-2 spike glycoprotein (ad26.cov2-s),janssen-cilag ag,vaccine,suspension,intramuscular,approved,withdrawn,22.03.2021,2021,no,no,active immunization for the prevention of coronavirus disease-2019 (covid-19) in adults greater than or equal to 18 years of age.,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,infectious and parasitic diseases,03.12.2020,2020,no,na,swisspar_covid-19_vaccine_janssen_.pdf,Swissmedic
68489,,verdye,indocyanine green,mediconsult ag,small molecule,powder,intravenous,approved,authorised,24.04.2023,2023,no,no,"diagnostic use only: cardiac, circulatory, and micro-circulatory diagnostics; liver function diagnostics; ophthalmic angiography diagnostics","diagnostic use only: cardiac, circulatory, and micro-circulatory diagnostics; liver function diagnostics; ophthalmic angiography diagnostics",diseases of the circulatory system; diseases of the digestive system; diseases of the eye and adnexa,28.04.2021,2021,yes,na,swisspar_verdye.pdf,Swissmedic
68065,,lyfnua,gefapixant,msd merck sharp & dohme ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),24.05.2022,2022,no,no,treatment of refractory chronic cough (rcc) and unexplained chronic cough (ucc) in adult patients,treatment of refractory chronic cough or unexplained chronic cough in adults,diseases of the respiratory system,11.03.2021,2021,no,na,swisspar_lyfnua.pdf,Swissmedic
68481,,quviviq,daridorexant,idorsia pharmaceuticals ltd,small molecule,tablet,oral,approved,authorised,01.12.2022,2022,no,no,quviviq is indicated for the treatment of adult patients with insomnia to improve sleep and daytime functioning.,"quviviq is indicated for the treatment of adult patients with insomnia, characterised by symptoms present for at least 3 months and considerable impact on daytime functioning.",mental and behavioural disorders,21.04.2021,2021,no,na,swisspar_quviviq.pdf,Swissmedic
67257,,rinvoq,upadacitinib,abbvie ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),23.03.2021,2021,no,yes,rinvoq is used for the treatment of adults with active ankylosing spondylitis who responded inadequately to conventional therapy.,rinvoq is indicated for the treatment of active ankylosing spondylitis in adult patients who have responded inadequately to non-steroidal anti-inflammatory drugs (nsaids).,diseases of the musculoskeletal system and connective tissue,17.06.2020,2020,yes,na,swisspar_rinvoq_as_final.pdf,Swissmedic
68135,,tenkasi,oritavancin,a. menarini gmbh,biologics,powder,intravenous,approved,authorised (under additional monitoring),07.04.2022,2022,no,no,tenkasi is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (absssi) if it is established or strongly suspected after microbiological susceptibility testing that the infection is caused by susceptible bacteria.,tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (absssi) in adults if it is established or strongly suspected after microbiological susceptibility testing that the infection is caused by susceptible bacteria.,infectious and parasitic diseases; diseases of the skin,07.08.2020,2020,no,na,swisspar_tenkasi.pdf,Swissmedic
68228,,drovelis,"drospirenone, estetrol monohydrate",gedeon richter (schweiz) ag,small molecule,tablet,oral,approved,authorised,05.05.2022,2022,no,no,oral contraception,oral contraception in women aged 18 and over,diseases of the genitourinary system,12.10.2020,2020,no,na,swisspar_drovelis.pdf,Swissmedic
69257,emea/h/c/005618/0000,elfabrio,pegunigalsidas e alfa,chiesi sa,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),11.09.2023,2023,yes,no,elfabrio is indicated for long-term enzyme replacement therapy in adult patients with a confirmed diagnosis of fabry disease (deficiency of alpha-galactosidase).,elfabrio is indicated for long-term enzyme replacement therapy in adult patients with a confirmed diagnosis of fabry disease (deficiency of alpha-galactosidase).,"endocrine, nutritional, and metabolic diseases",21.04.2023,2023,yes,ema,swisspar_elfabrio_final.pdf,Swissmedic
68473,,nuvaxovid,sars cov-2 recombinant spike protein (rs nvx-cov2373),future health pharma gmbh,vaccine,dispersion,intramuscular,conditional marketing authorisation,authorised (under additional monitoring),12.04.2022,2022,no,no,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,active immunisation to prevent covid-19 caused by sars-cov-2 in individuals 18 years of age and older.,infectious and parasitic diseases,14.02.2022,2022,yes,ema,swisspar_nuvaxovid_final.pdf,Swissmedic
67775,,trecondi,treosulfan,opopharma vertriebs ag,small molecule,powder,intravenous,approved,authorised,10.08.2020,2020,no,no,"treosulfan in combination with fludarabine is indicated as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (allohsct) in adult patients with malignant and non-malignant diseases, and in paediatric patients older than one month with malignant diseases.","trecondi in combination with fludarabine is indicated as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (allohsct) in adult patients with malignant and non-malignant diseases, and in paediatric patients older than 1 month with malignant diseases.",neoplasms; diseases of the blood and blood-forming organs,19.11.2019,2019,yes,ema,swisspar_trecondi_finale_version.pdf,Swissmedic
67862,,retsevmo,selpercatinib,eli lilly (suisse) sa,small molecule,capsule,oral,approved,authorised (under additional monitoring),08.02.2021,2021,no,no,retsevmo as monotherapy is indicated for the treatment of adults with advanced ret fusion-positive non-small cell lung cancer (nsclc) who require systemic therapy and who have progressed following prior treatment; advanced ret fusion-positive thyroid cancer who require systemic therapy and who have progressed following prior treatment; adults and adolescents 12 years and older with advanced ret-mutant medullary thyroid cancer (mtc) who require systemic therapy and who have progressed following prior treatment.,retsevmo as monotherapy is indicated for the treatment of adults with metastatic ret fusion-positive non-small cell lung cancer (nsclc) who require systemic therapy and have progressed following prior treatment; advanced ret fusion-positive thyroid cancer who require systemic therapy and have progressed following prior treatment including radioactive iodine; adults and adolescents 12 years and older with advanced ret-mutant medullary thyroid cancer (mtc) who require systemic therapy and have progressed following prior treatment with tyrosine kinase inhibitors.,"neoplasms; diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",20.05.2020,2020,yes,fda,swisspar_retsevmo_final_zur_publikation.pdf,Swissmedic
67244,,beovu,brolucizumabum,novartis pharma schweiz ag,biologics,solution,intravitreal,approved,authorised (under additional monitoring),16.01.2020,2020,no,no,treatment of neovascular (wet) age-related macular degeneration (amd),treatment of neovascular (wet) age-related macular degeneration (amd),diseases of the eye and adnexa,25.02.2019,2019,no,na,swisspar_–_beovu.pdf,Swissmedic
67525,,sarclisa,isatuximab,sanofi-aventis (suisse) sa,biologics,concentrate,intravenous,approved,authorised,18.03.2020,2020,yes,no,"sarclisa is indicated, in combination with pomalidomide and dexamethasone, for the treatment of patients with multiple myeloma (mm) who have received at least two prior therapies including lenalidomide and a proteasome inhibitor (pi).","sarclisa is indicated, in combination with pomalidomide and dexamethasone, for the treatment of adult patients with relapsed and refractory multiple myeloma (mm) who have received at least two prior lines of therapy including lenalidomide and a proteasome inhibitor (pi) and have demonstrated disease progression on the last therapy",neoplasms; diseases of the blood and blood-forming organs,21.08.2019,2019,yes,na,swisspar_sarclisa_final.pdf,Swissmedic
68026,,veklury,remdesivir,gilead sciences switzerland sàrl,small molecule,powder,intravenous,approved,authorised (under additional monitoring),25.11.2020,2020,no,no,treatment of coronavirus disease 2019 (covid-19) in adults and adolescents (aged 12 years and older with body weight at least 40 kg) with pneumonia requiring supplemental oxygen,treatment of coronavirus disease 2019 (covid-19) in adults with pneumonia requiring supplemental oxygen,infectious and parasitic diseases; diseases of the respiratory system,30.06.2020,2020,no,na,swisspar_veklury.pdf,Swissmedic
68051,emea/h/c/005377/0000,ontozry,cenobamate,arvelle therapeutics international gmbh,small molecule,tablet,oral,approved,authorised,19.05.2022,2022,no,no,"ontozry is indicated for the adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy, which have not been adequately controlled despite a history of treatment with at least two anti-epileptic medicinal products.","ontozry is indicated for the adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy, which are not adequately controlled despite prior treatment with at least two anti-epileptic medicinal products.",diseases of the nervous system,16.02.2021,2021,yes,ema/chmp; us fda,swisspar_ontozry_final.pdf,Swissmedic
67521,,nubeqa,darolutamid,bayer (schweiz) ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),17.01.2023,2023,no,yes,treatment of patients with metastatic hormone-sensitive prostate cancer (mhspc) in combination with docetaxel.,"nubeqa, in combination with docetaxel and androgen deprivation therapy (adt), is indicated for the treatment of adult patients with metastatic hormone-sensitive prostate cancer (mhspc), for whom docetaxel therapy is indicated.",neoplasms,21.03.2022,2022,no,na,swisspar_nubeqa.pdf,Swissmedic
67704,,efluelda,"haemagglutininum influenzae a (h1n1), haemagglutininum influenzae a (h3n2), haemagglutininum influenzae b (victoria), haemagglutininum influenzae b (yamagata)",sanofi-aventis (suisse) sa,vaccine,suspension,intramuscular; subcutaneous,approved,authorised,21.07.2021,2021,no,no,efluelda is indicated for active immunisation in adults 65 years of age and older for the prevention of influenza disease,efluelda is used for active immunisation of adults aged 65 years and older for prophylaxis of influenza caused by the two influenza a virus subtypes and the two influenza b virus subtypes contained in the vaccine.,infectious and parasitic diseases; diseases of the respiratory system,24.03.2020,2020,yes,fda,swisspar_efluelda_final.pdf,Swissmedic
67804,,pombiliti,cipaglucosidase alfa,amicus therapeutics switzerland gmbh,biologics,powder,intravenous,approved,authorised,04.07.2024,2024,yes,no,pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency) (lopd).,pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency).,"endocrine, nutritional, and metabolic diseases",12.06.2023,2023,yes,ema,swisspar_pombiliti.pdf,Swissmedic
67667,,defitelio,defibrotide,clinipace ag,other,concentrate,intravenous,approved,authorised,21.09.2020,2020,yes,no,treatment of severe hepatic veno-occlusive disease (vod) also known as sinusoidal obstruction syndrome (sos) in haematopoietic stem-cell transplantation (hsct),"treatment of severe hepatic veno-occlusive disease (vod) also known as sinusoidal obstruction syndrome (sos) in haematopoietic stem-cell transplantation (hsct) therapy in adults and in adolescents, children and infants of 1 month of age and above",diseases of the blood and blood-forming organs,02.08.2019,2019,yes,"health canada, fda and ema",swisspar_defitelio-1.pdf,Swissmedic
69301,,voydeya,danicopan,alexion pharma gmbh,small molecule,tablet,oral,approved,authorised (under additional monitoring),30.04.2024,2024,yes,no,voydeya is indicated as an add-on to ravulizumab or eculizumab for the treatment of signs or symptoms of extravascular haemolysis (evh) in adult patients with paroxysmal nocturnal haemoglobinuria (pnh).,"voydeya is used as an add-on to ravulizumab or eculizumab for the treatment of clinically relevant extravascular haemolysis (evh, as defined in current clinical guidelines) after at least 6 months of monotherapy with a c5 inhibitor in adult patients with paroxysmal nocturnal haemoglobinuria (pnh; see “clinical efficacy”).",diseases of the blood and blood-forming organs,17.05.2023,2023,no,na,swisspar_voydeya.pdf,Swissmedic
67995,,vyepti,eptinezumab,lundbeck (schweiz) ag,biologics,concentrate,intravenous,approved,authorised,11.10.2021,2021,no,no,"prophylactic treatment of migraine in adults, if indicated.","prophylactic treatment of migraine in adults, if indicated.",diseases of the nervous system,01.05.2020,2020,yes,fda,swisspar_vyepti.pdf,Swissmedic
67046,,zeposia,ozanimod as ozanimod hydrochloride,bristol-myers squibb sa,small molecule,capsule,oral,approved,authorised,19.08.2022,2022,no,yes,"treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, are no longer responding, or are intolerant to conventional therapy or treatment with a biologic agent.","treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.",diseases of the digestive system,21.12.2020,2020,no,na,swisspar_zeposia_g102645659.pdf,Swissmedic
67376,,carbaglu,acidum carglumicum,recordati ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),28.07.2020,2020,yes,no,hyperammonaemia due to a primary deficiency of n-acetylglutamate synthase; hyperammonaemia due to isovaleric acidaemia; hyperammonaemia due to methylmalonic acidaemia; hyperammonaemia due to propionic acidaemia,hyperammonaemia due to n-acetylglutamate synthase primary deficiency; hyperammonaemia due to isovaleric acidaemia; hyperammonaemia due to methymalonic acidaemia; hyperammonaemia due to propionic acidaemia,"endocrine, nutritional, and metabolic diseases",22.01.2019,2019,yes,"ema, fda, and tga",swisspar-carbaglu-final.pdf,Swissmedic
68199,,qinlock,ripretinib,deciphera pharmaceuticals,small molecule,tablet,oral,approved,authorised (under additional monitoring),07.10.2021,2021,yes,no,"treatment of adult patients with advanced gastrointestinal stromal tumors (gist) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.","treatment of adult patients with advanced gastrointestinal stromal tumor (gist) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.",neoplasms; diseases of the digestive system,27.11.2020,2020,yes,fda,swisspar-qinlock.pdf,Swissmedic
67251,,evrysdi,risdiplam,roche pharma (schweiz) ag,small molecule,powder,oral,approved,authorised (under additional monitoring),06.05.2021,2021,yes,no,treatment of spinal muscular atrophy (sma).,treatment of 5q-associated spinal muscular atrophy (sma) in patients 2 months of age and older.,diseases of the nervous system,19.08.2020,2020,no,na,swisspar_evrysdi.pdf,Swissmedic
69077,,tibsovo,ivosidenib,servier (suisse) sa,small molecule,tablet,oral,approved,authorised,13.06.2024,2024,yes,no,"tibsovo in combination with azacitidine is indicated for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) presenting an isocitrate dehydrogenase-1 (idh1) r132 mutation, who do not fulfil the conditions to receive intensive induction chemotherapy; tibsovo as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma presenting an idh1 r132 mutation, who have previously been treated with at least one previous line of systemic treatment.","acute myeloid leukaemia: tibsovo, in combination with azacitidine, is indicated for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) with an isocitrate dehydrogenase-1 (idh1) r132 mutation who are not eligible to receive intensive induction chemotherapy. patients with acute promyelocytic leukaemia (apl) are excluded. cholangiocarcinoma: tibsovo monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with an idh1 r132 mutation whose disease has progressed after at least one line of systemic therapy.",neoplasms; diseases of the blood and blood-forming organs,02.12.2022,2022,yes,chmp,swisspar_tibsovo.pdf,Swissmedic
68471,,xevudy,sotrovimab,glaxosmithkline ag,biologics,concentrate,intravenous,conditional marketing authorisation,authorised (under additional monitoring),14.01.2022,2022,no,no,for the treatment of patients with coronavirus disease 2019 (covid-19) who do not require oxygen supplementation and who are at risk of progressing to severe covid-19,xevudy is indicated for the treatment of confirmed coronavirus disease 2019 (covid-19) in adults and adolescents (from the age of 12 years and with a body weight of at least 40 kg) who do not require oxygen therapy or hospitalisation for covid-19 and who are at risk of developing a more severe covid-19 course,infectious and parasitic diseases,06.05.2021,2021,yes,therapeutic goods administration of australia (tga),swisspar_xevudy_final.pdf,Swissmedic
68733,,jaypirca,pirtobrutinib,eli lilly (suisse) sa,small molecule,tablet,oral,conditional marketing authorisation,authorised (under additional monitoring),30.11.2023,2023,yes,no,"jaypirca is a kinase inhibitor indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) after at least 2 lines of systemic therapy, including a btk inhibitor, and when car t is not a treatment option.","jaypirca as monotherapy is indicated for treatment of adult patients with recurrent or refractory mantle cell lymphoma (mcl), who have received at least 2 prior lines of systemic treatment, including an anti-cd20 antibody and a bruton’s tyrosine kinase (btk) inhibitor, and if the patients are not suitable for car t-cell therapy.",neoplasms; diseases of the blood and blood-forming organs,24.05.2023,2023,yes,u.s. food and drug administration (fda),swisspar_jaypirca.pdf,Swissmedic
69610,,skyclarys,omaveloxolon,biogen switzerland ag,small molecule,capsule,oral,approved,authorised (under additional monitoring),24.09.2024,2024,yes,no,skyclarys is indicated for the treatment of friedreich’s ataxia in adults and adolescents aged 16 years and older.,skyclarys is indicated for the treatment of friedreich's ataxia in adults and adolescents aged 16 years and older.,diseases of the nervous system,15.01.2024,2024,yes,fda,swisspar_skyclarys.pdf,Swissmedic
