Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,26.07.2019,2019,authorised,EMA,approved,23.07.2020,2020,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, promyelocytic, acute>",arsenic-trioxide-medac-epar-public-assessment-report_en.pdf,small molecule,arsenic trioxide medac,"induction of remission, and consolidation in adult patients with newly diagnosed low-to-intermediate risk acute promyelocytic leukaemia (apl) in combination with all-trans-retinoic acid (atra); relapsed/refractory apl characterised by the presence of the t(15;17) translocation and/or the presence of the pro-myelocytic leukaemia/retinoic-acid-receptor-alpha (pml/rar-alpha) gene.",no,"induction of remission, and consolidation in adult patients with newly diagnosed low-to-intermediate risk acute promyelocytic leukaemia (apl) in combination with all-trans-retinoic acid (atra); relapsed/refractory apl characterised by the presence of the t(15;17) translocation and/or the presence of the pro-myelocytic leukaemia/retinoic-acid-receptor-alpha (pml/rar-alpha) gene.","<leukemia, promyelocytic, acute>",medac gesellschaft für klinische spezialpräparate mbh,medac,ema/411838/2020,arsenic trioxide,yes,no,concentrate,emea/h/c/005218/0000,
intravenous,07.03.2019,2019,withdrawn,EMA,approved,30.01.2020,2020,neoplasms; diseases of the blood and blood-forming organs,<acute promyelocytic leukemia>,arsenic-trioxide-mylan-epar-public-assessment-report_en.pdf,small molecule,arsenic trioxide mylan,"induction of remission, and consolidation in adult patients with newly diagnosed low-to-intermediate risk acute promyelocytic leukaemia (apl) in combination with all-trans-retinoic acid (atra); relapsed/refractory acute promyelocytic leukaemia (apl) characterised by the presence of the t(15;17) translocation and/or the presence of the pro-myelocytic leukaemia/retinoic-acid-receptor-alpha (pml/rar-alpha) gene.",no,"induction of remission, and consolidation in adult patients with newly diagnosed low-to-intermediate risk acute promyelocytic leukaemia (apl) in combination with all-trans-retinoic acid (atra); relapsed/refractory acute promyelocytic leukaemia (apl) characterised by the presence of the t(15;17) translocation and/or the presence of the pro-myelocytic leukaemia/retinoic-acid-receptor-alpha (pml/rar-alpha) gene.",<acute promyelocytic leukemia>,mylan ireland limited,mylan,,arsenic trioxide,yes,no,concentrate,emea/h/c/005235/0000,
intravenous,14.09.2020,2020,authorised,EMA,approved,16.09.2021,2021,infectious and parasitic diseases,<malaria>,artesunate-amivas-epar-public-assessment-report_en.pdf,small molecule,artesunate amivas,initial treatment of severe malaria in adults and children,no,initial treatment of severe malaria in adults and children,<malaria>,amivas ireland ltd,amivas,ema/584728/2021,artesunate,no,yes,powder; solvent,emea/h/c/005550/0000,na
intravenous,05.02.2009,2009,withdrawn,EMA,conditional marketing authorisation,20.01.2010,2010,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, lymphocytic, chronic, b-cell>",arzerra-epar-public-assessment-report_en.pdf,biologics,arzerra,treatment of chronic lymphocytic leukaemia (cll) in patients refractory to fludarabine and alemtuzumab,no,"treatment of patients with chronic lymphocytic leukaemia (cll) who have failed therapy with a fludarabine containing regimen and have failed therapy with, or are inappropriate for, an alemtuzumab containing regimen","<leukemia, lymphocytic, chronic, b-cell>",glaxo group ltd,glaxo,ema/chmp/195135/2010,ofatumumab,no,yes,concentrate,emea/h/c/001131,na
subcutaneous,10.09.2020,2020,authorised,EMA,approved,14.10.2021,2021,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,aspaveli-epar-public-assessment-report_en.pdf,peptides and proteins,aspaveli,treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) who are anaemic after treatment with a c5 inhibitor for at least 3 months.,no,treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) previously treated with standard therapy.,<paroxysmal nocturnal hemoglobinuria>,swedish orphan biovitrum ab (publ),swedish orphan biovitrum,ema/629737/2021,pegcetacoplan,no,yes,solution,emea/h/c/005553/0000,na
oral,08.03.2018,2018,authorised,EMA,approved,31.01.2019,2019,infectious and parasitic diseases,<hiv infections>,atazanavir-krka-epar-public-assessment-report_en.pdf,small molecule,atazanavir krka,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products,no,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products,<hiv infections>,"krka, d.d., novo mesto",krka,ema/119506/2019,atazanavir,yes,no,capsule,emea/h/c/004859/0000,
oral,23.12.2014,2014,authorised,EMA,approved,23.06.2016,2016,infectious and parasitic diseases,<hiv infections>,atazanavir-mylan-epar-public-assessment-report_en.pdf,small molecule,atazanavir mylan,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products.,no,treatment of hiv-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products.,<hiv infections>,mylan s.a.s.,mylan,ema/503216/2016,atazanavir,yes,no,capsule,emea/h/c/004048/0000,
inhalation,03.05.2019,2019,authorised,EMA,approved,02.04.2020,2020,diseases of the respiratory system,<asthma>,atectura-breezhaler-epar-public-assessment-report_en.pdf,small molecule,atectura breezhaler,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,no,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,<asthma>,novartis europharm limited,novartis,ema/206547/2020,indacaterol / mometasone furoate,no,no,powder,emea/h/c/005067/0000,na
intravenous,29.08.2012,2012,authorised,EMA,approved,30.05.2013,2013,pregnancy and childbirth,<premature birth>,atosiban-sun-epar-public-assessment-report_en.pdf,peptides and proteins,atosiban sun,"to delay imminent pre-term birth in pregnant adult women with regular uterine contractions, cervical dilation, gestational age from 24 until 33 weeks, and normal foetal heart rate",no,"to delay imminent pre-term birth in pregnant adult women with regular uterine contractions, cervical dilation, gestational age from 24 until 33 weeks, and normal foetal heart rate",<premature birth>,sun pharmaceutical industries europe b.v.,sun,ema/476499/2013,atosiban,yes,no,solution,emea/h/c/002329,
intravenous,29.05.2006,2006,authorised,EMA,approved,22.08.2007,2007,neoplasms; diseases of the blood and blood-forming organs,<precursor t-cell lymphoblastic leukemia-lymphoma>,atriance-epar-scientific-discussion_en.pdf,small molecule,atriance,treatment of patients with t-cell acute lymphoblastic leukaemia (t-all) and t-cell lymphoblastic lymphoma (t-lbl) whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,no,treatment of patients with t-cell acute lymphoblastic leukaemia (t-all) and t-cell lymphoblastic lymphoma (t-lbl) whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,<precursor t-cell lymphoblastic leukemia-lymphoma>,glaxo group ltd,glaxo,ema/000409/2007,nelarabine,no,yes,solution,emea/h/c/000735,na
intravenous,,,authorised,EMA,approved,,2006,diseases of the blood and blood-forming organs,<thromboembolism>,atryn-epar-scientific-discussion_en.pdf,biologics,atryn,prophylaxis of venous thromboembolism in surgery of patients with congenital antithrombin deficiency,no,prophylaxis of deep vein thrombosis and thromboembolism in clinical risk situations,<thrombosis>,gtc biotherapeutics inc.,gtc,ema/000000/2006,antithrombin alfa,no,no,powder,emea/h/c/000000,na
oral,01.02.2012,2012,authorised,EMA,approved,27.06.2013,2013,diseases of the nervous system,<multiple sclerosis>,aubagio-epar-public-assessment-report_en.pdf,small molecule,aubagio,treatment of adult patients with relapsing forms of multiple sclerosis (ms) to reduce the frequency of relapses and to delay the accumulation of physical disability,no,treatment of adult patients with relapsing forms of multiple sclerosis (ms) to reduce the frequency of relapses and to delay the accumulation of physical disability,<multiple sclerosis>,sanofi-aventis,sanofi,ema/529295/2013,teriflunomide,no,no,tablet,emea/h/c/002514/0000,na
oral,22.11.2023,2023,authorised,EMA,approved,14.11.2024,2024,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>; <neoplasms>,augtyro-epar-public-assessment-report_en.pdf,small molecule,augtyro,treatment of adult patients with ros1-positive locally advanced or metastatic non-small cell lung cancer (nsclc) and adult and paediatric patients 12 years of age and older with advanced solid tumours expressing a ntrk gene fusion.,no,treatment of adult patients with ros1-positive locally advanced or metastatic non-small cell lung cancer (nsclc) and adult and paediatric patients 12 years of age and older with solid tumours expressing a neurotrophic tyrosine receptor kinase (ntrk) gene fusion.,<non-small cell lung cancer>; <solid tumors>,bristol-myers squibb pharma eeig,bristol-myers squibb,ema/567599/2024,repotrectinib,no,no,capsule,emea/h/c/006005/0000,na
nasal,,,authorised,EMA,approved,,2008,diseases of the respiratory system,<allergic rhinitis>,avamys-epar-scientific-discussion_en.pdf,small molecule,avamys,treatment of the symptoms of allergic rhinitis,no,treatment of the symptoms of allergic rhinitis,"<rhinitis, allergic>",glaxosmithkline (gsk),glaxosmithkline,ema/000000/2008,fluticasone furoate,no,no,spray,emea/h/c/000000,na
intravenous,,,authorised,EMA,approved,12.01.2005,2005,neoplasms; diseases of the digestive system,<colonic neoplasms>; <rectal neoplasms>,avastin-epar-scientific-discussion_en.pdf,biologics,avastin,first-line treatment of patients with metastatic carcinoma of the colon or rectum,no,first-line treatment of patients with metastatic carcinoma of the colon or rectum,<colonic neoplasms>; <rectal neoplasms>,hoffmann-la roche ltd,hoffmann-la roche,ema/000582/2005,bevacizumab,no,no,concentrate,emea/h/c/000582,na
intramuscular,,,authorised,EMA,approved,20.11.1996,1996,diseases of the nervous system,<multiple sclerosis>,avonex-epar-scientific-discussion_en.pdf,biologics,avonex,"treatment of ambulatory patients with relapsing multiple sclerosis characterized by at least 2 recurrent attacks of neurologic dysfunction over the preceding 3-year period without evidence of continuous progression between relapses; treatment of patients who have experienced a single demyelinating event with an active inflammatory process if it is severe enough to warrant treatment with intravenous corticosteroids, if alternative diagnoses have been excluded, and if they are determined to be at high risk of developing clinically definite multiple sclerosis.",yes,treatment of ambulatory patients with relapsing multiple sclerosis characterized by at least 2 recurrent attacks of neurologic dysfunction over the preceding 3-year period without evidence of continuous progression between relapses.,"<multiple sclerosis, relapsing-remitting>",,not reported,,interferon beta-1a,no,no,powder; solvent,,na
subcutaneous,09.02.2024,2024,authorised,EMA,approved,12.12.2024,2024,diseases of the musculoskeletal system and connective tissue; infectious and parasitic diseases; diseases of the blood and blood-forming organs,"<rheumatoid arthritis>; <covid-19>; <arthritis, juvenile>; <cytokine release syndrome>; <giant cell arteritis>",avtozma-epar-public-assessment-report_en.pdf,biologics,avtozma,"treatment of severe, active and progressive rheumatoid arthritis (ra) in adults not previously treated with mtx; treatment of moderate to severe active ra in adult patients who have either responded inadequately to, or who were intolerant to, previous therapy with one or more dmards or tnf antagonists; treatment of covid-19 in adults receiving systemic corticosteroids and require supplemental oxygen or mechanical ventilation; treatment of active systemic juvenile idiopathic arthritis (sjia) in patients 2 years of age and older; treatment of juvenile idiopathic polyarthritis (pjia) in patients 2 years of age and older; treatment of car t cell-induced severe or life-threatening cytokine release syndrome (crs) in adults and paediatric patients 2 years of age and older; treatment of giant cell arteritis (gca) in adult patients.",no,"treatment of severe, active and progressive rheumatoid arthritis (ra) in adults not previously treated with mtx; treatment of moderate to severe active ra in adult patients who have either responded inadequately to, or who were intolerant to, previous therapy with one or more dmards or tnf antagonists; treatment of covid-19 in adults receiving systemic corticosteroids and require supplemental oxygen or mechanical ventilation; treatment of active systemic juvenile idiopathic arthritis (sjia) in patients 2 years of age and older; treatment of juvenile idiopathic polyarthritis (pjia) in patients 2 years of age and older; treatment of car t cell-induced severe or life-threatening cytokine release syndrome (crs) in adults and paediatric patients 2 years of age and older; treatment of giant cell arteritis (gca) in adult patients.","<rheumatoid arthritis>; <covid-19>; <arthritis, juvenile>; <cytokine release syndrome>; <giant cell arteritis>",celltrion healthcare hungary kft.,celltrion,ema/10943/2025,tocilizumab,no,no,solution,emea/h/c/006196/0000,na
subcutaneous,04.04.2023,2023,authorised,EMA,approved,21.03.2024,2024,"endocrine, nutritional, and metabolic diseases",<diabetes mellitus>,awiqli-epar-public-assessment-report_en.pdf,peptides and proteins,awiqli,treatment of diabetes mellitus in adults,no,treatment of diabetes mellitus in adults,<diabetes mellitus>,novo nordisk a/s,novo nordisk,ema/146690/2024,insulin icodec,no,no,solution,emea/h/c/005978/0000,na
oral,06.03.2023,2023,authorised,EMA,approved,25.07.2024,2024,neoplasms; diseases of the genitourinary system,<renal cell carcinoma>,axitinib-accord-epar-public-assessment-report_en.pdf,small molecule,axitinib accord,treatment of adult patients with advanced renal cell carcinoma (rcc) after failure of prior treatment with sunitinib or a cytokine.,no,treatment of adult patients with advanced renal cell carcinoma (rcc) after failure of prior treatment with sunitinib or a cytokine.,<renal cell carcinoma>,accord healthcare s.l.u.,accord,ema/372021/2024,axitinib,yes,no,tablet,emea/h/c/006206/0000,na
intravenous,04.12.2015,2015,authorised,EMA,approved,23.03.2017,2017,neoplasms; diseases of the genitourinary system,<prostatic neoplasms>,axumin-epar-public-assessment-report_en.pdf,small molecule,axumin,axumin is indicated for positron emission tomography (pet) imaging to detect recurrence of prostate cancer in adult men with a suspected recurrence based on elevated blood prostate specific antigen (psa) levels after primary curative treatment.,no,axumin is a radioactive diagnostic agent for pet imaging of adult men with suspected prostate cancer recurrence.,<prostatic neoplasms>,blue earth diagnostics ltd,blue earth diagnostics,ema/237809/2017,fluciclovine (18f),no,no,solution,emea/h/c/004197/0000,na
intravenous,26.06.2019,2019,authorised,EMA,approved,25.06.2020,2020,neoplasms; diseases of the respiratory system; diseases of the genitourinary system,<colorectal neoplasms>; <breast neoplasms>; <non-small cell lung carcinoma>; <renal cell carcinoma>; <ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>; <cervical neoplasms>,aybintio-epar-public-assessment-report_en.pdf,biologics,aybintio,"aybintio in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum; in combination with paclitaxel for first-line treatment of adult patients with metastatic breast cancer; in combination with capecitabine for first-line treatment of adult patients with metastatic breast cancer in whom treatment with other chemotherapy options including taxanes or anthracyclines is not considered appropriate; in addition to platinum-based chemotherapy for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-small cell lung cancer other than predominantly squamous cell histology; in combination with erlotinib for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-squamous non-small cell lung cancer with epidermal growth factor receptor (egfr) activating mutations; in combination with interferon alfa-2a for first line treatment of adult patients with advanced and/or metastatic renal cell cancer; in combination with carboplatin and paclitaxel for the front-line treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer; in combination with carboplatin and gemcitabine or in combination with carboplatin and paclitaxel for treatment of adult patients with first recurrence of platinum-sensitive epithelial ovarian, fallopian tube or primary peritoneal cancer; in combination with topotecan, or pegylated liposomal doxorubicin for the treatment of adult patients with platinum-resistant recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer; in combination with paclitaxel and cisplatin or, alternatively, paclitaxel and topotecan in patients who cannot receive platinum therapy, for the treatment of adult patients with persistent, recurrent, or metastatic carcinoma of the cervix.",no,"aybintio in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum; in combination with paclitaxel for first-line treatment of adult patients with metastatic breast cancer; in combination with capecitabine for first-line treatment of adult patients with metastatic breast cancer in whom treatment with other chemotherapy options including taxanes or anthracyclines is not considered appropriate; in addition to platinum-based chemotherapy for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-small cell lung cancer other than predominantly squamous cell histology; in combination with erlotinib for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-squamous non-small cell lung cancer with epidermal growth factor receptor (egfr) activating mutations; in combination with interferon alfa-2a for first line treatment of adult patients with advanced and/or metastatic renal cell cancer; in combination with carboplatin and paclitaxel for the front-line treatment of adult patients with advanced epithelial ovarian, fallopian tube, or primary peritoneal cancer; in combination with carboplatin and gemcitabine or in combination with carboplatin and paclitaxel for treatment of adult patients with first recurrence of platinum-sensitive epithelial ovarian, fallopian tube or primary peritoneal cancer; in combination with topotecan, or pegylated liposomal doxorubicin for the treatment of adult patients with platinum-resistant recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer; in combination with paclitaxel and cisplatin or, alternatively, paclitaxel and topotecan in patients who cannot receive platinum therapy, for the treatment of adult patients with persistent, recurrent, or metastatic carcinoma of the cervix.",<colorectal neoplasms>; <breast neoplasms>; <non-small cell lung carcinoma>; <renal cell carcinoma>; <ovarian neoplasms>; <fallopian tube neoplasms>; <primary peritoneal carcinoma>; <cervical neoplasms>,samsung bioepis nl b.v.,samsung,ema/380645/2020,bevacizumab,no,no,concentrate,emea/h/c/005106/0000,na
oral,01.07.2019,2019,authorised,EMA,approved,23.07.2020,2020,neoplasms; diseases of the digestive system,<gastrointestinal stromal tumors>,ayvakyt-epar-public-assessment-report_en.pdf,small molecule,ayvakyt,treatment of adult patients with unresectable or metastatic gastrointestinal stromal tumours (gist) harbouring the platelet-derived growth factor receptor alpha (pdgfra) d842v mutation.,no,"treatment of adult patients with unresectable or metastatic gist who have been treated with at least 3 prior lines of therapy and treatment of adult patients with unresectable or metastatic gastrointestinal stromal tumours (gist) harbouring the platelet-derived growth factor receptor alpha (pdgfra) d842v mutation, regardless of prior therapy.",<gastrointestinal stromal tumors>,blueprint medicines (netherlands) b.v.,blueprint,ema/451735/2020,avapritinib,no,yes,tablet,emea/h/c/005208/0000,na
subcutaneous,12.01.2019,2019,authorised,EMA,approved,12.12.2019,2019,diseases of the blood and blood-forming organs; neoplasms,<myelodysplastic syndromes>; <chronic myelomonocytic leukemia>; <acute myeloid leukemia>,azacitidine-accord-epar-public-assessment-report_en.pdf,small molecule,azacitidine accord,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate 2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts according to who classification.",no,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate 2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts according to who classification.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",accord healthcare s.l.u.,accord,ema/chmp/22245/2020,azacitidine,yes,no,powder,emea/h/c/005147/0000,
subcutaneous,09.01.2019,2019,authorised,EMA,approved,30.01.2020,2020,neoplasms; diseases of the blood and blood-forming organs,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",azacitidine-betapharm-epar-public-assessment-report_en.pdf,small molecule,azacitidine betapharm,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts.",no,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",betapharm arzneimittel gmbh,betapharm,ema/91461/2020,azacitidine,yes,no,powder,emea/h/c/005075/0000,
subcutaneous,04.04.2019,2019,withdrawn,EMA,approved,27.06.2019,2019,neoplasms; diseases of the blood and blood-forming organs,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",azacitidine-celgene-epar-public-assessment-report_en.pdf,small molecule,azacitidine celgene,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts.",yes,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, and aml with >30% marrow blasts.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",celgene europe bv,celgene,ema/chmp/445484/2019,azacitidine,yes,no,powder,emea/h/c/005300/0000,
subcutaneous,25.11.2022,2022,authorised,EMA,approved,09.11.2023,2023,diseases of the blood and blood-forming organs; neoplasms,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",azacitidine-kabi-epar-public-assessment-report_en.pdf,small molecule,azacitidine kabi,"treatment of adult patients who are not eligible for haematopoietic stem cell transplantation (hsct) with intermediate-2 and high-risk myelodysplastic syndromes (mds), chronic myelomonocytic leukaemia (cmml) with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia (aml) with 20-30% blasts and multi-lineage dysplasia, aml with >30% marrow blasts.",no,"treatment of adult patients who are not eligible for haematopoietic stem cell transplantation (hsct) with intermediate-2 and high-risk myelodysplastic syndromes (mds), chronic myelomonocytic leukaemia (cmml) with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia (aml) with 20-30% blasts and multi-lineage dysplasia, aml with >30% marrow blasts.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",fresenius kabi deutschland gmbh,fresenius,ema/71813/2024,azacitidine,yes,no,powder,emea/h/c/006154/0000,
subcutaneous,08.03.2019,2019,authorised,EMA,approved,30.01.2020,2020,neoplasms; diseases of the blood and blood-forming organs,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",azacitidine-mylan-epar-public-assessment-report_en.pdf,small molecule,azacitidine mylan,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, aml with >30% marrow blasts",no,"treatment of adult patients not eligible for haematopoietic stem cell transplantation with intermediate-2 and high-risk myelodysplastic syndromes, chronic myelomonocytic leukaemia with 10-29% marrow blasts without myeloproliferative disorder, acute myeloid leukaemia with 20-30% blasts and multi-lineage dysplasia, aml with >30% marrow blasts","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",mylan ireland limited,mylan,ema/chmp/36881/2020,azacitidine,yes,no,powder,emea/h/c/004984/0000,chmp
ocular,03.12.2007,2007,authorised,EMA,approved,25.09.2008,2008,diseases of the eye and adnexa,"<glaucoma, open-angle>; <ocular hypertension>",azarga-epar-public-assessment-report_en.pdf,small molecule,azarga,decrease of ocular pressure (iop) in adult patients with open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient iop reduction,no,decrease of ocular pressure (iop) in adult patients with open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient iop reduction or is not well tolerated,"<glaucoma, open-angle>; <ocular hypertension>",alcon laboratories (uk) ltd.,alcon,,brinzolamide/timolol,yes,no,eye drops,emea/h/c/000960,
ocular,,,authorised,EMA,approved,01.11.2000,2000,diseases of the eye and adnexa,<ocular hypertension>; <open-angle glaucoma>,azopt-epar-scientific-discussion_en.pdf,small molecule,azopt,decrease elevated ocular pressure in ocular hypertension and open-angle glaucoma,no,decrease elevated ocular pressure in ocular hypertension and open-angle glaucoma,<ocular hypertension>; <open-angle glaucoma>,alcon laboratories (uk) ltd,alcon,ema/000309/2000,brinzolamide,no,no,suspension,emea/h/c/000309,na
intravitreal,24.11.2023,2023,authorised,EMA,approved,14.11.2024,2024,diseases of the eye and adnexa,<macular degeneration>; <retinal vein occlusion>; <diabetic macular edema>; <myopia>,baiama-epar-public-assessment-report_en.pdf,biologics,baiama,neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),no,neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),<macular degeneration>; <retinal vein occlusion>; <diabetic macular edema>; <myopia>,formycon ag,formycon,ema/chmp/564859/2024,aflibercept,no,no,solution,emea/h/c/005980/0000,na
oral,08.09.2023,2023,authorised,EMA,approved,27.06.2024,2024,neoplasms; diseases of the genitourinary system,<urothelial carcinoma>,balversa-epar-public-assessment-report_en.pdf,small molecule,balversa,"treatment of adult patients with unresectable or metastatic urothelial carcinoma (uc), harboring susceptible fgfr3 genetic alterations who have previously received at least one line of therapy containing a pd-1 or pd-l1 inhibitor in the unresectable or metastatic treatment setting",no,"treatment of adult patients with locally advanced unresectable or metastatic urothelial carcinoma (uc), harboring susceptible fgfr3 genetic alterations with disease progression during or following at least one line of therapy containing a pd-1 or pd-l1 inhibitor in the locally advanced unresectable or metastatic treatment setting",<urothelial carcinoma>,janssen-cilag international n.v.,janssen-cilag,ema/336561/2024,erdafitinib,no,no,tablet,emea/h/c/006050/0000,na
nasal,19.07.2018,2018,authorised,EMA,approved,17.10.2019,2019,"endocrine, nutritional, and metabolic diseases",<diabetes mellitus>,baqsimi-epar-public-assessment-report_en.pdf,peptides and proteins,baqsimi,"treatment of severe hypoglycaemia in adults, adolescents, and children aged 4 years and over with diabetes mellitus",no,"treatment of severe hypoglycaemia in adults, adolescents, and children aged 4 years and over with diabetes mellitus",<diabetes mellitus>,eli lilly nederland b.v.,eli lilly,ema/chmp/602404/2019,glucagon,no,no,powder,emea/h/c/003848/0000,na
oral,,,authorised,EMA,approved,29.03.2005,2005,infectious and parasitic diseases; diseases of the digestive system,<chronic hepatitis b>,baraclude-epar-scientific-discussion_en.pdf,small molecule,baraclude,"treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis.",no,"treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis.",<chronic hepatitis b>,bristol-myers squibb pharma eeig,bristol-myers squibb,ema/000243/2006,entecavir,no,no,tablet; solution,emea/h/c/000643,na
intravenous,06.10.2016,2016,authorised,EMA,approved,20.07.2017,2017,neoplasms; diseases of the skin,<merkel cell carcinoma>,bavencio-epar-public-assessment-report_en.pdf,biologics,bavencio,treatment of adult patients with metastatic merkel cell carcinoma (mcc),no,treatment of adult patients with metastatic merkel cell carcinoma (mcc),<merkel cell carcinoma>,merck serono europe limited,merck serono,ema/496529/2017,avelumab,no,yes,concentrate,emea/h/c/004338/0000,na
intravenous,03.03.2022,2022,authorised,EMA,approved,23.02.2023,2023,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,bekemv-epar-public-assessment-report_en.pdf,biologics,bekemv,treatment of paroxysmal nocturnal haemoglobinuria (pnh),no,treatment of paroxysmal nocturnal haemoglobinuria (pnh),<paroxysmal nocturnal hemoglobinuria>,amgen technology (ireland) unlimited company,amgen,ema/114622/2023,eculizumab,no,no,concentrate,emea/h/c/005652/0000,na
