Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
intravenous,29.07.2016,2016.0,authorised,TGA,approved,2017-07-26,2017,neoplasms; diseases of the respiratory system; diseases of the genitourinary system,<lung neoplasms>,auspar-atezolizumab-180903.pdf,biologics,tecentriq,treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) with progression on or after prior chemotherapy.,no,treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) after prior chemotherapy and treatment of patients with locally advanced or metastatic urothelial carcinoma after prior chemotherapy.,<non-small cell lung carcinoma>; <urothelial carcinoma>,roche products pty ltd,roche,277120,atezolizumab,no,no,concentrate,pm-2016-02087-1-4,na,
intravenous,27.10.2022,2022.0,authorised (under additional monitoring),Swissmedic,approved,2023-12-07,2023,diseases of the nervous system,"<leukodystrophy, metachromatic>",2024-08-07_final_swisspar_libmeldy_fi_engl.pdf,cell and gene therapy,libmeldy,"libmeldy is indicated for the treatment of metachromatic leukodystrophy (mld) characterised by biallelic mutations in the arylsulfatase a (arsa) gene leading to a reduction of the arsa enzymatic activity: in children with late infantile or early juvenile forms, without clinical manifestations of the disease, in children with the early juvenile form, with early clinical manifestations of the disease, who still have the ability to walk independently, and before the onset of cognitive decline.",no,"libmeldy is indicated for the treatment of metachromatic leukodystrophy (mld) characterised by biallelic mutations in the arylsulfatase a (arsa) gene leading to a reduction of the arsa enzymatic activity: in children with late infantile or early juvenile forms, without clinical manifestations of the disease, in children with the early juvenile form, with early clinical manifestations of the disease, who still have the ability to walk independently, and before the onset of cognitive decline.","<leukodystrophy, metachromatic>",sfl pharma gmbh,sfl,68236,atidarsagene autotemcel,yes,yes,dispersion,,ema,
oral,24.06.2022,2022.0,authorised,EMA,approved,2023-06-22,2023,diseases of the nervous system,<migraine disorders>,aquipta-epar-public-assessment-report_en.pdf,small molecule,aquipta,prophylaxis of migraine in adults who have at least 4 migraine days per month,no,prophylaxis of migraine in adults who have at least 4 migraine days per month,<migraine disorders>,abbvie deutschland gmbh & co. kg,abbvie,ema/326142/2023,atogepant,no,no,tablet,emea/h/c/005871/0000,na,
oral,16.09.2022,2022.0,authorised (under additional monitoring),Swissmedic,approved,2024-03-06,2024,diseases of the nervous system,<migraine disorders>,swisspar_aquipta.pdf,small molecule,aquipta,"prophylactic treatment of migraine in adults, when indicated.",no,aquipta is indicated for the preventive treatment of migraine in adults who have at least 4 migraine attacks per month.,<migraine disorders>,abbvie ag,abbvie,69128,atogepant,yes,no,tablet,,fda; ema,
oral,01.08.2022,2022.0,authorised,TGA,approved,2023-11-14,2023,diseases of the nervous system,<migraine disorders>,auspar-aquipta-240620.pdf,small molecule,aquipta,prophylaxis of migraine in adults who have at least four migraine days per month,no,prophylaxis of migraine in adults who have at least four migraine days per month,<migraine disorders>,abbvie pty ltd,abbvie,"291361, 421965, 391362",atogepant,no,no,tablet,pm-2022-02486-1-1,na,
intravenous,29.08.2012,2012.0,authorised,EMA,approved,2013-05-30,2013,pregnancy and childbirth,<premature birth>,atosiban-sun-epar-public-assessment-report_en.pdf,peptides and proteins,atosiban sun,"to delay imminent pre-term birth in pregnant adult women with regular uterine contractions, cervical dilation, gestational age from 24 until 33 weeks, and normal foetal heart rate",no,"to delay imminent pre-term birth in pregnant adult women with regular uterine contractions, cervical dilation, gestational age from 24 until 33 weeks, and normal foetal heart rate",<premature birth>,sun pharmaceutical industries europe b.v.,sun,ema/476499/2013,atosiban,yes,no,solution,emea/h/c/002329,,
intravenous,09.01.2020,2020.0,authorised,EMA,approved,2020-10-15,2020,neoplasms; diseases of the blood and blood-forming organs,<mantle cell lymphoma>,tecartus-epar-public-assessment-report_en.pdf,cell and gene therapy,tecartus,treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) after two or more lines of systemic therapy including a bruton’s tyrosine kinase (btk) inhibitor,no,treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl),<mantle cell lymphoma>,kite pharma eu b.v.,kite,ema/588798/2020,autologous anti-cd19-transduced cd3+ cells,yes,yes,dispersion,emea/h/c/005102/0000,,
intravenous,08.11.2019,2019.0,authorised,EMA,approved,2020-10-15,2020,neoplasms; diseases of the nervous system,"<leukodystrophy, metachromatic>",libmeldy-epar-public-assessment-report_en.pdf,cell and gene therapy,libmeldy,"treatment of metachromatic leukodystrophy (mld) characterized by biallelic mutations in the arysulfatase a (arsa) gene leading to a reduction of the arsa enzymatic activity in children with late infantile or early juvenile forms, without clinical manifestations of the disease, and in children with the early juvenile form, with early clinical manifestations of the disease, who still have the ability to walk independently and before the onset of cognitive decline.",no,treatment of metachromatic leukodystrophy (mld) in patients from birth to before 17 years and in older patients for whom disease onset occurred before 17 years.,"<leukodystrophy, metachromatic>",orchard therapeutics (netherlands) b.v.,orchard,ema/584450/2020,autologous cd34+ cell encoding arsa gene,no,yes,dispersion,emea/h/c/005321/0000,na,
intravenous,01.05.2015,2015.0,authorised,EMA,approved,2016-04-01,2016,diseases of the blood and blood-forming organs; congenital malformations and chromosomal abnormalities,<severe combined immunodeficiency>,strimvelis-epar-public-assessment-report_en.pdf,cell and gene therapy,strimvelis,"treatment of severe combined immunodeficiency due to adenosine deaminase deficiency (ada-scid), for whom no suitable human leukocyte antigen (hla)-matched related stem cell donor is available.",no,"treatment of severe combined immunodeficiency due to adenosine deaminase deficiency (ada-scid), for whom no suitable human leukocyte antigen (hla)-matched related stem cell donor is available.",<severe combined immunodeficiency>,glaxosmithkline trading services,glaxosmithkline,ema/chmp/272303/2016,autologous cd34+ enriched cell fraction that contains cd34+ cells transduced with retroviral vector that encodes for the human ada cdna sequence,no,yes,dispersion,emea/h/c/003854/0000,na,
intravenous,30.12.2011,2011.0,withdrawn,EMA,approved,2013-06-21,2013,neoplasms,<prostatic neoplasms>,provenge-epar-public-assessment-report_en.pdf,cell and gene therapy,provenge,provenge is indicated for first line treatment of metastatic castrate resistant prostate cancer in male adults.,no,provenge is indicated for first line treatment of metastatic castrate resistant prostate cancer in male adults.,<prostatic neoplasms>,dendreon uk ltd,dendreon,ema/440011/2013,autologous peripheral blood mononuclear cells activated with pap-gm-csf (sipuleucel-t),yes,no,dispersion,emea/h/c/002513/0000,,
oral,09.10.2020,2020.0,authorised,EMA,approved,2021-11-11,2021,diseases of the blood and blood-forming organs; diseases of the respiratory system; diseases of the genitourinary system,<granulomatosis with polyangiitis>; <microscopic polyangiitis>,tavneos-epar-public-assessment-report_en.pdf,small molecule,tavneos,treatment of adult patients with granulomatosis with polyangiitis (wegener’s) (gpa) and microscopic polyangiitis (mpa).,no,treatment of adult patients with granulomatosis with polyangiitis (wegener’s) (gpa) and microscopic polyangiitis (mpa).,<granulomatosis with polyangiitis>; <microscopic polyangiitis>,vifor fresenius medical care renal pharma france,fresenius,ema/708044/2021,avacopan,no,yes,capsule,emea/h/c/005523/0000,na,
oral,12.04.2021,2021.0,authorised,Swissmedic,approved,2022-09-19,2022,diseases of the blood and blood-forming organs,<vasculitis>,swisspar_tavneos.pdf,small molecule,tavneos,"tavneos, as an adjunctive treatment to standard immunosuppressive treatment that includes rituximab or cyclophosphamide with glucocorticoids, is indicated for the treatment of adult patients with severe, active antineutrophil cytoplasmic antibody (anca)-associated vasculitis (granulomatosis with polyangiitis (gpa) and microscopic polyangiitis (mpa)).",no,avacopan is indicated for the treatment of adult patients with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis (wegener’s) [gpa] or microscopic polyangiitis [mpa]).,<vasculitis>,vifor fresenius medical care,vifor fresenius,66772,avacopan,no,yes,capsule,,na,
oral,31.01.2022,2022.0,authorised (under additional monitoring),TGA,approved,2023-01-17,2023,diseases of the blood and blood-forming organs; diseases of the circulatory system,<granulomatosis with polyangiitis>; <microscopic polyangiitis>,auspar-tavneos-231004.pdf,small molecule,tavneos,"tavneos, in combination with a rituximab or cyclophosphamide based regimen, is indicated for the treatment of adults with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis [gpa] and microscopic polyangiitis [mpa]).",no,"tavneos, in combination with other immunosuppressant therapies, is indicated for the treatment of patients with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis [gpa] and microscopic polyangiitis [mpa]).",<vasculitis>,vifor pharma pty ltd,vifor,381053,avacopan,no,yes,capsule,pm-2021-05913-1-3,na,
intravenous,11.09.2020,2020.0,authorised,EMA,approved,2021-11-11,2021,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",<pompe disease>,nexviadyme-epar-public-assessment-report_en.pdf,biologics,nexviadyme,long-term enzyme replacement therapy for the treatment of patients with pompe disease (acid α-glucosidase deficiency).,no,long-term enzyme replacement therapy for the treatment of patients with pompe disease (acid α-glucosidase deficiency).,<pompe disease>,genzyme europe bv,genzyme,ema/708926/2021,avalglucosidase alfa,no,yes,powder,emea/h/c/005501/0000,na,
intravenous,21.10.2020,2020.0,authorised (under additional monitoring),Swissmedic,approved,2021-11-17,2021,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",<pompe disease>,swisspar_nexviadyme.pdf,biologics,nexviadyme,long-term enzyme replacement therapy for the treatment of patients with late-onset pompe's disease (lopd) (acid α-glucosidase deficiency),no,long-term enzyme replacement therapy for the treatment of patients with late-onset pompe’s disease (lopd) (acid α-glucosidase deficiency),<pompe disease>,sanofi-aventis (suisse) sa,sanofi-aventis,67871,avalglucosidase alfa,no,yes,powder,,na,
intravenous,30.11.2020,2020.0,authorised (under additional monitoring),TGA,approved,2021-11-15,2021,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue; diseases of the nervous system",<pompe disease>,auspar-nexviazyme-221208.pdf,biologics,nexviazyme,long-term enzyme replacement therapy for the treatment of patients one year of age and older with pompe disease (acid α-glucosidase deficiency),no,long-term enzyme replacement therapy for the treatment of patients with pompe disease (acid α-glucosidase deficiency),<pompe disease>,sanofi-aventis australia pty ltd,sanofi-aventis,346495,avalglucosidase alfa,no,yes,powder,pm-2020-05478-1-3,na,
oral,02.03.2012,2012.0,authorised,EMA,approved,2013-04-25,2013,diseases of the genitourinary system,<impotence>,spedra-epar-public-assessment-report_en.pdf,small molecule,spedra,treatment of erectile dysfunction in adult men,no,treatment of erectile dysfunction in adult males,<impotence>,vivus bv,vivus,ema/321885/2013,avanafil,no,no,tablet,emea/h/c/002581/0000,na,
oral,,,authorised,TGA,approved,2015-11-10,2015,diseases of the genitourinary system,<impotence>,auspar-avanafil-161027.pdf,small molecule,spedra,treatment of erectile dysfunction in adult males.,no,treatment of erectile dysfunction in men.,<impotence>,a.menarini australia pty ltd,menarini,"228476, 228475, 228474",avanafil,no,no,tablet,pm-2014-02782-1-3,na,
oral,01.07.2019,2019.0,authorised,EMA,approved,2020-07-23,2020,neoplasms; diseases of the digestive system,<gastrointestinal stromal tumors>,ayvakyt-epar-public-assessment-report_en.pdf,small molecule,ayvakyt,treatment of adult patients with unresectable or metastatic gastrointestinal stromal tumours (gist) harbouring the platelet-derived growth factor receptor alpha (pdgfra) d842v mutation.,no,"treatment of adult patients with unresectable or metastatic gist who have been treated with at least 3 prior lines of therapy and treatment of adult patients with unresectable or metastatic gastrointestinal stromal tumours (gist) harbouring the platelet-derived growth factor receptor alpha (pdgfra) d842v mutation, regardless of prior therapy.",<gastrointestinal stromal tumors>,blueprint medicines (netherlands) b.v.,blueprint,ema/451735/2020,avapritinib,no,yes,tablet,emea/h/c/005208/0000,na,
oral,18.11.2021,2021.0,authorised,Swissmedic,approved,2023-07-06,2023,neoplasms; diseases of the blood and blood-forming organs,"<gastrointestinal stromal tumors>; <mastocytosis, systemic>",swisspar_ayvakyt.pdf,small molecule,ayvakyt,gastrointestinal stromal tumour (gist) with pdgfra d842v mutation; advanced systemic mastocytosis (advsm) after at least one previous systemic therapy,no,gastrointestinal stromal tumour (gist) with pdgfra exon 18 mutation; advanced systemic mastocytosis (advsm),"<gastrointestinal stromal tumors>; <mastocytosis, systemic>",blueprint medicines (switzerland),blueprint medicines,68294,avapritinib,yes,yes,tablet,,fda,
oral,30.04.2018,2018.0,authorised,EMA,approved,2019-04-26,2019,diseases of the blood and blood-forming organs; diseases of the digestive system,<thrombocytopenia>; <liver diseases>,doptelet-epar-public-assessment-report_en.pdf,small molecule,doptelet,treatment of severe thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo an invasive procedure.,no,treatment of thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo a procedure.,<thrombocytopenia>; <liver diseases>,dova pharmaceuticals ireland limited,dova,ema/chmp/322871/2019,avatrombopag,no,no,tablet,emea/h/c/004722/0000,na,
oral,20.05.2020,2020.0,authorised (under additional monitoring),Swissmedic,approved,2021-11-23,2021,diseases of the blood and blood-forming organs,<thrombocytopenia>; <chronic liver disease>; <immune thrombocytopenia>,swisspar_doptelet.pdf,small molecule,doptelet,doptelet is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo an invasive procedure. doptelet is indicated for the treatment of chronic immune thrombocytopenia (itp) in adult patients who have shown insufficient response to at least one prior treatment.,no,"doptelet is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease (cld) who are scheduled to undergo an invasive procedure. doptelet is indicated for the treatment of chronic immune thrombocytopenia (itp) in adult patients who have not responded to other treatments (e.g. corticoids, immunoglobulins).",<thrombocytopenia>; <liver diseases>,swedish orphan biovitrum ag,swedish orphan biovitrum,67893,avatrombopag,yes,no,tablet,,european medicines agency (ema),
oral,01.11.2021,2021.0,authorised (under additional monitoring),TGA,approved,2023-01-13,2023,diseases of the blood and blood-forming organs; diseases of the digestive system,<thrombocytopenia>; <chronic liver disease>; <immune thrombocytopenia>,auspar-doptelet-240207.pdf,small molecule,doptelet,treatment of thrombocytopenia in adult patients with chronic liver disease scheduled to undergo a procedure and in adult patients with chronic immune thrombocytopenia with insufficient response to previous treatment.,no,treatment of thrombocytopenia in adult patients with chronic liver disease scheduled to undergo a procedure and in adult patients with chronic immune thrombocytopenia with insufficient response to previous treatment.,<thrombocytopenia>; <chronic liver disease>; <immune thrombocytopenia>,swedish orphan biovitrum pty ltd,swedish orphan biovitrum,375471,avatrombopag,yes,yes,tablet,pm-2021-04302-1-6,,
intravenous,06.10.2016,2016.0,authorised,EMA,approved,2017-07-20,2017,neoplasms; diseases of the skin,<merkel cell carcinoma>,bavencio-epar-public-assessment-report_en.pdf,biologics,bavencio,treatment of adult patients with metastatic merkel cell carcinoma (mcc),no,treatment of adult patients with metastatic merkel cell carcinoma (mcc),<merkel cell carcinoma>,merck serono europe limited,merck serono,ema/496529/2017,avelumab,no,yes,concentrate,emea/h/c/004338/0000,na,
intravenous,03.01.2017,2017.0,authorised (under additional monitoring),TGA,approved,2018-01-02,2018,neoplasms; diseases of the skin,<merkel cell carcinoma>,auspar-avelumab-190122.pdf,biologics,bavencio,treatment of adults and paediatric patients 12 years and older with metastatic merkel cell carcinoma (mmcc),no,treatment of patients with metastatic merkel cell carcinoma (mmcc) whose disease has progressed after receiving at least one prior therapy,<merkel cell carcinoma>,merck serono australia pty ltd,merck,282729,avelumab,no,yes,concentrate,pm-2016-03575-1-4,na,
intravenous,29.07.2017,2017.0,authorised,EMA,approved,2018-06-22,2018,neoplasms; diseases of the blood and blood-forming organs,<diffuse large b-cell lymphoma>; <primary mediastinal large b-cell lymphoma>,yescarta-epar-public-assessment-report_en.pdf,cell and gene therapy,yescarta,"treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) and primary mediastinal large b-cell lymphoma, after two or more lines of systemic therapy",no,"treatment of adult patients with relapsed/refractory diffuse large b-cell lymphoma (dlbcl), primary mediastinal b-cell lymphoma (pmbcl), and transformed follicular lymphoma (tfl) who are ineligible for autologous stem cell transplant (asct)",<diffuse large b-cell lymphoma>; <primary mediastinal b-cell lymphoma>; <follicular lymphoma>,kite pharma eu b.v.,kite,ema/481168/2018,axicabtagene ciloleucel,yes,yes,dispersion,emea/h/c/004480/0000,,
oral,19.04.2011,2011.0,authorised,EMA,approved,2012-05-24,2012,neoplasms; diseases of the genitourinary system,<renal cell carcinoma>,inlyta-epar-public-assessment-report_en.pdf,small molecule,inlyta,treatment of adult patients with advanced renal cell carcinoma (rcc) after failure of prior treatment with sunitinib or a cytokine,no,treatment of adult patients with advanced renal cell carcinoma (rcc) after failure of prior systemic treatment,<renal cell carcinoma>,pfizer ltd.,pfizer,ema/chmp/453325/2012,axitinib,no,yes,tablet,emea/h/c/002406,na,
oral,,,authorised,TGA,approved,2012-07-19,2012,neoplasms; diseases of the genitourinary system,<renal cell carcinoma>,auspar-axitinib-130212.pdf,small molecule,inlyta,for the treatment of patients with advanced renal cell carcinoma after failure of one prior systemic therapy,no,for the treatment of patients with advanced renal cell carcinoma,<renal cell carcinoma>,pfizer australia pty ltd,pfizer,"184856, 184857, 184858, 184859",axitinib,no,yes,tablet,pm-2011-00876-3-4,na,
subcutaneous,09.01.2008,2008.0,authorised,EMA,approved,2008-12-17,2008,diseases of the blood and blood-forming organs; neoplasms,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",vidaza-epar-public-assessment-report_en.pdf,small molecule,vidaza,"treatment of adult patients who are not eligible for haematopoietic stem cell transplantation with: intermediate-2 and high-risk myelodysplastic syndromes (mds) according to the international prognostic scoring system (ipss), chronic myelomonocytic leukaemia (cmml) with 10-29 % marrow blasts without myeloproliferative disorder, or acute myeloid leukaemia (aml) with 20-30 % blasts and multi-lineage dysplasia, according to world health organisation (who) classification.",no,"treatment of patients who are not eligible for haematopoietic stem cell transplantation with: intermediate-2 and high-risk myelodysplastic syndromes (mds) according to the international prognostic scoring system (ipss), chronic myelomonocytic leukemia (cmmol (10%-29% marrow blasts without myeloproliferative disorder)), acute myeloid leukemia (aml) with 20-30% blasts and multi-lineage dysplasia, according to world health organisation (who) classification.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",celgene europe ltd,celgene,ema/593162/2008,azacitidine,no,yes,powder,emea/h/c/000978,na,
intravenous,,,authorised,TGA,approved,2013-04-11,2013,neoplasms; diseases of the blood and blood-forming organs,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",auspar-azacitidine-130820.pdf,small molecule,vidaza,intermediate-2 and high-risk myelodysplastic syndromes (mds); chronic myelomonocytic leukemia (cmmol); acute myeloid leukemia (aml) with 20-30% blasts and multi-lineage dysplasia,yes,intermediate-2 and high-risk myelodysplastic syndromes (mds); chronic myelomonocytic leukemia (cmmol); acute myeloid leukemia (aml) with 20-30% blasts and multi-lineage dysplasia,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",celgene pty ltd,celgene,153080,azacitidine,yes,yes,powder,pm-2012-00341-3-4,,
oral,29.09.2010,2010.0,authorised,EMA,approved,2011-09-22,2011,diseases of the circulatory system,<hypertension>,edarbi-epar-public-assessment-report_en.pdf,small molecule,edarbi,treatment of essential hypertension in adults,no,treatment of essential hypertension in adults,<hypertension>,takeda global research and development centre (europe) ltd.,takeda,,azilsartan medoxomil,no,no,tablet,emea/h/c/002293,na,
inhalation,07.03.2008,2008.0,authorised,EMA,approved,2009-06-25,2009,infectious and parasitic diseases; diseases of the respiratory system,<cystic fibrosis>,cayston-epar-public-assessment-report_en.pdf,small molecule,cayston,a 28-day course of cayston is indicated for the treatment of chronic airway infections due to pseudomonas aeruginosa in patients with cystic fibrosis (cf) aged 18 years and older to improve pulmonary function and respiratory symptoms.,no,to improve pulmonary function and respiratory symptoms for the management of cf patients aged 6 years and older with pseudomonas aeruginosa,<cystic fibrosis>,gilead sciences international ltd.,gilead,ema/461825/2009,aztreonam,yes,yes,powder; solvent,emea/h/c/000996,chmp,
inhalation,,,authorised,TGA,approved,2010-02-02,2010,infectious and parasitic diseases; diseases of the respiratory system,<cystic fibrosis>,auspar-cayston.pdf,small molecule,cayston,"control of gram-negative bacteria, particularly pseudomonas aeruginosa, in the respiratory tract of patients with cystic fibrosis.",no,"control of gram-negative bacteria, particularly pseudomonas aeruginosa, in the respiratory tract of patients with cystic fibrosis.",<cystic fibrosis>,gilead sciences pty ltd,gilead,,aztreonam,no,yes,inhaler,pm-2007-3666-2,na,
intravenous,17.08.2023,2023.0,authorised,EMA,approved,2024-03-21,2024,infectious and parasitic diseases; diseases of the respiratory system; diseases of the digestive system; diseases of the genitourinary system,"<intraabdominal infections>; <pneumonia, hospital-acquired>; <pneumonia, ventilator-associated>; <urinary tract infections>; <pyelonephritis>",emblaveo-epar-public-assessment-report_en.pdf,small molecule,emblaveo,"treatment of complicated intra-abdominal infection (ciai), hospital-acquired pneumonia (hap), ventilator-associated pneumonia (vap), complicated urinary tract infection (cuti), including pyelonephritis, and infections due to aerobic gram-negative organisms in adult patients with limited treatment options",no,"treatment of complicated intra-abdominal infection (ciai), hospital-acquired pneumonia (hap), ventilator-associated pneumonia (vap), complicated urinary tract infection (cuti), including pyelonephritis, and infections due to aerobic gram-negative organisms in adult patients with limited treatment options","<intraabdominal infections>; <pneumonia, hospital-acquired>; <pneumonia, ventilator-associated>; <urinary tract infections>; <pyelonephritis>",pfizer europe ma eeig,pfizer,ema/147600/2024,aztreonam / avibactam,no,no,powder,emea/h/c/006113/0000,na,
intravesical,02.12.2020,2020.0,authorised,Swissmedic,approved,2022-07-28,2022,neoplasms; diseases of the genitourinary system,<urothelial carcinoma>,swisspar_bcg_apogepha_final.pdf,vaccine,bcg apogepha,"treatment of superficial, epithelial, non-muscle invasive urothelial carcinoma of the urinary bladder (carcinoma urotheliale ta, tis, t1).",no,"treatment of superficial, epithelial, non-muscle-invasive urothelial carcinoma (stages ta, tis, t1 bladder carcinoma).",<urothelial carcinoma>,regulix gmbh,regulix,68286,"bacillus calmette-guérin, live attenuated (moreau)",yes,no,powder; solvent,,na,
oral,06.11.2019,2019.0,authorised,EMA,approved,2020-11-12,2020,infectious and parasitic diseases; diseases of the respiratory system,<influenza>,xofluza-epar-public-assessment-report_en.pdf,small molecule,xofluza,"treatment of influenza in patients aged 12 and above, including patients at high risk of developing influenza-related complications; prophylaxis of influenza for post-exposure prophylaxis in individuals aged 12 and above",no,"treatment of influenza in patients aged 12 and above, including patients at high risk of developing influenza-related complications; prophylaxis of influenza for post-exposure prophylaxis in individuals aged 12 and above",<influenza>,roche registration gmbh,roche,ema/537088/2020,baloxavir marboxil,no,no,tablet,emea/h/c/004974/0000,na,
oral,30.04.2019,2019.0,authorised,Swissmedic,approved,2020-02-19,2020,infectious and parasitic diseases,<influenza>,swisspar_xofluza_final.pdf,small molecule,xofluza,treatment of uncomplicated influenza in patients aged 12 years and older who have been symptomatic for no more than 48 hours and who are otherwise healthy or at high risk of developing influenza-related complications,no,treatment of influenza in patients aged 12 years and older who have been symptomatic for no more than 48 hours and who are at high risk of developing influenza-related complications,<influenza>,roche pharma (schweiz) ag,roche,67426,baloxavir marboxil,no,no,tablet,,na,
oral,31.05.2019,2019.0,authorised (under additional monitoring),TGA,approved,2020-02-21,2020,infectious and parasitic diseases; diseases of the respiratory system,<influenza>,auspar-baloxavir-marboxil-200604.pdf,small molecule,xofluza,treatment of uncomplicated influenza in patients aged 12 years and older who have been symptomatic for no more than 48 hours and who are otherwise healthy or at high risk of developing influenza complications.,no,treatment of uncomplicated influenza in patients aged 12 years and older who have been symptomatic for no more than 48 hours and who are otherwise healthy or at high risk of developing influenza complications.,<influenza>,roche products pty limited,roche,"317240, 317241",baloxavir marboxil,no,no,tablet,pm-2019-01386-1-2,na,
oral,01.07.2020,2020.0,authorised,Swissmedic,approved,2021-11-19,2021,infectious and parasitic diseases; diseases of the respiratory system,<influenza>,swisspar_xofluza.pdf,small molecule,xofluza,post-exposure prophylaxis of influenza in individuals aged 12 years and above,yes,prophylaxis of influenza,<influenza>,roche pharma (schweiz) ag,roche,67426,baloxavirum marboxilum,no,no,tablet,,na,
oral,22.01.2016,2016.0,authorised,EMA,approved,2016-12-15,2016,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,olumiant-epar-public-assessment-report_en.pdf,small molecule,olumiant,"treatment of moderate to severe active rheumatoid arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more disease-modifying anti-rheumatic drugs.",no,"treatment of moderate to severe active rheumatoid arthritis in adult patients who are naïve to, have responded inadequately to, or who are intolerant to disease-modifying anti-rheumatic drugs (including conventional synthetic or biologic dmards).",<rheumatoid arthritis>,eli lilly nederland b.v.,eli lilly,ema/13493/2017,baricitinib,no,no,tablet,emea/h/c/004085/0000,na,
oral,01.08.2016,2016.0,authorised (under additional monitoring),TGA,approved,2018-01-19,2018,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,auspar-baricitinib-190321.pdf,small molecule,olumiant,"treatment of moderate to severe active rheumatoid arthritis in adult patients who have responded inadequately, or who are intolerant, to one or more dmards.",no,treatment of moderate to severe active rheumatoid arthritis in adult patients.,<rheumatoid arthritis>,eli lilly australia pty ltd,eli lilly,277905,baricitinib,no,no,tablet,pm-2016-01468-1-3,na,
oral,04.09.2007,2007.0,authorised,EMA,approved,2009-02-19,2009,diseases of the musculoskeletal system and connective tissue,"<osteoporosis, postmenopausal>",conbriza-epar-public-assessment-report_en.pdf,small molecule,conbriza,treatment of postmenopausal osteoporosis in women at increased risk of fracture,no,treatment and prevention of postmenopausal osteoporosis in women at increased risk of fracture,"<osteoporosis, postmenopausal>",wyeth europa ltd,wyeth,ema/660889/2008,bazedoxifene,no,no,tablet,emea/h/c/913,na,
inhalation,30.09.2016,2016.0,authorised,EMA,approved,2017-05-18,2017,diseases of the respiratory system,<chronic obstructive pulmonary disease>,trimbow-epar-public-assessment-report_en.pdf,small molecule,trimbow,maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (copd) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting beta2-agonist,no,symptomatic treatment and reduction of exacerbations in adult patients with chronic obstructive pulmonary disease (copd) with airflow limitation (fev1 < 50% predicted normal) and who are at risk of exacerbations,<chronic obstructive pulmonary disease>,chiesi farmaceutici s.p.a.,chiesi,ema/chmp/289952/2017,beclometasone / formoterol / glycopyrronium bromide,no,no,inhaler,emea/h/c/004257/0000,na,
inhalation,10.05.2019,2019.0,authorised,TGA,approved,2020-06-18,2020,diseases of the respiratory system,<chronic obstructive pulmonary disease>,auspar-beclometasone-dipropionate-formoterol-fumarate-glycopyrronium-bromide-201102.pdf,small molecule,trimbow,maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (copd) who are not adequately treated by a combination of an inhaled corticosteroid (ics) and a long-acting beta2-agonist (laba) or a combination of a laba and a long-acting muscarinic antagonist (lama),no,maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (copd) who are not adequately treated by a combination of an inhaled corticosteroid (ics) and a long-acting beta2-agonist (laba) or a combination of a laba and a long-acting muscarinic antagonist (lama),<chronic obstructive pulmonary disease>,emerge health pty ltd,emerge,314166,beclometasone dipropionate / formoterol fumarate dihydrate / glycopyrronium bromide,no,no,solution,pm-2019-00405-1-5,na,
